title,price1,price2,discountprice,free,alltime_reviews_summary,number_alltime_reviews,developer,publisher,recent_review_summary,number_recent_reviews,genre,release_date,tags,update_count
Green Moon 2,,,,,,(5 reviews),Hooligans Entertainment,Hooligans Entertainment,5 user reviews,,"TITLE: Green Moon 2
GENRE: Adventure, Casual
DEVELOPER: Hooligans Entertainment
PUBLISHER: Hooligans Entertainment
RELEASE DATE: 14 Aug, 2016","14 Aug, 2016",Adventure Casual Hidden Object +,
Whiskey & Zombies: The Great Southern Zombie Escape,Bundle info,,,,,(2 reviews),Nuttery Entertainment,Nuttery Entertainment,2 user reviews,,"TITLE: Whiskey & Zombies: The Great Southern Zombie Escape
GENRE: Action, Indie, Strategy
DEVELOPER: Nuttery Entertainment
PUBLISHER: Nuttery Entertainment
RELEASE DATE: 25 Nov, 2020","25 Nov, 2020",Beat 'em up Shoot 'Em Up Top-Down Shooter +,9
Space Raiders RPG,,,,,,(5 reviews),Geek Games,Geek Games,5 user reviews,,"TITLE: Space Raiders RPG
GENRE: Adventure, Indie, RPG, Strategy
DEVELOPER: Geek Games
PUBLISHER: Geek Games
RELEASE DATE: 8 Feb, 2021","8 Feb, 2021",RPG Indie Strategy Adventure +,
Mars Quest,,,,,,(1 reviews),JRC,JRC,1 user reviews,,"TITLE: Mars Quest
GENRE: Action, Casual, Indie
DEVELOPER: JRC
PUBLISHER: JRC
RELEASE DATE: 27 May, 2021","27 May, 2021",Action Tanks Mechs Robots Shooter Mars +,3
MazeQuest 2,,,,,,(8 reviews),Will Orr,OMB Media,8 user reviews,,"TITLE: MazeQuest 2
GENRE: Adventure, Indie, RPG, Strategy
DEVELOPER: Will Orr, Chris Orr
PUBLISHER: OMB Media
RELEASE DATE: 26 Dec, 2018","26 Dec, 2018",Indie Strategy Adventure RPG Magic +,
Hiragana Katakana Ninja,Bundle info,,,,,,Wholetone Games,Wholetone Games,,,"TITLE: Hiragana Katakana Ninja
GENRE: Simulation
DEVELOPER: Wholetone Games
PUBLISHER: Wholetone Games
RELEASE DATE: 24 May, 2021","24 May, 2021",Simulation Action Casual Word Game 3D +,
The Black Hole,,,,,,(1 reviews),Fisheep Studio,Fisheep Studio,1 user reviews,,"TITLE: The Black Hole
GENRE: Action, Adventure, Indie, Strategy
DEVELOPER: Fisheep Studio
PUBLISHER: Fisheep Studio
RELEASE DATE: 31 May, 2021","31 May, 2021",Action Shooter Mystery Linear Strategy +,
Traffic Storm,,,,,,(1 reviews),ConcreteMixer Games,ConcreteMixer Games,1 user reviews,,"TITLE: Traffic Storm
GENRE: Action, Casual, Indie
DEVELOPER: ConcreteMixer Games
PUBLISHER: ConcreteMixer Games
RELEASE DATE: 12 May, 2020","12 May, 2020",Casual Action Indie Arcade Difficult +,
Manalith,,,,,,(1 reviews),Spinfoam Games,Spinfoam Games,1 user reviews,,"TITLE: Manalith
GENRE: Adventure
DEVELOPER: Spinfoam Games
PUBLISHER: Spinfoam Games
RELEASE DATE: 29 Jan, 2021","29 Jan, 2021",Walking Simulator Exploration Surreal Adventure +,
INVESTMENT HERO,,,,,,(2 reviews),SexyPolygonGames,SexyPolygonGames,2 user reviews,,"TITLE: INVESTMENT HERO
GENRE: Strategy
DEVELOPER: SexyPolygonGames
PUBLISHER: SexyPolygonGames
RELEASE DATE: 12 Dec, 2019
EARLY ACCESS RELEASE DATE: 11 Dec, 2019","12 Dec, 2019",Strategy Indie Atmospheric Singleplayer +,
Prank Masters ~ Otome Visual Novel,"3,99€",,,Download,,(3 reviews),Lockvia Studios,Lockvia Studios,3 user reviews,,"TITLE: Prank Masters ~ Otome Visual Novel
GENRE: Indie, Simulation
DEVELOPER: Lockvia Studios
PUBLISHER: Lockvia Studios
RELEASE DATE: 2 Jun, 2018","2 Jun, 2018",Indie Simulation Otome Visual Novel Anime +,
Melter Man,,,,,,(9 reviews),Husky Swim Team,"RMM Studios, LLC",9 user reviews,,"TITLE: Melter Man
GENRE: Action, Adventure, Casual, Indie
DEVELOPER: Husky Swim Team
PUBLISHER: RMM Studios, LLC
RELEASE DATE: 18 Sep, 2015","18 Sep, 2015",Action Adventure Indie Casual +,
Puzzle Station 15th Anniversary Retro Release,,,,,,(9 reviews),Ninai Games,YeaBoing,9 user reviews,,"TITLE: Puzzle Station 15th Anniversary Retro Release
GENRE: Casual, Indie
DEVELOPER: Ninai Games, YeaBoing
PUBLISHER: YeaBoing
RELEASE DATE: 14 Jul, 2000","14 Jul, 2000",Casual Indie Puzzle +,
The Man with the Ivory Cane,,,,,,(5 reviews),Cateia Games,Big Fish Games,5 user reviews,,"TITLE: The Man with the Ivory Cane
GENRE: Adventure, Casual
DEVELOPER: Cateia Games
PUBLISHER: Big Fish Games
RELEASE DATE: 25 Jul, 2019","25 Jul, 2019",Casual Adventure Hidden Object +,
Survival Denied,,,,,,(5 reviews),What Does This Button Do LLC,What Does This Button Do LLC,5 user reviews,,"TITLE: Survival Denied
GENRE: Action, Casual, Indie, Early Access
DEVELOPER: What Does This Button Do LLC
PUBLISHER: What Does This Button Do LLC
RELEASE DATE: 21 Apr, 2020
EARLY ACCESS RELEASE DATE: 21 Apr, 2020","21 Apr, 2020",Action Casual Indie Early Access VR FPS +,
Marble Odyssey,"9,99€",,,Download,,,Dot Product Games,Dot Product Games,,,"TITLE: Marble Odyssey
GENRE: Action, Casual, Indie
DEVELOPER: Dot Product Games
PUBLISHER: Dot Product Games
RELEASE DATE: 23 Sep, 2020
EARLY ACCESS RELEASE DATE: 9 Sep, 2019","23 Sep, 2020",Action 3D Platformer Casual Puzzle Platformer +,
Home Office,,,,,,(2 reviews),Cakter,Calangos Fritos,2 user reviews,,"TITLE: Home Office
GENRE: Casual
DEVELOPER: Cakter, Daniel Rodrigues
PUBLISHER: Calangos Fritos
RELEASE DATE: 8 Jul, 2021","8 Jul, 2021",Casual 2D Platformer 2D Pixel Graphics +,
Cargo Cult: Shoot'n'Loot VR,"14,99€",,,,,(9 reviews),Panoramik Inc,Panoramik Inc,9 user reviews,,"TITLE: Cargo Cult: Shoot'n'Loot VR
GENRE: Action, Adventure
DEVELOPER: Panoramik Inc
PUBLISHER: Panoramik Inc
RELEASE DATE: 8 Dec, 2016","8 Dec, 2016",VR Action Adventure Shooter Simulation +,
Hand Cannon Virtuoso,,,,,,(3 reviews),Tadatoto,Tadatoto,3 user reviews,,"TITLE: Hand Cannon Virtuoso
GENRE: Action, Indie, RPG, Early Access
DEVELOPER: Tadatoto
PUBLISHER: Tadatoto
RELEASE DATE: 30 Sep, 2020
EARLY ACCESS RELEASE DATE: 30 Sep, 2020","30 Sep, 2020",Roguelite Looter Shooter Card Game VR +,13
Seblen: Battle!,,,,,,(2 reviews),Legible Solutions,Legible Solutions,2 user reviews,,"TITLE: Seblen: Battle!
GENRE: Casual
DEVELOPER: Legible Solutions
PUBLISHER: Legible Solutions
FRANCHISE: The Seblen Chronicles
RELEASE DATE: 23 Jul, 2021","23 Jul, 2021",Card Battler Trading Card Game PvE PvP +,
王国英雄志 Kingdom and Hero,"2,39€",,,,,(5 reviews),雨叶,雨叶,5 user reviews,,"TITLE: 王国英雄志 Kingdom and Hero
GENRE: Adventure, Indie, RPG
DEVELOPER: 雨叶
PUBLISHER: 雨叶
RELEASE DATE: 22 Mar, 2021","22 Mar, 2021",RPG Adventure JRPG CRPG Anime War +,
Gensokyo Rolling Force / 幻想郷ローリングフォース,"20,99€",,,,,(7 reviews),頂点α,頂点α,7 user reviews,,"TITLE: Gensokyo Rolling Force / 幻想郷ローリングフォース
GENRE: Action, Indie
DEVELOPER: 頂点α
PUBLISHER: 頂点α
RELEASE DATE: 6 May, 2018","6 May, 2018",Action Indie Faith Anime +,
TheGunRunner,Bundle info,,,,,(5 reviews),ExtinctionArts,ExtinctionArts,5 user reviews,,"TITLE: TheGunRunner
GENRE: Casual, Indie, Simulation
DEVELOPER: ExtinctionArts
PUBLISHER: ExtinctionArts
RELEASE DATE: 16 Mar, 2018","16 Mar, 2018",Indie Casual Simulation +,
BIRBOUT!,,,,,,,LimeHex,LimeHex,,,"TITLE: BIRBOUT!
GENRE: Action, Casual, Early Access
DEVELOPER: LimeHex
PUBLISHER: LimeHex
FRANCHISE: Sunny
RELEASE DATE: 20 Jul, 2021
EARLY ACCESS RELEASE DATE: 20 Jul, 2021","20 Jul, 2021",2D Platformer Shoot 'Em Up PvE Tutorial 2D +,
Tri6: Infinite,Bundle info,,,,,(3 reviews),Clockwork Origins,Clockwork Origins,3 user reviews,,"TITLE: Tri6: Infinite
GENRE: Action, Casual, Indie, Racing
DEVELOPER: Clockwork Origins
PUBLISHER: Clockwork Origins
FRANCHISE: Clockwork Origins
RELEASE DATE: 17 Jul, 2020","17 Jul, 2020",Indie Action Racing Casual Futuristic PvP +,17
Golf With Your Grandmother,,,,,,(3 reviews),Nevsram,Nevsram,3 user reviews,,"TITLE: Golf With Your Grandmother
GENRE: Indie
DEVELOPER: Nevsram
PUBLISHER: Nevsram
RELEASE DATE: 6 May, 2021","6 May, 2021",Indie Golf Sports Platformer 3D Platformer +,
Plummet,,,,,,,ORBMIT Productions,ORBMIT Productions,,,"TITLE: Plummet
GENRE: Action
DEVELOPER: ORBMIT Productions
PUBLISHER: ORBMIT Productions
RELEASE DATE: 11 Dec, 2020","11 Dec, 2020",Local Multiplayer 4 Player Local Action PvP +,
Awe of Despair,,,,,,(4 reviews),Reliant,Reliant,4 user reviews,,"TITLE: Awe of Despair
GENRE: Action, Adventure, RPG, Simulation
DEVELOPER: Reliant
PUBLISHER: Reliant
RELEASE DATE: 22 Nov, 2017","22 Nov, 2017",Adventure Simulation Gore Violent Action +,
Colossal Saga,,,,,,(1 reviews),Paraverse Games,Paraverse Games,1 user reviews,,"TITLE: Colossal Saga
GENRE: Action, Adventure, Indie, RPG, Strategy, Early Access
DEVELOPER: Paraverse Games
PUBLISHER: Paraverse Games
FRANCHISE: Colossal Saga
RELEASE DATE: 1 Jul, 2020
EARLY ACCESS RELEASE DATE: 1 Jul, 2020","1 Jul, 2020",Action Indie Adventure RPG Strategy +,
RUN! GRANDPA! RUN!,Bundle info,,,,,(7 reviews),Egutidze,Egutidze,7 user reviews,,"TITLE: RUN! GRANDPA! RUN!
GENRE: Action, Adventure, Casual, Indie, Racing
DEVELOPER: Egutidze
PUBLISHER: Egutidze
RELEASE DATE: 22 Jun, 2020","22 Jun, 2020",Casual Third Person Funny Cartoony Nature +,
Honor and Duty: D-Day,"3,99€",,,,,(10 reviews),Strange Games Studios,Strange Games Studios,Mixed,,"TITLE: Honor and Duty: D-Day
GENRE: Action
DEVELOPER: Strange Games Studios
PUBLISHER: Strange Games Studios
FRANCHISE: Honor and Duty
RELEASE DATE: 26 Feb, 2019","26 Feb, 2019",Action VR FPS Shooter PvP World War II +,
Project Hacker,,,,,,(1 reviews),HecThoor Entertainment,HecThoor Entertainment,1 user reviews,,"TITLE: Project Hacker
GENRE: Action, Casual, Indie, Strategy
DEVELOPER: HecThoor Entertainment
PUBLISHER: HecThoor Entertainment
RELEASE DATE: 27 May, 2021","27 May, 2021",Action Casual Strategy Action-Adventure 3D +,
The Hero,,,,,,(5 reviews),Dark Space Studios,Dark Space Studios,5 user reviews,,"TITLE: The Hero
GENRE: Action, Adventure, Indie
DEVELOPER: Dark Space Studios
PUBLISHER: Dark Space Studios
RELEASE DATE: 26 Sep, 2019","26 Sep, 2019",Action Indie Adventure Gore Violent +,
Bear Haven Nights 2,,,,,,(2 reviews),SunRay Games,SunRay Games,2 user reviews,,"TITLE: Bear Haven Nights 2
GENRE: Action, Indie, Simulation
DEVELOPER: SunRay Games
PUBLISHER: SunRay Games
RELEASE DATE: 22 Mar, 2021","22 Mar, 2021",Horror Singleplayer Survival Horror Difficult +,
Metacell: Genesis ARCADE,,,,,,(5 reviews),Posey,Products for Robots,5 user reviews,,"TITLE: Metacell: Genesis ARCADE
GENRE: Casual, Indie, Early Access
DEVELOPER: Posey, G, Tom
PUBLISHER: Products for Robots
RELEASE DATE: 12 May, 2021
EARLY ACCESS RELEASE DATE: 12 May, 2021","12 May, 2021",Indie Casual Action Arcade Match 3 2D +,4
City Sweeper - Clean it Fast!,,,,,,(4 reviews),Catmoon Productions,Catmoon Productions,4 user reviews,,"TITLE: City Sweeper - Clean it Fast!
GENRE: Simulation
DEVELOPER: Catmoon Productions
PUBLISHER: Catmoon Productions
RELEASE DATE: 26 Jun, 2018","26 Jun, 2018",Simulation +,
Genius! NAZI-GIRL GoePPels-Chan ep2,,,,,,(8 reviews),WarMachine,WarMachine,8 user reviews,,"TITLE: Genius! NAZI-GIRL GoePPels-Chan ep2
GENRE: Casual, Indie
DEVELOPER: WarMachine
PUBLISHER: WarMachine
RELEASE DATE: 18 May, 2019","18 May, 2019",Indie Casual Visual Novel Anime Cute +,
Box Nation [] Lets Go Build and Fight,,,,,,(1 reviews),Box Nation,Box Nation,1 user reviews,,"TITLE: Box Nation [] Lets Go Build and Fight
GENRE: Action, Adventure, Indie, RPG, Simulation, Strategy, Early Access
DEVELOPER: Box Nation
PUBLISHER: Box Nation
RELEASE DATE: 6 Apr, 2020
EARLY ACCESS RELEASE DATE: 6 Apr, 2020","6 Apr, 2020",Strategy Action Indie RPG Adventure PvE +,
MessiahEnd Refrain,"3,99€",,,,,(4 reviews),日和おしん,日和おしん,4 user reviews,,"TITLE: MessiahEnd Refrain
GENRE: Action, Indie
DEVELOPER: 日和おしん, hiyoriosin
PUBLISHER: 日和おしん
FRANCHISE: MessiahEnd
RELEASE DATE: 15 Jan, 2021","15 Jan, 2021",Action Action RPG Anime Dark Fantasy Indie +,
Ironguard,,,,,,(8 reviews),Aegon Games Ltd,Aegon Games Ltd,8 user reviews,,"TITLE: Ironguard
GENRE: Action, Indie
DEVELOPER: Aegon Games Ltd
PUBLISHER: Aegon Games Ltd
RELEASE DATE: 14 Oct, 2016","14 Oct, 2016",Action Indie FPS Shooter Singleplayer +,
Amanda's Sticker Book 2 - Amazing Wildlife,Bundle info,,,,,(3 reviews),e-FunSoft Games,HH-Games,3 user reviews,,"TITLE: Amanda's Sticker Book 2 - Amazing Wildlife
GENRE: Action, Casual, Indie, Strategy
DEVELOPER: e-FunSoft Games
PUBLISHER: HH-Games
FRANCHISE: Match3 Games, Match 3 Games
RELEASE DATE: 11 Mar, 2019","11 Mar, 2019",Casual Indie Strategy Action Match 3 +,
First Hero - Epic of Gilgamesh,,,,,,(1 reviews),Koala Medialab,Koala Medialab,1 user reviews,,"TITLE: First Hero - Epic of Gilgamesh
GENRE: Action, Adventure, Indie, Early Access
DEVELOPER: Koala Medialab
PUBLISHER: Koala Medialab
RELEASE DATE: 31 Mar, 2021
EARLY ACCESS RELEASE DATE: 31 Mar, 2021","31 Mar, 2021",Action Action-Adventure Exploration Souls-like +,
Ritual,Bundle info,,,,,(8 reviews),Valera Entertainment,Valera Entertainment,8 user reviews,,"TITLE: Ritual
GENRE: Adventure, Casual, Indie
DEVELOPER: Valera Entertainment
PUBLISHER: Valera Entertainment
RELEASE DATE: 25 Mar, 2021","25 Mar, 2021",Visual Novel Adventure Story Rich Minimalist +,
Arrowborn,,,,,,(8 reviews),Kung Fu Robots LLC,Kung Fu Robots LLC,8 user reviews,,"TITLE: Arrowborn
GENRE: Action, Adventure, Casual, Early Access
DEVELOPER: Kung Fu Robots LLC
PUBLISHER: Kung Fu Robots LLC
RELEASE DATE: 24 Jul, 2018","24 Jul, 2018",Action Adventure Early Access Casual Gore +,
Train Chase,"8,19€",,,,,(1 reviews),Rhine Games,Rhine Games,1 user reviews,,"TITLE: Train Chase
GENRE: Action, Indie
DEVELOPER: Rhine Games
PUBLISHER: Rhine Games
RELEASE DATE: 27 May, 2021","27 May, 2021",VR On-Rails Shooter FPS Shooter Action +,
DoC God Mode Edition,,,,,,(3 reviews),Volker Elzner,Volker Elzner,3 user reviews,,"TITLE: DoC God Mode Edition
GENRE: Adventure, Indie, RPG
DEVELOPER: Volker Elzner
PUBLISHER: Volker Elzner
RELEASE DATE: 15 Aug, 2018","15 Aug, 2018",Adventure RPG Indie +,
Sorcs: Siege Chronicles,,,,,,(2 reviews),Brit0nS,Hensi Games,2 user reviews,,"TITLE: Sorcs: Siege Chronicles
GENRE: Indie, Strategy
DEVELOPER: Brit0nS, Serj
PUBLISHER: Hensi Games
RELEASE DATE: 6 May, 2021","6 May, 2021",Tower Defense Strategy RTS Action RTS 3D +,
VIRTUAL SOLDIERS,,,,,,(1 reviews),Sean Adair Entertainment,Sean Adair Entertainment,1 user reviews,,"TITLE: VIRTUAL SOLDIERS
GENRE: Action, Casual, Indie
DEVELOPER: Sean Adair Entertainment
PUBLISHER: Sean Adair Entertainment
RELEASE DATE: 29 Dec, 2020","29 Dec, 2020",On-Rails Shooter FPS Shoot 'Em Up Shooter +,
Sticky Dildo Man,,,,,,,machineman1357,machineman1357,,,"TITLE: Sticky Dildo Man
GENRE: Action, Casual, Indie, Strategy
DEVELOPER: machineman1357
PUBLISHER: machineman1357
RELEASE DATE: 22 Oct, 2019","22 Oct, 2019",Action Casual Indie Sexual Content Strategy +,
Twilight Drive,"7,99€",,,Download,,(1 reviews),Eponymouse,Eponymouse,1 user reviews,,"TITLE: Twilight Drive
GENRE: Racing
DEVELOPER: Eponymouse
PUBLISHER: Eponymouse
RELEASE DATE: 16 Jun, 2021","16 Jun, 2021",Racing Driving Difficult Arcade 3D Linear +,5
BullyBall,,,,,,(1 reviews),gemRV,gemRV,1 user reviews,,"TITLE: BullyBall
GENRE: Action, Early Access
DEVELOPER: gemRV
PUBLISHER: gemRV
RELEASE DATE: 4 Aug, 2021
EARLY ACCESS RELEASE DATE: 4 Aug, 2021","4 Aug, 2021",Early Access Archery VR Atmospheric Horror +,
Doctor Klyvinski,,,,,,(1 reviews),Kaenderin games,Kaenderin games,1 user reviews,,"TITLE: Doctor Klyvinski
GENRE: Indie, Simulation
DEVELOPER: Kaenderin games
PUBLISHER: Kaenderin games
RELEASE DATE: 10 Apr, 2020","10 Apr, 2020",Indie Simulation Dystopian 1980s Puzzle +,
Escape to Mars,,,,,,(2 reviews),Ancarus,Ancarus,2 user reviews,,"TITLE: Escape to Mars
GENRE: Action, Casual, Indie
DEVELOPER: Ancarus
PUBLISHER: Ancarus
RELEASE DATE: 5 Aug, 2021","5 Aug, 2021",Collectathon Action Puzzle Casual Strategy +,
Innocent VR,"9,99€",,,,,(7 reviews),"NineD Digital,Nuclear Studio",NineD Digital,7 user reviews,,"TITLE: Innocent VR
GENRE: Action, Adventure, Indie
DEVELOPER: NineD Digital,Nuclear Studio
PUBLISHER: NineD Digital
RELEASE DATE: 12 Mar, 2018","12 Mar, 2018",Action Adventure Indie VR +,
轮回修仙决,,,,,,(2 reviews),KK,KK,2 user reviews,,"TITLE: 轮回修仙决
GENRE: Casual, Indie
DEVELOPER: KK
PUBLISHER: KK
RELEASE DATE: 26 Feb, 2021","26 Feb, 2021",Casual Mythology Cartoon Singleplayer Idler +,
Mask Up,,,,,,(1 reviews),Rouli,Rouli,1 user reviews,,"TITLE: Mask Up
GENRE: Action, Indie
DEVELOPER: Rouli
PUBLISHER: Rouli
RELEASE DATE: 12 Mar, 2021","12 Mar, 2021",Action Roguelike Combat Racing Runner 2D +,
Fluffert and Friends,,,,,,,InterGalaxy Entertaiment,InterGalaxy Entertaiment,,,"TITLE: Fluffert and Friends
GENRE: Adventure, Indie, Early Access
DEVELOPER: InterGalaxy Entertaiment
PUBLISHER: InterGalaxy Entertaiment
RELEASE DATE: 8 Sep, 2021
EARLY ACCESS RELEASE DATE: 8 Sep, 2021","8 Sep, 2021",Adventure Platformer 3D Platformer Cute +,4
Bonfire,"3,99€",,,,,(8 reviews),Baobab Studios,Baobab Studios,8 user reviews,,"TITLE: Bonfire
GENRE: Adventure, Indie, Simulation
DEVELOPER: Baobab Studios
PUBLISHER: Baobab Studios
RELEASE DATE: 18 Oct, 2019","18 Oct, 2019",Adventure Indie Simulation Sci-fi Story Rich +,
Brazilian Adventure,,,,,,(2 reviews),'What Day is it?' Games,What Day is it?' Games,2 user reviews,,"TITLE: Brazilian Adventure
GENRE: Adventure, Casual, Indie
DEVELOPER: 'What Day is it?' Games
PUBLISHER: What Day is it?' Games
RELEASE DATE: 19 Mar, 2018","19 Mar, 2018",Adventure Indie Casual Hidden Object +,
Baseball Kings VR,,,,,,(2 reviews),Appnori Inc.,Appnori Inc.,2 user reviews,,"TITLE: Baseball Kings VR
GENRE: Casual, Indie, Simulation, Sports, Early Access
DEVELOPER: Appnori Inc.
PUBLISHER: Appnori Inc.
RELEASE DATE: 11 Apr, 2018","11 Apr, 2018",Casual Simulation Sports Indie Early Access +,
IsoCubes,Bundle info,,,,,(3 reviews),NanningsGames,NanningsGames,3 user reviews,,"TITLE: IsoCubes
GENRE: Strategy
DEVELOPER: NanningsGames
PUBLISHER: NanningsGames
FRANCHISE: Nannings
RELEASE DATE: 4 Jun, 2021","4 Jun, 2021",Puzzle Isometric Singleplayer Strategy +,
Cyber Chicken,Bundle info,,,,,(5 reviews),WHOA!,Groupees Interactive,5 user reviews,,"TITLE: Cyber Chicken
GENRE: Action, Adventure, Indie
DEVELOPER: WHOA!
PUBLISHER: Groupees Interactive
RELEASE DATE: 23 Nov, 2016","23 Nov, 2016",Action Indie Adventure 2.5D Side Scroller +,
Soft Wind,Bundle info,,,,,(4 reviews),玫瑰工作室,玫瑰工作室,4 user reviews,,"TITLE: Soft Wind
GENRE: Adventure, Casual, Indie, Strategy
DEVELOPER: 玫瑰工作室
PUBLISHER: 玫瑰工作室
RELEASE DATE: 21 Dec, 2020","21 Dec, 2020",Adventure Anime Indie Puzzle Colorful +,
LV99: Final Fortress,,,,,,(3 reviews),Great Potion Games,Great Potion Games,3 user reviews,,"TITLE: LV99: Final Fortress
GENRE: Adventure, Indie, RPG, Strategy
DEVELOPER: Great Potion Games
PUBLISHER: Great Potion Games
RELEASE DATE: 7 Jul, 2020","7 Jul, 2020",JRPG Female Protagonist Character Customization +,
Eveslan,,,,,,,Khan,Khan,,,"TITLE: Eveslan
GENRE: Casual
DEVELOPER: Khan
PUBLISHER: Khan
RELEASE DATE: 27 Sep, 2017","27 Sep, 2017",Casual +,
Family Quiz,,,,,,(1 reviews),NYX Digital,Funbox Media Ltd,1 user reviews,,"TITLE: Family Quiz
GENRE: Casual
DEVELOPER: NYX Digital
PUBLISHER: Funbox Media Ltd
RELEASE DATE: 31 Jul, 2020","31 Jul, 2020",Education Puzzle Trivia Board Game 2D +,
Glisten to your heart: The courage within you,,,,,,(2 reviews),Annchan4,Annchan4,2 user reviews,,"TITLE: Glisten to your heart: The courage within you
GENRE: Adventure, Casual, Indie, RPG
DEVELOPER: Annchan4
PUBLISHER: Annchan4
RELEASE DATE: 22 Jul, 2021","22 Jul, 2021",RPG Interactive Fiction Action-Adventure 2D +,7
Pet Store Panic,Bundle info,,,,,(2 reviews),"Ludometrics, Ltd.",Big Fish Games,2 user reviews,,"TITLE: Pet Store Panic
GENRE: Casual, Strategy
DEVELOPER: Ludometrics, Ltd.
PUBLISHER: Big Fish Games
RELEASE DATE: 17 May, 2016","17 May, 2016",Casual Strategy +,
Bot War,,,,,,(3 reviews),James Richardson,James Richardson,3 user reviews,,"TITLE: Bot War
GENRE: Action, Indie
DEVELOPER: James Richardson
PUBLISHER: James Richardson
RELEASE DATE: 25 Feb, 2019","25 Feb, 2019",Action Indie Violent Singleplayer FPS +,
Slordax: The Unknown Enemy,,,,,,(1 reviews),Softdisk,Ziggurat,1 user reviews,,"TITLE: Slordax: The Unknown Enemy
GENRE: Action
DEVELOPER: Softdisk
PUBLISHER: Ziggurat
RELEASE DATE: 7 May, 2021","7 May, 2021",Action Shoot 'Em Up Retro Top-Down Shooter +,
Light Years Apart,Bundle info,,,,,(7 reviews),Choice of Games,Choice of Games,7 user reviews,,"TITLE: Light Years Apart
GENRE: Adventure, Casual, Indie, RPG
DEVELOPER: Choice of Games
PUBLISHER: Choice of Games
RELEASE DATE: 11 Jun, 2020","11 Jun, 2020",Adventure RPG Indie Casual Sci-fi +,
