title,price1,price2,discountprice,free,alltime_reviews_summary,number_alltime_reviews,developer,publisher,recent_review_summary,number_recent_reviews,genre,release_date,tags,update_count
Sudoku Killer / 杀手数独,Bundle info,,,,,(93 reviews),Konstructors,Hook Games,Very Positive,,"TITLE: Sudoku Killer / 杀手数独
GENRE: Casual, Indie, Strategy
DEVELOPER: Konstructors
PUBLISHER: Hook Games
FRANCHISE: Hook Games
RELEASE DATE: 19 Oct, 2018","19 Oct, 2018",Casual Indie Strategy Puzzle Difficult +,
Awakening: Moonfell Wood,Bundle info,,,,,(12 reviews),Boomzap Entertainment,Big Fish Games,Positive,,"TITLE: Awakening: Moonfell Wood
GENRE: Adventure, Casual
DEVELOPER: Boomzap Entertainment
PUBLISHER: Big Fish Games
FRANCHISE: Awakening
RELEASE DATE: 10 Aug, 2018","10 Aug, 2018",Adventure Casual Hidden Object +,
Viking Chess: Hnefatafl,,,,,,(35 reviews),Diamond Sky Games,Rain Games,Positive,,"TITLE: Viking Chess: Hnefatafl
GENRE: Indie, Strategy
DEVELOPER: Diamond Sky Games
PUBLISHER: Rain Games
FRANCHISE: Rain Games
RELEASE DATE: 5 Mar, 2020
EARLY ACCESS RELEASE DATE: 16 Oct, 2019","5 Mar, 2020",Indie Strategy Board Game Historical Chess +,
Betrayal Collection,Bundle info,,,,,(73 reviews),Dynamix,Activison,Very Positive,,"TITLE: Betrayal Collection
GENRE: RPG
DEVELOPER: Dynamix
PUBLISHER: Activison
RELEASE DATE: 31 Jul, 1997","31 Jul, 1997",RPG Classic 1990's Adventure Fantasy +,
心境 VR / Mind VR Exploration,"-50%
3,29€
1,64€",,,,,(34 reviews),小海洋 MiniSea,小海洋 MiniSea,Positive,,"TITLE: 心境 VR / Mind VR Exploration
GENRE: Adventure, Casual, Indie
DEVELOPER: 小海洋 MiniSea
PUBLISHER: 小海洋 MiniSea
RELEASE DATE: 9 Sep, 2020","9 Sep, 2020",Casual Education Immersive Sim Life Sim +,
Angry Video Game Nerd Adventures,Bundle info,,,,,"(2,520 reviews)",FreakZone Games,Screenwave Media,Very Positive,,"TITLE: Angry Video Game Nerd Adventures
GENRE: Action, Adventure, Indie
DEVELOPER: FreakZone Games
PUBLISHER: Screenwave Media
FRANCHISE: Angry Video Game Nerd
RELEASE DATE: 20 Sep, 2013","20 Sep, 2013",Platformer Indie Action Difficult Adventure +,
Journey of a Roach,Package info,,,,Very Positive,"(1,166 reviews)",Koboldgames,Daedalic Entertainment,Very Positive,(18 reviews),"TITLE: Journey of a Roach
GENRE: Adventure, Indie
DEVELOPER: Koboldgames, Daedalic Entertainment
PUBLISHER: Daedalic Entertainment
RELEASE DATE: 4 Nov, 2013","4 Nov, 2013",Adventure Indie Point & Click Puzzle Short +,
Guardian Chronicle,,,,Free,Mixed,(838 reviews),PixelCruise,LINE Games Corporation,Mixed,(18 reviews),"TITLE: Guardian Chronicle
GENRE: Action, Casual, Free to Play, Strategy
DEVELOPER: PixelCruise
PUBLISHER: LINE Games Corporation
RELEASE DATE: 24 Mar, 2021
EARLY ACCESS RELEASE DATE: 25 Nov, 2020","24 Mar, 2021",Tower Defense Strategy Collectathon Action +,59
Player's Eleven,"9,95€",,,Download,,(28 reviews),Green Pitch Gaming,Green Pitch Gaming,Positive,,"TITLE: Player's Eleven
GENRE: Indie, Simulation, Sports
DEVELOPER: Green Pitch Gaming
PUBLISHER: Green Pitch Gaming
RELEASE DATE: 12 Feb, 2020","12 Feb, 2020",Simulation Management Football Soccer 2D +,
Urban Cards,Bundle info,,,,,(97 reviews),Hues Games,Hues Games,Mostly Positive,,"TITLE: Urban Cards
GENRE: Indie, Strategy
DEVELOPER: Hues Games
PUBLISHER: Hues Games
RELEASE DATE: 10 Feb, 2021
EARLY ACCESS RELEASE DATE: 26 Mar, 2020","10 Feb, 2021",Roguelike Deckbuilder Strategy Indie PvP +,38
Breakpoint,Bundle info,,,,,(87 reviews),Studio Aesthesia,The Quantum Astrophysicists Guild,Very Positive,,"TITLE: Breakpoint
GENRE: Action, Casual, Indie
DEVELOPER: Studio Aesthesia
PUBLISHER: The Quantum Astrophysicists Guild
FRANCHISE: The Quantum Astrophysicists Guild
RELEASE DATE: 24 Sep, 2020","24 Sep, 2020",Casual Arcade Score Attack Twin Stick Shooter +,
Immortal Planet,,,,,,(156 reviews),teedoubleuGAMES,teedoubleuGAMES,Very Positive,,"TITLE: Immortal Planet
GENRE: Action, Adventure, Indie, RPG
DEVELOPER: teedoubleuGAMES
PUBLISHER: teedoubleuGAMES
RELEASE DATE: 27 Jul, 2017","27 Jul, 2017",Souls-like Action Indie RPG Adventure +,
Rescue Team,Bundle info,,,,,(105 reviews),Alawar Entertainment,Buka Entertainment,Very Positive,,"TITLE: Rescue Team
GENRE: Casual, Simulation, Strategy
DEVELOPER: Alawar Entertainment
PUBLISHER: Buka Entertainment
RELEASE DATE: 5 May, 2011","5 May, 2011",Strategy Casual Simulation Time Management +,
This Strange Realm Of Mine,Bundle info,,,,,(292 reviews),Doomster Entertainment,Doomster Entertainment,Very Positive,,"TITLE: This Strange Realm Of Mine
GENRE: Action, Adventure, Indie
DEVELOPER: Doomster Entertainment
PUBLISHER: Doomster Entertainment
FRANCHISE: Doomster Entertainment
RELEASE DATE: 19 Jul, 2017","19 Jul, 2017",FPS Psychological Horror Story Rich Horror +,
qop,Bundle info,,,,Very Positive,(724 reviews),Quiet River,Quiet River,Very Positive,(14 reviews),"TITLE: qop
GENRE: Casual, Indie
DEVELOPER: Quiet River
PUBLISHER: Quiet River
FRANCHISE: qop
RELEASE DATE: 13 Jul, 2017","13 Jul, 2017",Indie Casual Puzzle Singleplayer Minimalist +,
Sid Meier's Starships,Package info,,,,,"(1,746 reviews)",Firaxis Games,2K,Mixed,,"TITLE: Sid Meier's Starships
GENRE: Strategy
DEVELOPER: Firaxis Games
PUBLISHER: 2K
RELEASE DATE: 12 Mar, 2015","12 Mar, 2015",Strategy Space Turn-Based Strategy Sci-fi +,
Wild West and Wizards,Bundle info,,,,,(293 reviews),Lavaboots Studios,Lavaboots Studios,Mostly Positive,,"TITLE: Wild West and Wizards
GENRE: Action, Adventure, Indie, RPG
DEVELOPER: Lavaboots Studios
PUBLISHER: Lavaboots Studios
RELEASE DATE: 28 Apr, 2020
EARLY ACCESS RELEASE DATE: 29 Aug, 2019","28 Apr, 2020",RPG Action Indie Adventure Western 3D +,
Cardinal Cross,,,,,,(161 reviews),ImpQueen,ImpQueen,Very Positive,,"TITLE: Cardinal Cross
GENRE: Casual, Indie
DEVELOPER: ImpQueen
PUBLISHER: ImpQueen
RELEASE DATE: 9 Jul, 2018","9 Jul, 2018",Indie Visual Novel Casual Female Protagonist +,
