title,price1,price2,discountprice,free,alltime_reviews_summary,number_alltime_reviews,developer,publisher,recent_review_summary,number_recent_reviews,genre,release_date,tags,update_count
Montas,,,,,,(80 reviews),Organic Humans,Organic Humans,Mostly Negative,,"TITLE: Montas
GENRE: Adventure, Indie, Early Access
DEVELOPER: Organic Humans
PUBLISHER: Organic Humans
RELEASE DATE: 24 Mar, 2014","24 Mar, 2014",Horror Adventure Indie Early Access VR +,
Tesla Breaks the World!,,,,,,(19 reviews),Archetype Global,Archetype Global,Mostly Negative,,"TITLE: Tesla Breaks the World!
GENRE: Adventure, Indie
DEVELOPER: Archetype Global
PUBLISHER: Archetype Global
RELEASE DATE: 26 Nov, 2014","26 Nov, 2014",Adventure Indie Platformer +,
AEON BLOOD,,,,,,(12 reviews),S H B studio,S H B studio,Mostly Negative,,"TITLE: AEON BLOOD
GENRE: Action, Indie
DEVELOPER: S H B studio
PUBLISHER: S H B studio
RELEASE DATE: 31 Aug, 2020","31 Aug, 2020",Indie Action Beat 'em up Souls-like Fighting +,
Caelus Trident,,,,Free to Play,,(156 reviews),Fractured Rogue Studios LLC,Fractured Rogue Studios LLC,Mostly Negative,,"TITLE: Caelus Trident
GENRE: Action, Indie
DEVELOPER: Fractured Rogue Studios LLC
PUBLISHER: Fractured Rogue Studios LLC
RELEASE DATE: 17 Apr, 2019","17 Apr, 2019",Indie Action Arcade Free to Play +,
Trajectory,Bundle info,,,,,(10 reviews),Sky Trail Ltd,Sky Trail Ltd,Mostly Negative,,"TITLE: Trajectory
GENRE: Action, Adventure, Indie
DEVELOPER: Sky Trail Ltd
PUBLISHER: Sky Trail Ltd
RELEASE DATE: 10 Mar, 2017","10 Mar, 2017",Adventure Action Space Sci-fi Dystopian +,
MineFight,,,,,,(151 reviews),Talpel Games,Talpel Games,Mostly Negative,,"TITLE: MineFight
GENRE: Action, Free to Play, Indie
DEVELOPER: Talpel Games
PUBLISHER: Talpel Games
RELEASE DATE: 23 Sep, 2017","23 Sep, 2017",Free to Play Action Indie Multiplayer +,
HUMBLE ZOMBIE,,,,,,(3 reviews),SHIBO GAMES,SHIBO GAMES,3 user reviews,,"TITLE: HUMBLE ZOMBIE
GENRE: Casual, Indie, Simulation
DEVELOPER: SHIBO GAMES
PUBLISHER: SHIBO GAMES
RELEASE DATE: 27 May, 2021","27 May, 2021",Casual Simulation Physics Comedy 3D +,
Canon - Legend of the New Gods,,,,,,(1 reviews),Super Fighter Team,Piko Interactive,1 user reviews,,"TITLE: Canon - Legend of the New Gods
GENRE: Action, RPG, Strategy
DEVELOPER: Super Fighter Team
PUBLISHER: Piko Interactive
RELEASE DATE: 7 Aug, 2020","7 Aug, 2020",RPG Strategy Adventure Action RPG JRPG +,
Strike Force Remastered,,,,,,(9 reviews),SF DevTeam,WFG Publishing,9 user reviews,,"TITLE: Strike Force Remastered
GENRE: Action, Indie
DEVELOPER: SF DevTeam
PUBLISHER: WFG Publishing
FRANCHISE: Strike Force
RELEASE DATE: 20 Nov, 2018","20 Nov, 2018",Action Indie FPS Singleplayer First-Person +,
nothing & nowhere,Bundle info,,,,,(9 reviews),ebi-hime,ebi-hime,9 user reviews,,"TITLE: nothing & nowhere
GENRE: Casual, Indie
DEVELOPER: ebi-hime
PUBLISHER: ebi-hime
RELEASE DATE: 18 May, 2020","18 May, 2020",Indie Casual Visual Novel Female Protagonist +,
Attempt[42],Bundle info,,,,,(16 reviews),ThinkOfGames,Big Black Bear,Mixed,,"TITLE: Attempt[42]
GENRE: Action, Casual, Indie
DEVELOPER: ThinkOfGames
PUBLISHER: Big Black Bear
RELEASE DATE: 8 Dec, 2016","8 Dec, 2016",3D Platformer First-Person Puzzle Casual 3D +,
Sentinel: Cursed Knight,,,,,,(5 reviews),Sentinel Studios,Sentinel Studios,5 user reviews,,"TITLE: Sentinel: Cursed Knight
GENRE: Action, Adventure, Indie, RPG
DEVELOPER: Sentinel Studios
PUBLISHER: Sentinel Studios
FRANCHISE: Sentinel
RELEASE DATE: 10 Aug, 2021","10 Aug, 2021",Action Adventure RPG Action RPG 3D +,11
Baking Bustle,Bundle info,,,,,(9 reviews),Game On Production,Alawar Entertainment,9 user reviews,,"TITLE: Baking Bustle
GENRE: Casual, Simulation
DEVELOPER: Game On Production
PUBLISHER: Alawar Entertainment
FRANCHISE: Alawar Entertainment
RELEASE DATE: 14 Oct, 2020","14 Oct, 2020",Casual Simulation Time Management Cute +,
Adventurers Guild,,,,,,,Game Delivery,Game Delivery,,,"TITLE: Adventurers Guild
GENRE: RPG, Strategy
DEVELOPER: Game Delivery
PUBLISHER: Game Delivery
RELEASE DATE: 6 Sep, 2021","6 Sep, 2021",Tactical RPG Turn-Based Tactics Strategy RPG +,
Take town,Bundle info,,,,,(1 reviews),Merragamm,Merragamm,1 user reviews,,"TITLE: Take town
GENRE: Simulation, Strategy
DEVELOPER: Merragamm
PUBLISHER: Merragamm
RELEASE DATE: 26 Aug, 2021","26 Aug, 2021",Strategy Political Sim City Builder Cute +,
Sea Legends,Bundle info,,,,,(7 reviews),Mir Dialogue,Ziggurat,7 user reviews,,"TITLE: Sea Legends
GENRE: Action, Adventure, RPG, Strategy
DEVELOPER: Mir Dialogue, Ocean
PUBLISHER: Ziggurat
RELEASE DATE: 31 May, 1996","31 May, 1996",Adventure Strategy Action Pirates Swordplay +,
Aptly Rolling,Bundle info,,,,,(7 reviews),Revmatek,Revmatek,7 user reviews,,"TITLE: Aptly Rolling
GENRE: Action, Adventure, Casual, Indie, Sports, Strategy
DEVELOPER: Revmatek
PUBLISHER: Revmatek
RELEASE DATE: 27 Aug, 2021","27 Aug, 2021",Action Adventure Casual Sports Strategy +,
WORLD OF PARANOIA,Bundle info,,,,,(1 reviews),LeMachinga,LeMachinga,1 user reviews,,"TITLE: WORLD OF PARANOIA
GENRE: Indie
DEVELOPER: LeMachinga
PUBLISHER: LeMachinga
RELEASE DATE: 6 Sep, 2021
EARLY ACCESS RELEASE DATE: 6 Sep, 2021","6 Sep, 2021",Strategy Turn-Based Strategy Sci-fi Dystopian +,11
I Am the Captain Now,,,,,,(2 reviews),North Lake Games,North Lake Games,2 user reviews,,"TITLE: I Am the Captain Now
GENRE: Action, Adventure, Indie
DEVELOPER: North Lake Games
PUBLISHER: North Lake Games
RELEASE DATE: 27 May, 2021","27 May, 2021",Multiplayer Local Co-Op Co-op Action Heist +,3
Tales of a Rabbit: The Story of Willie Hop,,,,,,(2 reviews),Not Awful Studio,Not Awful Studio,2 user reviews,,"TITLE: Tales of a Rabbit: The Story of Willie Hop
GENRE: Indie
DEVELOPER: Not Awful Studio
PUBLISHER: Not Awful Studio
RELEASE DATE: 17 Sep, 2021","17 Sep, 2021",Adventure Platformer 3D Platformer 3D Indie +,
Pussy Puzzle,,,,,,(8 reviews),SpielmannSpiel,SpielmannSpiel,8 user reviews,,"TITLE: Pussy Puzzle
GENRE: Casual, Indie
DEVELOPER: SpielmannSpiel, bison
PUBLISHER: SpielmannSpiel
RELEASE DATE: 9 Jun, 2020","9 Jun, 2020",Cats Hand-drawn Relaxing Family Friendly +,
Myths of the World: Spirit Wolf Collector's Edition,Bundle info,,,,,(1 reviews),Eipix Entertainment,Big Fish Games,1 user reviews,,"TITLE: Myths of the World: Spirit Wolf Collector's Edition
GENRE: Adventure, Casual
DEVELOPER: Eipix Entertainment
PUBLISHER: Big Fish Games
FRANCHISE: Myths of the World
RELEASE DATE: 29 Jan, 2018","29 Jan, 2018",Adventure Casual Hidden Object +,
Tic Tac Together,,,,,,(8 reviews),andrfw,andrfw,8 user reviews,,"TITLE: Tic Tac Together
GENRE: Casual, Indie
DEVELOPER: andrfw, impacioble
PUBLISHER: andrfw, impacioble
RELEASE DATE: 11 May, 2021","11 May, 2021",Casual Multiplayer Co-op Family Friendly 2D +,
Iron Ground,"8,19€",,,,,(8 reviews),UTPlus Interactive Inc.,UTPlus Interactive Inc.,8 user reviews,,"TITLE: Iron Ground
GENRE: Action, Massively Multiplayer, Simulation
DEVELOPER: UTPlus Interactive Inc.
PUBLISHER: UTPlus Interactive Inc.
RELEASE DATE: 16 Jun, 2018","16 Jun, 2018",Action Massively Multiplayer Simulation VR +,
