title,price1,price2,discountprice,free,alltime_reviews_summary,number_alltime_reviews,developer,publisher,recent_review_summary,number_recent_reviews,genre,release_date,tags,update_count
Escape Game Cake,,,,,,(3 reviews),nicolet.jp,nicolet.jp,3 user reviews,,"TITLE: Escape Game Cake
GENRE: Adventure, Indie
DEVELOPER: nicolet.jp
PUBLISHER: nicolet.jp
RELEASE DATE: 13 Sep, 2019","13 Sep, 2019",Adventure Indie +,
Bomber Games,Bundle info,,,,,(3 reviews),Florent BOCQUELET,Marlène LYOTARD,3 user reviews,,"TITLE: Bomber Games
GENRE: Casual, Indie
DEVELOPER: Florent BOCQUELET
PUBLISHER: Marlène LYOTARD
RELEASE DATE: 8 Dec, 2020","8 Dec, 2020",Casual PvP Local Multiplayer 4 Player Local +,
Watching Grass Grow In VR - The Game,"4,99€",,,,,(7 reviews),Pillow Head Games,EVR,7 user reviews,,"TITLE: Watching Grass Grow In VR - The Game
GENRE: Action, Indie
DEVELOPER: Pillow Head Games
PUBLISHER: EVR
RELEASE DATE: 21 Aug, 2016","21 Aug, 2016",Action Indie Funny Comedy VR Arcade +,
Match Three Pirates! Heir to Davy Jones,Bundle info,,,,,(3 reviews),Graphium Studio,Denda Games,3 user reviews,,"TITLE: Match Three Pirates! Heir to Davy Jones
GENRE: Adventure, Casual, Strategy
DEVELOPER: Graphium Studio
PUBLISHER: Denda Games
FRANCHISE: Denda Games
RELEASE DATE: 27 Feb, 2019","27 Feb, 2019",Clicker Match 3 Puzzle Visual Novel Tabletop +,
VolticPistol,,,,,,(5 reviews),Sunset Arctic Games,Sunset Arctic Games,5 user reviews,,"TITLE: VolticPistol
GENRE: Action, Adventure, Indie
DEVELOPER: Sunset Arctic Games
PUBLISHER: Sunset Arctic Games
RELEASE DATE: 26 Mar, 2020","26 Mar, 2020",Side Scroller Action Roguelike Bullet Hell 2D +,
Axe Throw VR,"5,69€",,,,,(7 reviews),Tea Monster Games,Tea Monster Games,7 user reviews,,"TITLE: Axe Throw VR
GENRE: Action, Casual, Sports
DEVELOPER: Tea Monster Games, PsychicParrot
PUBLISHER: Tea Monster Games
RELEASE DATE: 17 Sep, 2018","17 Sep, 2018",Casual Sports VR Physics Arcade 3D +,
Puzzle for Kids,,,,,,(7 reviews),Boogygames Studios,Boogygames Studios,7 user reviews,,"TITLE: Puzzle for Kids
GENRE: Adventure, Casual, Indie, Simulation, Strategy
DEVELOPER: Boogygames Studios
PUBLISHER: Boogygames Studios
RELEASE DATE: 6 Feb, 2018","6 Feb, 2018",Puzzle Hidden Object Idler Match 3 Tabletop +,
Slime Killer,,,,,,(6 reviews),Hellicopr,kazakovstudios,6 user reviews,,"TITLE: Slime Killer
GENRE: Action, Adventure, Indie
DEVELOPER: Hellicopr
PUBLISHER: kazakovstudios
RELEASE DATE: 17 Aug, 2021","17 Aug, 2021",Action Action Roguelike Adventure Auto Battler +,
LowPolyExplorer,,,,,,(1 reviews),GameComeLife,GameComeLife,1 user reviews,,"TITLE: LowPolyExplorer
GENRE: Casual, Indie, Early Access
DEVELOPER: GameComeLife
PUBLISHER: GameComeLife
RELEASE DATE: 6 Aug, 2021
EARLY ACCESS RELEASE DATE: 6 Aug, 2021","6 Aug, 2021",Casual Sandbox Exploration 3D Minimalist +,12
Time Squared,,,,,,(1 reviews),FUSIS Games,FUSIS Games,1 user reviews,,"TITLE: Time Squared
GENRE: Action, Adventure, Indie, Early Access
DEVELOPER: FUSIS Games
PUBLISHER: FUSIS Games
FRANCHISE: Time Squared
RELEASE DATE: 11 Nov, 2019
EARLY ACCESS RELEASE DATE: 10 Nov, 2019","11 Nov, 2019",Indie Action Adventure Early Access FPS +,
