#,title,releasedate,price,Score_rank,owners,playtime_median,developers,publishers
187,スピリットウィッシュ〜三英雄と冒険の大地‪〜,"Apr 1, 2021",Free,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),NEONSTUDIO Corp.,SUBETE
188,Invasion Zero,"Dec 18, 2018",Free,N/A (N/A),"0 .. 20,000",00:00 (00:00),NeatVibez,NeatVibez
189,小游戏世界(中国版),"Jul 26, 2018",Free,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Allosaurus,Allosaurus
190,Inferno Wizards,"Apr 17, 2020",Free,N/A (N/A),"0 .. 20,000",00:00 (00:00),Home Fire Games,Home Fire Games
191,Kingdom Karnage,"Aug 1, 2020",Free,N/A (N/A),"0 .. 20,000",00:00 (00:00),Kepithor Studios,Kepithor Studios
192,BattleCry: World At War,"Oct 1, 2018",Free,N/A (N/A),"0 .. 20,000",00:00 (00:00),DYNAMICNEXT,DYNAMICNEXT
193,Cardaria,"Jul 30, 2019",Free,N/A (N/A),"0 .. 20,000",00:00 (00:00),TripleSky,TripleSky
194,火柴人联盟2,"Dec 20, 2019",N/A,N/A (N/A),"0 .. 20,000",00:00 (00:00),厦门市火柴人科技有限公司,"深圳市中顺和盈科技有限公司, BlueStacks"
195,Norpon,"Feb 25, 2019",N/A,N/A (N/A),"0 .. 20,000",00:00 (00:00),Mythical Alterno,Mythical Alterno
196,时之扉,"Jun 11, 2019",Free,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),JT Interactive Entertainment,JT Interactive Entertainment
197,Voyage Senki VR 海洋传说 VR,"Apr 15, 2018",Free,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),"Shanghai Superpoint Technology Co.,Ltd.",Shandong Qianbei Technology Co. Ltd
198,Tinkr Garage,"Oct 9, 2018",N/A,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),"Tinkr, Inc.","Tinkr, Inc."
199,Kickoff Legends,"Dec 21, 2016",Free,N/A (N/A),"0 .. 20,000",00:00 (00:00),StudioQi,StudioQi
200,Undead,"Oct 11, 2017",N/A,N/A (N/A),"0 .. 20,000",00:00 (00:00),KNP,KNP
201,BeanVR—The Social VR APP,"May 31, 2017",Free,N/A (N/A),"50,000 .. 100,000",00:00 (00:00),Shenzhen BeanVR Technology Co.Ltd,Shenzhen BeanVR Technology Co.Ltd
202,街机金蟾捕鱼2,"Oct 12, 2020",Free,N/A (N/A),"0 .. 20,000",00:00 (00:00),郑州百易科技有限公司,郑州百易科技有限公司
203,Tenami,"Nov 20, 2020",Free,N/A (N/A),"0 .. 20,000",00:00 (00:00),Tenami,Tenami
204,Aima Wars: Steampunk & Orcs,"Dec 17, 2019",N/A,N/A (N/A),"0 .. 20,000",00:00 (00:00),DiP Online,DiP Online
205,Raidfield 2,"Nov 18, 2020",Free,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Alphatik Inc,Alphatik Inc
206,Mythicard,"Sep 3, 2020",N/A,N/A (N/A),"0 .. 20,000",00:00 (00:00),Crackoder,Crackoder
207,TankDestruction,"Jul 10, 2019",Free,N/A (N/A),"0 .. 20,000",00:00 (00:00),Joehot200,Joehot200
208,AQUARYOUNS World,"Nov 11, 2019",Free,N/A (N/A),"0 .. 20,000",00:00 (00:00),DJAMACAT GmbH,DJAMACAT GmbH
209,ZombiesWaves,"Feb 12, 2021",Free,N/A (N/A),"0 .. 20,000",00:00 (00:00),MhrGames,MhrGames
210,Age of Heroes: Conquest,"Apr 17, 2017",N/A,N/A (N/A),"0 .. 20,000",00:00 (00:00),5th Planet Games Development ApS,5th Planet Games Development ApS
211,Dragon Awaken,"Jan 3, 2017",Free,N/A (N/A),"0 .. 20,000",00:00 (00:00),Game Hollywood,Global Genom Corporate
212,DreamScapes Dimensions,"Jan 22, 2021",Free,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),AHDS,AHDS
213,Three Kingdoms：Ancient battlefield | 三国古战略,"Dec 20, 2018",Free,N/A (N/A),"0 .. 20,000",00:00 (00:00),"真实模拟站, 真实模拟站","真实模拟站, 真实模拟站"
214,Pararea--Social VR for Everyone (Beta),"Sep 15, 2017",Free,N/A (N/A),"50,000 .. 100,000",00:00 (00:00),Metaverse,Metaverse
215,MIGHT,"Jul 13, 2016",N/A,N/A (N/A),"0 .. 20,000",00:00 (00:00),Fast Forward Games,Fast Forward Games
216,Dropship Down,"Jul 21, 2016",N/A,N/A (N/A),"0 .. 20,000",00:00 (00:00),Fast Forward Games,Fast Forward Games
217,Amigo VR,"Apr 13, 2017",Free,N/A (N/A),"0 .. 20,000",00:00 (00:00),Amigo VR Studio,Amigo VR Studio
218,Lords of Kingdoms,"Aug 5, 2020",Free,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),ThankGame.com,ThankGame.com
219,Project Existence - Multiplayer Sandbox,"Oct 30, 2020",Free,N/A (N/A),"0 .. 20,000",00:00 (00:00),Arctic Theory,Arctic Theory
220,Evolution,"Nov 13, 2020",Free,N/A (N/A),"0 .. 20,000",00:00 (00:00),Technolomics,Technolomics
221,VRLife,"Apr 10, 2019",N/A,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),"Wuhan Mandrill VR Co., Ltd.","Wuhan Mandrill VR Co., Ltd."
222,KING GOD DOMAIN,"Sep 1, 2020",Free,N/A (N/A),"0 .. 20,000",00:00 (00:00),easy joy technology limited,easy joy technology limited
223,Spy Bugs,"Jun 26, 2015",N/A,N/A (N/A),"0 .. 20,000",00:00 (00:00),Digital Soul Games,TheGameWall Studios
224,Endersite,"May 11, 2018",Free,N/A (N/A),"0 .. 20,000",00:00 (00:00),Lilkkgoog,Lilkkgoog
225,新魔剑（New Magic Sword）,"Apr 18, 2021",Free,N/A (N/A),"0 .. 20,000",00:00 (00:00),Magic,Magic
226,War Online: Pacific,"Jan 14, 2019",Free,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),HiTech Creations Inc.,HiTech Creations Inc.
227,The 4th Coming,"Jan 7, 1999",Free,N/A (N/A),"0 .. 20,000",00:00 (00:00),"D4O AG, Dialsoft, Nazagoth","Dialsoft, ASP"
228,阿达三国志2019 竖版 Three Kingdoms 2019,"Nov 29, 2018",Free,N/A (N/A),"0 .. 20,000",00:00 (00:00),阿达游戏,阿达游戏
229,Granado Espada Japan,"Mar 4, 2020",Free,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),"IMCGAMES CO., LTD.","IMCGAMES CO., LTD."
230,Q.U.I.R.K.,"Mar 29, 2017",N/A,N/A (N/A),"0 .. 20,000",00:00 (00:00),uGen Inc.,uGen Inc.
231,Blazing Core,"Oct 18, 2018",N/A,N/A (N/A),"0 .. 20,000",00:00 (00:00),OctoBox Interactive,OctoBox Interactive
232,HVOR,"Jul 10, 2020",Free,N/A (N/A),"0 .. 20,000",00:00 (00:00),"OFFMONREAL, Alex Fedorchenko, Andrey Antonov, Kirill Fedishin, Andrey Zuev",OFFMONREAL GAMES
233,Legend of Ares,"May 31, 2017",Free,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Bono Games,RedFox Games
234,Angry Angry Shark,"Mar 4, 2021",Free,N/A (N/A),"0 .. 20,000",00:00 (00:00),James O,EGG
235,Kakele Online - MMORPG,"Feb 1, 2020",Free,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),ViVa Games,ViVa Games
236,Escape from Labyrinth,"Aug 30, 2019",Free,N/A (N/A),"0 .. 20,000",00:00 (00:00),Dexied Games,Dexied Games
237,Tank games Zoo War: Battle Royale online,"Jul 31, 2020",Free,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Extreme Developers,Extreme Developers
238,Heroes of Shadow Guard,"Aug 3, 2016",Free,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Iron 27,Iron 27
239,WWII: Rising,"Oct 15, 2020",Free,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),"Bondarius, MaxGamerZ",VR A&B
240,Cosmos Invictus,"Jun 27, 2018",N/A,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Pegnio Ltd,Pegnio Ltd
241,Pandum online,"Sep 16, 2016",Free,N/A (N/A),"50,000 .. 100,000",00:00 (00:00),Electronic Experience,Electronic Experience
242,BattleSpace,"Sep 27, 2013",N/A,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Funnel Inc.,Whybe Online
243,Eternal Essence,"Nov 13, 2019",Free,N/A (N/A),"0 .. 20,000",00:00 (00:00),Blur Entertainment Inc.,Blur Entertainment Inc.
244,LURE,"Jul 24, 2020",N/A,N/A (N/A),"0 .. 20,000",00:00 (00:00),Lure Corporation,Lure Corporation
245,Atlantis Royale,"Jun 5, 2020",Free,N/A (N/A),"0 .. 20,000",00:00 (00:00),BattleCare Inc,BattleCare Inc
246,VR Jetpack Game,"Jul 1, 2020",Free,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),pftq,Autodidactic Studios LLC
247,Hypatia,"Aug 29, 2018",Free,N/A (N/A),"0 .. 20,000",00:00 (00:00),TimefireVR LLC,TimefireVR LLC
248,Blazing Core (beta),"Sep 7, 2018",Free,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),OctoBox Interactive,OctoBox Interactive
249,Dark Eden Origin,"Aug 17, 2017",Free,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),SOFTON ENTERTAINMENT,SOFTON ENTERTAINMENT
250,破坏效应,"Sep 24, 2020",Free,N/A (N/A),"50,000 .. 100,000",00:00 (00:00),"9xgame, xStudios.net",9xgame
251,FUNGI,"Dec 27, 2019",Free,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Nonline Studios,Nonline Studios
252,Clash of Irons,"Mar 19, 2021",Free,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),HQ Games,HQ Games
253,封神纪传奇,"Jan 10, 2020",Free,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),修仙界,炼气期
254,Battle Arena,"Sep 16, 2019",Free,N/A (N/A),"0 .. 20,000",00:00 (00:00),ShadowWolf Games,ShadowWolf Games
255,Weapons of Mythology - New Age -,"Dec 15, 2016",N/A,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Gamemag,IDC/Games
256,THE SKIES: REBORN,"Nov 12, 2020",N/A,N/A (N/A),"50,000 .. 100,000",00:00 (00:00),Skies Technologies,Skies Technologies
257,Ship Ahoy Open BETA,"Jan 10, 2018",Free,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),OKAM Studio,OKAM Studio
258,Armadusa,"May 24, 2019",Free,N/A (N/A),"0 .. 20,000",00:00 (00:00),WVV Games,WVV Games
259,Bloodlines of Prima,"Mar 19, 2020",Free,N/A (N/A),"0 .. 20,000",00:00 (00:00),Amazastrophic,Amazastrophic
260,御龙在天-平衡国战版,"May 15, 2019",Free,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),深圳墨麟科技股份有限公司,深圳墨麟科技股份有限公司
261,Son Korsan,"May 30, 2017",Free,N/A (N/A),"50,000 .. 100,000",00:00 (00:00),Consala Games,Consala Games
262,Garlock Online,"Apr 16, 2017",N/A,N/A (N/A),"50,000 .. 100,000",00:00 (00:00),HellconX© Studio's,HellconX™
263,Nova 1492,"Jan 13, 2020",N/A,N/A (N/A),"0 .. 20,000",00:00 (00:00),CODE7,CODE7
264,SinSeed,"Jan 13, 2021",N/A,N/A (N/A),"0 .. 20,000",00:00 (00:00),GOKHAN CALISKAN,GOKHAN CALISKAN
265,エルソード (ELSWORD),"Mar 13, 2019",Free,N/A (N/A),"0 .. 20,000",00:00 (00:00),KOG,KOG
266,Mirage Online Classic,"Dec 24, 2019",Free,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),"Retrelon Games, LLC","Retrelon Games, LLC"
267,Flash Point - Online FPS,"Mar 22, 2019",Free,N/A (N/A),"0 .. 20,000",00:00 (00:00),Aidangig,Aidangig
268,Total Battle,"Dec 18, 2018",N/A,N/A (N/A),"0 .. 20,000",00:00 (00:00),Fusion Core,SCOREWARRIOR LIMITED
269,传奇世界之仗剑天涯H5,"Dec 15, 2020",Free,N/A (N/A),"0 .. 20,000",00:00 (00:00),蝴蝶互动信息技术有限公司,蝴蝶互动信息技术有限公司
270,Dragon Glory,"Oct 10, 2017",Free,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),TeamTop Games,101XP
271,Grand Strategy,"Jan 7, 2019",N/A,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Denizen Seven,Denizen Seven
272,Paint Warfare,"Dec 2, 2019",Free,N/A (N/A),"0 .. 20,000",00:00 (00:00),bananadev.,bananadev.
273,Black Desert Online - Traveler's Package,"Mar 3, 2016",N/A,N/A (N/A),"0 .. 20,000",00:00 (00:00),Pearl Abyss,Kakao Games Europe B.V.
274,Project Amalthea: Battlegrounds,"Oct 12, 2020",Free,N/A (N/A),"50,000 .. 100,000",00:00 (00:00),RunServer,RunServer
275,Nodiatis,"May 8, 2008",Free,N/A (N/A),"0 .. 20,000",00:00 (00:00),"Glitchless, LLC","Glitchless, LLC"
276,DeathMatch,"May 17, 2019",Free,N/A (N/A),"0 .. 20,000",00:00 (00:00),Baser Software,Baser Software
277,利刃 (Blade),"Dec 20, 2018",N/A,N/A (N/A),"0 .. 20,000",00:00 (00:00),ECool Game,拇指游玩
278,Golf Defied,"Jul 18, 2019",Free,N/A (N/A),"0 .. 20,000",00:00 (00:00),Avelog,Avelog
279,16 Bit Arena,"Mar 24, 2015",N/A,N/A (N/A),"50,000 .. 100,000",00:00 (00:00),16bitarena.com,16bitarena.com
280,Somnium Space VR,"Feb 20, 2020",Free,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Somnium Space Ltd.,Somnium Space Ltd.
281,Full Tilt Poker,"Jan 26, 2016",N/A,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Rational Social Projects Limited,Rational Social Projects Limited
282,SurrealVR,"Apr 15, 2016",Free,N/A (N/A),"50,000 .. 100,000",00:00 (00:00),Surreal Games,Surreal Games
283,Wartune Reborn,"Feb 26, 2021",Free,N/A (N/A),"50,000 .. 100,000",00:00 (00:00),7Road,7Road
284,Teleporter: World of Gamers (Alpha),"Oct 17, 2020",Free,N/A (N/A),"0 .. 20,000",00:00 (00:00),Teleporter Realities Inc.,Teleporter Realities Inc.
285,全战天下,"Apr 12, 2021",Free,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),全战天下,全战天下
286,Andromeda: Rebirth of Humanity,"Oct 6, 2020",Free,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Null Reference Games,Null Reference Games
287,Magnificent 5,"Jan 23, 2020",Free,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Free Reign Entertainment LLC,Free Reign Entertainment LLC
288,Fighter Royale - Last Ace Flying,"Apr 29, 2019",Free,N/A (N/A),"0 .. 20,000",00:00 (00:00),"Fighter Base Publishing, Inc.","Fighter Base Publishing, Inc."
289,Blackout Rugby Manager,"Dec 19, 2019",Free,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Blackout Games,Blackout Games
290,Ostrofa,"Feb 5, 2020",Free,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Normunds Petrovs,Normunds Petrovs
291,MiniState,"Feb 20, 2020",N/A,N/A (N/A),"0 .. 20,000",00:00 (00:00),Nalu Zou,Nalu Zou
292,Element Battle Royale,"Apr 23, 2020",Free,N/A (N/A),"0 .. 20,000",00:00 (00:00),YoAvrageStudios,YoAvrageStudios
293,Might & Mayhem,"Jun 5, 2017",Free,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Kiz Studios,"You42, Inc."
294,Hit N' Rush,"Feb 18, 2021",Free,N/A (N/A),"0 .. 20,000",00:00 (00:00),Blackmouth Games,Blackmouth Games
295,Forgotten Lore,"Aug 26, 2018",N/A,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Coty Getzelman,Coty Getzelman
296,Best in the West,"Dec 5, 2019",Free,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Curtis Ashford,Curtis Ashford
297,Eudemons Online,"Oct 28, 2020",N/A,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),NetDragon,NetDragon
298,鋼鉄戦記C21,"Mar 10, 2006",Free,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),"CyberStep, Inc.","CyberStep, Inc."
299,Pirates of Everseas,"Aug 12, 2019",Free,N/A (N/A),"0 .. 20,000",00:00 (00:00),Moonmana,Moonmana
300,Jumping Master(跳跳大咖),"Apr 9, 2019",Free,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),重庆环游者网络科技,重庆环游者网络科技
301,DrainLive,"Dec 13, 2019",Free,N/A (N/A),"0 .. 20,000",00:00 (00:00),DrainLive,Psyanotek Limited
302,Tanks2.DE,"Mar 22, 2019",Free,N/A (N/A),"0 .. 20,000",00:00 (00:00),Tanks2.DE,Tanks2.DE
303,World Of Conquerors - Origins,"Feb 18, 2020",Free,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Huntah,Darkness Development
304,Naval Armada: Fleet Battle,"Dec 12, 2019",Free,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Extreme Developers,Extreme Developers
305,D.A.T.A,"Oct 7, 2018",N/A,N/A (N/A),"0 .. 20,000",00:00 (00:00),Dexied Games,Dexied Games
306,Dragon Blood,"Jan 31, 2017",Free,N/A (N/A),"50,000 .. 100,000",00:00 (00:00),TeamTop Games,101XP
307,CasinoLife Poker - #1 Free Texas Holdem 3D,"Aug 5, 2020",Free,N/A (N/A),"0 .. 20,000",00:00 (00:00),Kaneva LLC,Kaneva LLC
308,Super Club Soccer,"Oct 25, 2019",Free,N/A (N/A),"50,000 .. 100,000",00:00 (00:00),Trick27 Studios Limited,Trick27 Studios Limited
309,Hanz Puppetguns,"Aug 15, 2018",Free,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),DimleTeam,DimleTeam
310,Rise of the Pirates,"Jan 17, 2019",Free,N/A (N/A),"0 .. 20,000",00:00 (00:00),Ravanok,Ravanok
311,Wyvern,"Mar 9, 2021",Free,N/A (N/A),"0 .. 20,000",00:00 (00:00),Ghost Track Inc,Ghost Track Inc
312,World Of Conquerors,"Aug 30, 2019",Free,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Huntah,Darkness Development
313,Prime Arena,"Oct 19, 2017",N/A,N/A (N/A),"0 .. 20,000",00:00 (00:00),Nival,Nival
314,Aetheria Online,"Feb 1, 2019",N/A,N/A (N/A),"0 .. 20,000",00:00 (00:00),Zachary Hodges,Zachary Hodges
315,Zup! Arena,"Dec 20, 2018",N/A,N/A (N/A),"0 .. 20,000",00:00 (00:00),Quiet River,Quiet River
316,Underlight,"Mar 1, 1998",Free,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),"KoiWare, LLC","KoiWare, LLC"
317,Laplace：拉普拉斯的神子,"Oct 2, 2018",Free,N/A (N/A),"0 .. 20,000",00:00 (00:00),"X-Legend Entertainment Co., Ltd.","X-Legend Entertainment Co., Ltd."
318,Superstar Racing,"Nov 27, 2008",Free,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Gunther-Gerben Boxhammer,Gunther-Gerben Boxhammer
319,Storm Riders,"Apr 25, 2017",N/A,N/A (N/A),"50,000 .. 100,000",00:00 (00:00),"Mokylin Tech. Co.,Ltd",101XP
320,DEATH FIELD: The Battle Royale of Disaster,"May 3, 2018",N/A,N/A (N/A),"0 .. 20,000",00:00 (00:00),REDWHALE GAMES Inc.,REDWHALE GAMES Inc.
321,VirtualCast,"Apr 13, 2018",Free,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),"VirtualCast, Inc.","VirtualCast, Inc."
322,Record of Lodoss War Online,"Jan 15, 2019",N/A,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),"L＆K CO., LTD","L＆K CO., LTD"
323,Soundscape VR,"Apr 16, 2017",Free,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Groove Science Studios,Groove Science Studios
324,Trendpoker 3D: Free Online Poker,"Apr 14, 2020",Free,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),BufoProject,BufoProject
325,POWER,"Sep 3, 2020",Free,N/A (N/A),"0 .. 20,000",00:00 (00:00),Oppressive Games,Oppressive Games
326,High Fidelity,"Nov 9, 2016",N/A,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),"High Fidelity, Inc","High Fidelity, Inc"
327,[MARS] Total Warfare,"Dec 1, 2018",Free,N/A (N/A),"0 .. 20,000",00:00 (00:00),TCR,TCR
328,Clash: Mutants Vs Pirates,"Jun 12, 2020",Free,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),NewGen,NewGen
329,Badland Bandits,"Jul 16, 2015",Free,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Wild Wolf Std,Wild Wolf Std
330,Global Adventures,"Dec 29, 2017",Free,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),PixelSoft,SubaGames
331,Wheel Riders Online OBT,"Dec 27, 2017",Free,N/A (N/A),"50,000 .. 100,000",00:00 (00:00),Raum Studio,Raum Studio
332,Gates of Horizon,"Dec 18, 2014",N/A,N/A (N/A),"0 .. 20,000",00:00 (00:00),Hex Keep,Hex Keep
333,Road Dogs,"Sep 25, 2017",Free,N/A (N/A),"50,000 .. 100,000",00:00 (00:00),Teletower Studios,Teletower Studios
334,Scions of Fate,"Jan 29, 2018",Free,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),MGAME Corporation,NETGAME Inc
335,FinalFire,"Aug 5, 2016",Free,N/A (N/A),"50,000 .. 100,000",00:00 (00:00),深圳中青宝互动网络股份有限公司,深圳中青宝互动网络股份有限公司
336,Secondhand Lands,"Apr 1, 2007",Free,N/A (N/A),"0 .. 20,000",00:00 (00:00),"Callipygian Games, LLC","Callipygian Games, LLC"
337,Find & Destroy: Tank Strategy,"Jun 12, 2018",Free,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),mPower Games Studio,mPower Games Studio
338,Starfall Online,"Feb 20, 2020",N/A,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Snowforged Entertainment,Snowforged Entertainment
339,Ragnarok RE:START,"Jul 18, 2017",N/A,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Gravity Interactive,Gravity Interactive
340,胸怀三国 OL / 삼국지를 품다 / Embrace the Three Kingdoms OL,"May 22, 2019",Free,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),VALOFE,VALOFE
341,World of Soccer RELOADED,"Oct 28, 2020",Free,N/A (N/A),"50,000 .. 100,000",00:00 (00:00),"JoneH, Dominik, Bonança, domi383",Wos Dev Team
342,BATTLESHIP APOLLO,"Sep 5, 2021",Free,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Parallel Space Inc,Parallel Space Inc
343,Valor Time,"Nov 14, 2018",Free,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),ObjectOnIT,ObjectOnIT
344,Mad Pack,"Mar 4, 2021",Free,N/A (N/A),"0 .. 20,000",00:00 (00:00),Liga Robotov,Liga Robotov
345,Aura Kingdom 2,"Apr 15, 2020",Free,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),"X-Legend Entertainment Co., Ltd.","X-Legend Entertainment Co., Ltd."
346,Bang! Howdy,"Jul 1, 2017",Free,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Affliction Networks,Affliction Networks
347,Lif,"Jan 21, 2016",N/A,N/A (N/A),"0 .. 20,000",00:00 (00:00),Imigea Ltd,Gamevial
348,Azusa RP Online,"Jan 30, 2019",Free,N/A (N/A),"0 .. 20,000",00:00 (00:00),Inutaishos,Inutaishos
349,Genesis - 创世争霸,"Mar 14, 2019",N/A,N/A (N/A),"50,000 .. 100,000",00:00 (00:00),Rampage Games,"Hainan Legendkey Network Technology Co., Ltd."
350,Dragon Lords: 3D Strategy,"Jan 1, 2017",Free,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),FX Games,FX Games
351,Downtown Mafia: Gang Wars,"Jul 25, 2018",Free,N/A (N/A),"50,000 .. 100,000",00:00 (00:00),DYNAMICNEXT,DYNAMICNEXT
352,Exploratombe,"Sep 15, 2021",Free,N/A (N/A),"0 .. 20,000",00:00 (00:00),Atelier 801,Atelier 801
353,CARRUMBLE,"Nov 6, 2019",Free,N/A (N/A),"50,000 .. 100,000",00:00 (00:00),3DClouds,3DClouds
354,AVATARIKA,"Aug 22, 2012",Free,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),GameXP.com,GameXP.com
355,Mahlone One,"Dec 16, 2017",Free,N/A (N/A),"50,000 .. 100,000",00:00 (00:00),VM World Studio,VM World Studio
356,Key To Heaven,"Apr 23, 2021",Free,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Far side of North Studio,Far side of North Studio
357,Illyriad - Grand Strategy MMO,"May 16, 2011",Free,N/A (N/A),"0 .. 20,000",00:00 (00:00),Illyriad Games,Illyriad Games
358,New Dawn,"Sep 10, 2018",N/A,N/A (N/A),"0 .. 20,000",00:00 (00:00),e-visualsoft,e-visualsoft
359,Destiny of Ancient Kingdoms,"Aug 30, 2016",Free,N/A (N/A),"50,000 .. 100,000",00:00 (00:00),Utopia Dream Entertainment Alliance (Pty) Ltd - South Africa,Utopia Dream Entertainment Alliance (Pty) Ltd - South Africa
360,Milkcraft,"Jan 21, 2021",Free,N/A (N/A),"50,000 .. 100,000",00:00 (00:00),Huya,Huya
361,强军,"Jun 29, 2018",Free,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),"Ares Game Co., Ltd.","Nanjing QiangJun Network Co., Ltd."
362,BLOCK Multiplayer: RPG,"Mar 16, 2020",N/A,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),CyberMotion Games,CyberMotion Games
363,Animyst,"Aug 12, 2020",Free,N/A (N/A),"50,000 .. 100,000",00:00 (00:00),Animyst Games,Animyst Games
364,Fractal Fury,"Apr 4, 2021",Free,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Alex,Alex
365,Astonia Reborn,"Aug 20, 2018",N/A,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Astonia Reborn,Astonia Reborn
366,Elemental Heroes,"Mar 3, 2016",Free,N/A (N/A),"50,000 .. 100,000",00:00 (00:00),mPower Games Studio,mPower Games Studio
367,Path of War,"Sep 12, 2016",Free,N/A (N/A),"100,000 .. 200,000",00:00 (00:00),Envision Entertainment,Envision Entertainment
368,Astonia: The Return of Yendor,"Feb 18, 2020",Free,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),A:TroY,A:TroY
369,A tractor,"Aug 15, 2018",Free,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Games for May,Games for May
370,Millidor,"Mar 15, 2018",Free,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Smart Online Games,Smart Online Games
371,Black Desert Online - Explorer's Package,"Mar 3, 2016",N/A,N/A (N/A),"0 .. 20,000",00:00 (00:00),Pearl Abyss,Kakao Games Europe B.V.
372,Doomtrooper CCG,"Aug 3, 2020",N/A,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Secret Cow Level,Secret Cow Level
373,篮球计划 Project Dunk,"Sep 26, 2019",N/A,N/A (N/A),"0 .. 20,000",00:00 (00:00),GIP12,Giant Games
374,Rebirth Online,"Aug 3, 2020",Free,N/A (N/A),"50,000 .. 100,000",00:00 (00:00),Caret Games,Caret Games
375,Echo of Combats,"Jul 27, 2021",Free,N/A (N/A),"0 .. 20,000",00:00 (00:00),Mad Devices,Mad Devices
376,Rebirth Fantasy,"Jun 9, 2020",N/A,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Retro Craftz Studio,Retro Craftz Studio
377,Island of Deception,"Mar 31, 2020",N/A,N/A (N/A),"0 .. 20,000",00:00 (00:00),Storm Studio,Yooreka Studio
