title,price1,price2,discountprice,free,alltime_reviews_summary,number_alltime_reviews,developer,publisher,recent_review_summary,number_recent_reviews,genre,release_date,tags,update_count
Ascension: Deckbuilding Game,,,,,Very Positive,(896 reviews),"Playdek, Inc.","Playdek, Inc.",Very Positive,(15 reviews),"TITLE: Ascension: Deckbuilding Game
GENRE: Casual, Strategy
DEVELOPER: Playdek, Inc.
PUBLISHER: Playdek, Inc.
RELEASE DATE: 16 Dec, 2014","16 Dec, 2014",Deckbuilding Card Battler Board Game Tabletop +,15
Eiyu*Senki Gold – A New Conquest,,,,,Very Positive,(188 reviews),Tenco,JAST USA,Mostly Positive,(10 reviews),"TITLE: Eiyu*Senki Gold – A New Conquest
GENRE: Adventure, RPG, Strategy
DEVELOPER: Tenco
PUBLISHER: JAST USA, Kagura Games (Chinese Localization)
FRANCHISE: Eiyu*Senki
RELEASE DATE: 25 Jun, 2021","25 Jun, 2021",Tactical RPG Turn-Based Tactics Visual Novel +,
Diner Bros,Bundle info,,,,Very Positive,(500 reviews),JAYFLGAMES,JAYFLGAMES,Mixed,(13 reviews),"TITLE: Diner Bros
GENRE: Action, Casual, Indie
DEVELOPER: JAYFLGAMES
PUBLISHER: JAYFLGAMES
RELEASE DATE: 6 Jul, 2018","6 Jul, 2018",Casual Indie Action Local Co-Op Multiplayer +,
Touhou Kouryudou ~ Unconnected Marketeers.,"12,49€",,,,Overwhelmingly Positive,"(1,190 reviews)",上海アリス幻樂団,"Mediascape Co., Ltd.",Very Positive,(29 reviews),"TITLE: Touhou Kouryudou ~ Unconnected Marketeers.
GENRE: Action, Indie
DEVELOPER: 上海アリス幻樂団
PUBLISHER: Mediascape Co., Ltd.
RELEASE DATE: 3 May, 2021","3 May, 2021",Action Shoot 'Em Up Bullet Hell Shooter +,
The Four Kings Casino and Slots,,,,Free to Play,Mixed,"(3,432 reviews)",Digital Leisure Inc.,Digital Leisure Inc.,Mostly Positive,(16 reviews),"TITLE: The Four Kings Casino and Slots
GENRE: Casual, Free to Play, Massively Multiplayer, Simulation
DEVELOPER: Digital Leisure Inc.
PUBLISHER: Digital Leisure Inc.
RELEASE DATE: 1 Jun, 2015","1 Jun, 2015",Free to Play Card Game Simulation Gambling +,190
Contraption Maker,,,,,,(765 reviews),Game Dev Castle,Top Meadow,Very Positive,,"TITLE: Contraption Maker
GENRE: Casual, Indie, Simulation
DEVELOPER: Game Dev Castle
PUBLISHER: Top Meadow
RELEASE DATE: 7 Jul, 2014","7 Jul, 2014",Puzzle Building Programming Automation 2D +,76
LiEat,Bundle info,,,,Overwhelmingly Positive,"(3,269 reviews)",△○□× (Miwashiba),PLAYISM,Very Positive,(25 reviews),"TITLE: LiEat
GENRE: Indie, RPG
DEVELOPER: △○□× (Miwashiba)
PUBLISHER: PLAYISM
FRANCHISE: WOLF RPG Editor, PLAYISM
RELEASE DATE: 26 Feb, 2016","26 Feb, 2016",Anime RPG Cute Indie Pixel Graphics 2D +,
The Architect: Paris,,,,,,(135 reviews),Enodo Games,Enodo Games,Very Positive,,"TITLE: The Architect: Paris
GENRE: Casual, Indie
DEVELOPER: Enodo Games
PUBLISHER: Enodo Games
RELEASE DATE: 25 Feb, 2021
EARLY ACCESS RELEASE DATE: 25 Feb, 2021","25 Feb, 2021",Casual Sandbox Building Simulation 3D +,58
Angel Legion,Bundle info,,,Free To Play,Very Positive,(991 reviews),Shanghai SilverMoon Network Technology Co.Ltd,Shanghai SilverMoon Network Technology Co.Ltd,Overwhelmingly Positive,(281 reviews),"TITLE: Angel Legion
GENRE: Adventure, RPG, Strategy
DEVELOPER: Shanghai SilverMoon Network Technology Co.Ltd
PUBLISHER: Shanghai SilverMoon Network Technology Co.Ltd
RELEASE DATE: 14 Aug, 2020","14 Aug, 2020",Adventure Strategy RPG MMORPG Idler +,
Jetborne Racing,"8,19€",,,,,(275 reviews),"Boundless Dynamics, LLC","Boundless Dynamics, LLC",Very Positive,,"TITLE: Jetborne Racing
GENRE: Indie, Racing, Simulation
DEVELOPER: Boundless Dynamics, LLC
PUBLISHER: Boundless Dynamics, LLC
RELEASE DATE: 27 May, 2021","27 May, 2021",Racing Simulation Flight VR Multiplayer +,22
