title,price1,price2,discountprice,free,alltime_reviews_summary,number_alltime_reviews,developer,publisher,recent_review_summary,number_recent_reviews,genre,release_date,tags,update_count
Space Bomb,,,,,,(1 reviews),Divertgames,Divertgames,1 user reviews,,"TITLE: Space Bomb
GENRE: Casual, Indie, Massively Multiplayer, Early Access
DEVELOPER: Divertgames
PUBLISHER: Divertgames
RELEASE DATE: 15 Jul, 2019
EARLY ACCESS RELEASE DATE: 15 Jul, 2019","15 Jul, 2019",Casual Indie Early Access Massively Multiplayer +,
Never Let Me Awake,,,,,,(9 reviews),KOUYA,KOUYA,9 user reviews,,"TITLE: Never Let Me Awake
GENRE: Action, Adventure, Indie
DEVELOPER: KOUYA
PUBLISHER: KOUYA
RELEASE DATE: 8 May, 2019","8 May, 2019",Adventure Action Indie Gore Horror +,
"VR Ultimate Paintball: Heartbreak, Regret & Paintbots",,,,,,(9 reviews),Robert Potter,Robert Potter,9 user reviews,,"TITLE: VR Ultimate Paintball: Heartbreak, Regret & Paintbots
GENRE: Action, Indie, Early Access
DEVELOPER: Robert Potter
PUBLISHER: Robert Potter
RELEASE DATE: 9 Aug, 2016","9 Aug, 2016",Action Indie Early Access VR +,
TERRAGEARTH,,,,,,,Denis Isakov,Denis Isakov,,,"TITLE: TERRAGEARTH
GENRE: Adventure, Indie
DEVELOPER: Denis Isakov
PUBLISHER: Denis Isakov
RELEASE DATE: 30 Jun, 2017","30 Jun, 2017",Adventure Indie +,
MyBot,,,,,,,Emile Badenhorst,Myvar Holdings,,,"TITLE: MyBot
GENRE: Casual, Indie, Simulation, Strategy, Early Access
DEVELOPER: Emile Badenhorst
PUBLISHER: Myvar Holdings
RELEASE DATE: 25 Jan, 2020
EARLY ACCESS RELEASE DATE: 29 Jan, 2020","25 Jan, 2020",Casual Indie Strategy Simulation Level Editor +,
Man Face Spider I,,,,,,(3 reviews),TaoJeruen,TaoJeruen,3 user reviews,,"TITLE: Man Face Spider I
GENRE: Action, Casual, Indie
DEVELOPER: TaoJeruen
PUBLISHER: TaoJeruen
RELEASE DATE: 19 Mar, 2020","19 Mar, 2020",Action Indie Casual Shooter Old School +,
Candy Mandy,,,,,,(5 reviews),Easy Games,Easy Games,5 user reviews,,"TITLE: Candy Mandy
GENRE: Casual, Indie
DEVELOPER: Easy Games
PUBLISHER: Easy Games
RELEASE DATE: 6 Mar, 2019","6 Mar, 2019",Indie Casual Match 3 +,
Cicadas - The IQA Edition,"3,29€",,,,,(6 reviews),轻文,StudioASC,6 user reviews,,"TITLE: Cicadas - The IQA Edition
GENRE: Adventure, Casual, Indie, RPG, Simulation
DEVELOPER: 轻文, Pinoco Game, StudioASC
PUBLISHER: StudioASC
FRANCHISE: Cicadas
RELEASE DATE: 8 Jul, 2017","8 Jul, 2017",Casual Simulation Adventure RPG Indie +,
人气动漫大乱斗,"0,79€",,,,,(6 reviews),海南众铖互娱网络科技有限公司,海南众铖互娱网络科技有限公司,6 user reviews,,"TITLE: 人气动漫大乱斗
GENRE: Action, RPG, Strategy
DEVELOPER: 海南众铖互娱网络科技有限公司
PUBLISHER: 海南众铖互娱网络科技有限公司
RELEASE DATE: 20 Nov, 2019","20 Nov, 2019",RPG Action Strategy Competitive Anime +,
DON'T WAKE THE NIGHT,Bundle info,,,,,(2 reviews),Brujería @ Werk,Brujería @ Werk,2 user reviews,,"TITLE: DON'T WAKE THE NIGHT
GENRE: Indie
DEVELOPER: Brujería @ Werk
PUBLISHER: Brujería @ Werk
RELEASE DATE: 29 May, 2019","29 May, 2019",Indie Point & Click Interactive Fiction Story Rich +,
