title,price1,price2,discountprice,free,alltime_reviews_summary,number_alltime_reviews,developer,publisher,recent_review_summary,number_recent_reviews,genre,release_date,tags,update_count
IRON GUARD VR,,,,,,(37 reviews),Xlab Digital,Xlab Digital,Positive,,"TITLE: IRON GUARD VR
GENRE: Action, Strategy
DEVELOPER: Xlab Digital
PUBLISHER: Xlab Digital
RELEASE DATE: 1 Sep, 2021","1 Sep, 2021",VR Tower Defense Strategy RTS Sci-fi 3D +,10
Shera and the Three Treasures,,,,,,(199 reviews),Asgar Knights,Kagura Games,Very Positive,,"TITLE: Shera and the Three Treasures
GENRE: Indie, RPG
DEVELOPER: Asgar Knights
PUBLISHER: Kagura Games
FRANCHISE: Kagura Games
RELEASE DATE: 13 Dec, 2019","13 Dec, 2019",RPG Indie Sexual Content RPGMaker Nudity +,
Mundaun,,,,,Very Positive,(488 reviews),Hidden Fields,MWM Interactive,Very Positive,(31 reviews),"TITLE: Mundaun
GENRE: Action, Adventure, Indie
DEVELOPER: Hidden Fields
PUBLISHER: MWM Interactive
RELEASE DATE: 16 Mar, 2021","16 Mar, 2021",Hand-drawn Psychological Horror Stylized Dark +,
女神联盟：契约,,,,,Very Positive,(643 reviews),女神缔造者工作室,女神联盟运营团队,Very Positive,(198 reviews),"TITLE: 女神联盟：契约
GENRE: Action, Adventure, Free to Play, Indie, Massively Multiplayer, RPG, Strategy, Early Access
DEVELOPER: 女神缔造者工作室
PUBLISHER: 女神联盟运营团队
RELEASE DATE: 15 Sep, 2021
EARLY ACCESS RELEASE DATE: 15 Sep, 2021","15 Sep, 2021",Early Access RPG Trading Card Game PvP +,
Radio Commander,Bundle info,,,,Mostly Positive,"(1,052 reviews)",Serious Sim,Games Operators,Mixed,(16 reviews),"TITLE: Radio Commander
GENRE: Indie, Simulation, Strategy
DEVELOPER: Serious Sim
PUBLISHER: Games Operators, PlayWay S.A.
FRANCHISE: Games Operators
RELEASE DATE: 10 Oct, 2019","10 Oct, 2019",Simulation Singleplayer Wargame Experimental +,
Surgeon Simulator: Experience Reality,"19,99€",,,,,(423 reviews),Bossa Studios,Bossa Studios,Mixed,,"TITLE: Surgeon Simulator: Experience Reality
GENRE: Action, Indie, Simulation
DEVELOPER: Bossa Studios
PUBLISHER: Bossa Studios
FRANCHISE: Surgeon Simulator
RELEASE DATE: 5 Dec, 2016","5 Dec, 2016",Simulation VR Medical Sim Indie Gore +,
Brass Brigade,,,,,Very Positive,(342 reviews),Henry Kucab,Henry Kucab,Very Positive,(13 reviews),"TITLE: Brass Brigade
GENRE: Action, Indie
DEVELOPER: Henry Kucab
PUBLISHER: Henry Kucab
RELEASE DATE: 22 Nov, 2019","22 Nov, 2019",Action Indie World War II Third-Person Shooter +,38
Magical Valkyrie Lyristia,Bundle info,,,,Mostly Positive,(155 reviews),ShiBoo!,Kagura Games,Very Positive,(17 reviews),"TITLE: Magical Valkyrie Lyristia
GENRE: Adventure, Indie, RPG
DEVELOPER: ShiBoo!
PUBLISHER: Kagura Games
FRANCHISE: Kagura Games
RELEASE DATE: 16 Jul, 2021","16 Jul, 2021",RPG Adventure Indie Anime Sexual Content +,
Brain Break,Bundle info,,,,,(127 reviews),KuKusFs Production,KuKusFs Production,Very Positive,,"TITLE: Brain Break
GENRE: Casual, Indie
DEVELOPER: KuKusFs Production
PUBLISHER: KuKusFs Production
RELEASE DATE: 18 Nov, 2020","18 Nov, 2020",Sandbox Physics Action RPG Roguelike 3D +,
Still Life,Package info,,,,Very Positive,(631 reviews),Microids,Microids,Mixed,(12 reviews),"TITLE: Still Life
GENRE: Adventure
DEVELOPER: Microids
PUBLISHER: Microids
RELEASE DATE: 6 Jun, 2005","6 Jun, 2005",Adventure Point & Click Mystery Detective +,
