title,price1,price2,discountprice,free,alltime_reviews_summary,number_alltime_reviews,developer,publisher,recent_review_summary,number_recent_reviews,genre,release_date,tags,update_count
Zombies Must Die,"3,99€",,,Just try it,,(5 reviews),Funny Face Games,Funny Face Games,5 user reviews,,"TITLE: Zombies Must Die
GENRE: Action
DEVELOPER: Funny Face Games
PUBLISHER: Funny Face Games
RELEASE DATE: 1 Sep, 2020","1 Sep, 2020",FPS Retro Horror Noir Shooter Gore +,
Callisto,,,,,,(6 reviews),Bakhti Baymukhamedov,Bakhti Baymukhamedov,6 user reviews,,"TITLE: Callisto
GENRE: Adventure, Indie
DEVELOPER: Bakhti Baymukhamedov
PUBLISHER: Bakhti Baymukhamedov
RELEASE DATE: 11 Apr, 2019","11 Apr, 2019",Adventure Indie +,
Served!,,,,,,,Chromatic Room,Light Maze,,,"TITLE: Served!
GENRE: Casual, Indie, Racing
DEVELOPER: Chromatic Room
PUBLISHER: Light Maze
RELEASE DATE: 27 Feb, 2020","27 Feb, 2020",Casual Indie Racing Multiplayer +,
mojica,,,,,,(1 reviews),Meguro Ryo,Meguro Ryo,1 user reviews,,"TITLE: mojica
GENRE: Casual, Indie
DEVELOPER: Meguro Ryo
PUBLISHER: Meguro Ryo
RELEASE DATE: 1 Aug, 2020","1 Aug, 2020",Casual Word Game 2D Puzzle Stylized +,
Diamond Deeps,,,,,,(4 reviews),BIT-GEN,BIT-GEN,4 user reviews,,"TITLE: Diamond Deeps
GENRE: Action, Casual, Indie
DEVELOPER: BIT-GEN
PUBLISHER: BIT-GEN
RELEASE DATE: 1 Jun, 2015","1 Jun, 2015",Casual Action Indie +,
Lonely Red Night,"0,79€",,,,,(1 reviews),Yogurt games,Yogurt games,1 user reviews,,"TITLE: Lonely Red Night
GENRE: Casual, Indie, Strategy
DEVELOPER: Yogurt games
PUBLISHER: Yogurt games
RELEASE DATE: 29 Jul, 2020","29 Jul, 2020",Puzzle Strategy Investigation First-Person +,
Oh No! Ninjas!,,,,,,(2 reviews),Blot Interactive,Blot Interactive,2 user reviews,,"TITLE: Oh No! Ninjas!
GENRE: Casual, Indie
DEVELOPER: Blot Interactive
PUBLISHER: Blot Interactive
RELEASE DATE: 4 Jan, 2018","4 Jan, 2018",Typing Spelling 2D Fighter Casual Action +,
Dungeon Shooter 2,,,,,,(4 reviews),Rabid Design Studios,Rabid Design Studios,4 user reviews,,"TITLE: Dungeon Shooter 2
GENRE: Action, Strategy
DEVELOPER: Rabid Design Studios
PUBLISHER: Rabid Design Studios
RELEASE DATE: 6 Jun, 2013","6 Jun, 2013",Strategy Action Online Co-Op Co-op +,
Hockey Camp - Goaltender,,,,,,(4 reviews),FlagmanJeremy,FlagmanJeremy,4 user reviews,,"TITLE: Hockey Camp - Goaltender
GENRE: Indie, Simulation, Sports
DEVELOPER: FlagmanJeremy
PUBLISHER: FlagmanJeremy
RELEASE DATE: 11 Feb, 2019","11 Feb, 2019",Sports Indie Simulation +,
Pixel Caveman,,,,,,,Tindie Game Studio,Tindie Game Studio,,,"TITLE: Pixel Caveman
GENRE: Casual, Indie, Strategy, Early Access
DEVELOPER: Tindie Game Studio
PUBLISHER: Tindie Game Studio
RELEASE DATE: 18 Jul, 2019
EARLY ACCESS RELEASE DATE: 18 Jul, 2019","18 Jul, 2019",Casual Early Access Strategy Indie +,
Messier111,,,,,,(2 reviews),"MELPOT, inc.","MELPOT, inc.",2 user reviews,,"TITLE: Messier111
GENRE: Action
DEVELOPER: MELPOT, inc.
PUBLISHER: MELPOT, inc.
RELEASE DATE: 21 Oct, 2020","21 Oct, 2020",Action Twin Stick Shooter Top-Down Shooter +,
Alien Cat 6,Bundle info,,,,,(2 reviews),Repa Games,Trinity Project,2 user reviews,,"TITLE: Alien Cat 6
GENRE: Action, Adventure, Casual
DEVELOPER: Repa Games
PUBLISHER: Trinity Project
FRANCHISE: Trinity Project
RELEASE DATE: 14 Aug, 2020","14 Aug, 2020",Casual Adventure Action Cats Arcade 2D +,
Candle In Darkness,,,,,,(2 reviews),Shub-Niggurath Games,ShopaLover,2 user reviews,,"TITLE: Candle In Darkness
GENRE: Adventure, Indie, Early Access
DEVELOPER: Shub-Niggurath Games, ShopaLover
PUBLISHER: ShopaLover
RELEASE DATE: 13 Aug, 2020
EARLY ACCESS RELEASE DATE: 13 Aug, 2020","13 Aug, 2020",Early Access Horror Survival Horror Atmospheric +,
High Noon,,,,,,,The Holodeck,Revintu,,,"TITLE: High Noon
GENRE: Action, Simulation, Early Access
DEVELOPER: The Holodeck
PUBLISHER: Revintu
RELEASE DATE: 6 Nov, 2017","6 Nov, 2017",Action Early Access Simulation VR +,
