title,price1,price2,discountprice,free,alltime_reviews_summary,number_alltime_reviews,developer,publisher,recent_review_summary,number_recent_reviews,genre,release_date,tags,update_count
WGT Golf,,,,,Mixed,"(1,516 reviews)",Topgolf Media,Topgolf Media,Mostly Positive,(43 reviews),"TITLE: WGT Golf
GENRE: Free to Play, Simulation, Sports, Early Access
DEVELOPER: Topgolf Media
PUBLISHER: Topgolf Media
RELEASE DATE: 13 Apr, 2020
EARLY ACCESS RELEASE DATE: 13 Apr, 2020","13 Apr, 2020",Free to Play Sports Simulation Multiplayer +,57
No Longer Home,Bundle info,,,,,(71 reviews),Humble Grove,Fellow Traveller,Very Positive,,"TITLE: No Longer Home
GENRE: Adventure, Casual, Indie
DEVELOPER: Humble Grove, Hana Lee, Cel Davison, Adrienne Lombardo, Eli Rainsberry
PUBLISHER: Fellow Traveller
FRANCHISE: Fellow Traveller
RELEASE DATE: 30 Jul, 2021","30 Jul, 2021",Interactive Fiction LGBTQ+ Story Rich Relaxing +,18
Superfly,,,,,,(177 reviews),Loco Motion Devs,Loco Motion Devs,Very Positive,,"TITLE: Superfly
GENRE: Action, Indie, Simulation, Early Access
DEVELOPER: Loco Motion Devs
PUBLISHER: Loco Motion Devs
RELEASE DATE: 8 Oct, 2020
EARLY ACCESS RELEASE DATE: 8 Oct, 2020","8 Oct, 2020",Action VR Combat Open World Early Access +,15
Call of Juarez: Gunslinger,Bundle info,,,,Overwhelmingly Positive,"(12,372 reviews)",Techland,Techland Publishing,Overwhelmingly Positive,(105 reviews),"TITLE: Call of Juarez: Gunslinger
GENRE: Action
DEVELOPER: Techland
PUBLISHER: Techland Publishing
FRANCHISE: Call of Juarez
RELEASE DATE: 22 May, 2013","22 May, 2013",Western FPS Action Story Rich Bullet Time +,
Arcanium: Rise of Akhan,,,,,Mostly Positive,(299 reviews),"Supercombo, Inc.","Rogue Games, Inc.",Very Negative,(46 reviews),"TITLE: Arcanium: Rise of Akhan
GENRE: Adventure, Indie, RPG, Strategy, Early Access
DEVELOPER: Supercombo, Inc.
PUBLISHER: Rogue Games, Inc.
RELEASE DATE: 8 Dec, 2020
EARLY ACCESS RELEASE DATE: 8 Dec, 2020","8 Dec, 2020",Early Access Card Battler Card Game Roguelite +,50
Dragon Saga,,,,Free to Play,,"(1,134 reviews)",Gravity Interactive,Gravity Interactive,Mixed,,"TITLE: Dragon Saga
GENRE: Action, Adventure, Casual, Free to Play, Massively Multiplayer, Racing, RPG
DEVELOPER: Gravity Interactive
PUBLISHER: Gravity Interactive
RELEASE DATE: 28 Oct, 2010","28 Oct, 2010",Free to Play Massively Multiplayer MMORPG +,250
ONE PUNCH MAN: A HERO NOBODY KNOWS,"64,99€",,,,Mixed,(651 reviews),Spike Chunsoft Co. Ltd.,BANDAI NAMCO Entertainment,Mixed,(10 reviews),"TITLE: ONE PUNCH MAN: A HERO NOBODY KNOWS
GENRE: Action
DEVELOPER: Spike Chunsoft Co. Ltd.
PUBLISHER: BANDAI NAMCO Entertainment
FRANCHISE: BANDAI NAMCO Entertainment
RELEASE DATE: 27 Feb, 2020","27 Feb, 2020",Action Anime Character Customization Fighting +,
Trailer Park Boys: Greasy Money,,,,Free To Play,Very Positive,"(1,093 reviews)",East Side Games,East Side Games,Mostly Positive,(15 reviews),"TITLE: Trailer Park Boys: Greasy Money
GENRE: Casual, Free to Play, Indie, Simulation
DEVELOPER: East Side Games
PUBLISHER: East Side Games
RELEASE DATE: 15 Feb, 2018","15 Feb, 2018",Free to Play Clicker Simulation Indie Casual +,
Meeple Station,Bundle info,,,,,(507 reviews),Gameclaw Studio,Modularity,Mixed,,"TITLE: Meeple Station
GENRE: Casual, Indie, RPG, Simulation, Strategy
DEVELOPER: Gameclaw Studio
PUBLISHER: Modularity, Gameclaw Studio, WhisperGames
RELEASE DATE: 10 Apr, 2020
EARLY ACCESS RELEASE DATE: 17 Jan, 2019","10 Apr, 2020",Strategy Simulation Indie Casual RPG 2D +,
Hello Neighbor,Bundle info,,,,Very Positive,"(5,602 reviews)",Dynamic Pixels,tinyBuild,Very Positive,(132 reviews),"TITLE: Hello Neighbor
GENRE: Adventure, Indie, Strategy
DEVELOPER: Dynamic Pixels
PUBLISHER: tinyBuild
FRANCHISE: Hello Neighbor, tinyBuild
RELEASE DATE: 8 Dec, 2017","8 Dec, 2017",Horror Sandbox Action-Adventure 3D Platformer +,
INSIDE,Bundle info,,,,Overwhelmingly Positive,"(29,424 reviews)",Playdead,Playdead,Overwhelmingly Positive,(339 reviews),"TITLE: INSIDE
GENRE: Action, Adventure, Indie
DEVELOPER: Playdead
PUBLISHER: Playdead
RELEASE DATE: 7 Jul, 2016","7 Jul, 2016",Puzzle Adventure Atmospheric Story Rich 2D +,
Brave Dungeon + Dark Witch's Story : Combat,Bundle info,,,,,(12 reviews),INSIDE SYSTEM,INSIDE SYSTEM,Positive,,"TITLE: Brave Dungeon + Dark Witch's Story : Combat
GENRE: Casual, RPG
DEVELOPER: INSIDE SYSTEM
PUBLISHER: INSIDE SYSTEM
RELEASE DATE: 20 Aug, 2021","20 Aug, 2021",RPG CRPG Casual JRPG 2D Platformer +,2
Domina,,,,,Very Positive,"(6,804 reviews)",Dolphin Barn Incorporated,Dolphin Barn Incorporated,Very Positive,(41 reviews),"TITLE: Domina
GENRE: Action, Indie, Simulation, Strategy
DEVELOPER: Dolphin Barn Incorporated
PUBLISHER: Dolphin Barn Incorporated
RELEASE DATE: 3 Apr, 2017","3 Apr, 2017",Management Pixel Graphics Strategy Violent +,232
King Arthur: Knight's Tale,,,,,Mostly Positive,(494 reviews),NeocoreGames,NeocoreGames,Very Positive,(16 reviews),"TITLE: King Arthur: Knight's Tale
GENRE: RPG, Early Access
DEVELOPER: NeocoreGames
PUBLISHER: NeocoreGames
RELEASE DATE: 26 Jan, 2021
EARLY ACCESS RELEASE DATE: 26 Jan, 2021","26 Jan, 2021",RPG Tactical RPG Dark Fantasy PvE 3D +,8
