title,price1,price2,discountprice,free,alltime_reviews_summary,number_alltime_reviews,developer,publisher,recent_review_summary,number_recent_reviews,genre,release_date,tags,update_count
Mosaique Neko Waifus 3,,,,,Overwhelmingly Positive,(822 reviews),Lil Hentai Games,Lil Hentai Games,Very Positive,(76 reviews),"TITLE: Mosaique Neko Waifus 3
GENRE: Casual, RPG
DEVELOPER: Lil Hentai Games
PUBLISHER: Lil Hentai Games
FRANCHISE: Hentai Mosaique
RELEASE DATE: 27 Aug, 2020","27 Aug, 2020",Hentai Puzzle RPG Cute Visual Novel 2D +,
Farming Simulator 15,Package info,,,,Very Positive,"(11,039 reviews)",Giants Software,Giants Software,Very Positive,(42 reviews),"TITLE: Farming Simulator 15
GENRE: Simulation
DEVELOPER: Giants Software
PUBLISHER: Giants Software
FRANCHISE: Farming Simulator
RELEASE DATE: 30 Oct, 2014","30 Oct, 2014",Farming Sim Automobile Sim Simulation Co-op +,
Aragami,Bundle info,,,,Very Positive,"(7,655 reviews)",Lince Works,Lince Works,Very Positive,(241 reviews),"TITLE: Aragami
GENRE: Action, Adventure, Indie
DEVELOPER: Lince Works
PUBLISHER: Lince Works
RELEASE DATE: 4 Oct, 2016","4 Oct, 2016",Stealth Ninja Action Assassin Co-op Indie +,
The Invisible Hand,"10,79€",,,Download,,(174 reviews),Power Struggle Games,Fellow Traveller,Very Positive,,"TITLE: The Invisible Hand
GENRE: Indie, Simulation, Strategy
DEVELOPER: Power Struggle Games
PUBLISHER: Fellow Traveller
RELEASE DATE: 7 May, 2021","7 May, 2021",Indie Strategy Simulation Capitalism Satire +,25
Farm Manager 2018,Bundle info,,,,Mostly Positive,"(2,175 reviews)",Cleversan Software,PlayWay S.A.,Mostly Positive,(22 reviews),"TITLE: Farm Manager 2018
GENRE: Indie, Simulation, Strategy
DEVELOPER: Cleversan Software
PUBLISHER: PlayWay S.A., Sim Farm S.A.
FRANCHISE: PlayWay S.A., Sim Farm S.A.
RELEASE DATE: 6 Apr, 2018","6 Apr, 2018",Simulation Farming Sim Strategy Indie +,
Uptasia,,,,Free To Play,,(174 reviews),upjers,upjers,Mixed,,"TITLE: Uptasia
GENRE: Casual, Free to Play
DEVELOPER: upjers
PUBLISHER: upjers
RELEASE DATE: 10 Jan, 2018","10 Jan, 2018",Casual City Builder Hidden Object Building +,
Putt-Putt® Enters the Race,Package info,,,,,(89 reviews),Humongous Entertainment,Humongous Entertainment,Very Positive,,"TITLE: Putt-Putt® Enters the Race
GENRE: Adventure, Casual
DEVELOPER: Humongous Entertainment
PUBLISHER: Humongous Entertainment, Nightdive Studios
RELEASE DATE: 1 Jan, 1998","1 Jan, 1998",Adventure Casual Point & Click Family Friendly +,
Tested on Humans: Escape Room,Bundle info,,,,,(147 reviews),mc2games,mc2games,Very Positive,,"TITLE: Tested on Humans: Escape Room
GENRE: Adventure, Indie
DEVELOPER: mc2games
PUBLISHER: mc2games
FRANCHISE: mc2games Escape Room
RELEASE DATE: 24 Feb, 2021","24 Feb, 2021",Escape Room Puzzle Point & Click Investigation +,
Haydee,,,,,Very Positive,"(5,227 reviews)",Haydee Interactive,Haydee Interactive,Mostly Positive,(24 reviews),"TITLE: Haydee
GENRE: Action, Indie
DEVELOPER: Haydee Interactive
PUBLISHER: Haydee Interactive
FRANCHISE: Haydee
RELEASE DATE: 26 Sep, 2016","26 Sep, 2016",Sexual Content Nudity Mature NSFW Puzzle +,
Find Yourself,Bundle info,,,,Very Positive,(355 reviews),EMIKA_GAMES,EMIKA_GAMES,Very Positive,(59 reviews),"TITLE: Find Yourself
GENRE: Indie, Simulation
DEVELOPER: EMIKA_GAMES
PUBLISHER: EMIKA_GAMES
RELEASE DATE: 21 Feb, 2021","21 Feb, 2021",Simulation Exploration Horror Walking Simulator +,
Nebuchadnezzar,,,,,Mostly Positive,(708 reviews),Nepos Games,Nepos Games,Very Positive,(20 reviews),"TITLE: Nebuchadnezzar
GENRE: Free to Play, Indie, Simulation, Strategy
DEVELOPER: Nepos Games
PUBLISHER: Nepos Games
RELEASE DATE: 17 Feb, 2021","17 Feb, 2021",City Builder Sandbox Building Economy RTS +,74
Filcher,,,,,,(46 reviews),Johan Hjärpe,MythoLogic Interactive,Positive,,"TITLE: Filcher
GENRE: Action, Adventure, Indie, Simulation
DEVELOPER: Johan Hjärpe
PUBLISHER: MythoLogic Interactive
RELEASE DATE: 14 Sep, 2021","14 Sep, 2021",Stealth Simulation Immersive Sim Singleplayer +,18
Legend Bowl,,,,,Very Positive,(394 reviews),Super Pixel Games,Super Pixel Games,Very Positive,(55 reviews),"TITLE: Legend Bowl
GENRE: Action, Indie, Simulation, Sports
DEVELOPER: Super Pixel Games
PUBLISHER: Super Pixel Games
RELEASE DATE: 2 Sep, 2021
EARLY ACCESS RELEASE DATE: 27 Nov, 2020","2 Sep, 2021",Sports Football Controller PvP Indie 2D +,67
Weed Shop 3,,,,,Very Positive,(455 reviews),Weed Games,Weed Games,Very Positive,(19 reviews),"TITLE: Weed Shop 3
GENRE: Casual, Indie, Simulation, Early Access
DEVELOPER: Weed Games
PUBLISHER: Weed Games
FRANCHISE: Weed Shop
RELEASE DATE: 3 Apr, 2021
EARLY ACCESS RELEASE DATE: 3 Apr, 2021","3 Apr, 2021",Early Access Simulation Management FPS +,65
Stoneshard,,,,,Mostly Positive,"(17,685 reviews)",Ink Stains Games,HypeTrain Digital,Mixed,(204 reviews),"TITLE: Stoneshard
GENRE: Adventure, Indie, RPG, Strategy, Early Access
DEVELOPER: Ink Stains Games
PUBLISHER: HypeTrain Digital
FRANCHISE: HypeTrain Digital
RELEASE DATE: 6 Feb, 2020
EARLY ACCESS RELEASE DATE: 6 Feb, 2020","6 Feb, 2020",RPG Strategy Roguelike Survival 2D +,136
LEGO® The Incredibles,,,,,Very Positive,(519 reviews),TT Games,Warner Bros. Interactive Entertainment,Very Positive,(10 reviews),"TITLE: LEGO® The Incredibles
GENRE: Action, Adventure
DEVELOPER: TT Games, Feral Interactive (Mac)
PUBLISHER: Warner Bros. Interactive Entertainment, Feral Interactive (Mac)
RELEASE DATE: 15 Jun, 2018","15 Jun, 2018",Action LEGO Adventure Co-op Open World +,
King Arthur: Knight's Tale,,,,,Mostly Positive,(494 reviews),NeocoreGames,NeocoreGames,Very Positive,(16 reviews),"TITLE: King Arthur: Knight's Tale
GENRE: RPG, Early Access
DEVELOPER: NeocoreGames
PUBLISHER: NeocoreGames
RELEASE DATE: 26 Jan, 2021
EARLY ACCESS RELEASE DATE: 26 Jan, 2021","26 Jan, 2021",RPG Tactical RPG Dark Fantasy PvE 3D +,8
Wanderland,,,,Free To Play,,(295 reviews),Artogon,Jetdogs Studios,Mixed,,"TITLE: Wanderland
GENRE: Adventure, Casual, Free to Play
DEVELOPER: Artogon
PUBLISHER: Jetdogs Studios
RELEASE DATE: 20 Dec, 2016","20 Dec, 2016",Free to Play Adventure Casual Hidden Object +,
Toonstruck,,,,,,(156 reviews),Burst,Interplay Entertainment Corp.,Very Positive,,"TITLE: Toonstruck
GENRE: Adventure
DEVELOPER: Burst
PUBLISHER: Interplay Entertainment Corp.
RELEASE DATE: 15 Nov, 2016","15 Nov, 2016",Adventure Point & Click FMV Comedy Puzzle +,
Psychonauts in the Rhombus of Ruin,"16,79€",,,,,(331 reviews),Double Fine Productions,Double Fine Productions,Very Positive,,"TITLE: Psychonauts in the Rhombus of Ruin
GENRE: Adventure
DEVELOPER: Double Fine Productions, React Games
PUBLISHER: Double Fine Productions
FRANCHISE: Psychonauts
RELEASE DATE: 19 Apr, 2018","19 Apr, 2018",Adventure VR Comedy Funny Singleplayer +,
Eufloria HD,Package info,,,,,(437 reviews),Rudolf Kremers & Alex May,Omni Systems,Very Positive,,"TITLE: Eufloria HD
GENRE: Indie, Strategy
DEVELOPER: Rudolf Kremers & Alex May, Tuna
PUBLISHER: Omni Systems
RELEASE DATE: 14 Oct, 2014","14 Oct, 2014",Strategy Indie Relaxing Casual Singleplayer +,
Pixel Puzzles Ultimate Jigsaw,Bundle info,,,Free To Play,Mostly Positive,"(2,072 reviews)",The Digital Puzzle Company,DL Softworks,Mixed,(13 reviews),"TITLE: Pixel Puzzles Ultimate Jigsaw
GENRE: Casual, Free to Play, Indie, Simulation, Sports, Strategy
DEVELOPER: The Digital Puzzle Company
PUBLISHER: DL Softworks
FRANCHISE: Pixel Puzzles
RELEASE DATE: 9 Sep, 2016","9 Sep, 2016",Puzzle Free to Play Casual Indie Simulation +,
Call of Juarez: Gunslinger,Bundle info,,,,Overwhelmingly Positive,"(12,377 reviews)",Techland,Techland Publishing,Overwhelmingly Positive,(108 reviews),"TITLE: Call of Juarez: Gunslinger
GENRE: Action
DEVELOPER: Techland
PUBLISHER: Techland Publishing
FRANCHISE: Call of Juarez
RELEASE DATE: 22 May, 2013","22 May, 2013",Western FPS Action Story Rich Bullet Time +,
Tom Clancy’s Splinter Cell Blacklist,"29,99€",,,,Very Positive,"(13,239 reviews)",Ubisoft Toronto,Ubisoft,Mostly Positive,(49 reviews),"TITLE: Tom Clancy’s Splinter Cell Blacklist
GENRE: Action, Adventure
DEVELOPER: Ubisoft Toronto
PUBLISHER: Ubisoft
RELEASE DATE: 22 Aug, 2013","22 Aug, 2013",Stealth Action Co-op Third Person Adventure +,
