title,price1,price2,discountprice,free,alltime_reviews_summary,number_alltime_reviews,developer,publisher,recent_review_summary,number_recent_reviews,genre,release_date,tags,update_count
Monster Showdown,,,,,,(8 reviews),Virtual Uppercut Studios,Virtual Uppercut Studios,8 user reviews,,"TITLE: Monster Showdown
GENRE: Action, Indie, Early Access
DEVELOPER: Virtual Uppercut Studios
PUBLISHER: Virtual Uppercut Studios
RELEASE DATE: 30 Oct, 2019
EARLY ACCESS RELEASE DATE: 30 Oct, 2019","30 Oct, 2019",Early Access Zombies Survival Horror VR +,3
Killbot,Bundle info,,,,,(73 reviews),nobodyshot,diman production,Mostly Negative,,"TITLE: Killbot
GENRE: Action, Adventure, Indie, Massively Multiplayer, Simulation
DEVELOPER: nobodyshot, diman production
PUBLISHER: diman production
RELEASE DATE: 10 Jul, 2016","10 Jul, 2016",Action Indie Massively Multiplayer Simulation +,
Brainfuck,,,,,,(18 reviews),Esoterics,Esoterics,Mostly Negative,,"TITLE: Brainfuck
GENRE: Casual, Indie, Simulation, Strategy
DEVELOPER: Esoterics
PUBLISHER: Esoterics
RELEASE DATE: 27 Sep, 2018","27 Sep, 2018",Casual Simulation Strategy Indie +,
Infernales: Circles of Hell,Bundle info,,,,,(18 reviews),VGstudio,VGstudio,Mostly Negative,,"TITLE: Infernales: Circles of Hell
GENRE: Action, Adventure, Indie
DEVELOPER: VGstudio
PUBLISHER: VGstudio
RELEASE DATE: 16 Mar, 2018","16 Mar, 2018",Indie Action Adventure Gore Violent +,
Supaplex HARD,Bundle info,,,,,(10 reviews),InArcade,InArcade,Positive,,"TITLE: Supaplex HARD
GENRE: Action, Casual, Indie
DEVELOPER: InArcade
PUBLISHER: InArcade
RELEASE DATE: 27 Aug, 2018","27 Aug, 2018",Action Casual Indie +,
Hacker Series,,,,,,(16 reviews),exosyphen studios,exosyphen studios,Mostly Negative,,"TITLE: Hacker Series
GENRE: Indie, Simulation, Strategy
DEVELOPER: exosyphen studios
PUBLISHER: exosyphen studios
RELEASE DATE: 28 Sep, 2016","28 Sep, 2016",Simulation Strategy Indie +,
Mystery Of Rivenhallows,Bundle info,,,,,(11 reviews),EnsenaSoft,EnsenaSoft,Negative,,"TITLE: Mystery Of Rivenhallows
GENRE: Adventure, Casual
DEVELOPER: EnsenaSoft
PUBLISHER: EnsenaSoft
RELEASE DATE: 26 Jul, 2016","26 Jul, 2016",Adventure Casual Point & Click +,
Trucker 2,Bundle info,,,,,(15 reviews),Silden,Play Publishing,Mostly Negative,,"TITLE: Trucker 2
GENRE: Racing, Simulation
DEVELOPER: Silden
PUBLISHER: Play Publishing
RELEASE DATE: 14 Aug, 2015","14 Aug, 2015",Simulation Racing +,
Despair,,,,,,"(1,441 reviews)",AGC,AGC,Mostly Negative,,"TITLE: Despair
GENRE: Action, Adventure, Indie
DEVELOPER: AGC
PUBLISHER: AGC
RELEASE DATE: 12 May, 2015","12 May, 2015",Indie Horror Action First-Person Adventure +,
Battle royale simulator,Bundle info,,,,,(15 reviews),WhackAKey Games,Big Black Bear,Mostly Negative,,"TITLE: Battle royale simulator
GENRE: Action, Simulation, Strategy
DEVELOPER: WhackAKey Games
PUBLISHER: Big Black Bear
RELEASE DATE: 24 Aug, 2018","24 Aug, 2018",Simulation Action Strategy Gore Violent +,
