title,price1,price2,discountprice,free,alltime_reviews_summary,number_alltime_reviews,developer,publisher,recent_review_summary,number_recent_reviews,genre,release_date,tags,update_count
Sherlock Holmes: The Silver Earring,Package info,,,,,(339 reviews),Frogwares,Frogwares,Mixed,,"TITLE: Sherlock Holmes: The Silver Earring
GENRE: Adventure
DEVELOPER: Frogwares
PUBLISHER: Frogwares
FRANCHISE: Sherlock Holmes, Frogwares
RELEASE DATE: 30 Sep, 2004","30 Sep, 2004",Adventure Point & Click Detective Puzzle +,12
The Haunted: Hells Reach,"22,99€",,,,,(467 reviews),KTX Software,Signo & Arte,Very Positive,,"TITLE: The Haunted: Hells Reach
GENRE: Action, Indie
DEVELOPER: KTX Software
PUBLISHER: Signo & Arte
RELEASE DATE: 24 Oct, 2011","24 Oct, 2011",Action Indie Co-op Gore Zombies Shooter +,
Train Station Simulator,,,,,,(212 reviews),Appliks Apps Studios,Appliks Apps Studios,Mixed,,"TITLE: Train Station Simulator
GENRE: Indie, Simulation, Strategy, Early Access
DEVELOPER: Appliks Apps Studios
PUBLISHER: Appliks Apps Studios
RELEASE DATE: 14 Dec, 2017","14 Dec, 2017",Simulation Strategy Management Trains 2D +,
Shikokushi ~food and sightseeing and beauties~,Bundle info,,,,,(38 reviews),Flying Panjandrum / ふらいんぐパンジャンドラム,OTAKU Plan,Positive,,"TITLE: Shikokushi ~food and sightseeing and beauties~
GENRE: RPG, Strategy
DEVELOPER: Flying Panjandrum / ふらいんぐパンジャンドラム
PUBLISHER: OTAKU Plan
FRANCHISE: OTAKU Plan
RELEASE DATE: 22 Aug, 2020","22 Aug, 2020",Nudity Sexual Content Strategy Historical 2D +,
Dracula: Origin,Bundle info,,,,,(160 reviews),Frogwares,Frogwares,Mixed,,"TITLE: Dracula: Origin
GENRE: Adventure, Casual
DEVELOPER: Frogwares
PUBLISHER: Frogwares
FRANCHISE: Frogwares
RELEASE DATE: 20 May, 2008","20 May, 2008",Adventure Casual Vampire Point & Click 2.5D +,4
Notes of Soul,,,,,Mostly Positive,"(14,027 reviews)",（Hong Kong）GKD Game Studio,（Hong Kong）GKD Game Studio,Mixed,(56 reviews),"TITLE: Notes of Soul
GENRE: Action, Adventure, Casual, Indie, Massively Multiplayer, Racing, RPG, Strategy, Early Access
DEVELOPER: （Hong Kong）GKD Game Studio
PUBLISHER: （Hong Kong）GKD Game Studio
FRANCHISE: 大型在线交友社交游戏
RELEASE DATE: 17 Jan, 2019
EARLY ACCESS RELEASE DATE: 17 Jan, 2019","17 Jan, 2019",Action Horror Massively Multiplayer Adventure +,
BalanCity,,,,,,(470 reviews),MeNic Games,MeNic Games,Very Positive,,"TITLE: BalanCity
GENRE: Casual, Indie, Simulation, Strategy
DEVELOPER: MeNic Games
PUBLISHER: MeNic Games
RELEASE DATE: 21 Sep, 2016","21 Sep, 2016",Physics City Builder Puzzle Casual Strategy +,
McOsu,,,,,Very Positive,"(4,208 reviews)",McKay,McKay,Very Positive,(141 reviews),"TITLE: McOsu
GENRE: Indie
DEVELOPER: McKay
PUBLISHER: McKay
RELEASE DATE: 20 Mar, 2017","20 Mar, 2017",Rhythm Free to Play Anime Indie Music +,
Tunguska: The Visitation,,,,,,(57 reviews),Rotorist Workshop,Rotorist Workshop,Mostly Positive,,"TITLE: Tunguska: The Visitation
GENRE: Action, Adventure, Indie
DEVELOPER: Rotorist Workshop
PUBLISHER: Rotorist Workshop
RELEASE DATE: 4 Jun, 2021","4 Jun, 2021",Atmospheric Post-apocalyptic Open World 3D +,8
Conquest of Elysium 4,,,,,,(486 reviews),Illwinter Game Design,Illwinter Game Design,Very Positive,,"TITLE: Conquest of Elysium 4
GENRE: Indie, Strategy
DEVELOPER: Illwinter Game Design
PUBLISHER: Illwinter Game Design
RELEASE DATE: 16 Nov, 2015","16 Nov, 2015",Strategy Indie Turn-Based Fantasy 4X +,
