title,price1,price2,discountprice,free,alltime_reviews_summary,number_alltime_reviews,developer,publisher,recent_review_summary,number_recent_reviews,genre,release_date,tags,update_count
Creas,,,,,,(1 reviews),Ti-Max & Mat,Ti-Max,1 user reviews,,"TITLE: Creas
GENRE: Adventure, Indie, RPG
DEVELOPER: Ti-Max & Mat
PUBLISHER: Ti-Max
RELEASE DATE: 20 Aug, 2021","20 Aug, 2021",RPG CRPG 2D Action RPG Singleplayer +,5
Knight Solitaire,Bundle info,,,,,(9 reviews),Creobit,8floor,9 user reviews,,"TITLE: Knight Solitaire
GENRE: Casual
DEVELOPER: Creobit
PUBLISHER: 8floor
RELEASE DATE: 1 Jan, 2020","1 Jan, 2020",Casual Board Game Indie Family Friendly +,
Hard Steel,,,,,,(3 reviews),Prestige Games,Prestige Games,3 user reviews,,"TITLE: Hard Steel
GENRE: Action, Adventure, Indie, Simulation, Sports, Early Access
DEVELOPER: Prestige Games
PUBLISHER: Prestige Games
RELEASE DATE: 15 Jun, 2021
EARLY ACCESS RELEASE DATE: 15 Jun, 2021","15 Jun, 2021",Action Beat 'em up Adventure Action-Adventure +,
10 Pin Bowling (VR Support),,,,,,(1 reviews),CBGameDev,CBGameDev,1 user reviews,,"TITLE: 10 Pin Bowling (VR Support)
GENRE: Simulation, Sports, Early Access
DEVELOPER: CBGameDev
PUBLISHER: CBGameDev
RELEASE DATE: 28 May, 2021
EARLY ACCESS RELEASE DATE: 28 May, 2021","28 May, 2021",Simulation Sports eSports Sandbox Realistic +,
Dirty Fighter 1,,,,,,(5 reviews),Dirty Fighter Team,"Zero Brain, LLC",5 user reviews,,"TITLE: Dirty Fighter 1
GENRE: Action, Indie
DEVELOPER: Dirty Fighter Team
PUBLISHER: Zero Brain, LLC
RELEASE DATE: 10 Jul, 2017","10 Jul, 2017",Sexual Content Nudity Violent Indie Action +,
Myth of Ethary,"4,99€",,,,,(1 reviews),Decode Soft,Decode Soft,1 user reviews,,"TITLE: Myth of Ethary
GENRE: RPG
DEVELOPER: Decode Soft
PUBLISHER: Decode Soft
RELEASE DATE: 4 Jun, 2021","4 Jun, 2021",RPG Fantasy Exploration Dungeon Crawler +,
Asian Mahjong,Bundle info,,,,,(4 reviews),Creobit,8floor,4 user reviews,,"TITLE: Asian Mahjong
GENRE: Casual
DEVELOPER: Creobit
PUBLISHER: 8floor
RELEASE DATE: 15 Mar, 2021","15 Mar, 2021",Casual Puzzle Singleplayer Adventure Indie +,
Furry Shakespeare: Dashing Dinosaurs & Sexy Centaurs,,,,,,(3 reviews),Stegalosaurus Game Development,Stegalosaurus Game Development,3 user reviews,,"TITLE: Furry Shakespeare: Dashing Dinosaurs & Sexy Centaurs
GENRE: Adventure, Indie
DEVELOPER: Stegalosaurus Game Development
PUBLISHER: Stegalosaurus Game Development
FRANCHISE: Paper Shakespeare
RELEASE DATE: 28 Aug, 2019","28 Aug, 2019",Dating Sim Dragons Visual Novel Dinosaurs +,86
"Penn & Teller VR: Frankly Unfair, Unkind, Unnecessary, & Underhanded","19,99€",,,,,(5 reviews),Gearbox Software,Gearbox Publishing,5 user reviews,,"TITLE: Penn & Teller VR: Frankly Unfair, Unkind, Unnecessary, & Underhanded
GENRE: Casual
DEVELOPER: Gearbox Software
PUBLISHER: Gearbox Publishing
RELEASE DATE: 27 Jun, 2019","27 Jun, 2019",Casual VR +,
Favo!+,,,,,,(9 reviews),flow Inc.,flow Inc.,9 user reviews,,"TITLE: Favo!+
GENRE: Casual, Indie, Strategy
DEVELOPER: flow Inc., tackgames
PUBLISHER: flow Inc.
RELEASE DATE: 16 Nov, 2019","16 Nov, 2019",Casual Indie Strategy Puzzle Hex Grid 2D +,
