title,price1,price2,discountprice,free,alltime_reviews_summary,number_alltime_reviews,developer,publisher,recent_review_summary,number_recent_reviews,genre,release_date,tags,update_count
Tezz: Portals,Bundle info,,,,,(16 reviews),Attack Studio,Attack Studio,Positive,,"TITLE: Tezz: Portals
GENRE: Casual
DEVELOPER: Attack Studio
PUBLISHER: Attack Studio
FRANCHISE: Attack Studio
RELEASE DATE: 18 Mar, 2021","18 Mar, 2021",Clicker Colorful Casual Relaxing Puzzle +,
ARAYA,,,,,,(596 reviews),MAD Virtual Reality Studio,MAD Virtual Reality Studio,Mostly Positive,,"TITLE: ARAYA
GENRE: Action, Adventure, Indie
DEVELOPER: MAD Virtual Reality Studio
PUBLISHER: MAD Virtual Reality Studio
RELEASE DATE: 24 Nov, 2016","24 Nov, 2016",Horror Adventure Indie Action VR Thriller +,
Healer's Quest,Bundle info,,,,,(164 reviews),Rablo Games,Rablo Games,Very Positive,,"TITLE: Healer's Quest
GENRE: Indie, RPG
DEVELOPER: Rablo Games
PUBLISHER: Rablo Games
RELEASE DATE: 18 Apr, 2018","18 Apr, 2018",RPG Indie Funny Comedy +,
Fragments,,,,,,(17 reviews),codapill,codapill,Positive,,"TITLE: Fragments
GENRE: Adventure, Indie
DEVELOPER: codapill
PUBLISHER: codapill
RELEASE DATE: 20 Jan, 2021","20 Jan, 2021",Interactive Fiction Psychological Surreal Thriller +,
DeathSpank,Bundle info,,,,,(481 reviews),Hothead Games,Electronic Arts,Very Positive,,"TITLE: DeathSpank
GENRE: Action, Indie, RPG
DEVELOPER: Hothead Games
PUBLISHER: Electronic Arts
RELEASE DATE: 25 Oct, 2010","25 Oct, 2010",RPG Action Comedy Indie Hack and Slash +,
SpellKeeper,,,,,,(25 reviews),Studio Gier,Silesia Games Sp. z o.o.,Positive,,"TITLE: SpellKeeper
GENRE: Casual, Indie, Strategy
DEVELOPER: Studio Gier
PUBLISHER: Silesia Games Sp. z o.o.
RELEASE DATE: 3 Apr, 2018","3 Apr, 2018",Casual Indie Strategy Puzzle Logic +,
99 Spirits,Package info,,,,,(85 reviews),TORaIKI,Fruitbat Factory,Mostly Positive,,"TITLE: 99 Spirits
GENRE: Adventure, Indie, RPG
DEVELOPER: TORaIKI
PUBLISHER: Fruitbat Factory
RELEASE DATE: 31 May, 2013","31 May, 2013",RPG Anime Indie Adventure JRPG 2D +,
The Sych story,Bundle info,,,,,(32 reviews),Svyatoslav Burobin,Svyatoslav Burobin,Positive,,"TITLE: The Sych story
GENRE: Indie, RPG
DEVELOPER: Svyatoslav Burobin
PUBLISHER: Svyatoslav Burobin
RELEASE DATE: 2 Feb, 2021","2 Feb, 2021",Visual Novel Choose Your Own Adventure Comedy +,
Asemblance,Bundle info,,,,,(105 reviews),Nilo Studios,Nilo Studios,Mixed,,"TITLE: Asemblance
GENRE: Adventure, Indie
DEVELOPER: Nilo Studios
PUBLISHER: Nilo Studios
RELEASE DATE: 21 Jun, 2016","21 Jun, 2016",Indie Adventure Psychological Horror Thriller +,
Realms of Arkania 1 - Blade of Destiny Classic,Package info,,,,,(58 reviews),attic Entertainment Software GmbH,United Independent Entertainment GmbH,Mostly Positive,,"TITLE: Realms of Arkania 1 - Blade of Destiny Classic
GENRE: RPG
DEVELOPER: attic Entertainment Software GmbH
PUBLISHER: United Independent Entertainment GmbH
RELEASE DATE: 10 Jan, 2014","10 Jan, 2014",RPG Classic Fantasy Turn-Based Adventure +,
Stay Safe: Labyrinth of the Mad,,,,,,(28 reviews),Yellowcake Games,Yellowcake Games,Mostly Positive,,"TITLE: Stay Safe: Labyrinth of the Mad
GENRE: Adventure, Casual, Indie, RPG, Strategy
DEVELOPER: Yellowcake Games
PUBLISHER: Yellowcake Games
RELEASE DATE: 14 Aug, 2019","14 Aug, 2019",Roguelike Dungeon Crawler Perma Death RPG +,35
Garrison: Archangel,"14,99€",,,Garrison: Archangel Free Demo,,(184 reviews),Indigo Entertainment,Indigo Entertainment,Very Positive,,"TITLE: Garrison: Archangel
GENRE: Action, Indie
DEVELOPER: Indigo Entertainment
PUBLISHER: Indigo Entertainment
RELEASE DATE: 15 May, 2020","15 May, 2020",Mechs Action Indie Character Customization +,
Jessie 'Boom' James - a jigsaw chess tale,Bundle info,,,,,(11 reviews),Minimol Games,Minimol Games,Positive,,"TITLE: Jessie 'Boom' James - a jigsaw chess tale
GENRE: Casual, Indie
DEVELOPER: Minimol Games
PUBLISHER: Minimol Games
FRANCHISE: Minimol Games
RELEASE DATE: 4 Jun, 2021","4 Jun, 2021",Casual Western America Puzzle 2D Indie +,
Lumo,"22,99€",,,,,(74 reviews),Triple Eh? Ltd,Triple Eh? Ltd,Mixed,,"TITLE: Lumo
GENRE: Adventure, Indie
DEVELOPER: Triple Eh? Ltd
PUBLISHER: Triple Eh? Ltd
RELEASE DATE: 24 May, 2016","24 May, 2016",Indie Adventure Retro Puzzle Platformer +,
Puzzling Peaks EXE,Bundle info,,,,,(11 reviews),Darius Immanuel D. Guerrero,"AppSir, Inc.",Positive,,"TITLE: Puzzling Peaks EXE
GENRE: Action, Adventure, Indie
DEVELOPER: Darius Immanuel D. Guerrero
PUBLISHER: AppSir, Inc.
FRANCHISE: AppSir Games
RELEASE DATE: 1 Dec, 2020","1 Dec, 2020",Horror Side Scroller 2D Platformer Casual 2D +,
Space Pilgrim Academy: Reunion,Bundle info,,,,,(47 reviews),Pilgrim Adventures,GrabTheGames,Positive,,"TITLE: Space Pilgrim Academy: Reunion
GENRE: Adventure, Indie
DEVELOPER: Pilgrim Adventures
PUBLISHER: GrabTheGames
FRANCHISE: Space Pilgrim, GrabTheGames Publishing
RELEASE DATE: 29 Mar, 2019","29 Mar, 2019",Adventure Indie RPGMaker +,
ToeJam & Earl: Back in the Groove!,,,,,Very Positive,(539 reviews),HumaNature Studios,HumaNature Studios,Mostly Positive,(21 reviews),"TITLE: ToeJam & Earl: Back in the Groove!
GENRE: Adventure, Casual, Indie
DEVELOPER: HumaNature Studios
PUBLISHER: HumaNature Studios
FRANCHISE: ToeJam & Earl
RELEASE DATE: 28 Feb, 2019","28 Feb, 2019",Adventure Indie Casual Retro Roguelite +,
星月之歌2,"4,99€",,,,,(21 reviews),VVAI社,VVAI社,Positive,,"TITLE: 星月之歌2
GENRE: Adventure, RPG
DEVELOPER: VVAI社
PUBLISHER: VVAI社
RELEASE DATE: 24 Sep, 2021","24 Sep, 2021",RPG Sexual Content Dating Sim Adventure +,2
