title,price1,price2,discountprice,free,alltime_reviews_summary,number_alltime_reviews,developer,publisher,recent_review_summary,number_recent_reviews,genre,release_date,tags,update_count
The Waylanders,,,,,,(228 reviews),GATO STUDIO,GATO STUDIO,Mostly Positive,,"TITLE: The Waylanders
GENRE: Action, Adventure, Indie, RPG, Strategy, Early Access
DEVELOPER: GATO STUDIO
PUBLISHER: GATO STUDIO
RELEASE DATE: 16 Jun, 2020
EARLY ACCESS RELEASE DATE: 16 Jun, 2020","16 Jun, 2020",RPG Adventure Action Strategy Indie +,55
Nemezis: Mysterious Journey III,Bundle info,,,,,(64 reviews),Detalion Games S.A.,PlayWay S.A.,Mixed,,"TITLE: Nemezis: Mysterious Journey III
GENRE: Action, Adventure, Casual, Indie, Simulation
DEVELOPER: Detalion Games S.A.
PUBLISHER: PlayWay S.A., Detalion Games S.A.
FRANCHISE: PlayWay S.A.
RELEASE DATE: 8 Jul, 2021","8 Jul, 2021",Puzzle Logic Adventure Exploration Difficult +,57
Car Trader Simulator,,,,,,(354 reviews),Live Motion Games,,Mostly Positive,,"TITLE: Car Trader Simulator
GENRE: Simulation, Early Access
DEVELOPER: Live Motion Games
PUBLISHER: Live Motion Games, PlayWay S.A.
FRANCHISE: Live Motion Games, PlayWay S.A.
RELEASE DATE: 4 Nov, 2020
EARLY ACCESS RELEASE DATE: 4 Nov, 2020",,Early Access Simulation Trading 2D Indie +,
Akane,,,,,Overwhelmingly Positive,"(1,596 reviews)",Ludic Studios,Ludic Studios,Very Positive,(39 reviews),"TITLE: Akane
GENRE: Action, Casual, Indie
DEVELOPER: Ludic Studios
PUBLISHER: Ludic Studios
RELEASE DATE: 10 Sep, 2018","10 Sep, 2018",Indie Cyberpunk Action Pixel Graphics Gore +,
Final Fantasy III (3D Remake),,,,,Very Positive,"(2,093 reviews)",Square Enix,Square Enix,Mostly Positive,(16 reviews),"TITLE: Final Fantasy III (3D Remake)
GENRE: RPG
DEVELOPER: Square Enix
PUBLISHER: Square Enix
FRANCHISE: FINAL FANTASY
RELEASE DATE: 27 May, 2014","27 May, 2014",RPG JRPG Turn-Based Remake Classic +,
Pure Rock Crawling,,,,,Very Positive,(806 reviews),Maciej Kuzianik,Maciej Kuzianik,Very Positive,(16 reviews),"TITLE: Pure Rock Crawling
GENRE: Simulation, Early Access
DEVELOPER: Maciej Kuzianik
PUBLISHER: Maciej Kuzianik
RELEASE DATE: 11 Apr, 2018","11 Apr, 2018",Early Access Simulation Offroad Driving ATV +,40
Crysis,Package info,,,,Mostly Positive,"(12,086 reviews)",Crytek,Electronic Arts,Mixed,(136 reviews),"TITLE: Crysis
GENRE: Action
DEVELOPER: Crytek
PUBLISHER: Electronic Arts
RELEASE DATE: 13 Nov, 2007","13 Nov, 2007",FPS Action Sci-fi Singleplayer Shooter +,
Azur Lane Crosswave,Bundle info,,,,Mixed,"(5,922 reviews)",IDEA FACTORY,Idea Factory International,Mostly Positive,(27 reviews),"TITLE: Azur Lane Crosswave
GENRE: Action, Adventure, RPG
DEVELOPER: IDEA FACTORY, COMPILE HEART, FELISTELLA
PUBLISHER: Idea Factory International
FRANCHISE: Azur Lane
RELEASE DATE: 13 Feb, 2020","13 Feb, 2020",RPG Action Adventure Anime Visual Novel +,
Worms Clan Wars,"69,99€",,,,,"(1,530 reviews)",Team17 Digital Ltd,Team17 Digital Ltd,Mostly Positive,,"TITLE: Worms Clan Wars
GENRE: Strategy
DEVELOPER: Team17 Digital Ltd
PUBLISHER: Team17 Digital Ltd
FRANCHISE: Team17 Digital
RELEASE DATE: 15 Aug, 2013","15 Aug, 2013",Strategy Multiplayer Turn-Based Funny 2D +,
Mount & Blade: With Fire & Sword,Bundle info,,,,Very Positive,"(8,890 reviews)",TaleWorlds Entertainment,TaleWorlds Entertainment,Very Positive,(59 reviews),"TITLE: Mount & Blade: With Fire & Sword
GENRE: Action, RPG
DEVELOPER: TaleWorlds Entertainment
PUBLISHER: TaleWorlds Entertainment
RELEASE DATE: 3 May, 2011","3 May, 2011",RPG Open World Medieval Action Strategy +,
