title,price1,price2,discountprice,free,alltime_reviews_summary,number_alltime_reviews,developer,publisher,recent_review_summary,number_recent_reviews,genre,release_date,tags,update_count
Alphabetical Order,,,,,,,PI.NNY,PI.NNY,,,"TITLE: Alphabetical Order
GENRE: Action, RPG, Early Access
DEVELOPER: PI.NNY
PUBLISHER: PI.NNY
RELEASE DATE: 13 Sep, 2021
EARLY ACCESS RELEASE DATE: 13 Sep, 2021","13 Sep, 2021",Action RPG Action RPG Hack and Slash 2D +,
Mahjong Royal Towers,Bundle info,,,,,(2 reviews),Creobit,8floor,2 user reviews,,"TITLE: Mahjong Royal Towers
GENRE: Casual
DEVELOPER: Creobit
PUBLISHER: 8floor
RELEASE DATE: 22 Oct, 2019","22 Oct, 2019",Casual +,
Miriel Saga,,,,,,(2 reviews),NG+ Studios,NG+ Studios,2 user reviews,,"TITLE: Miriel Saga
GENRE: Adventure, Indie, RPG
DEVELOPER: NG+ Studios
PUBLISHER: NG+ Studios
RELEASE DATE: 19 Oct, 2019
EARLY ACCESS RELEASE DATE: 19 Oct, 2019","19 Oct, 2019",RPG Adventure Indie Action Anime JRPG +,7
EasyPianoGame,,,,,,(9 reviews),EVT Games,EVT Games,9 user reviews,,"TITLE: EasyPianoGame
GENRE: Indie, Simulation, Early Access
DEVELOPER: EVT Games
PUBLISHER: EVT Games
RELEASE DATE: 3 Oct, 2019
EARLY ACCESS RELEASE DATE: 3 Oct, 2019","3 Oct, 2019",Casual Rhythm Arcade Difficult Replay Value +,
Memento Vivere,,,,,,(3 reviews),Valkyria Games,Valkyria Games,3 user reviews,,"TITLE: Memento Vivere
GENRE: Indie, RPG
DEVELOPER: Valkyria Games
PUBLISHER: Valkyria Games
RELEASE DATE: 8 Apr, 2021","8 Apr, 2021",RPG JRPG Party-Based RPG CRPG 2D +,
Casino Poker,Bundle info,,,,,(1 reviews),ThatGame Pty Ltd,Funbox Media Ltd,1 user reviews,,"TITLE: Casino Poker
GENRE: Casual, Indie, Strategy
DEVELOPER: ThatGame Pty Ltd
PUBLISHER: Funbox Media Ltd
RELEASE DATE: 2 Apr, 2004","2 Apr, 2004",Strategy Indie Casual Education Card Game +,
Binarystar Infinity,,,,,,(7 reviews),Ricci Cedric Design,Forever Entertainment S. A.,7 user reviews,,"TITLE: Binarystar Infinity
GENRE: Action, Indie
DEVELOPER: Ricci Cedric Design
PUBLISHER: Forever Entertainment S. A.
RELEASE DATE: 4 Feb, 2021","4 Feb, 2021",Action Bullet Hell PvE Arcade Pixel Graphics +,
FTD2,,,,,,(3 reviews),Punto Rojo Studios,Punto Rojo Studios,3 user reviews,,"TITLE: FTD2
GENRE: Strategy, Early Access
DEVELOPER: Punto Rojo Studios
PUBLISHER: Punto Rojo Studios
RELEASE DATE: 18 May, 2021
EARLY ACCESS RELEASE DATE: 18 May, 2021","18 May, 2021",Strategy Tower Defense Singleplayer Casual +,16
Dark City: Dublin Collector's Edition,,,,,,(8 reviews),Friendly Fox,Big Fish Games,8 user reviews,,"TITLE: Dark City: Dublin Collector's Edition
GENRE: Adventure, Casual
DEVELOPER: Friendly Fox
PUBLISHER: Big Fish Games
FRANCHISE: Dark City
RELEASE DATE: 13 Mar, 2020","13 Mar, 2020",Adventure Casual Hidden Object Mystery +,
흡혈귀의 연애방법,"14,99€",,,,,(5 reviews),"BlackRoom Co., Ltd","BlackRoom Co., Ltd",5 user reviews,,"TITLE: 흡혈귀의 연애방법
GENRE: Simulation
DEVELOPER: BlackRoom Co., Ltd
PUBLISHER: BlackRoom Co., Ltd
RELEASE DATE: 27 Jul, 2020","27 Jul, 2020",Dating Sim Simulation Visual Novel 2D Cute +,
