title,price1,price2,discountprice,free,alltime_reviews_summary,number_alltime_reviews,developer,publisher,recent_review_summary,number_recent_reviews,genre,release_date,tags,update_count
AntQueen 3D,,,,,,(49 reviews),Fernando Dudka,Les Technologies inVantage,Mostly Positive,,"TITLE: AntQueen 3D
GENRE: Indie, Simulation, Strategy
DEVELOPER: Fernando Dudka
PUBLISHER: Les Technologies inVantage
RELEASE DATE: 1 Nov, 2019
EARLY ACCESS RELEASE DATE: 26 May, 2019","1 Nov, 2019",Simulation Strategy Indie +,
NALOGI 2,Bundle info,,,,,(199 reviews),CUTE ANIME GIRLS,Tranquility games,Mostly Positive,,"TITLE: NALOGI 2
GENRE: Adventure, Casual, Indie, RPG, Strategy
DEVELOPER: CUTE ANIME GIRLS
PUBLISHER: Tranquility games
FRANCHISE: CUTE ANIME GIRLS
RELEASE DATE: 31 May, 2018","31 May, 2018",Sexual Content Adventure Nudity Casual 2D +,8
Zombie Solitaire,,,,,,(50 reviews),rokaplay,rokaplay,Mostly Positive,,"TITLE: Zombie Solitaire
GENRE: Casual
DEVELOPER: rokaplay
PUBLISHER: rokaplay
RELEASE DATE: 15 Nov, 2013","15 Nov, 2013",Solitaire Casual Card Game Zombies Puzzle +,
Disney G-Force,Bundle info,,,,,(245 reviews),Eurocom,Disney,Very Positive,,"TITLE: Disney G-Force
GENRE: Action, Adventure
DEVELOPER: Eurocom
PUBLISHER: Disney
RELEASE DATE: 21 Jul, 2009","21 Jul, 2009",Cult Classic Story Rich Action War Emotional +,
Taboos: Cracks,Bundle info,,,,Very Positive,"(1,302 reviews)",DSGame,DSGame,Mostly Positive,(18 reviews),"TITLE: Taboos: Cracks
GENRE: Casual, Indie
DEVELOPER: DSGame
PUBLISHER: DSGame
FRANCHISE: SeekGirl
RELEASE DATE: 2 May, 2019","2 May, 2019",Sexual Content Nudity Mature Casual NSFW +,
Dark Fall: Ghost Vigil,,,,,,(92 reviews),Darkling Room,Darkling Room,Very Positive,,"TITLE: Dark Fall: Ghost Vigil
GENRE: Adventure, Indie
DEVELOPER: Darkling Room
PUBLISHER: Darkling Room
FRANCHISE: Dark Fall, Dark Fall Games
RELEASE DATE: 10 Jan, 2020","10 Jan, 2020",Adventure Indie Point & Click Horror Mystery +,
Hotshot Racing,Bundle info,,,,Mostly Positive,(621 reviews),Sumo Digital Ltd,Curve Games,Mostly Positive,(14 reviews),"TITLE: Hotshot Racing
GENRE: Action, Indie, Racing
DEVELOPER: Sumo Digital Ltd, Lucky Mountain Games
PUBLISHER: Curve Games
FRANCHISE: Curve Games
RELEASE DATE: 10 Sep, 2020","10 Sep, 2020",Racing Indie Arcade Multiplayer Split Screen +,
Eon Altar,"4,99€",,,,,(530 reviews),Flying Helmet Games,Flying Helmet Games,Very Positive,,"TITLE: Eon Altar
GENRE: Action, Adventure, Indie, RPG
DEVELOPER: Flying Helmet Games
PUBLISHER: Flying Helmet Games
RELEASE DATE: 22 Jun, 2016","22 Jun, 2016",RPG Adventure Action Local Co-Op Indie +,
Grey Goo,,,,,Mixed,"(2,363 reviews)",Petroglyph,Six Foot,Mostly Positive,(14 reviews),"TITLE: Grey Goo
GENRE: Strategy
DEVELOPER: Petroglyph, Six Foot
PUBLISHER: Six Foot, Grey Box
RELEASE DATE: 23 Jan, 2015","23 Jan, 2015",Strategy RTS Sci-fi Multiplayer Aliens +,
VALHALL: Harbinger - Pre-Beta Testing,,,,,,(146 reviews),Blackrose Arts,Blackrose Arts,Mixed,,"TITLE: VALHALL: Harbinger - Pre-Beta Testing
GENRE: Action, Adventure, Massively Multiplayer, RPG, Early Access
DEVELOPER: Blackrose Arts
PUBLISHER: Blackrose Arts
RELEASE DATE: 22 Oct, 2020
EARLY ACCESS RELEASE DATE: 22 Oct, 2020","22 Oct, 2020",Action RPG Massively Multiplayer Gore +,
