title,price1,price2,discountprice,free,alltime_reviews_summary,number_alltime_reviews,developer,publisher,recent_review_summary,number_recent_reviews,genre,release_date,tags,update_count
Come Back Home Please,,,,,,,baniaeK,baniaeK,,,"TITLE: Come Back Home Please
GENRE: Adventure, Casual, Indie, RPG
DEVELOPER: baniaeK
PUBLISHER: baniaeK
RELEASE DATE: Q4 2021",Q4 2021,Casual RPG Platformer 2D Platformer 2D +,7
R Academy,"4,95€",,,,,(1 reviews),R Academy,R Academy,1 user reviews,,"TITLE: R Academy
GENRE: Adventure, Casual, Indie
DEVELOPER: R Academy
PUBLISHER: R Academy
RELEASE DATE: 5 Feb, 2018","5 Feb, 2018",Indie Adventure Casual Sexual Content Gore +,
The Montana Chronicles: Montana's Croatoa,,,,,,,Austin Boucher,Austin Boucher,,,"TITLE: The Montana Chronicles: Montana's Croatoa
GENRE: Casual, Indie, Strategy
DEVELOPER: Austin Boucher
PUBLISHER: Austin Boucher
RELEASE DATE: 7 Jul, 2017","7 Jul, 2017",Casual Violent Strategy Indie +,
Dead Hand Drive,,,,,,(1 reviews),Steampunk Wizards,Steampunk Wizards,1 user reviews,,"TITLE: Dead Hand Drive
GENRE: Action, Casual, Racing
DEVELOPER: Steampunk Wizards
PUBLISHER: Steampunk Wizards
RELEASE DATE: 21 Aug, 2017","21 Aug, 2017",Racing Casual Action Violent +,
LEVEL UP!,,,,,,(2 reviews),Ranmantaru Games,Ranmantaru Games,2 user reviews,,"TITLE: LEVEL UP!
GENRE: Action, Indie, Early Access
DEVELOPER: Ranmantaru Games
PUBLISHER: Ranmantaru Games
RELEASE DATE: 24 Nov, 2014","24 Nov, 2014",Action Indie Early Access +,
Live checkpoint,,,,,,,Balyk game,Astero,,,"TITLE: Live checkpoint
GENRE: Action, Adventure, Indie, Simulation
DEVELOPER: Balyk game
PUBLISHER: Astero
RELEASE DATE: 30 Dec, 2019","30 Dec, 2019",Indie Action Adventure Simulation +,
The war god : The artifact,,,,,,(7 reviews),Zhejiang TQHY Technology,Zhejiang TQHY Technology,7 user reviews,,"TITLE: The war god : The artifact
GENRE: Action, Adventure
DEVELOPER: Zhejiang TQHY Technology
PUBLISHER: Zhejiang TQHY Technology
RELEASE DATE: 19 Jun, 2017","19 Jun, 2017",Action Adventure VR +,
Hand Eye Cubination,"0,79€",,,,,(1 reviews),Virtual Vitality,Virtual Vitality,1 user reviews,,"TITLE: Hand Eye Cubination
GENRE: Casual, Indie, Strategy
DEVELOPER: Virtual Vitality
PUBLISHER: Virtual Vitality
RELEASE DATE: 1 Dec, 2016","1 Dec, 2016",Strategy Indie Casual VR +,
State of Extinction,,,,,,(5 reviews),"Stone Pixel Games, LLC.","Stone Pixel Games, LLC.",5 user reviews,,"TITLE: State of Extinction
GENRE: Action, Adventure, Indie, RPG, Early Access
DEVELOPER: Stone Pixel Games, LLC.
PUBLISHER: Stone Pixel Games, LLC.
RELEASE DATE: 29 Nov, 2016","29 Nov, 2016",Adventure Early Access RPG Action Indie +,
Overlay Balls & Mouse Tails,,,,,,(3 reviews),SAG,SAG,3 user reviews,,"TITLE: Overlay Balls & Mouse Tails
GENRE: Indie, Simulation
DEVELOPER: SAG, SAG
PUBLISHER: SAG
RELEASE DATE: 4 Jun, 2021
EARLY ACCESS RELEASE DATE: 26 Apr, 2021","4 Jun, 2021",Simulation 2.5D Arcade Singleplayer Physics +,
Quotes Quest - Match 3,,,,,,(1 reviews),GamesByLD,GamesByLD,1 user reviews,,"TITLE: Quotes Quest - Match 3
GENRE: Casual, Indie
DEVELOPER: GamesByLD
PUBLISHER: GamesByLD
RELEASE DATE: 17 Jan, 2019","17 Jan, 2019",Casual Indie +,
Keys,,,,,,,Bloody Forehead Entertainment,Bloody Forehead Entertainment,,,"TITLE: Keys
GENRE: Indie
DEVELOPER: Bloody Forehead Entertainment
PUBLISHER: Bloody Forehead Entertainment
RELEASE DATE: 2 Feb, 2018","2 Feb, 2018",Indie Horror Comedy Story Rich Thriller +,
Beach anime day,,,,,,(1 reviews),Repa Games,Astero,1 user reviews,,"TITLE: Beach anime day
GENRE: Action, Adventure, Indie, RPG, Strategy
DEVELOPER: Repa Games
PUBLISHER: Astero
RELEASE DATE: 17 Feb, 2020","17 Feb, 2020",Indie Adventure Strategy Action RPG +,
The Lost Sergeant,,,,,,(6 reviews),Erik Andronico,Brando Pompili,6 user reviews,,"TITLE: The Lost Sergeant
GENRE: Action, Adventure, Early Access
DEVELOPER: Erik Andronico
PUBLISHER: Brando Pompili
RELEASE DATE: 23 Nov, 2018
EARLY ACCESS RELEASE DATE: 23 Nov, 2018","23 Nov, 2018",Early Access Action Adventure Violent +,
Fisherones,,,,,,(4 reviews),Glass Bubble Software,Glass Bubble Software,4 user reviews,,"TITLE: Fisherones
GENRE: Action
DEVELOPER: Glass Bubble Software
PUBLISHER: Glass Bubble Software
RELEASE DATE: 18 Jan, 2018","18 Jan, 2018",Action Atmospheric Open World Exploration +,
Space Rocks,,,,,,(3 reviews),Alister Software,Back To Basics Gaming,3 user reviews,,"TITLE: Space Rocks
GENRE: Casual, Indie
DEVELOPER: Alister Software
PUBLISHER: Back To Basics Gaming
RELEASE DATE: 28 Nov, 2017","28 Nov, 2017",Indie Casual Music Sci-fi Relaxing +,
Encounter the Light / 邂逅光明,"3,29€",,,,,(1 reviews),GuCubeStudio,GuCubeStudio,1 user reviews,,"TITLE: Encounter the Light / 邂逅光明
GENRE: Casual, Indie, RPG
DEVELOPER: GuCubeStudio
PUBLISHER: GuCubeStudio
RELEASE DATE: 2 Jan, 2021","2 Jan, 2021",Drama Pixel Graphics Story Rich Word Game +,
Slide Ride Arcade,,,,,,(1 reviews),ZeroBit Games,Ocean Media LLC,1 user reviews,,"TITLE: Slide Ride Arcade
GENRE: Casual, Indie, Early Access
DEVELOPER: ZeroBit Games
PUBLISHER: Ocean Media LLC
RELEASE DATE: 15 Jun, 2016","15 Jun, 2016",Early Access Casual Indie +,
