title,price1,price2,discountprice,free,alltime_reviews_summary,number_alltime_reviews,developer,publisher,recent_review_summary,number_recent_reviews,genre,release_date,tags,update_count
Return to Planet X,,,,,,(16 reviews),Butterflyware,Butterflyware,Mixed,,"TITLE: Return to Planet X
GENRE: Action, Adventure, Indie
DEVELOPER: Butterflyware
PUBLISHER: Butterflyware
RELEASE DATE: 7 Sep, 2018","7 Sep, 2018",Action Indie Adventure First-Person Horror +,
Tower Dwellers,,,,,,(18 reviews),ECC GAMES SP. Z O.O.,ECC GAMES SP. Z O.O.,Mixed,,"TITLE: Tower Dwellers
GENRE: Action, Indie, Strategy
DEVELOPER: ECC GAMES SP. Z O.O.
PUBLISHER: ECC GAMES SP. Z O.O.
RELEASE DATE: 23 Aug, 2016","23 Aug, 2016",Strategy Action Indie Tower Defense +,
"Run, my little pixel",Bundle info,,,,,(11 reviews),Zloy Krot Studio,Zloy Krot Studio,Mixed,,"TITLE: Run, my little pixel
GENRE: Casual, Indie
DEVELOPER: Zloy Krot Studio
PUBLISHER: Zloy Krot Studio
RELEASE DATE: 18 Oct, 2017","18 Oct, 2017",Casual Indie +,
Spacetours VR - Ep1 The Solar System,"6,99€",,,,,(28 reviews),Vibrant Visuals - Christian Klötzel,Vibrant Visuals - Christian Klötzel,Mixed,,"TITLE: Spacetours VR - Ep1 The Solar System
GENRE: Adventure, Casual, Indie, Simulation
DEVELOPER: Vibrant Visuals - Christian Klötzel
PUBLISHER: Vibrant Visuals - Christian Klötzel
RELEASE DATE: 8 Mar, 2017","8 Mar, 2017",Casual Adventure Indie Simulation VR +,
Aaru's Awakening,,,,,,(36 reviews),Lumenox ehf,Lumenox ehf,Mixed,,"TITLE: Aaru's Awakening
GENRE: Action, Adventure, Indie
DEVELOPER: Lumenox ehf
PUBLISHER: Lumenox ehf
RELEASE DATE: 23 Feb, 2015","23 Feb, 2015",Indie Adventure Action Platformer Difficult +,
MONEY LOVES SILENCE,,,,,,(21 reviews),Vasiliy Sadovyi,Vasiliy Sadovyi,Mixed,,"TITLE: MONEY LOVES SILENCE
GENRE: Action, Adventure, Indie, Simulation, Early Access
DEVELOPER: Vasiliy Sadovyi
PUBLISHER: Vasiliy Sadovyi
RELEASE DATE: 24 Feb, 2020
EARLY ACCESS RELEASE DATE: 24 Feb, 2020","24 Feb, 2020",Indie Action Adventure Simulation Violent +,
Easy Shooter,Bundle info,,,,,(28 reviews),Funny Games,Funny Games,Mixed,,"TITLE: Easy Shooter
GENRE: Action, Indie, Massively Multiplayer
DEVELOPER: Funny Games
PUBLISHER: Funny Games
RELEASE DATE: 19 Jul, 2020
EARLY ACCESS RELEASE DATE: 4 Oct, 2019","19 Jul, 2020",Action Indie Massively Multiplayer Online Co-Op +,
Courage and Honor,Bundle info,,,,,(20 reviews),Funny Games,Funny Games,Mixed,,"TITLE: Courage and Honor
GENRE: Action, Adventure, Indie, Massively Multiplayer, RPG
DEVELOPER: Funny Games
PUBLISHER: Funny Games
RELEASE DATE: 7 Feb, 2020","7 Feb, 2020",RPG Action Adventure Massively Multiplayer +,
Dark Fantasy Warriors,,,,,,(35 reviews),indiegames3000,indiegames3000,Mixed,,"TITLE: Dark Fantasy Warriors
GENRE: Action, Indie, RPG
DEVELOPER: indiegames3000
PUBLISHER: indiegames3000
RELEASE DATE: 23 Dec, 2020","23 Dec, 2020",Action Souls-like Dark Fantasy RPG 3D +,
The Lift,,,,,,(12 reviews),Bulls Bros,Bulls Bros,Mixed,,"TITLE: The Lift
GENRE: Action, Adventure
DEVELOPER: Bulls Bros
PUBLISHER: Bulls Bros
RELEASE DATE: 30 Oct, 2018","30 Oct, 2018",Action Adventure Horror +,
Global Soccer: A Management Game 2017,Bundle info,,,,,(23 reviews),Forever Young Games,Forever Young Games,Mixed,,"TITLE: Global Soccer: A Management Game 2017
GENRE: Casual, Indie, Simulation, Sports, Strategy
DEVELOPER: Forever Young Games, Andrea Hochstein
PUBLISHER: Forever Young Games
FRANCHISE: Global Soccer: A Management Game
RELEASE DATE: 24 May, 2017","24 May, 2017",Sports Simulation Strategy Indie Casual +,
Hovership Havoc,,,,,,(12 reviews),Snow Day Software,Snow Day Software,Mixed,,"TITLE: Hovership Havoc
GENRE: Action, Indie, RPG
DEVELOPER: Snow Day Software
PUBLISHER: Snow Day Software
RELEASE DATE: 12 Apr, 2019","12 Apr, 2019",Indie Twin Stick Shooter Third-Person Shooter +,
DETOUR,"3,99€",,,,,"(1,329 reviews)",Geoff 'Zag' Keene,Geoff 'Zag' Keene,Mixed,,"TITLE: DETOUR
GENRE: Indie, Strategy
DEVELOPER: Geoff 'Zag' Keene, Richard Keene
PUBLISHER: Geoff 'Zag' Keene
RELEASE DATE: 16 May, 2011","16 May, 2011",Indie Strategy Puzzle Singleplayer Casual +,
Super Killer Hornet: Resurrection,Bundle info,,,,,(182 reviews),Flump Studios,Funbox Media Ltd,Mixed,,"TITLE: Super Killer Hornet: Resurrection
GENRE: Indie
DEVELOPER: Flump Studios
PUBLISHER: Funbox Media Ltd
RELEASE DATE: 5 Feb, 2014","5 Feb, 2014",Indie Shoot 'Em Up Bullet Hell Arcade +,
BIT.TRIP CORE,Package info,,,,,(123 reviews),Gaijin Games,Gaijin Games,Mixed,,"TITLE: BIT.TRIP CORE
GENRE: Action, Indie
DEVELOPER: Gaijin Games
PUBLISHER: Gaijin Games
RELEASE DATE: 2 Oct, 2012","2 Oct, 2012",Indie Action Rhythm Music +,
Survival Games,,,,,,(36 reviews),2.0 Studios,2.0 Studios,Mixed,,"TITLE: Survival Games
GENRE: Action, Adventure, Indie, RPG, Early Access
DEVELOPER: 2.0 Studios
PUBLISHER: 2.0 Studios
RELEASE DATE: 10 Apr, 2018","10 Apr, 2018",Adventure Action Early Access Survival Indie +,
Moonshine Maniacs - A Wild West Saga,,,,Free,,(33 reviews),Crowvisuals,Crowvisuals,Mixed,,"TITLE: Moonshine Maniacs - A Wild West Saga
GENRE: Action, Adventure, Casual, Indie
DEVELOPER: Crowvisuals
PUBLISHER: Crowvisuals
RELEASE DATE: 4 Jun, 2020
EARLY ACCESS RELEASE DATE: 17 Mar, 2020","4 Jun, 2020",Arena Shooter FPS Third-Person Shooter PvP +,
Winner Winner Chicken Dinner!,Bundle info,,,,,(27 reviews),CSM,W.T.B.,Mixed,,"TITLE: Winner Winner Chicken Dinner!
GENRE: Casual, Indie
DEVELOPER: CSM
PUBLISHER: W.T.B.
RELEASE DATE: 23 Jan, 2018","23 Jan, 2018",Casual Indie +,
Blade Symphony,,,,Free to Play,,"(4,756 reviews)",Puny Human,Puny Human,Mixed,,"TITLE: Blade Symphony
GENRE: Action, Indie
DEVELOPER: Puny Human
PUBLISHER: Puny Human
RELEASE DATE: 7 May, 2014","7 May, 2014",Action Fighting Indie Multiplayer Swordplay +,
POSTWORLD,,,,,,(59 reviews),Screwdriver Entertainment,Screwdriver Entertainment,Mixed,,"TITLE: POSTWORLD
GENRE: Action, Indie, RPG
DEVELOPER: Screwdriver Entertainment
PUBLISHER: Screwdriver Entertainment
RELEASE DATE: 31 Aug, 2018","31 Aug, 2018",Gore RPG Indie Action Third-Person Shooter +,
Foxyland 2,,,,,,(16 reviews),BUG-Studio,Crescent Moon Games,Mixed,,"TITLE: Foxyland 2
GENRE: Action, Adventure, Indie
DEVELOPER: BUG-Studio
PUBLISHER: Crescent Moon Games
RELEASE DATE: 16 Apr, 2019","16 Apr, 2019",Indie Action Adventure Platformer 2D +,
Wicked Witches,,,,,,(12 reviews),Ectoplasm Studio Inc.,Ectoplasm Studio Inc.,Mixed,,"TITLE: Wicked Witches
GENRE: Action, Adventure, Indie
DEVELOPER: Ectoplasm Studio Inc.
PUBLISHER: Ectoplasm Studio Inc.
RELEASE DATE: 27 Nov, 2015","27 Nov, 2015",Indie Action Adventure Villain Protagonist +,
The Girl and the Robot,Bundle info,,,,,(44 reviews),Flying Carpets Games,Flying Carpets Games,Mixed,,"TITLE: The Girl and the Robot
GENRE: Action, Adventure, Indie, RPG
DEVELOPER: Flying Carpets Games
PUBLISHER: Flying Carpets Games
RELEASE DATE: 17 Aug, 2016","17 Aug, 2016",Adventure Indie Action RPG Puzzle Cute +,
Vaccine,,,,,,(23 reviews),RNC,RNC,Mixed,,"TITLE: Vaccine
GENRE: Action
DEVELOPER: RNC
PUBLISHER: RNC
RELEASE DATE: 21 Feb, 2017","21 Feb, 2017",Violent Action Survival Horror +,
Mussoumano: Ataque dos Haters,,,,,,(13 reviews),Maqna Interactive Ltda - Me,Maqna Interactive Ltda - Me,Mixed,,"TITLE: Mussoumano: Ataque dos Haters
GENRE: Adventure, Indie, Early Access
DEVELOPER: Maqna Interactive Ltda - Me
PUBLISHER: Maqna Interactive Ltda - Me
RELEASE DATE: 9 Apr, 2018","9 Apr, 2018",2.5D Platformer 3D Platformer Side Scroller +,
Social Justice Warriors,,,,,,(90 reviews),Nonadecimal Creative,Nonadecimal Creative,Mixed,,"TITLE: Social Justice Warriors
GENRE: Casual, Indie, RPG, Simulation
DEVELOPER: Nonadecimal Creative
PUBLISHER: Nonadecimal Creative
RELEASE DATE: 12 May, 2014","12 May, 2014",Indie Casual Memes RPG Satire Funny +,
HANGMAN,,,,,,(16 reviews),Useless Studio,Useless Studio,Mixed,,"TITLE: HANGMAN
GENRE: Casual, Indie
DEVELOPER: Useless Studio
PUBLISHER: Useless Studio
FRANCHISE: HANGMAN
RELEASE DATE: 1 Jul, 2019","1 Jul, 2019",Casual Indie Singleplayer Word Game +,
Коты Воители,"-90%
8,19€
0,81€",,,,,(19 reviews),Ioaan Prepodobniy,Piece Of Voxel,Mixed,,"TITLE: Коты Воители
GENRE: Action, Adventure, Casual, Indie, Strategy
DEVELOPER: Ioaan Prepodobniy
PUBLISHER: Piece Of Voxel
RELEASE DATE: 21 May, 2021","21 May, 2021",Strategy Survival Tower Defense RTS Action +,
Helheim,,,,,,(17 reviews),Not a Number,34BigThings srl,Mixed,,"TITLE: Helheim
GENRE: Action, Adventure, Indie
DEVELOPER: Not a Number
PUBLISHER: 34BigThings srl
FRANCHISE: Helheim
RELEASE DATE: 1 Feb, 2019","1 Feb, 2019",Indie Action Adventure Hack and Slash Sci-fi +,
Reframed,,,,,,(12 reviews),Pulsetense Games,PulseTense,Mixed,,"TITLE: Reframed
GENRE: Action, Indie
DEVELOPER: Pulsetense Games
PUBLISHER: PulseTense
RELEASE DATE: 27 Apr, 2018","27 Apr, 2018",Action Indie FPS Gore Horror Difficult +,
The Tomorrow War,,,,,,(73 reviews),CrioLand,1C Entertainment,Mixed,,"TITLE: The Tomorrow War
GENRE: Action, Adventure, Simulation
DEVELOPER: CrioLand
PUBLISHER: 1C Entertainment
FRANCHISE: 1C
RELEASE DATE: 4 May, 2009","4 May, 2009",Simulation Action Adventure Space Sci-fi +,
Vanguard V,,,,,,(13 reviews),ZeroTransform,ZeroTransform,Mixed,,"TITLE: Vanguard V
GENRE: Action, Adventure, Indie, Early Access
DEVELOPER: ZeroTransform
PUBLISHER: ZeroTransform
RELEASE DATE: 31 May, 2017","31 May, 2017",Action Indie Early Access Adventure VR +,
Nomad Fleet,,,,,,(168 reviews),Autarca,Autarca,Mixed,,"TITLE: Nomad Fleet
GENRE: Indie, Strategy
DEVELOPER: Autarca
PUBLISHER: Autarca
RELEASE DATE: 14 Jul, 2015","14 Jul, 2015",Strategy Indie Space Sci-fi RTS Roguelite +,
Goblin Defenders: Steel‘n’ Wood,,,,,,(28 reviews),Alawar Entertainment,Alawar Entertainment,Mixed,,"TITLE: Goblin Defenders: Steel‘n’ Wood
GENRE: Adventure, Casual, Strategy
DEVELOPER: Alawar Entertainment
PUBLISHER: Alawar Entertainment
RELEASE DATE: 21 Aug, 2013","21 Aug, 2013",Strategy Casual Adventure Tower Defense +,
Dead Ground,Bundle info,,,,,(39 reviews),Shotx,Shotx,Mixed,,"TITLE: Dead Ground
GENRE: Action, Indie, RPG, Strategy
DEVELOPER: Shotx
PUBLISHER: Shotx
RELEASE DATE: 14 Feb, 2018","14 Feb, 2018",Tower Defense Action Indie Strategy RPG +,
CHAIN SAW,Bundle info,,,,,(14 reviews),indie_games_studio,indie_games_studio,Mixed,,"TITLE: CHAIN SAW
GENRE: Adventure, Indie
DEVELOPER: indie_games_studio
PUBLISHER: indie_games_studio
RELEASE DATE: 17 Jun, 2019","17 Jun, 2019",Indie Adventure Horror Zombies Survival +,
Roomscale Tower,,,,,,(19 reviews),DuplicatorStudio,DuplicatorStudio,Mixed,,"TITLE: Roomscale Tower
GENRE: Action, Adventure, Early Access
DEVELOPER: DuplicatorStudio
PUBLISHER: DuplicatorStudio
RELEASE DATE: 26 Jul, 2016","26 Jul, 2016",Action Adventure Early Access VR +,
Tinseltown Tycoon,,,,,,(19 reviews),Caffeinedependent Software,Caffeinedependent Software,Mixed,,"TITLE: Tinseltown Tycoon
GENRE: Casual, Indie, Simulation, Strategy
DEVELOPER: Caffeinedependent Software
PUBLISHER: Caffeinedependent Software
RELEASE DATE: 12 May, 2020","12 May, 2020",Simulation Indie Strategy Casual +,
It's Killing Time,Bundle info,,,,,(16 reviews),Choice of Games,Choice of Games,Mixed,,"TITLE: It's Killing Time
GENRE: Adventure, Indie, RPG
DEVELOPER: Choice of Games
PUBLISHER: Choice of Games
RELEASE DATE: 27 Jun, 2015","27 Jun, 2015",Adventure RPG Indie Text-Based +,
CaesarIA,,,,,,"(1,348 reviews)",rdt.32,rdt.32,Mixed,,"TITLE: CaesarIA
GENRE: Free to Play, Indie, Strategy, Early Access
DEVELOPER: rdt.32
PUBLISHER: rdt.32
RELEASE DATE: 20 Jan, 2015","20 Jan, 2015",Free to Play City Builder Strategy Indie Rome +,
Gopnik Simulator,Bundle info,,,,,(43 reviews),Zloy Krot Studio,Zloy Krot Studio,Mixed,,"TITLE: Gopnik Simulator
GENRE: Casual, Indie, Simulation
DEVELOPER: Zloy Krot Studio
PUBLISHER: Zloy Krot Studio
RELEASE DATE: 15 May, 2018","15 May, 2018",Simulation Indie Casual Clicker +,
属性与生活,"0,79€",,,,,(33 reviews),Smm,Smm,Mixed,,"TITLE: 属性与生活
GENRE: Casual, Indie, Simulation, Strategy
DEVELOPER: Smm
PUBLISHER: Smm
RELEASE DATE: 29 Jun, 2018","29 Jun, 2018",Casual Simulation Strategy Indie +,
东方鬼神玉 ~ I wanna be the Yin-Yang orb,,,,,,(20 reviews),Popover Studio,Popover Studio,Mixed,,"TITLE: 东方鬼神玉 ~ I wanna be the Yin-Yang orb
GENRE: Indie
DEVELOPER: Popover Studio
PUBLISHER: Popover Studio
RELEASE DATE: 17 May, 2020","17 May, 2020",Indie Bullet Hell Side Scroller Difficult Anime +,
Spirits,,,,,,(80 reviews),Spaces of Play UG,Spaces of Play UG,Mixed,,"TITLE: Spirits
GENRE: Action, Indie, Strategy
DEVELOPER: Spaces of Play UG
PUBLISHER: Spaces of Play UG
RELEASE DATE: 15 Feb, 2012","15 Feb, 2012",Indie Lemmings Strategy Action Puzzle +,
Furious Goal,,,,,,(10 reviews),czgame,czgame,Mixed,,"TITLE: Furious Goal
GENRE: Casual, Indie, Racing, Simulation, Sports
DEVELOPER: czgame
PUBLISHER: czgame
RELEASE DATE: 23 Sep, 2019","23 Sep, 2019",Casual Indie Racing Sports Simulation +,
DreamBreak,Bundle info,,,,,(44 reviews),Aist,Beatshapers,Mixed,,"TITLE: DreamBreak
GENRE: Action, Adventure, Indie
DEVELOPER: Aist
PUBLISHER: Beatshapers, Digerati
FRANCHISE: Digerati
RELEASE DATE: 21 Jul, 2016","21 Jul, 2016",Adventure Action Indie Pixel Graphics Short +,
The Mercenary Rise,"1,59€",,,,,(73 reviews),zeroplaystone,zeroplaystone,Mixed,,"TITLE: The Mercenary Rise
GENRE: Indie, RPG, Strategy
DEVELOPER: zeroplaystone
PUBLISHER: zeroplaystone
RELEASE DATE: 12 Mar, 2019
EARLY ACCESS RELEASE DATE: 12 Mar, 2019","12 Mar, 2019",Strategy RPG Indie +,
The Mercenary Rise,"1,59€",,,,,(73 reviews),zeroplaystone,zeroplaystone,Mixed,,"TITLE: The Mercenary Rise
GENRE: Indie, RPG, Strategy
DEVELOPER: zeroplaystone
PUBLISHER: zeroplaystone
RELEASE DATE: 12 Mar, 2019
EARLY ACCESS RELEASE DATE: 12 Mar, 2019","12 Mar, 2019",Strategy RPG Indie +,
