title,price1,price2,discountprice,free,alltime_reviews_summary,number_alltime_reviews,developer,publisher,recent_review_summary,number_recent_reviews,genre,release_date,tags,update_count
Slip,,,,,,(56 reviews),Handsome Games,Handsome Games,Very Positive,,"TITLE: Slip
GENRE: Action, Indie
DEVELOPER: Handsome Games
PUBLISHER: Handsome Games
RELEASE DATE: 28 Apr, 2014","28 Apr, 2014",Indie Action Platformer +,
Beyond Gravity,,,,,,(789 reviews),Qwiboo Ltd,Qwiboo Ltd,Very Positive,,"TITLE: Beyond Gravity
GENRE: Action, Casual
DEVELOPER: Qwiboo Ltd
PUBLISHER: Qwiboo Ltd
RELEASE DATE: 23 Sep, 2014","23 Sep, 2014",Casual Action Indie Space +,
Final Directive,,,,,,(83 reviews),Lazy Monday Games,Lazy Monday Ltd,Very Positive,,"TITLE: Final Directive
GENRE: Action, Adventure, Indie, Strategy
DEVELOPER: Lazy Monday Games
PUBLISHER: Lazy Monday Ltd
FRANCHISE: Lazy Monday Games
RELEASE DATE: 1 Feb, 2018","1 Feb, 2018",Action Indie Adventure Strategy Bullet Hell +,
Choppa,,,,,,(63 reviews),Parta Games Oy,Parta Games Oy,Very Positive,,"TITLE: Choppa
GENRE: Action, Casual, Indie
DEVELOPER: Parta Games Oy
PUBLISHER: Parta Games Oy
FRANCHISE: Choppa
RELEASE DATE: 23 Feb, 2017","23 Feb, 2017",Casual Indie Action +,
DERU - The Art of Cooperation,"14,99€",,,DERU - Demo,,(32 reviews),Ink Kit,Ink Kit,Positive,,"TITLE: DERU - The Art of Cooperation
GENRE: Casual, Indie
DEVELOPER: Ink Kit
PUBLISHER: Ink Kit
RELEASE DATE: 7 Nov, 2018","7 Nov, 2018",Local Co-Op Puzzle Casual Indie Co-op +,
Cherry Tree High I! My! Girls!,Package info,,,,,(77 reviews),773,Nyu Media,Very Positive,,"TITLE: Cherry Tree High I! My! Girls!
GENRE: Indie
DEVELOPER: 773
PUBLISHER: Nyu Media
FRANCHISE: Nyu Media
RELEASE DATE: 20 Nov, 2014","20 Nov, 2014",Indie Visual Novel Adventure Anime Cute +,
Epicinium,,,,Free,Very Positive,(205 reviews),A Bunch of Hacks,A Bunch of Hacks,Very Positive,(12 reviews),"TITLE: Epicinium
GENRE: Free to Play, Indie, Strategy
DEVELOPER: A Bunch of Hacks
PUBLISHER: A Bunch of Hacks
RELEASE DATE: 12 Oct, 2020","12 Oct, 2020",Turn-Based Strategy PvP Military Tactical 2D +,3
A Clockwork Ley-Line: The Borderline of Dusk,,,,,,(39 reviews),Unison Shift: Blossom,Sekai Project,Positive,,"TITLE: A Clockwork Ley-Line: The Borderline of Dusk
GENRE: Adventure
DEVELOPER: Unison Shift: Blossom
PUBLISHER: Sekai Project
FRANCHISE: A Clockwork: Ley-Line
RELEASE DATE: 18 Dec, 2017","18 Dec, 2017",Anime Sexual Content Nudity Visual Novel +,
Security Hole,,,,,,(53 reviews),AnRaEl,AnRaEl,Very Positive,,"TITLE: Security Hole
GENRE: Indie
DEVELOPER: AnRaEl
PUBLISHER: AnRaEl
RELEASE DATE: 28 Sep, 2016","28 Sep, 2016",Indie Cyberpunk Puzzle Sci-fi Difficult +,
Hospital Manager,,,,,,(145 reviews),CCCP,Microids Indie,Mixed,,"TITLE: Hospital Manager
GENRE: Simulation
DEVELOPER: CCCP
PUBLISHER: Microids Indie
RELEASE DATE: 28 Feb, 2014","28 Feb, 2014",Management Simulation Medical Sim Casual +,
