title,price1,price2,discountprice,free,alltime_reviews_summary,number_alltime_reviews,developer,publisher,recent_review_summary,number_recent_reviews,genre,release_date,tags,update_count
Putinoids VS Navalnyats - Путиноиды Против Навальнят,,,,,,(18 reviews),"Nikita ""Ghost_RUS""",Ghost_RUS Games,Mostly Positive,,"TITLE: Putinoids VS Navalnyats - Путиноиды Против Навальнят
GENRE: Action, Adventure, Casual, Indie
DEVELOPER: Nikita ""Ghost_RUS""
PUBLISHER: Ghost_RUS Games
RELEASE DATE: 16 May, 2018","16 May, 2018",Indie Casual Action Adventure +,
Great British Railway Journeys,Bundle info,,,,,(38 reviews),Dovetail Games,Dovetail Games,Mostly Positive,,"TITLE: Great British Railway Journeys
GENRE: Simulation
DEVELOPER: Dovetail Games
PUBLISHER: Dovetail Games
RELEASE DATE: 5 Mar, 2020","5 Mar, 2020",Simulation Trains Transportation Singleplayer +,
Cogs,,,,,,(262 reviews),Lazy 8 Studios,,Very Positive,,"TITLE: Cogs
GENRE: Indie, Casual
DEVELOPER: Lazy 8 Studios
RELEASE DATE: 14 Apr, 2009","14 Apr, 2009",Puzzle Indie Casual Singleplayer Steampunk +,
9th Dawn II,,,,,,(144 reviews),Valorware,Valorware,Very Positive,,"TITLE: 9th Dawn II
GENRE: Action, Adventure, Indie, RPG
DEVELOPER: Valorware
PUBLISHER: Valorware
RELEASE DATE: 17 Oct, 2016","17 Oct, 2016",RPG Adventure Indie Action Action RPG +,
Demon's Rise - War for the Deep,Bundle info,,,,,(78 reviews),Wave Light Games Inc.,Wave Light Games Inc.,Very Positive,,"TITLE: Demon's Rise - War for the Deep
GENRE: Action, Indie, RPG, Strategy
DEVELOPER: Wave Light Games Inc.
PUBLISHER: Wave Light Games Inc.
RELEASE DATE: 29 Apr, 2018","29 Apr, 2018",RPG Strategy Indie Gore Violent Action +,
School Years,Bundle info,,,,,(190 reviews),YEARS,电钮组,Very Positive,,"TITLE: School Years
GENRE: Adventure, Indie, RPG, Simulation
DEVELOPER: YEARS
PUBLISHER: 电钮组
FRANCHISE: 电钮组
RELEASE DATE: 5 Oct, 2019","5 Oct, 2019",Indie Visual Novel Story Rich Sexual Content +,
Auditorium,Package info,,,,,(116 reviews),Cipher Prime Studios,Cipher Prime Studios,Very Positive,,"TITLE: Auditorium
GENRE: Indie, Casual
DEVELOPER: Cipher Prime Studios
PUBLISHER: Cipher Prime Studios
RELEASE DATE: 28 Feb, 2012","28 Feb, 2012",Indie Casual Music Puzzle Great Soundtrack +,
Cyberemo 2007,Bundle info,,,,,(74 reviews),Siberian Mouse,Siberian Mouse,Very Positive,,"TITLE: Cyberemo 2007
GENRE: Adventure, Casual, Indie
DEVELOPER: Siberian Mouse
PUBLISHER: Siberian Mouse
FRANCHISE: Siberian Mouse, HATER WARS
RELEASE DATE: 22 Jun, 2020","22 Jun, 2020",Adventure Casual Indie Dystopian Puzzle +,
Supercharged Robot VULKAISER,Bundle info,,,,,(134 reviews),ASTRO PORT,Henteko Doujin,Very Positive,,"TITLE: Supercharged Robot VULKAISER
GENRE: Action, Indie
DEVELOPER: ASTRO PORT
PUBLISHER: Henteko Doujin
FRANCHISE: Astro Saga, Henteko Doujin
RELEASE DATE: 4 Jun, 2015","4 Jun, 2015",Action Indie Shoot 'Em Up Anime Mechs +,
OVERWHELM,,,,,,(166 reviews),Ruari O'Sullivan,Alliance,Very Positive,,"TITLE: OVERWHELM
GENRE: Action, Indie
DEVELOPER: Ruari O'Sullivan
PUBLISHER: Alliance
RELEASE DATE: 11 Jun, 2018","11 Jun, 2018",Indie Action Platformer Pixel Graphics 2D +,
Particula,"2,99€",,,,,(528 reviews),Microblast Games,Microblast Games,Mixed,,"TITLE: Particula
GENRE: Casual, Indie, Strategy
DEVELOPER: Microblast Games
PUBLISHER: Microblast Games
FRANCHISE: Microblast Games
RELEASE DATE: 2 Feb, 2015","2 Feb, 2015",Strategy Indie Tower Defense Casual Co-op +,
Return to Zork,Bundle info,,,,,(36 reviews),Activision,Activision,Positive,,"TITLE: Return to Zork
GENRE: Adventure
DEVELOPER: Activision
PUBLISHER: Activision
RELEASE DATE: 11 Aug, 1993","11 Aug, 1993",Adventure FMV Point & Click Puzzle Classic +,
Rym 9000,,,,,,(55 reviews),Sonoshee,Sonoshee,Very Positive,,"TITLE: Rym 9000
GENRE: Action, Adventure, Indie
DEVELOPER: Sonoshee
PUBLISHER: Sonoshee
RELEASE DATE: 15 Jan, 2018","15 Jan, 2018",Action Indie Adventure Shoot 'Em Up 2D +,
Luxor Evolved,Package info,,,,,(119 reviews),MumboJumbo,MumboJumbo,Very Positive,,"TITLE: Luxor Evolved
GENRE: Action, Indie, Casual
DEVELOPER: MumboJumbo
PUBLISHER: MumboJumbo
RELEASE DATE: 1 Mar, 2012","1 Mar, 2012",Casual Action Indie Match 3 Arcade +,
