title,price1,price2,discountprice,free,alltime_reviews_summary,number_alltime_reviews,developer,publisher,recent_review_summary,number_recent_reviews,genre,release_date,tags,update_count
Mahjong Solitaire 100,,,,,,,ShovelGames Inc.,ShovelGames Inc.,,,"TITLE: Mahjong Solitaire 100
GENRE: Casual
DEVELOPER: ShovelGames Inc.
PUBLISHER: ShovelGames Inc.
RELEASE DATE: 16 Dec, 2020","16 Dec, 2020",Casual Solitaire Board Game 2D Relaxing +,
Dragon Boar and Lady Rabbit,Bundle info,,,,,(8 reviews),Classic Game Software,Droid Riot,8 user reviews,,"TITLE: Dragon Boar and Lady Rabbit
GENRE: Action, Adventure, Casual, Indie
DEVELOPER: Classic Game Software
PUBLISHER: Droid Riot
RELEASE DATE: 11 Dec, 2017","11 Dec, 2017",Casual Adventure Indie Action Platformer +,
Bounty Battle,,,,,,(24 reviews),Dark Screen Games,Dark Screen Games,Negative,,"TITLE: Bounty Battle
GENRE: Action, Indie
DEVELOPER: Dark Screen Games
PUBLISHER: Dark Screen Games
RELEASE DATE: 10 Sep, 2020","10 Sep, 2020",2D Fighter Fighting Beat 'em up Battle Royale +,
SiegeVR,,,,,,(8 reviews),Sixense Studios,Vive Studios,8 user reviews,,"TITLE: SiegeVR
GENRE: Action
DEVELOPER: Sixense Studios
PUBLISHER: Vive Studios
RELEASE DATE: 20 Mar, 2018","20 Mar, 2018",Action VR +,
The Quivering,Bundle info,,,,,(6 reviews),Charybdis Ltd,Alternative Software Ltd,6 user reviews,,"TITLE: The Quivering
GENRE: Adventure
DEVELOPER: Charybdis Ltd
PUBLISHER: Alternative Software Ltd
RELEASE DATE: 28 Jan, 2015","28 Jan, 2015",Adventure Point & Click Horror Retro Funny +,
Actor Tycoon 2,,,,,,(10 reviews),A-line Games,A-line Games,Negative,,"TITLE: Actor Tycoon 2
GENRE: Indie, Simulation, Strategy
DEVELOPER: A-line Games
PUBLISHER: A-line Games
RELEASE DATE: 6 Jan, 2021","6 Jan, 2021",Simulation Strategy Indie Management 2D +,
Jurassic mahjong,Bundle info,,,,,(2 reviews),Creobit,8floor,2 user reviews,,"TITLE: Jurassic mahjong
GENRE: Casual
DEVELOPER: Creobit
PUBLISHER: 8floor
RELEASE DATE: 16 May, 2021","16 May, 2021",Casual Puzzle Singleplayer Adventure Indie +,
Last Stanza,"-40%
6,99€
4,19€",,,Download,,(7 reviews),Innocenceイノセンス,Sekai Project,7 user reviews,,"TITLE: Last Stanza
GENRE: Casual, Indie
DEVELOPER: Innocenceイノセンス
PUBLISHER: Sekai Project
RELEASE DATE: 9 Nov, 2018","9 Nov, 2018",Visual Novel Indie Casual Anime Drama +,
A Squire's Tale,Bundle info,,,,,(9 reviews),Choice of Games,Choice of Games,9 user reviews,,"TITLE: A Squire's Tale
GENRE: Adventure, Casual, Indie, RPG
DEVELOPER: Choice of Games
PUBLISHER: Choice of Games
RELEASE DATE: 14 May, 2020","14 May, 2020",Adventure Indie Casual RPG Text-Based +,
Murder Mystery Adventure,Bundle info,,,,,(7 reviews),EnsenaSoft,EnsenaSoft,7 user reviews,,"TITLE: Murder Mystery Adventure
GENRE: Adventure, Indie
DEVELOPER: EnsenaSoft
PUBLISHER: EnsenaSoft
RELEASE DATE: 25 Oct, 2016","25 Oct, 2016",Adventure Indie Point & Click +,
Les Manley in: Lost in L.A.,Bundle info,,,,,(1 reviews),"Accolade, Inc.",Ziggurat,1 user reviews,,"TITLE: Les Manley in: Lost in L.A.
GENRE: Adventure
DEVELOPER: Accolade, Inc.
PUBLISHER: Ziggurat
FRANCHISE: Les Manley
RELEASE DATE: 1 Jan, 1991","1 Jan, 1991",Adventure Nudity Point & Click Comedy 2D +,
Gold Rush! 2,Bundle info,,,,,(8 reviews),Sunlight Games,Sunlight Games,8 user reviews,,"TITLE: Gold Rush! 2
GENRE: Adventure, Indie, Strategy
DEVELOPER: Sunlight Games
PUBLISHER: Sunlight Games
RELEASE DATE: 28 Apr, 2017","28 Apr, 2017",Adventure Strategy Point & Click Action +,
Herder,,,,,,(9 reviews),Porchman Games,Porchman Games,9 user reviews,,"TITLE: Herder
GENRE: Action, Indie, Strategy
DEVELOPER: Porchman Games
PUBLISHER: Porchman Games
RELEASE DATE: 26 Jul, 2021","26 Jul, 2021",Tower Defense Score Attack Agriculture Combat +,3
Devils Gold,Bundle info,,,,,(8 reviews),Succubella Games,Angel And Demons,8 user reviews,,"TITLE: Devils Gold
GENRE: RPG
DEVELOPER: Succubella Games
PUBLISHER: Angel And Demons
RELEASE DATE: 27 Aug, 2021","27 Aug, 2021",RPG Adventure Action-Adventure Strategy RPG +,
The Chronicles of King Arthur - Episode 1: Excalibur,Bundle info,,,,,(7 reviews),e-FunSoft Games,HH-Games,7 user reviews,,"TITLE: The Chronicles of King Arthur - Episode 1: Excalibur
GENRE: Action, Casual, Indie, Strategy
DEVELOPER: e-FunSoft Games
PUBLISHER: HH-Games
FRANCHISE: Match3 Games, Match 3 Games
RELEASE DATE: 23 Dec, 2018","23 Dec, 2018",Indie Casual Strategy Action Match 3 +,
Luxury Hotel Emporium,Package info,,,,,(12 reviews),United Independent Entertainment GmbH,United Independent Entertainment GmbH,Negative,,"TITLE: Luxury Hotel Emporium
GENRE: Simulation, Strategy
DEVELOPER: United Independent Entertainment GmbH
PUBLISHER: United Independent Entertainment GmbH
RELEASE DATE: 7 Aug, 2015","7 Aug, 2015",Simulation Strategy +,
Tile Connect - Onet Match,Bundle info,,,,,,Boogygames Studios,Boogygames Studios,,,"TITLE: Tile Connect - Onet Match
GENRE: Casual, Indie, RPG, Strategy
DEVELOPER: Boogygames Studios
PUBLISHER: Boogygames Studios
RELEASE DATE: 23 Sep, 2021","23 Sep, 2021",Match 3 Puzzle Isometric Board Game RPG +,
Disc Golf Adventure 2 VR,"8,19€",,,,,(11 reviews),Brian Macumber,Brian Macumber,Negative,,"TITLE: Disc Golf Adventure 2 VR
GENRE: Casual, Indie, Simulation, Sports
DEVELOPER: Brian Macumber, Kevin Macumber
PUBLISHER: Brian Macumber
RELEASE DATE: 13 Mar, 2021","13 Mar, 2021",Sports Simulation VR Casual Multiplayer +,
REVENGER,,,,,,(2 reviews),Trilix34,Trilix34,2 user reviews,,"TITLE: REVENGER
GENRE: Action, Adventure, Indie
DEVELOPER: Trilix34
PUBLISHER: Trilix34
RELEASE DATE: 15 Jan, 2021","15 Jan, 2021",Action Adventure Arcade Shooter FPS 3D +,
Speed and Scream,"4,99€",,,,,(9 reviews),iNFINITE Production,iNFINITE Production,9 user reviews,,"TITLE: Speed and Scream
GENRE: Casual, Indie, Simulation
DEVELOPER: iNFINITE Production
PUBLISHER: iNFINITE Production
RELEASE DATE: 30 Apr, 2017","30 Apr, 2017",Simulation Indie Casual VR +,
CheeseCube,"3,99€",,,Demo 0.9.8,,(3 reviews),CheesyGames,CheesyGames,3 user reviews,,"TITLE: CheeseCube
GENRE: Casual, Racing
DEVELOPER: CheesyGames
PUBLISHER: CheesyGames
RELEASE DATE: 16 Jul, 2021","16 Jul, 2021",Minimalist Singleplayer Hidden Object Runner +,10
Survivor,,,,,,(4 reviews),kolacape,kolacape,4 user reviews,,"TITLE: Survivor
GENRE: Action, Adventure, Indie
DEVELOPER: kolacape
PUBLISHER: kolacape
RELEASE DATE: 12 Jul, 2021","12 Jul, 2021",Action FPS Action-Adventure Indie Zombies +,27
Adventurers Guild,,,,,,,Game Delivery,Game Delivery,,,"TITLE: Adventurers Guild
GENRE: RPG, Strategy
DEVELOPER: Game Delivery
PUBLISHER: Game Delivery
RELEASE DATE: 6 Sep, 2021","6 Sep, 2021",Tactical RPG Turn-Based Tactics Strategy RPG +,
Funny Truck,,,,,,(3 reviews),RandomSpin,RandomSpin,3 user reviews,,"TITLE: Funny Truck
GENRE: Casual
DEVELOPER: RandomSpin
PUBLISHER: RandomSpin
RELEASE DATE: 30 Jul, 2021","30 Jul, 2021",Casual Sandbox 3D Platformer 3D Driving +,
Knights of Light: The Prologue,,,,,,(29 reviews),Rumbling Games Studio,Rumbling Games Studio,Negative,,"TITLE: Knights of Light: The Prologue
GENRE: Action, Adventure, RPG, Early Access
DEVELOPER: Rumbling Games Studio
PUBLISHER: Rumbling Games Studio
FRANCHISE: Knights of Light
RELEASE DATE: 29 Feb, 2020
EARLY ACCESS RELEASE DATE: 29 Feb, 2020","29 Feb, 2020",Action Adventure RPG Gore Early Access +,
Another Eye,,,,,,(2 reviews),APRILGAMESTUDIOS,APRILGAMESTUDIOS,2 user reviews,,"TITLE: Another Eye
GENRE: Action, Adventure, Indie
DEVELOPER: APRILGAMESTUDIOS
PUBLISHER: APRILGAMESTUDIOS
RELEASE DATE: 5 Jun, 2021","5 Jun, 2021",Action Exploration First-Person Stealth Dark +,
Ski-World Simulator,Bundle info,,,,,(29 reviews),United Independent Entertainment GmbH,United Independent Entertainment GmbH,Negative,,"TITLE: Ski-World Simulator
GENRE: Simulation
DEVELOPER: United Independent Entertainment GmbH
PUBLISHER: United Independent Entertainment GmbH
RELEASE DATE: 18 Nov, 2014","18 Nov, 2014",Simulation +,
Critical Gravity,"8,19€",,,,,(1 reviews),MOGA Creative,MOGA Creative,1 user reviews,,"TITLE: Critical Gravity
GENRE: Action, Casual, Indie, Racing, Simulation, Sports, Strategy
DEVELOPER: MOGA Creative
PUBLISHER: MOGA Creative
RELEASE DATE: 1 Jan, 2020","1 Jan, 2020",Racing Driving VR Sci-fi Action Casual +,
1001 Jigsaw World Tour: Europe,Bundle info,,,,,(3 reviews),Creobit,8floor,3 user reviews,,"TITLE: 1001 Jigsaw World Tour: Europe
GENRE: Casual
DEVELOPER: Creobit
PUBLISHER: 8floor
RELEASE DATE: 19 Aug, 2019","19 Aug, 2019",Casual +,
VR shooting cute balloons,"3,29€",,,,,,William at Oxford,William at Oxford,,,"TITLE: VR shooting cute balloons
GENRE: Action, Casual
DEVELOPER: William at Oxford
PUBLISHER: William at Oxford
RELEASE DATE: 6 Aug, 2021","6 Aug, 2021",Casual Shooter 3D Platformer 3D 3D Vision +,
Pipo Park,Bundle info,,,,,(3 reviews),Sokpop Collective,Sokpop Collective,3 user reviews,,"TITLE: Pipo Park
GENRE: Casual, Indie, Sports
DEVELOPER: Sokpop Collective
PUBLISHER: Sokpop Collective
FRANCHISE: Sokpop
RELEASE DATE: 25 Nov, 2020","25 Nov, 2020",Casual Sports Arcade Experimental Funny +,
Flykt,,,,,,(18 reviews),Feral World Entertainment,Feral World Entertainment,Negative,,"TITLE: Flykt
GENRE: Action, Indie, Early Access
DEVELOPER: Feral World Entertainment
PUBLISHER: Feral World Entertainment
RELEASE DATE: 12 Mar, 2021
EARLY ACCESS RELEASE DATE: 12 Mar, 2021","12 Mar, 2021",Action Action-Adventure FPS 3D Realistic +,
