title,price1,price2,discountprice,free,alltime_reviews_summary,number_alltime_reviews,developer,publisher,recent_review_summary,number_recent_reviews,genre,release_date,tags,update_count
Deca,,,,,,(33 reviews),Chrome Horizon 3D,Chrome Horizon 3D,Positive,,"TITLE: Deca
GENRE: Action, Casual, Indie
DEVELOPER: Chrome Horizon 3D
PUBLISHER: Chrome Horizon 3D
RELEASE DATE: 16 Jul, 2021
EARLY ACCESS RELEASE DATE: 20 Dec, 2018","16 Jul, 2021",Indie Gore Nudity Action Violent Casual +,4
Lode Runner Legacy,,,,,,(106 reviews),"Tozai Games, Inc.","Tozai Games, Inc.",Very Positive,,"TITLE: Lode Runner Legacy
GENRE: Action, Casual
DEVELOPER: Tozai Games, Inc., O-TWO inc., ESQUADRA,inc.
PUBLISHER: Tozai Games, Inc.
RELEASE DATE: 13 Jul, 2017","13 Jul, 2017",Action Casual Puzzle Retro Singleplayer +,
Fossilfuel,,,,,Mostly Positive,(58 reviews),DangerousBob Studio LLC,DangerousBob Studio LLC,Very Positive,(10 reviews),"TITLE: Fossilfuel
GENRE: Action, Adventure, Indie
DEVELOPER: DangerousBob Studio LLC
PUBLISHER: DangerousBob Studio LLC
RELEASE DATE: 20 Aug, 2021
EARLY ACCESS RELEASE DATE: 1 Jul, 2021","20 Aug, 2021",Dinosaurs Shooter Cyberpunk Open World +,22
INCARNA: R•AI•D,,,,,,(14 reviews),Incarna Studios,Incarna Studios,Positive,,"TITLE: INCARNA: R•AI•D
GENRE: Action, Adventure, Indie
DEVELOPER: Incarna Studios
PUBLISHER: Incarna Studios
RELEASE DATE: 19 Mar, 2021","19 Mar, 2021",Action Adventure VR Indie Archery Sci-fi +,3
Hero of the Kingdom II,Bundle info,,,,,"(1,557 reviews)",Lonely Troops,Lonely Troops,Very Positive,,"TITLE: Hero of the Kingdom II
GENRE: Adventure, Casual, Indie, RPG
DEVELOPER: Lonely Troops
PUBLISHER: Lonely Troops
RELEASE DATE: 20 Feb, 2015","20 Feb, 2015",Adventure Casual Point & Click RPG Indie +,
Hanako | 花子さん,Bundle info,,,,,(110 reviews),Chilla's Art,Chilla's Art,Mostly Positive,,"TITLE: Hanako | 花子さん
GENRE: Action, Adventure, Casual, Indie, Simulation, Strategy
DEVELOPER: Chilla's Art
PUBLISHER: Chilla's Art
FRANCHISE: Chilla's Art
RELEASE DATE: 11 Dec, 2020","11 Dec, 2020",Action Adventure Casual Simulation Horror +,
MDK,Package info,,,,,(247 reviews),Shiny Entertainment,Interplay Inc.,Mostly Positive,,"TITLE: MDK
GENRE: Action
DEVELOPER: Shiny Entertainment
PUBLISHER: Interplay Inc.
RELEASE DATE: 1 May, 1997","1 May, 1997",Action Classic Third-Person Shooter 1990's +,
Fallback,,,,,,(244 reviews),Endroad,Endroad,Very Positive,,"TITLE: Fallback
GENRE: Action, Adventure, Indie
DEVELOPER: Endroad
PUBLISHER: Endroad, Microids
RELEASE DATE: 11 Oct, 2019","11 Oct, 2019",Action Roguelike 2D Platformer Perma Death +,
Arizona Derby,,,,,Mostly Positive,(486 reviews),Falcon Interactive,Falcon Interactive,Mostly Positive,(13 reviews),"TITLE: Arizona Derby
GENRE: Action, Adventure, Indie, Racing, RPG, Simulation, Sports
DEVELOPER: Falcon Interactive
PUBLISHER: Falcon Interactive
RELEASE DATE: 22 Jul, 2019
EARLY ACCESS RELEASE DATE: 14 Mar, 2019","22 Jul, 2019",Racing Action Automobile Sim Indie Sports +,73
Wars and Warriors: Joan of Arc,,,,,,(194 reviews),Enlight Software Limited,Retroism,Very Positive,,"TITLE: Wars and Warriors: Joan of Arc
GENRE: Action, Strategy
DEVELOPER: Enlight Software Limited
PUBLISHER: Retroism, Enlight Software Limited
RELEASE DATE: 7 Feb, 2004","7 Feb, 2004",Action Strategy Historical Female Protagonist +,
