#,title,releasedate,price,Score_rank,owners,playtime_median,developers,publishers
1,Sid Meier's Civilization IV,"Oct 25, 2006",$19.99,N/A (N/A/94%),"1,000,000 .. 2,000,000",00:00 (00:00),Firaxis Games,2K
2,Divinity: Original Sin - Enhanced Edition,"Oct 27, 2015",$39.99,N/A (N/A/94%),"1,000,000 .. 2,000,000",01:27 (00:57),Larian Studios,Larian Studios
3,Company of Heroes - Legacy Edition,"Jul 17, 2007",$19.99,N/A (N/A/93%),"2,000,000 .. 5,000,000",00:00 (00:00),Relic Entertainment,SEGA
4,Company of Heroes,"Sep 11, 2006",$19.99,N/A (N/A/93%),"1,000,000 .. 2,000,000",00:00 (00:00),Relic Entertainment,SEGA
5,Divinity: Original Sin 2 - Definitive Edition,"Sep 14, 2017",$44.99,N/A (N/A/93%),"5,000,000 .. 10,000,000",09:04 (06:33),Larian Studios,Larian Studios
6,Galactic Civilizations II: Ultimate Edition,"Dec 2, 2011",$19.99,N/A (N/A/92%),"500,000 .. 1,000,000",00:00 (00:00),Stardock Entertainment,Stardock Entertainment
7,Rome: Total War - Collection,"Sep 22, 2004",N/A,N/A (N/A/92%),"1,000,000 .. 2,000,000",00:00 (00:00),CREATIVE ASSEMBLY,SEGA
8,Out of the Park Baseball 17,"Mar 22, 2016",$19.99,N/A (N/A/92%),"20,000 .. 50,000",00:00 (00:00),Out of the Park Developments,Out of the Park Developments
9,Tumblestone,"Jul 12, 2016",$24.99,N/A (N/A/91%),"100,000 .. 200,000",00:00 (00:00),The Quantum Astrophysicists Guild,The Quantum Astrophysicists Guild
10,Crusader Kings III,"Sep 1, 2020",$49.99,N/A (N/A/91%),"2,000,000 .. 5,000,000",07:25 (08:21),Paradox Development Studio,Paradox Interactive
11,Factorio,"Aug 14, 2020",$30,N/A (N/A/91%),"2,000,000 .. 5,000,000",12:27 (13:05),Wube Software LTD.,Wube Software LTD.
12,Sid Meier's Civilization III Complete,"Oct 25, 2006",$4.99,N/A (N/A/90%),"1,000,000 .. 2,000,000",00:00 (00:00),Firaxis Games,2K
13,Braid,"Apr 10, 2009",$14.99,N/A (N/A/90%),"1,000,000 .. 2,000,000",00:00 (00:00),Number None,Number None
14,Into the Breach,"Feb 27, 2018",$3.74,N/A (N/A/90%),"500,000 .. 1,000,000",01:48 (00:36),Subset Games,Subset Games
15,Total War: EMPIRE – Definitive Edition,"Mar 4, 2009",$24.99,N/A (N/A/90%),"2,000,000 .. 5,000,000",11:29 (07:34),"CREATIVE ASSEMBLY, Feral Interactive (Mac), Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)"
16,Total War: SHOGUN 2,"Mar 15, 2011",$29.99,N/A (N/A/90%),"2,000,000 .. 5,000,000",00:00 (00:00),"CREATIVE ASSEMBLY, Feral Interactive (Mac), Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)"
17,Sid Meier's Civilization V,"Sep 21, 2010",$29.99,N/A (N/A/90%),"5,000,000 .. 10,000,000",04:58 (04:26),"Firaxis Games, Aspyr (Mac), Aspyr (Linux)","2K, Aspyr (Mac), Aspyr (Linux)"
18,Dota 2,"Jul 9, 2013",Free,N/A (N/A/90%),"100,000,000 .. 200,000,000",26:35 (14:49),Valve,Valve
19,Freedom Force,"May 29, 2009",$4.99,N/A (N/A/90%),"200,000 .. 500,000",00:00 (00:00),Irrational Games,2K
20,Star Control III,"Oct 19, 2017",$3.99,N/A (N/A/89%),"100,000 .. 200,000",00:00 (00:00),Legend Entertainment,Stardock Entertainment
21,Railroad Tycoon II Platinum,"Oct 31, 1998",$4.99,N/A (N/A/89%),"200,000 .. 500,000",00:00 (00:00),PopTop,2K
22,Mass Effect 3 N7 Digital Deluxe Edition (2012),"Mar 6, 2012",$29.99,N/A (N/A/89%),"500,000 .. 1,000,000",00:00 (00:00),BioWare,Electronic Arts
23,Rise of Nations: Extended Edition,"Jun 12, 2014",$19.99,N/A (N/A/89%),"1,000,000 .. 2,000,000",00:00 (00:00),"SkyBox Labs, Big Huge Games",Xbox Game Studios
24,XCOM: Enemy Unknown,"Oct 8, 2012",$29.99,N/A (N/A/89%),"2,000,000 .. 5,000,000",15:48 (05:16),"Firaxis Games, Feral Interactive (Linux)","2K, Feral Interactive (Linux)"
25,Slay the Spire,"Jan 23, 2019",$9.99,N/A (N/A/89%),"2,000,000 .. 5,000,000",04:22 (02:51),Mega Crit Games,Mega Crit Games
26,Unity of Command II,"Nov 12, 2019",$29.99,N/A (N/A/88%),"20,000 .. 50,000",00:00 (00:00),"2x2 Games, Croteam",2x2 Games
27,Wildermyth,"Jun 15, 2021",$24.99,N/A (N/A/88%),"200,000 .. 500,000",00:00 (00:00),Worldwalker Games LLC,"Worldwalker Games LLC, WhisperGames"
28,EVE Online,"May 6, 2003",Free,N/A (N/A/88%),"2,000,000 .. 5,000,000",11:50 (16:37),CCP,CCP
29,XCOM 2,"Feb 4, 2016",$59.99,N/A (N/A/88%),"2,000,000 .. 5,000,000",00:23 (00:21),"Firaxis Games, Feral Interactive (Mac), Feral Interactive (Linux)","2K, Feral Interactive (Mac), Feral Interactive (Linux)"
30,Sid Meier’s Civilization VI,"Oct 20, 2016",$8.99,N/A (N/A/88%),"5,000,000 .. 10,000,000",05:09 (02:43),"Firaxis Games, Aspyr (Mac), Aspyr (Linux)","2K, Aspyr (Mac), Aspyr (Linux)"
31,Shogo: Mobile Armor Division,"Apr 14, 2017",$9.99,N/A (N/A/88%),"50,000 .. 100,000",00:00 (00:00),Monolith Productions,Interplay Entertainment Corp.
32,Kohan: Immortal Sovereigns,"Aug 24, 2011",$9.99,N/A (N/A/87%),"20,000 .. 50,000",00:00 (00:00),TimeGate Studios,TimeGate Studios
33,Six Ages: Ride Like the Wind,"Oct 17, 2019",$19.99,N/A (N/A/87%),"20,000 .. 50,000",00:00 (00:00),A Sharp,Kitfox Games
34,Sins of a Solar Empire: Trinity,"Nov 16, 2011",$19.99,N/A (N/A/87%),"0 .. 20,000",00:00 (00:00),"Ironclad Games, Stardock Entertainment",Stardock Entertainment
35,Company of Heroes: Opposing Fronts,"Sep 24, 2007",$19.99,N/A (N/A/87%),"1,000,000 .. 2,000,000",00:00 (00:00),Relic Entertainment,SEGA
36,HEX: Shards of Fate,"Apr 19, 2016",N/A,N/A (N/A/87%),"200,000 .. 500,000",00:00 (00:00),Hex Entertainment,Hex Entertainment
37,Raw Data,"Oct 5, 2017",$39.99,N/A (N/A/87%),"200,000 .. 500,000",00:00 (00:00),Survios,Survios
38,Commandos 2: Men of Courage,"Aug 30, 2002",$4.99,N/A (N/A/87%),"500,000 .. 1,000,000",00:00 (00:00),Pyro Studios,Kalypso Media Digital
39,Orcs Must Die! Unchained,"Apr 19, 2017",N/A,N/A (N/A/87%),"1,000,000 .. 2,000,000",00:00 (00:00),Robot Entertainment,Robot Entertainment
40,Shadowrun: Dragonfall - Director's Cut,"Sep 18, 2014",$14.99,N/A (N/A/87%),"500,000 .. 1,000,000",00:00 (00:00),Harebrained Schemes,Paradox Interactive
41,"Warhammer 40,000: Dawn of War - Dark Crusade","Aug 7, 2007",$12.99,N/A (N/A/87%),"1,000,000 .. 2,000,000",00:00 (00:00),Relic Entertainment,SEGA
42,Wasteland 2: Director's Cut,"Sep 18, 2014",$29.99,N/A (N/A/87%),"500,000 .. 1,000,000",00:00 (00:00),inXile Entertainment,inXile Entertainment
43,Divinity: Original Sin (Classic),"Jun 30, 2014",$39.99,N/A (N/A/87%),"1,000,000 .. 2,000,000",00:00 (00:00),Larian Studios,Larian Studios
44,Plants vs. Zombies GOTY Edition,"May 5, 2009",$4.99,N/A (N/A/87%),"2,000,000 .. 5,000,000",02:30 (02:52),"PopCap Games, Inc.","PopCap Games, Inc., Electronic Arts"
45,Europa Universalis IV,"Aug 13, 2013",$39.99,N/A (N/A/87%),"2,000,000 .. 5,000,000",14:36 (14:30),"Paradox Development Studio, Paradox Tinto",Paradox Interactive
46,Total War: WARHAMMER II,"Sep 28, 2017",$59.99,N/A (N/A/87%),"2,000,000 .. 5,000,000",15:19 (11:42),"CREATIVE ASSEMBLY, Feral Interactive (Mac), Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)"
47,RimWorld,"Oct 17, 2018",$34.99,N/A (N/A/87%),"2,000,000 .. 5,000,000",11:41 (13:21),Ludeon Studios,Ludeon Studios
48,A Total War Saga: FALL OF THE SAMURAI,"Mar 22, 2012",$29.99,N/A (N/A/86%),"0 .. 20,000",00:00 (00:00),"CREATIVE ASSEMBLY, Feral Interactive (Mac), Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)"
49,Panzer Corps 2,"Mar 19, 2020",$39.99,N/A (N/A/86%),"50,000 .. 100,000",00:00 (00:00),Flashback Games,Slitherine Ltd.
50,Supreme Commander,"Sep 28, 2011",$12.99,N/A (N/A/86%),"500,000 .. 1,000,000",00:00 (00:00),Gas Powered Games,Square Enix
51,Total Annihilation,"Dec 18, 2015",$4.99,N/A (N/A/86%),"100,000 .. 200,000",00:00 (00:00),Cavedog Entertainment,Wargaming.net
52,Civilization IV: Beyond the Sword,"Jul 24, 2007",$9.99,N/A (N/A/86%),"500,000 .. 1,000,000",11:09 (03:43),Firaxis Games,2K
53,"Warhammer 40,000: Dawn of War - Game of the Year Edition","Aug 7, 2007",$12.99,N/A (N/A/86%),"1,000,000 .. 2,000,000",03:57 (01:19),Relic Entertainment,SEGA
54,Desperados III,"Jun 16, 2020",$49.99,N/A (N/A/86%),"200,000 .. 500,000",00:00 (00:00),Mimimi Games,THQ Nordic
55,Homeworld Remastered Collection,"Feb 25, 2015",$34.99,N/A (N/A/86%),"500,000 .. 1,000,000",00:00 (00:00),Gearbox Software,Gearbox Publishing
56,Monster Train,"May 21, 2020",$12.49,N/A (N/A/86%),"200,000 .. 500,000",00:45 (00:45),Shiny Shoe,Good Shepherd Entertainment
57,Total War: WARHAMMER,"May 24, 2016",$59.99,N/A (N/A/86%),"2,000,000 .. 5,000,000",00:00 (00:00),"CREATIVE ASSEMBLY, Feral Interactive (Linux), Feral Interactive (Mac)","SEGA, Feral Interactive (Linux), Feral Interactive (Mac)"
58,The Last Friend,"Sep 30, 2021",$14.99,N/A (N/A/86%),"0 .. 20,000",00:00 (00:00),"The Stonebot Studio, Ludus Games",Skystone Games Inc.
59,Ground Control Anthology,"Jul 8, 2015",$4.99,N/A (N/A/86%),"20,000 .. 50,000",00:00 (00:00),Massive Entertainment,Rebellion
60,Microsoft Allegiance,"Sep 29, 2017",Free,N/A (N/A/86%),"50,000 .. 100,000",00:00 (00:00),Microsoft Game Studios,ZapHop Games
61,Age of Wonders II: The Wizard's Throne,Oct 2010,$9.99,N/A (N/A/86%),"50,000 .. 100,000",00:00 (00:00),Triumph Studios,Paradox Interactive
62,魔物讨伐团,"Aug 15, 2018",$12.99,N/A (N/A/86%),"20,000 .. 50,000",00:00 (00:00),Nerdook Productions,Surefire.Games
63,Out of the Park Baseball 18,"Mar 24, 2017",$19.99,N/A (N/A/86%),"50,000 .. 100,000",00:00 (00:00),Out of the Park Developments,Out of the Park Developments
64,Sengoku Jidai: Shadow of the Shogun,"May 19, 2016",$29.99,N/A (N/A/85%),"20,000 .. 50,000",00:00 (00:00),Byzantine Games,Slitherine Ltd.
65,Medieval II: Total War Kingdoms,"Aug 28, 2007",$24.99,N/A (N/A/85%),"200,000 .. 500,000",00:00 (00:00),"The Creative Assembly, Feral Interactive (Mac), Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)"
66,Chaos Reborn,"Oct 26, 2015",$9.99,N/A (N/A/85%),"50,000 .. 100,000",00:00 (00:00),Snapshot Games Inc.,Snapshot Games Inc.
67,Frozen Synapse,"May 26, 2011",$24.99,N/A (N/A/85%),"500,000 .. 1,000,000",00:00 (00:00),Mode 7,Mode 7
68,Command & Conquer 3: Tiberium Wars,"Mar 28, 2007",$14.99,N/A (N/A/85%),"500,000 .. 1,000,000",00:00 (00:00),EA Los Angeles,Electronic Arts
69,Dragon Age Inquisition,"Nov 18, 2014",$39.99,N/A (N/A/85%),"200,000 .. 500,000",00:00 (00:00),BioWare,Electronic Arts
70,Mini Motorways,"Jul 20, 2021",$9.99,N/A (N/A/85%),"200,000 .. 500,000",01:28 (01:40),Dinosaur Polo Club,Dinosaur Polo Club
71,"Warhammer 40,000: Dawn of War II","Feb 18, 2009",$19.99,N/A (N/A/85%),"2,000,000 .. 5,000,000",00:43 (00:14),"Relic Entertainment, Feral Interactive (Mac/Linux)","SEGA, Feral Interactive (Mac/Linux)"
72,Wasteland 3,"Aug 27, 2020",$39.99,N/A (N/A/85%),"200,000 .. 500,000",18:27 (06:09),inXile Entertainment,inXile Entertainment
73,Shadow Tactics: Blades of the Shogun,"Dec 6, 2016",$39.99,N/A (N/A/85%),"1,000,000 .. 2,000,000",10:06 (03:22),Mimimi Games,Daedalic Entertainment
74,Total War: THREE KINGDOMS,"May 23, 2019",$59.99,N/A (N/A/85%),"2,000,000 .. 5,000,000",01:53 (02:17),"CREATIVE ASSEMBLY, Feral Interactive (Mac), Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)"
75,Cities: Skylines,"Mar 10, 2015",$29.99,N/A (N/A/85%),"5,000,000 .. 10,000,000",05:14 (06:07),Colossal Order Ltd.,Paradox Interactive
76,Disciples II: Gallean's Return,"Jul 6, 2006",$6.99,N/A (N/A/84%),"100,000 .. 200,000",00:00 (00:00),Strategy First,Strategy First
77,80 Days,"Sep 28, 2015",$12.99,N/A (N/A/84%),"100,000 .. 200,000",00:00 (00:00),"inkle Ltd, Cape Guy Ltd",inkle Ltd
78,Ultimate General: Gettysburg,"Oct 16, 2014",$14.99,N/A (N/A/84%),"200,000 .. 500,000",00:00 (00:00),Game-Labs,Game-Labs
79,"Warhammer 40,000: Dawn of War II Chaos Rising","Mar 10, 2010",$19.99,N/A (N/A/84%),"1,000,000 .. 2,000,000",00:00 (00:00),"Relic Entertainment, Feral Interactive (Mac/Linux)","SEGA, Feral Interactive (Mac/Linux)"
80,DEFCON,"Sep 29, 2006",$9.99,N/A (N/A/84%),"500,000 .. 1,000,000",00:00 (00:00),Introversion Software,Introversion Software
81,Wingspan,"Sep 17, 2020",$19.99,N/A (N/A/84%),"100,000 .. 200,000",00:23 (00:11),Monster Couch,"Monster Couch, Stonemaier Games, indienova"
82,SPORE,"Dec 19, 2008",$19.99,N/A (N/A/84%),"1,000,000 .. 2,000,000",00:38 (00:12),Maxis™,Electronic Arts
83,Planet Coaster,"Nov 17, 2016",$13.49,N/A (N/A/84%),"1,000,000 .. 2,000,000",04:04 (01:21),"Frontier Developments, Aspyr (Mac)","Frontier Developments, Aspyr (Mac)"
84,FTL: Faster Than Light,"Sep 14, 2012",$2.49,N/A (N/A/84%),"2,000,000 .. 5,000,000",02:40 (02:38),Subset Games,Subset Games
85,Frostpunk,"Apr 24, 2018",$29.99,N/A (N/A/84%),"2,000,000 .. 5,000,000",04:27 (06:07),11 bit studios,11 bit studios
86,Age of Empires II: Definitive Edition,"Nov 14, 2019",$19.99,N/A (N/A/84%),"2,000,000 .. 5,000,000",01:46 (01:24),"Forgotten Empires, Tantalus Media, Wicked Witch",Xbox Game Studios
87,Darkest Dungeon,"Jan 19, 2016",$24.99,N/A (N/A/84%),"2,000,000 .. 5,000,000",09:31 (16:49),Red Hook Studios,Red Hook Studios
88,DEFCON VR,"Feb 15, 2017",Free,N/A (N/A/84%),"0 .. 20,000",00:00 (00:00),Introversion Software,Introversion Software
89,Sub Command,"Oct 26, 2006",$9.99,N/A (N/A/84%),"100,000 .. 200,000",00:00 (00:00),Sonalysts,Strategy First
90,Civilization IV: Warlords,"Apr 6, 2007",$4.99,N/A (N/A/84%),"1,000,000 .. 2,000,000",00:00 (00:00),Firaxis Games,2K
91,Field of Glory II,"Oct 12, 2017",$29.99,N/A (N/A/84%),"20,000 .. 50,000",00:00 (00:00),Byzantine Games,Slitherine Ltd.
92,Darwinia,"Jul 14, 2005",$9.99,N/A (N/A/84%),"500,000 .. 1,000,000",00:00 (00:00),Introversion Software,Introversion Software
93,Unity of Command: Stalingrad Campaign,"Oct 17, 2012",$9.99,N/A (N/A/84%),"100,000 .. 200,000",00:00 (00:00),2x2 Games,2x2 Games
94,Mr. Robot,"Jan 10, 2007",$7.99,N/A (N/A/83%),"20,000 .. 50,000",00:00 (00:00),Moonpod,Moonpod
95,Galactic Civilizations I: Ultimate Edition,"Aug 14, 2012",$9.99,N/A (N/A/83%),"200,000 .. 500,000",00:00 (00:00),Stardock Entertainment,Stardock Entertainment
96,Beyond Sol,"Jun 30, 2015",$9.99,N/A (N/A/83%),"0 .. 20,000",00:00 (00:00),Praxia Entertainment Inc,Praxia Entertainment Inc
97,Frozen Synapse Prime,"Nov 14, 2014",N/A,N/A (N/A/83%),"100,000 .. 200,000",00:00 (00:00),Double Eleven,Double Eleven
98,Hearts of Iron 2 Complete,"Jan 23, 2009",$14.99,N/A (N/A/83%),"100,000 .. 200,000",00:00 (00:00),Paradox Development Studio,Paradox Interactive
99,Slayaway Camp,"Oct 25, 2016",$8.99,N/A (N/A/83%),"50,000 .. 100,000",00:00 (00:00),Blue Wizard Digital,Blue Wizard Digital
100,Sid Meier's Civilization IV: Colonization,"Sep 23, 2008",$19.99,N/A (N/A/83%),"1,000,000 .. 2,000,000",00:00 (00:00),Firaxis Games,2K
101,Silent Storm Gold Edition,"Oct 2, 2013",$9.99,N/A (N/A/83%),"200,000 .. 500,000",00:00 (00:00),Nival,THQ Nordic
102,Demeo,"May 6, 2021",$29.99,N/A (N/A/83%),"50,000 .. 100,000",00:00 (00:00),Resolution Games,Resolution Games
103,Europa Universalis III Complete,"Feb 4, 2009",$3.74,N/A (N/A/83%),"200,000 .. 500,000",00:00 (00:00),Paradox Development Studio,Paradox Interactive
104,Duskers,"May 18, 2016",$9.99,N/A (N/A/83%),"100,000 .. 200,000",00:00 (00:00),Misfits Attic,Misfits Attic
105,Trials of Fire,"Apr 9, 2021",$19.99,N/A (N/A/83%),"50,000 .. 100,000",00:00 (00:00),Whatboy Games,Whatboy Games
106,Crown Trick,"Oct 16, 2020",$19.99,N/A (N/A/83%),"200,000 .. 500,000",00:00 (00:00),NEXT Studios,"Team17, NEXT Studios"
107,Valkyria Chronicles 4 Complete Edition,"Sep 25, 2018",$49.99,N/A (N/A/83%),"200,000 .. 500,000",00:44 (00:14),SEGA,SEGA
108,Steel Division: Normandy 44,"May 23, 2017",$39.99,N/A (N/A/83%),"200,000 .. 500,000",00:00 (00:00),Eugen Systems,Paradox Interactive
109,Parkitect,"Nov 29, 2018",$29.99,N/A (N/A/83%),"200,000 .. 500,000",00:00 (00:00),Texel Raptor,Texel Raptor
110,Orcs Must Die!,"Oct 11, 2011",$9.99,N/A (N/A/83%),"1,000,000 .. 2,000,000",02:36 (00:52),Robot Entertainment,Robot Entertainment
111,Anno 2070,"Nov 17, 2011",$19.99,N/A (N/A/83%),"500,000 .. 1,000,000",00:00 (00:00),"Blue Byte, Related Designs",Ubisoft
112,Monaco: What's Yours Is Mine,"Apr 24, 2013",$14.99,N/A (N/A/83%),"1,000,000 .. 2,000,000",00:00 (00:00),Pocketwatch Games,Pocketwatch Games
113,Door Kickers,"Oct 20, 2014",$19.99,N/A (N/A/83%),"500,000 .. 1,000,000",00:29 (00:09),KillHouse Games,KillHouse Games
114,Pathfinder: Wrath of the Righteous,"Sep 2, 2021",$49.99,N/A (N/A/83%),"500,000 .. 1,000,000",00:00 (00:00),Owlcat Games,"META Publishing, Owlcat Games"
115,Gunpoint,"Jun 3, 2013",$9.99,N/A (N/A/83%),"500,000 .. 1,000,000",00:00 (00:00),Suspicious Developments,Suspicious Developments
116,Orcs Must Die! 2,"Jul 30, 2012",$14.99,N/A (N/A/83%),"2,000,000 .. 5,000,000",00:24 (00:08),Robot Entertainment,Robot Entertainment
117,L.A. Noire,"Nov 8, 2011",$19.99,N/A (N/A/83%),"2,000,000 .. 5,000,000",00:00 (00:00),"Team Bondi, Rockstar Leeds",Rockstar Games
118,Prison Architect,"Oct 6, 2015",$29.99,N/A (N/A/83%),"2,000,000 .. 5,000,000",07:48 (07:47),"Double Eleven, Introversion Software",Paradox Interactive
119,Hearts of Iron IV,"Jun 6, 2016",$39.99,N/A (N/A/83%),"2,000,000 .. 5,000,000",15:19 (06:00),Paradox Development Studio,Paradox Interactive
120,King's Bounty: Armored Princess,"Nov 19, 2009",$9.99,N/A (N/A/82%),"500,000 .. 1,000,000",00:00 (00:00),Katauri Interactive,1C Entertainment
121,Monday Night Combat,"Jan 24, 2011",$4.99,N/A (N/A/82%),"200,000 .. 500,000",00:00 (00:00),Uber Entertainment,Uber Entertainment
122,Desktop Dungeons,"Nov 7, 2013",$7.49,N/A (N/A/82%),"100,000 .. 200,000",00:00 (00:00),QCF Design,QCF Design
123,Fallout Tactics: Brotherhood of Steel,"Aug 19, 2009",$2.99,N/A (N/A/82%),"1,000,000 .. 2,000,000",00:00 (00:00),14° East,Bethesda Softworks
124,Battle Realms: Zen Edition,"Dec 3, 2019",$9.99,N/A (N/A/82%),"100,000 .. 200,000",00:00 (00:00),Ed Del Castillo,Ed Del Castillo
125,The Banner Saga 3,"Jul 26, 2018",$24.99,N/A (N/A/82%),"100,000 .. 200,000",00:00 (00:00),Stoic,Versus Evil
126,The Banner Saga 2,"Apr 19, 2016",$24.99,N/A (N/A/82%),"200,000 .. 500,000",00:00 (00:00),Stoic,Versus Evil
127,Wargroove,"Feb 1, 2019",$19.99,N/A (N/A/82%),"500,000 .. 1,000,000",00:05 (00:01),Chucklefish,Chucklefish
128,Ratropolis,"Dec 22, 2020",$17.99,N/A (N/A/82%),"100,000 .. 200,000",07:34 (02:31),Cassel Games,Cassel Games
129,Duelyst,"Aug 23, 2016",N/A,N/A (N/A/82%),"500,000 .. 1,000,000",00:00 (00:00),Counterplay Games Inc.,BANDAI NAMCO Entertainment America
130,Fell Seal: Arbiter's Mark,"Apr 30, 2019",$29.99,N/A (N/A/82%),"200,000 .. 500,000",00:00 (00:00),6 Eyes Studio,1C Entertainment
131,Bejeweled 3,"Dec 7, 2010",$4.99,N/A (N/A/82%),"500,000 .. 1,000,000",00:19 (00:06),"PopCap Games, Inc.","PopCap Games, Inc., Electronic Arts"
132,"Invisible, Inc.","May 12, 2015",$19.99,N/A (N/A/82%),"500,000 .. 1,000,000",00:00 (00:00),Klei Entertainment,Klei Entertainment
133,One Step From Eden,"Mar 26, 2020",$19.99,N/A (N/A/82%),"100,000 .. 200,000",00:00 (00:00),Thomas Moon Kang,"Humble Games, Maple Whispering Limited"
134,Command & Conquer: Red Alert 3,"Jan 8, 2009",$19.99,N/A (N/A/82%),"500,000 .. 1,000,000",11:05 (07:23),EA Los Angeles,Electronic Arts
135,ISLANDERS,"Apr 4, 2019",$4.99,N/A (N/A/82%),"200,000 .. 500,000",00:25 (00:08),GrizzlyGames,GrizzlyGames
136,Sins of a Solar Empire: Rebellion,"Jun 12, 2012",$17.99,N/A (N/A/82%),"2,000,000 .. 5,000,000",00:01 (00:00),"Ironclad Games, Stardock Entertainment",Stardock Entertainment
137,ENDLESS Legend,"Sep 18, 2014",$29.99,N/A (N/A/82%),"1,000,000 .. 2,000,000",00:00 (00:00),AMPLITUDE Studios,SEGA
138,Command & Conquer Remastered Collection,"Jun 5, 2020",$19.99,N/A (N/A/82%),"1,000,000 .. 2,000,000",00:00 (00:00),"Petroglyph, Lemon Sky Studios",Electronic Arts
139,Crusader Kings II,"Feb 14, 2012",Free,N/A (N/A/82%),"2,000,000 .. 5,000,000",03:37 (02:18),Paradox Development Studio,Paradox Interactive
140,Celtic Kings: Rage of War,"Aug 27, 2002",$4.99,N/A (N/A/82%),"0 .. 20,000",00:00 (00:00),Haemimont Games,Haemimont Games
141,Dominions 3: The Awakening,"Sep 10, 2013",$19.99,N/A (N/A/82%),"20,000 .. 50,000",00:00 (00:00),Illwinter Game Design,Illwinter Game Design
142,Avadon 2: The Corruption,"Oct 30, 2013",$9.99,N/A (N/A/82%),"100,000 .. 200,000",00:00 (00:00),Spiderweb Software,Spiderweb Software
143,Dangerous Waters,"Feb 7, 2006",$14.99,N/A (N/A/82%),"50,000 .. 100,000",00:00 (00:00),Sonalysts,Strategy First
144,The Guild Gold Edition,"Sep 9, 2014",$9.99,N/A (N/A/82%),"100,000 .. 200,000",00:00 (00:00),4HEAD Studios,THQ Nordic
145,Dawn of Discovery,"Jun 30, 2009",N/A,N/A (N/A/82%),"200,000 .. 500,000",00:00 (00:00),"Blue Byte, Related Designs",Ubisoft
146,Age of Wonders Shadow Magic,Oct 2010,$9.99,N/A (N/A/82%),"100,000 .. 200,000",00:00 (00:00),Triumph Studios,Paradox Interactive
147,Filament,"Apr 23, 2020",$16.99,N/A (N/A/82%),"20,000 .. 50,000",00:00 (00:00),Beard Envy,"Kasedo Games, Maple Whispering Limited"
148,Octogeddon,"Feb 8, 2018",$8.88,N/A (N/A/82%),"50,000 .. 100,000",00:00 (00:00),All Yes Good,All Yes Good
149,Aztez,"Aug 1, 2017",$19.99,N/A (N/A/81%),"0 .. 20,000",00:00 (00:00),Team Colorblind,Team Colorblind
150,Kohan II: Kings of War,"Sep 21, 2004",$9.99,N/A (N/A/81%),"20,000 .. 50,000",00:00 (00:00),TimeGate Studios,TimeGate Studios
151,"Codename: Panzers, Phase One","Feb 18, 2016",$14.99,N/A (N/A/81%),"20,000 .. 50,000",00:00 (00:00),"Stormregion, THQ Nordic",THQ Nordic
152,Vietnam ‘65,"Mar 5, 2015",$9.99,N/A (N/A/81%),"20,000 .. 50,000",00:00 (00:00),Every Single Soldier,Slitherine Ltd.
153,Company of Heroes 2 - Ardennes Assault,"Nov 17, 2014",$19.99,N/A (N/A/81%),"50,000 .. 100,000",00:00 (00:00),"Relic Entertainment, Feral Interactive (Mac), Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)"
154,Vessel,"Mar 1, 2012",$8.99,N/A (N/A/81%),"200,000 .. 500,000",00:00 (00:00),Strange Loop Games,IndiePub
155,Antihero,"Jul 10, 2017",$14.99,N/A (N/A/81%),"50,000 .. 100,000",00:00 (00:00),Tim Conkling,Versus Evil
156,AI War 2,"Oct 22, 2019",$19.99,N/A (N/A/81%),"50,000 .. 100,000",00:00 (00:00),"Arcen Games, LLC","Arcen Games, LLC"
157,Distant Worlds: Universe,"May 23, 2014",$59.99,N/A (N/A/81%),"50,000 .. 100,000",00:01 (00:00),Code Force,Slitherine Ltd.
158,Ghost Master,"Dec 21, 2006",$4.99,N/A (N/A/81%),"100,000 .. 200,000",00:00 (00:00),Sick Puppies,Strategy First
159,Darkest Hour: A Hearts of Iron Game,"Apr 8, 2011",$9.99,N/A (N/A/81%),"200,000 .. 500,000",00:00 (00:00),Martin Ivanov,Paradox Interactive
160,Order of Battle: World War II,"Apr 30, 2015",Free,N/A (N/A/81%),"200,000 .. 500,000",00:00 (00:00),The Artistocrats,Slitherine Ltd.
161,Waveform,"Mar 20, 2012",$1.99,N/A (N/A/81%),"200,000 .. 500,000",00:00 (00:00),Eden Industries,Eden Industries
162,DG2: Defense Grid 2,"Sep 23, 2014",$5.99,N/A (N/A/81%),"200,000 .. 500,000",00:00 (00:00),Hidden Path Entertainment,505 Games
163,Wargame: European Escalation,"Feb 22, 2012",$9.99,N/A (N/A/81%),"500,000 .. 1,000,000",00:00 (00:00),Eugen Systems,Eugen Systems
164,Zombie Night Terror,"Jul 20, 2016",$12.99,N/A (N/A/81%),"200,000 .. 500,000",00:00 (00:00),NoClip,Good Shepherd Entertainment
