title,price1,price2,discountprice,free,alltime_reviews_summary,number_alltime_reviews,developer,publisher,recent_review_summary,number_recent_reviews,genre,release_date,tags,update_count
Mu Complex,"8,99€",,,Try the demo,,(172 reviews),studiocime,studiocime,Very Positive,,"TITLE: Mu Complex
GENRE: Adventure, Indie
DEVELOPER: studiocime
PUBLISHER: studiocime
RELEASE DATE: 23 Oct, 2015","23 Oct, 2015",Indie Adventure Hacking Puzzle +,
Kohan: Ahriman's Gift,Package info,,,,,(103 reviews),TimeGate Studios,TimeGate Studios,Very Positive,,"TITLE: Kohan: Ahriman's Gift
GENRE: Strategy
DEVELOPER: TimeGate Studios
PUBLISHER: TimeGate Studios
RELEASE DATE: 6 Nov, 2001","6 Nov, 2001",Strategy RTS Fantasy +,
Legends of the Universe - StarCore,,,,,,(76 reviews),LunarCore Games,LunarCore Games,Mostly Positive,,"TITLE: Legends of the Universe - StarCore
GENRE: Action, Indie
DEVELOPER: LunarCore Games
PUBLISHER: LunarCore Games
FRANCHISE: Legends of the Universe
RELEASE DATE: 25 Jul, 2016","25 Jul, 2016",Action Indie Platformer Metroidvania 2D +,
Uncraft World,,,,,,(411 reviews),Studio TeamShuriken,Studio TeamShuriken,Very Positive,,"TITLE: Uncraft World
GENRE: Action, Indie, Early Access
DEVELOPER: Studio TeamShuriken
PUBLISHER: Studio TeamShuriken
RELEASE DATE: 25 Sep, 2015","25 Sep, 2015",Anime Nudity Early Access Action Indie +,
Retro City Rampage™ DX,,,,,,"(1,587 reviews)","Vblank Entertainment, Inc.","Vblank Entertainment, Inc.",Very Positive,,"TITLE: Retro City Rampage™ DX
GENRE: Action, Adventure, Indie, Racing
DEVELOPER: Vblank Entertainment, Inc.
PUBLISHER: Vblank Entertainment, Inc.
RELEASE DATE: 11 Nov, 2014","11 Nov, 2014",Action Open World Retro Pixel Graphics 2D +,
Gladiator Trainer,,,,,,(183 reviews),Pilgrim Adventures,Senpai Studios,Mostly Positive,,"TITLE: Gladiator Trainer
GENRE: Action, Adventure, Indie, RPG
DEVELOPER: Pilgrim Adventures
PUBLISHER: Senpai Studios
RELEASE DATE: 25 Nov, 2016","25 Nov, 2016",RPG RPGMaker Indie Action Adventure +,
Royal Revolt II,,,,Free To Play,,(97 reviews),Flaregames,Flaregames,Mixed,,"TITLE: Royal Revolt II
GENRE: Action, Free to Play, Massively Multiplayer, RPG, Strategy
DEVELOPER: Flaregames
PUBLISHER: Flaregames
RELEASE DATE: 19 May, 2021","19 May, 2021",Action Strategy Action RPG MMORPG RTS +,
Bacteria,Bundle info,,,,,(68 reviews),Sometimes You,Sometimes You,Mixed,,"TITLE: Bacteria
GENRE: Casual, Indie
DEVELOPER: Sometimes You
PUBLISHER: Sometimes You
RELEASE DATE: 23 Mar, 2016","23 Mar, 2016",Casual Indie Puzzle +,
Hippocampus: Dark Fantasy Adventure,Bundle info,,,,,(20 reviews),Bad Vices Games,ValkyrieInitiative,Mixed,,"TITLE: Hippocampus: Dark Fantasy Adventure
GENRE: Action, Adventure, Indie
DEVELOPER: Bad Vices Games
PUBLISHER: ValkyrieInitiative
FRANCHISE: Bad Vices Games
RELEASE DATE: 20 Feb, 2020","20 Feb, 2020",Action Adventure Indie Violent Gore +,
Lotus Reverie: First Nexus,Bundle info,,,,,(29 reviews),Keinart Lobre,Keinart Lobre,Positive,,"TITLE: Lotus Reverie: First Nexus
GENRE: Adventure, Casual, Indie
DEVELOPER: Keinart Lobre
PUBLISHER: Keinart Lobre
FRANCHISE: Lotus Reverie
RELEASE DATE: 14 Jan, 2021","14 Jan, 2021",Strategy Casual Indie Adventure Fantasy +,5
