title,price1,price2,discountprice,free,alltime_reviews_summary,number_alltime_reviews,developer,publisher,recent_review_summary,number_recent_reviews,genre,release_date,tags,update_count
EndZ Village,,,,,,(29 reviews),mawika,mawika,Mixed,,"TITLE: EndZ Village
GENRE: Casual, Indie, Simulation, Strategy, Early Access
DEVELOPER: mawika
PUBLISHER: mawika
FRANCHISE: mawika
RELEASE DATE: 4 Nov, 2019
EARLY ACCESS RELEASE DATE: 4 Nov, 2019","4 Nov, 2019",Early Access Casual Indie Simulation Mining +,
Unearthing Mars 2: The Ancient War,"16,79€",,,,,(20 reviews),Light Studio,Skywalker HK,Mixed,,"TITLE: Unearthing Mars 2: The Ancient War
GENRE: Action
DEVELOPER: Light Studio
PUBLISHER: Skywalker HK
FRANCHISE: Unearthing Mars
RELEASE DATE: 3 Jul, 2019","3 Jul, 2019",Action VR FPS Sci-fi Singleplayer Mars +,
The UnderGarden,,,,,,(54 reviews),Artech Studios,Retroism,Mixed,,"TITLE: The UnderGarden
GENRE: Casual
DEVELOPER: Artech Studios
PUBLISHER: Retroism
RELEASE DATE: 10 Nov, 2010","10 Nov, 2010",Casual Puzzle Relaxing Exploration +,
Ravenland,,,,,,(18 reviews),Prince Game Studio,Prince Game Studio,Mixed,,"TITLE: Ravenland
GENRE: Adventure, Indie, Strategy
DEVELOPER: Prince Game Studio
PUBLISHER: Prince Game Studio
RELEASE DATE: 17 Jul, 2021
EARLY ACCESS RELEASE DATE: 22 Jul, 2019","17 Jul, 2021",Roguelike Deckbuilder Strategy Indie Adventure +,14
Dark Sauce,,,,,,(26 reviews),Artalasky,Artalasky,Mixed,,"TITLE: Dark Sauce
GENRE: Adventure, Indie
DEVELOPER: Artalasky
PUBLISHER: Artalasky
RELEASE DATE: 21 Dec, 2018","21 Dec, 2018",Indie Adventure Platformer Difficult Voxel +,
RemiLore: Lost Girl in the Lands of Lore,,,,,,(38 reviews),Pixellore Inc,"Nicalis, Inc.",Mixed,,"TITLE: RemiLore: Lost Girl in the Lands of Lore
GENRE: Action
DEVELOPER: Pixellore Inc, REMIMORY
PUBLISHER: Nicalis, Inc.
RELEASE DATE: 4 Sep, 2019","4 Sep, 2019",Action Action Roguelike Anime Roguelite +,
Hunger Apartment （蚀狱）,Bundle info,,,,,(72 reviews),Shinou Game Studio,WhiteLakeStudio,Mixed,,"TITLE: Hunger Apartment （蚀狱）
GENRE: Adventure, Indie, Simulation, Strategy
DEVELOPER: Shinou Game Studio
PUBLISHER: WhiteLakeStudio
FRANCHISE: WhiteLakeStudio
RELEASE DATE: 14 Mar, 2019
EARLY ACCESS RELEASE DATE: 9 Jan, 2019","14 Mar, 2019",Strategy Adventure Indie Simulation Horror +,
Air Combat XF,Bundle info,,,,,(20 reviews),Sonic-Alpha,NS,Mixed,,"TITLE: Air Combat XF
GENRE: Action, Indie
DEVELOPER: Sonic-Alpha
PUBLISHER: NS
FRANCHISE: Willsword Maxell War
RELEASE DATE: 18 Dec, 2018","18 Dec, 2018",Indie Action Flight Military War Arcade +,
Yar's Revenge,,,,,,(47 reviews),Killspace Entertainment,Atari,Mixed,,"TITLE: Yar's Revenge
GENRE: Action
DEVELOPER: Killspace Entertainment
PUBLISHER: Atari
RELEASE DATE: 28 Apr, 2011","28 Apr, 2011",Action On-Rails Shooter Shooter +,
脚本塔防 Massacre Tower,,,,,,(38 reviews),Studio idiot,FutureGame,Mixed,,"TITLE: 脚本塔防 Massacre Tower
GENRE: Indie, Massively Multiplayer, Strategy, Early Access
DEVELOPER: Studio idiot
PUBLISHER: FutureGame
FRANCHISE: 1
RELEASE DATE: 20 Jun, 2020
EARLY ACCESS RELEASE DATE: 19 Jun, 2020","20 Jun, 2020",Indie Gambling Strategy Tower Defense PvP +,
时之回廊/Corridor of time,"8,99€",,,,,(457 reviews),铸城工作室,英雄互娱,Mixed,,"TITLE: 时之回廊/Corridor of time
GENRE: Action, Adventure, Indie, RPG
DEVELOPER: 铸城工作室
PUBLISHER: 英雄互娱
RELEASE DATE: 2 Aug, 2019
EARLY ACCESS RELEASE DATE: 19 Feb, 2019","2 Aug, 2019",Action RPG Nudity Indie Adventure +,
,,,,,,,,,,,,,,
2084,,,,,,(69 reviews),Feardemic,Feardemic,Mixed,,"TITLE: 2084
GENRE: Action, Indie, Early Access
DEVELOPER: Feardemic
PUBLISHER: Feardemic
FRANCHISE: Feardemic
RELEASE DATE: 13 Dec, 2018
EARLY ACCESS RELEASE DATE: 13 Dec, 2018","13 Dec, 2018",Indie Action Early Access Violent Cyberpunk +,
Dragon Racer,,,,,,(25 reviews),Hosted Games,Hosted Games,Mixed,,"TITLE: Dragon Racer
GENRE: Adventure, Indie, RPG
DEVELOPER: Hosted Games
PUBLISHER: Hosted Games
RELEASE DATE: 31 Jan, 2019","31 Jan, 2019",Adventure Indie RPG Text-Based +,
Raid on the Ruhr,,,,,,(10 reviews),Immersive VR Education Ltd,Immersive VR Education Ltd,Mixed,,"TITLE: Raid on the Ruhr
GENRE: Action
DEVELOPER: Immersive VR Education Ltd
PUBLISHER: Immersive VR Education Ltd
RELEASE DATE: 28 Mar, 2019","28 Mar, 2019",Action VR +,
Red Tractor Tycoon,,,,,,(16 reviews),upjers,upjers,Mixed,,"TITLE: Red Tractor Tycoon
GENRE: Simulation, Early Access
DEVELOPER: upjers
PUBLISHER: upjers
RELEASE DATE: 19 Feb, 2019
EARLY ACCESS RELEASE DATE: 19 Feb, 2019","19 Feb, 2019",Farming Sim Simulation Automobile Sim Casual +,
Medieval Towns,,,,,,(19 reviews),Station 437,Station 437,Mixed,,"TITLE: Medieval Towns
GENRE: Action, Adventure, Indie, Massively Multiplayer, Early Access
DEVELOPER: Station 437
PUBLISHER: Station 437
RELEASE DATE: 15 Mar, 2019
EARLY ACCESS RELEASE DATE: 15 Mar, 2019","15 Mar, 2019",PvP Multiplayer Action Survival Crafting +,30
Undholm,,,,,,(77 reviews),"Pixelmeal Games, LLC","Pixelmeal Games, LLC",Mixed,,"TITLE: Undholm
GENRE: Indie, Simulation, Early Access
DEVELOPER: Pixelmeal Games, LLC
PUBLISHER: Pixelmeal Games, LLC
RELEASE DATE: 6 Jan, 2019
EARLY ACCESS RELEASE DATE: 6 Jan, 2019","6 Jan, 2019",Indie Simulation Early Access +,
