title,price1,price2,discountprice,free,alltime_reviews_summary,number_alltime_reviews,developer,publisher,recent_review_summary,number_recent_reviews,genre,release_date,tags,update_count
Dark Fantasy: Jigsaw Puzzle,,,,,,(250 reviews),NAISU,NAISU,Very Positive,,"TITLE: Dark Fantasy: Jigsaw Puzzle
GENRE: Casual, Indie, RPG, Simulation
DEVELOPER: NAISU
PUBLISHER: NAISU
FRANCHISE: Jigsaw Series
RELEASE DATE: 16 Nov, 2018","16 Nov, 2018",Puzzle Board Game Dark Fantasy Mouse only +,
Blue Effect VR,"8,19€",,,,,(122 reviews),DIVR Labs,DIVR Labs,Very Positive,,"TITLE: Blue Effect VR
GENRE: Action, Indie
DEVELOPER: DIVR Labs
PUBLISHER: DIVR Labs
RELEASE DATE: 29 Sep, 2016","29 Sep, 2016",Action Indie VR Horror Atmospheric +,
Run!ZombieFood!,,,,,Very Positive,(906 reviews),VirusSea,VirusSea,Very Positive,(15 reviews),"TITLE: Run!ZombieFood!
GENRE: Adventure, Casual, Indie, Strategy
DEVELOPER: VirusSea
PUBLISHER: VirusSea
RELEASE DATE: 30 Jul, 2017","30 Jul, 2017",Strategy Casual Adventure Indie Violent +,
CrashMetal - Cyberpunk,,,,,,(203 reviews),Stanislaw Dev,SA Industry,Mixed,,"TITLE: CrashMetal - Cyberpunk
GENRE: Action, Casual, Indie, Massively Multiplayer, Racing, Simulation, Sports
DEVELOPER: Stanislaw Dev
PUBLISHER: SA Industry
FRANCHISE: SA Industry
RELEASE DATE: 17 Dec, 2020","17 Dec, 2020",Racing Cyberpunk Open World Moddable 3D +,
Dujanah,,,,,,(149 reviews),J. King-Spooner,erm...,Very Positive,,"TITLE: Dujanah
GENRE: Action, Adventure, Indie, RPG
DEVELOPER: J. King-Spooner
PUBLISHER: erm...
RELEASE DATE: 19 Sep, 2017","19 Sep, 2017",Indie Adventure RPG Action Surreal +,
aMAZE 2,Bundle info,,,,,(578 reviews),Blender Games,Blender Games,Very Positive,,"TITLE: aMAZE 2
GENRE: Casual, Indie
DEVELOPER: Blender Games
PUBLISHER: Blender Games
FRANCHISE: aMAZE
RELEASE DATE: 21 Apr, 2017","21 Apr, 2017",Casual Puzzle Indie 2D Singleplayer Cute +,
Lifeless Planet Premier Edition,,,,,,"(2,231 reviews)",Stage 2 Studios,Serenity Forge,Mostly Positive,,"TITLE: Lifeless Planet Premier Edition
GENRE: Action, Adventure, Indie
DEVELOPER: Stage 2 Studios
PUBLISHER: Serenity Forge
FRANCHISE: Serenity Forge
RELEASE DATE: 6 Jun, 2014","6 Jun, 2014",Atmospheric Sci-fi Puzzle Platformer Mystery +,
Okhlos: Omega,Bundle info,,,,,(573 reviews),Coffee Powered Machine,Devolver Digital,Very Positive,,"TITLE: Okhlos: Omega
GENRE: Action, Indie, Strategy
DEVELOPER: Coffee Powered Machine
PUBLISHER: Devolver Digital
RELEASE DATE: 18 Aug, 2016","18 Aug, 2016",Action Roguelike Action Indie Comedy 2.5D +,
HOLY QURAN VR EXPERİENCE,"8,19€",,,,,(10 reviews),ilhan Ozbay,Srio Studio,Positive,,"TITLE: HOLY QURAN VR EXPERİENCE
GENRE: Indie, Simulation
DEVELOPER: ilhan Ozbay
PUBLISHER: Srio Studio
RELEASE DATE: 15 Sep, 2020","15 Sep, 2020",Simulation Experimental God Game Education +,
Symphony,,,,,,(790 reviews),Empty Clip Studios,Empty Clip Studios,Very Positive,,"TITLE: Symphony
GENRE: Action, Casual, Indie
DEVELOPER: Empty Clip Studios
PUBLISHER: Empty Clip Studios
RELEASE DATE: 6 Aug, 2012","6 Aug, 2012",Music Indie Shoot 'Em Up Action Rhythm +,
American Conquest: Fight Back,Package info,,,,,(362 reviews),GSC Game World,GSC World Publishing,Mixed,,"TITLE: American Conquest: Fight Back
GENRE: Strategy
DEVELOPER: GSC Game World
PUBLISHER: GSC World Publishing
RELEASE DATE: 30 Sep, 2003","30 Sep, 2003",Strategy RTS Historical Singleplayer +,
Space Moth DX,Bundle info,,,,,(89 reviews),1CC Games,Chorus Worldwide Games,Very Positive,,"TITLE: Space Moth DX
GENRE: Action, Indie
DEVELOPER: 1CC Games
PUBLISHER: Chorus Worldwide Games
RELEASE DATE: 22 Jan, 2016","22 Jan, 2016",Action Indie Shoot 'Em Up Bullet Hell Arcade +,
Forklift Load,Bundle info,,,,,(55 reviews),KIMIDORI SOFT,KIMIDORI SOFT,Very Positive,,"TITLE: Forklift Load
GENRE: Adventure, Indie, Simulation
DEVELOPER: KIMIDORI SOFT
PUBLISHER: KIMIDORI SOFT
RELEASE DATE: 22 Oct, 2020","22 Oct, 2020",Precision Platformer 3D Platformer Open World +,
Realms of the Haunting,,,,,,(133 reviews),Gremlin Interactive,Funbox Media Ltd,Very Positive,,"TITLE: Realms of the Haunting
GENRE: Action
DEVELOPER: Gremlin Interactive
PUBLISHER: Funbox Media Ltd
RELEASE DATE: 31 Dec, 1996","31 Dec, 1996",Action Horror FMV First-Person Adventure +,
WWII Online,,,,,Mixed,"(3,134 reviews)","Cornered Rat Software, LLC.","Playnet, Inc.",Mixed,(26 reviews),"TITLE: WWII Online
GENRE: Action, Free to Play, Indie, Massively Multiplayer, RPG, Simulation, Strategy, Early Access
DEVELOPER: Cornered Rat Software, LLC.
PUBLISHER: Playnet, Inc.
FRANCHISE: WWII Online
RELEASE DATE: 6 Jun, 2001","6 Jun, 2001",Early Access World War II Free to Play Action +,128
*NEW* SCUFFED EPIC BHOP SIMULATOR 2023 (POG CHAMP),,,,Free To Play,Very Positive,"(4,817 reviews)",Chris Shanaz,Scuffed Development,Very Positive,(65 reviews),"TITLE: *NEW* SCUFFED EPIC BHOP SIMULATOR 2023 (POG CHAMP)
GENRE: Action, Adventure, Casual, Free to Play, Indie, Simulation
DEVELOPER: Chris Shanaz, Scuffed Dev Team
PUBLISHER: Scuffed Development
FRANCHISE: Scuffed
RELEASE DATE: 26 Nov, 2020","26 Nov, 2020",Casual Action Simulation Platformer Memes +,43
Tayutama 2-you're the only one-,"29,99€",,,,Overwhelmingly Positive,"(1,854 reviews)",Lump of Sugar,HIKARI FIELD,Mostly Positive,(16 reviews),"TITLE: Tayutama 2-you're the only one-
GENRE: Adventure
DEVELOPER: Lump of Sugar, HIKARI FIELD
PUBLISHER: HIKARI FIELD
RELEASE DATE: 9 Dec, 2016","9 Dec, 2016",Anime Sexual Content Dating Sim Visual Novel +,
Daylife in Japan - Pixel Art Jigsaw Puzzle,Bundle info,,,,,(56 reviews),Minimol Games,Minimol Games,Very Positive,,"TITLE: Daylife in Japan - Pixel Art Jigsaw Puzzle
GENRE: Casual
DEVELOPER: Minimol Games
PUBLISHER: Minimol Games
FRANCHISE: Minimol Games
RELEASE DATE: 26 Oct, 2019","26 Oct, 2019",Pixel Graphics Anime Puzzle Casual Cute +,
