title,price1,price2,discountprice,free,alltime_reviews_summary,number_alltime_reviews,developer,publisher,recent_review_summary,number_recent_reviews,genre,release_date,tags,update_count
The Frog Game,,,,,,(4 reviews),Junhyuk Yang,Junhyuk Yang,4 user reviews,,"TITLE: The Frog Game
GENRE: Adventure, Indie
DEVELOPER: Junhyuk Yang
PUBLISHER: Junhyuk Yang
RELEASE DATE: 3 May, 2021","3 May, 2021",Adventure Nature 3D Singleplayer Indie +,
Sharks of Mars: Prologue,"2,39€",,,,,(3 reviews),"AR Glimpse, LLC","AR Glimpse, LLC",3 user reviews,,"TITLE: Sharks of Mars: Prologue
GENRE: Action, Adventure
DEVELOPER: AR Glimpse, LLC
PUBLISHER: AR Glimpse, LLC
RELEASE DATE: 16 Jul, 2020","16 Jul, 2020",FPS Shooter Action-Adventure Sci-fi VR +,
Carrier Battles WW2: Admiral of the Fleet,,,,,,(7 reviews),Sand Table Software,Sand Table Software,7 user reviews,,"TITLE: Carrier Battles WW2: Admiral of the Fleet
GENRE: Simulation, Strategy
DEVELOPER: Sand Table Software
PUBLISHER: Sand Table Software
RELEASE DATE: 15 Mar, 2021","15 Mar, 2021",Simulation Strategy RTS Real Time Tactics +,13
Astrela Starlight,,,,,,(2 reviews),Master Plan Multimedia,Master Plan Multimedia,2 user reviews,,"TITLE: Astrela Starlight
GENRE: Adventure, Indie, RPG, Simulation
DEVELOPER: Master Plan Multimedia
PUBLISHER: Master Plan Multimedia
RELEASE DATE: 10 Apr, 2020","10 Apr, 2020",Indie Adventure RPG Simulation +,87
Record Life,,,,,,(8 reviews),创克游戏工作室,创克游戏联盟,8 user reviews,,"TITLE: Record Life
GENRE: RPG, Simulation, Early Access
DEVELOPER: 创克游戏工作室, 小创
PUBLISHER: 创克游戏联盟
FRANCHISE: Record Life
RELEASE DATE: 8 Nov, 2019
EARLY ACCESS RELEASE DATE: 8 Nov, 2019","8 Nov, 2019",RPG Simulation Early Access +,20
末日航路-The Termination,"8,99€",,,,,(1 reviews),橙光游戏,橙光游戏,1 user reviews,,"TITLE: 末日航路-The Termination
GENRE: Adventure, Casual, Indie, RPG, Strategy
DEVELOPER: 橙光游戏
PUBLISHER: 橙光游戏
RELEASE DATE: 22 Jul, 2021","22 Jul, 2021",Interactive Fiction Visual Novel Mystery RPG +,
Super-Dee,,,,,,(9 reviews),the2Dude,the2Dude,9 user reviews,,"TITLE: Super-Dee
GENRE: Adventure, Casual, Indie
DEVELOPER: the2Dude
PUBLISHER: the2Dude
RELEASE DATE: 23 Mar, 2020","23 Mar, 2020",Indie Casual Adventure Nudity Platformer +,
Meanwhile: An Interactive Comic Book,,,,,,(9 reviews),Zarfhome Software,Zarfhome Software,9 user reviews,,"TITLE: Meanwhile: An Interactive Comic Book
GENRE: Indie
DEVELOPER: Zarfhome Software
PUBLISHER: Zarfhome Software
RELEASE DATE: 17 Jan, 2018","17 Jan, 2018",Indie Comic Book Time Travel Interactive Fiction +,
Mad Devils,,,,,,(5 reviews),Itzy Interactive Inc.,Itzy Interactive Inc.,5 user reviews,,"TITLE: Mad Devils
GENRE: Action, Adventure, Indie
DEVELOPER: Itzy Interactive Inc.
PUBLISHER: Itzy Interactive Inc.
RELEASE DATE: 10 May, 2021","10 May, 2021",Top-Down Shooter Shooter Hack and Slash +,
Caribbean Jigsaw,Bundle info,,,,,(4 reviews),Creobit,8floor,4 user reviews,,"TITLE: Caribbean Jigsaw
GENRE: Casual
DEVELOPER: Creobit
PUBLISHER: 8floor
RELEASE DATE: 15 Mar, 2021","15 Mar, 2021",Casual Puzzle Singleplayer Adventure Indie +,
1812: The Invasion of Canada,Bundle info,,,,,(9 reviews),HexWar Games,HexWar Games,9 user reviews,,"TITLE: 1812: The Invasion of Canada
GENRE: Strategy
DEVELOPER: HexWar Games
PUBLISHER: HexWar Games
RELEASE DATE: 4 Aug, 2017","4 Aug, 2017",Strategy Turn-Based Turn-Based Strategy +,
First Response,,,,,,,Ben Harman,Ben Harman,,,"TITLE: First Response
GENRE: Adventure, Indie, Simulation
DEVELOPER: Ben Harman
PUBLISHER: Ben Harman
RELEASE DATE: 28 May, 2021","28 May, 2021",Walking Simulator Narration Exploration Puzzle +,
The Frog Game,,,,,,(4 reviews),Junhyuk Yang,Junhyuk Yang,4 user reviews,,"TITLE: The Frog Game
GENRE: Adventure, Indie
DEVELOPER: Junhyuk Yang
PUBLISHER: Junhyuk Yang
RELEASE DATE: 3 May, 2021","3 May, 2021",Adventure Nature 3D Singleplayer Indie +,
Sharks of Mars: Prologue,"2,39€",,,,,(3 reviews),"AR Glimpse, LLC","AR Glimpse, LLC",3 user reviews,,"TITLE: Sharks of Mars: Prologue
GENRE: Action, Adventure
DEVELOPER: AR Glimpse, LLC
PUBLISHER: AR Glimpse, LLC
RELEASE DATE: 16 Jul, 2020","16 Jul, 2020",FPS Shooter Action-Adventure Sci-fi VR +,
Carrier Battles WW2: Admiral of the Fleet,,,,,,(7 reviews),Sand Table Software,Sand Table Software,7 user reviews,,"TITLE: Carrier Battles WW2: Admiral of the Fleet
GENRE: Simulation, Strategy
DEVELOPER: Sand Table Software
PUBLISHER: Sand Table Software
RELEASE DATE: 15 Mar, 2021","15 Mar, 2021",Simulation Strategy RTS Real Time Tactics +,13
Astrela Starlight,,,,,,(2 reviews),Master Plan Multimedia,Master Plan Multimedia,2 user reviews,,"TITLE: Astrela Starlight
GENRE: Adventure, Indie, RPG, Simulation
DEVELOPER: Master Plan Multimedia
PUBLISHER: Master Plan Multimedia
RELEASE DATE: 10 Apr, 2020","10 Apr, 2020",Indie Adventure RPG Simulation +,87
Record Life,,,,,,(8 reviews),创克游戏工作室,创克游戏联盟,8 user reviews,,"TITLE: Record Life
GENRE: RPG, Simulation, Early Access
DEVELOPER: 创克游戏工作室, 小创
PUBLISHER: 创克游戏联盟
FRANCHISE: Record Life
RELEASE DATE: 8 Nov, 2019
EARLY ACCESS RELEASE DATE: 8 Nov, 2019","8 Nov, 2019",RPG Simulation Early Access +,20
末日航路-The Termination,"8,99€",,,,,(1 reviews),橙光游戏,橙光游戏,1 user reviews,,"TITLE: 末日航路-The Termination
GENRE: Adventure, Casual, Indie, RPG, Strategy
DEVELOPER: 橙光游戏
PUBLISHER: 橙光游戏
RELEASE DATE: 22 Jul, 2021","22 Jul, 2021",Interactive Fiction Visual Novel Mystery RPG +,
Meanwhile: An Interactive Comic Book,,,,,,(9 reviews),Zarfhome Software,Zarfhome Software,9 user reviews,,"TITLE: Meanwhile: An Interactive Comic Book
GENRE: Indie
DEVELOPER: Zarfhome Software
PUBLISHER: Zarfhome Software
RELEASE DATE: 17 Jan, 2018","17 Jan, 2018",Indie Comic Book Time Travel Interactive Fiction +,
Mad Devils,,,,,,(5 reviews),Itzy Interactive Inc.,Itzy Interactive Inc.,5 user reviews,,"TITLE: Mad Devils
GENRE: Action, Adventure, Indie
DEVELOPER: Itzy Interactive Inc.
PUBLISHER: Itzy Interactive Inc.
RELEASE DATE: 10 May, 2021","10 May, 2021",Top-Down Shooter Shooter Hack and Slash +,
Caribbean Jigsaw,Bundle info,,,,,(4 reviews),Creobit,8floor,4 user reviews,,"TITLE: Caribbean Jigsaw
GENRE: Casual
DEVELOPER: Creobit
PUBLISHER: 8floor
RELEASE DATE: 15 Mar, 2021","15 Mar, 2021",Casual Puzzle Singleplayer Adventure Indie +,
Neonwall,Bundle info,,,,,(5 reviews),Norain Games,JanduSoft,5 user reviews,,"TITLE: Neonwall
GENRE: Action, Indie, Strategy
DEVELOPER: Norain Games
PUBLISHER: JanduSoft
FRANCHISE: JanduSoft
RELEASE DATE: 13 Sep, 2018","13 Sep, 2018",Action Indie Strategy +,
World Of Stalkers,,,,,,(1 reviews),FragZonaGame,FragZonaGame,1 user reviews,,"TITLE: World Of Stalkers
GENRE: Action, Massively Multiplayer, Early Access
DEVELOPER: FragZonaGame
PUBLISHER: FragZonaGame
RELEASE DATE: 16 Sep, 2021
EARLY ACCESS RELEASE DATE: 16 Sep, 2021","16 Sep, 2021",Early Access Action PvP FPS eSports 3D +,
