title,price1,price2,discountprice,free,alltime_reviews_summary,number_alltime_reviews,developer,publisher,recent_review_summary,number_recent_reviews,genre,release_date,tags,update_count
Soul Harvest,,,,,,(9 reviews),Nanoleptic Games,Nanoleptic Games,9 user reviews,,"TITLE: Soul Harvest
GENRE: Action, Indie, Strategy, Early Access
DEVELOPER: Nanoleptic Games
PUBLISHER: Nanoleptic Games
RELEASE DATE: 26 May, 2017","26 May, 2017",Indie Strategy Action Early Access Retro +,
Ninja Castle Escape,Bundle info,,,,,(2 reviews),Zoo Corporation,Zoo Corporation,2 user reviews,,"TITLE: Ninja Castle Escape
GENRE: Action, Casual
DEVELOPER: Zoo Corporation
PUBLISHER: Zoo Corporation
FRANCHISE: Zoo Corporation
RELEASE DATE: 28 Aug, 2020","28 Aug, 2020",Action Casual Puzzle Pixel Graphics Ninja +,
The BoX,,,,,,(6 reviews),White Clover Worlds,White Clover Inc.,6 user reviews,,"TITLE: The BoX
GENRE: Casual, Indie
DEVELOPER: White Clover Worlds
PUBLISHER: White Clover Inc.
RELEASE DATE: 7 Dec, 2015","7 Dec, 2015",Indie Casual +,
Brick Breaker Premium 3,Bundle info,,,,,(3 reviews),LoadUpGames.com,LoadUpGames.com,3 user reviews,,"TITLE: Brick Breaker Premium 3
GENRE: Action, Casual
DEVELOPER: LoadUpGames.com
PUBLISHER: LoadUpGames.com
RELEASE DATE: 22 Jun, 2018","22 Jun, 2018",Arcade Retro 1980s Old School 2D +,
Memorial Park of Hypoxia,,,,,,(3 reviews),Memorial Park of Hypoxia,Memorial Park of Hypoxia,3 user reviews,,"TITLE: Memorial Park of Hypoxia
GENRE: Action, Indie, Simulation, Strategy, Early Access
DEVELOPER: Memorial Park of Hypoxia
PUBLISHER: Memorial Park of Hypoxia
RELEASE DATE: 30 Apr, 2019
EARLY ACCESS RELEASE DATE: 30 Apr, 2019","30 Apr, 2019",Indie Action Strategy Simulation Sandbox +,
Keep Balance VR,"0,99€",,,,,(9 reviews),zhangwenlu,zhangwenlu,9 user reviews,,"TITLE: Keep Balance VR
GENRE: Casual
DEVELOPER: zhangwenlu
PUBLISHER: zhangwenlu
RELEASE DATE: 20 Feb, 2017","20 Feb, 2017",Casual VR +,
RunningMarty,,,,,,,ImperiumGame,ImperiumGame,,,"TITLE: RunningMarty
GENRE: Indie, Racing
DEVELOPER: ImperiumGame
PUBLISHER: ImperiumGame
RELEASE DATE: 13 Dec, 2020","13 Dec, 2020",Racing Side Scroller 2D Platformer Runner +,
Water Pipeline,,,,,,(5 reviews),Boogygames Studios,Boogygames Studios,5 user reviews,,"TITLE: Water Pipeline
GENRE: Adventure, Casual, Indie, Strategy
DEVELOPER: Boogygames Studios
PUBLISHER: Boogygames Studios
RELEASE DATE: 11 Sep, 2017","11 Sep, 2017",Puzzle Board Game Tabletop Strategy 2D +,
Big Adventure Of Fighting Chicken,,,,,,(2 reviews),Observer Of World,Observer Of World,2 user reviews,,"TITLE: Big Adventure Of Fighting Chicken
GENRE: Action, Adventure, Indie
DEVELOPER: Observer Of World
PUBLISHER: Observer Of World
FRANCHISE: Big Adventure
RELEASE DATE: 21 Dec, 2020","21 Dec, 2020",Metroidvania Side Scroller Exploration Boxing +,
Funtoon's World,"3,99€",,,Funtoon's World (Demo),,(9 reviews),Yash Future Tech Solutions Pvt Ltd,Yash Future Tech Solutions Pvt Ltd,9 user reviews,,"TITLE: Funtoon's World
GENRE: Action, Adventure, Indie
DEVELOPER: Yash Future Tech Solutions Pvt Ltd
PUBLISHER: Yash Future Tech Solutions Pvt Ltd
RELEASE DATE: 1 May, 2015","1 May, 2015",Action Adventure Indie Platformer +,
宇宙终极秘密-灵魂The ultimate secret of the universe：Soul,,,,,,,个人,个人,,,"TITLE: 宇宙终极秘密-灵魂The ultimate secret of the universe：Soul
GENRE: Casual, Indie
DEVELOPER: 个人
PUBLISHER: 个人
RELEASE DATE: 6 May, 2021","6 May, 2021",Casual Clicker God Game 3D Conversation +,
Princess Kidnapper 2 - VR,"0,99€",,,,,(5 reviews),Magic Era,Magic Era,5 user reviews,,"TITLE: Princess Kidnapper 2 - VR
GENRE: Action, Adventure, Sports
DEVELOPER: Magic Era
PUBLISHER: Magic Era
RELEASE DATE: 9 Mar, 2017","9 Mar, 2017",Action Adventure Sports VR +,
Drowned Helicopter,,,,,,,ImperiumGame,ImperiumGame,,,"TITLE: Drowned Helicopter
GENRE: Indie
DEVELOPER: ImperiumGame
PUBLISHER: ImperiumGame
RELEASE DATE: 9 Sep, 2021","9 Sep, 2021",Side Scroller Indie Arcade 2D Linear +,
Adult Toy Store,,,,,,(5 reviews),ChaoYe Liu,KiwiGame,5 user reviews,,"TITLE: Adult Toy Store
GENRE: Casual, Indie, Simulation, Early Access
DEVELOPER: ChaoYe Liu
PUBLISHER: KiwiGame
RELEASE DATE: 12 Dec, 2018
EARLY ACCESS RELEASE DATE: 12 Dec, 2018","12 Dec, 2018",Sexual Content Simulation Casual Early Access +,
