title,price1,price2,discountprice,free,alltime_reviews_summary,number_alltime_reviews,developer,publisher,recent_review_summary,number_recent_reviews,genre,release_date,tags,update_count
Runes,Bundle info,,,,,(26 reviews),Ede Tarsoly,Headup Games,Positive,,"TITLE: Runes
GENRE: Casual, Indie
DEVELOPER: Ede Tarsoly
PUBLISHER: Headup Games
RELEASE DATE: 24 Nov, 2016","24 Nov, 2016",Casual Indie Puzzle Minimalist +,
9Dragons,,,,Free To Play,,(385 reviews),JoongWon Games,RedFox Games,Mixed,,"TITLE: 9Dragons
GENRE: Free to Play, Massively Multiplayer, RPG
DEVELOPER: JoongWon Games
PUBLISHER: RedFox Games
RELEASE DATE: 14 Feb, 2017","14 Feb, 2017",Free to Play Massively Multiplayer RPG PvP +,283
Sine Mora EX,Bundle info,,,,,(282 reviews),Digital Reality,HandyGames,Mixed,,"TITLE: Sine Mora EX
GENRE: Action
DEVELOPER: Digital Reality, Grasshopper Manufacture, Gyroscope Games
PUBLISHER: HandyGames
RELEASE DATE: 8 Aug, 2017","8 Aug, 2017",Side Scroller Bullet Hell Shoot 'Em Up PvP +,
Hotel Anatolia,,,,,,(235 reviews),Elven Workshop,Elven Workshop,Mostly Positive,,"TITLE: Hotel Anatolia
GENRE: Adventure, Indie, RPG
DEVELOPER: Elven Workshop
PUBLISHER: Elven Workshop
RELEASE DATE: 20 Mar, 2017","20 Mar, 2017",Indie Adventure RPGMaker RPG 2D +,
Flirt,Bundle info,,,,,(44 reviews),Lighthouse Games Studio,Lighthouse Games Studio,Mixed,,"TITLE: Flirt
GENRE: Casual, Simulation
DEVELOPER: Lighthouse Games Studio
PUBLISHER: Lighthouse Games Studio
FRANCHISE: Lighthouse Games Studio
RELEASE DATE: 13 Feb, 2020","13 Feb, 2020",Dating Sim Life Sim Casual Romance 3D +,
Kuchisake Onna - 口裂け女,,,,,,(42 reviews),George Constantinou,Constantinou,Mostly Positive,,"TITLE: Kuchisake Onna - 口裂け女
GENRE: Adventure, Indie
DEVELOPER: George Constantinou
PUBLISHER: Constantinou
RELEASE DATE: 9 Oct, 2018","9 Oct, 2018",Adventure Indie Horror Psychological Horror +,
Decay of Logos,,,,,,(125 reviews),Amplify Creations,Rising Star Games,Mixed,,"TITLE: Decay of Logos
GENRE: Action, Adventure, Indie, RPG
DEVELOPER: Amplify Creations
PUBLISHER: Rising Star Games
RELEASE DATE: 30 Aug, 2019","30 Aug, 2019",Exploration Souls-like Action RPG RPG 3D +,
Hexanome,Bundle info,,,,,(24 reviews),Abdullah Firat,Abdullah Firat,Positive,,"TITLE: Hexanome
GENRE: Casual, Indie, Strategy
DEVELOPER: Abdullah Firat
PUBLISHER: Abdullah Firat
RELEASE DATE: 10 Dec, 2018","10 Dec, 2018",Casual Strategy Indie Puzzle Hex Grid 2D +,
Toasterball,,,,,,(81 reviews),Les Crafteurs,Les Crafteurs,Very Positive,,"TITLE: Toasterball
GENRE: Indie, Sports, Early Access
DEVELOPER: Les Crafteurs
PUBLISHER: Les Crafteurs
RELEASE DATE: 14 Jan, 2020
EARLY ACCESS RELEASE DATE: 14 Jan, 2020","14 Jan, 2020",Sports Indie Early Access Local Multiplayer +,
Dream Hills: Captured Magic,,,,,,(60 reviews),Mysterytag,RunServer,Mostly Positive,,"TITLE: Dream Hills: Captured Magic
GENRE: Adventure, Casual, Indie
DEVELOPER: Mysterytag
PUBLISHER: RunServer
RELEASE DATE: 20 Oct, 2017","20 Oct, 2017",Adventure Casual Indie Hidden Object Magic +,
Armed with Wings: Rearmed,,,,,,(300 reviews),Sun-Studios,Sun-Studios,Very Positive,,"TITLE: Armed with Wings: Rearmed
GENRE: Action, Indie
DEVELOPER: Sun-Studios
PUBLISHER: Sun-Studios
RELEASE DATE: 1 Jun, 2017","1 Jun, 2017",Action Indie Hack and Slash 2D Swordplay +,
Season Up,Bundle info,,,,,(11 reviews),LillyWelland inc.,Bitlock Studio,Positive,,"TITLE: Season Up
GENRE: Indie
DEVELOPER: LillyWelland inc.
PUBLISHER: Bitlock Studio
RELEASE DATE: 6 Apr, 2018","6 Apr, 2018",Indie +,
InfinitasDM,Bundle info,,,,,(37 reviews),"Atom Switch, Inc.","Atom Switch, Inc.",Mixed,,"TITLE: InfinitasDM
GENRE: RPG, Strategy
DEVELOPER: Atom Switch, Inc.
PUBLISHER: Atom Switch, Inc.
RELEASE DATE: 28 Nov, 2016","28 Nov, 2016",Strategy RPG Software +,
约拍女神 Private Model,,,,,,(149 reviews),MCGame,MCGame,Mixed,,"TITLE: 约拍女神 Private Model
GENRE: Indie, RPG, Simulation
DEVELOPER: MCGame
PUBLISHER: MCGame
RELEASE DATE: 3 May, 2019","3 May, 2019",Sexual Content Simulation Nudity RPG Indie +,
Switch - Black & White,,,,,,(23 reviews),Koruka,Koruka,Positive,,"TITLE: Switch - Black & White
GENRE: Casual, Indie
DEVELOPER: Koruka
PUBLISHER: Koruka
RELEASE DATE: 21 Jul, 2018","21 Jul, 2018",Indie Casual +,
,,,,,,,,,,,,,,
Aliens Don't Exist,Bundle info,,,,,(14 reviews),Ruskija game experience,Tero Lunkka,Positive,,"TITLE: Aliens Don't Exist
GENRE: Adventure, Casual, Indie
DEVELOPER: Ruskija game experience
PUBLISHER: Tero Lunkka
FRANCHISE: Tero Lunkka
RELEASE DATE: 2 Jan, 2019","2 Jan, 2019",Adventure Indie Casual Platformer +,
Nex Machina,Bundle info,,,,,"(1,253 reviews)",Housemarque,Housemarque,Very Positive,,"TITLE: Nex Machina
GENRE: Action, Indie
DEVELOPER: Housemarque
PUBLISHER: Housemarque
RELEASE DATE: 20 Jun, 2017","20 Jun, 2017",Twin Stick Shooter Action Bullet Hell Arcade +,
Dust to Dusk,,,,,,(16 reviews),C3 Games,C3 Games,Positive,,"TITLE: Dust to Dusk
GENRE: Adventure
DEVELOPER: C3 Games
PUBLISHER: C3 Games
RELEASE DATE: 26 Aug, 2020","26 Aug, 2020",Horror Adventure 2D Top-Down Story Rich +,
Terminal squad: Swarmites,Bundle info,,,,,(17 reviews),Droid Riot,Trinity Project,Mostly Positive,,"TITLE: Terminal squad: Swarmites
GENRE: Action, Indie, Strategy
DEVELOPER: Droid Riot
PUBLISHER: Trinity Project
FRANCHISE: Trinity Project
RELEASE DATE: 30 Jan, 2020","30 Jan, 2020",Indie Strategy Action RTS Tower Defense +,
The Last Leviathan,,,,,,(435 reviews),Super Punk Games,Super Punk Games,Mixed,,"TITLE: The Last Leviathan
GENRE: Action, Adventure, Indie, Simulation, Strategy, Early Access
DEVELOPER: Super Punk Games
PUBLISHER: Super Punk Games
RELEASE DATE: 22 Jun, 2016","22 Jun, 2016",Simulation Sandbox Building Naval Strategy +,
Through Abandoned: The Underground City,Bundle info,,,,,(127 reviews),Igor Krutov,Trinity Project,Mostly Positive,,"TITLE: Through Abandoned: The Underground City
GENRE: Adventure, Casual, Indie
DEVELOPER: Igor Krutov
PUBLISHER: Trinity Project
FRANCHISE: Trinity Project
RELEASE DATE: 22 Jul, 2015","22 Jul, 2015",Adventure Indie Point & Click Puzzle Mystery +,
Chocolate makes you happy 6,Bundle info,,,,,(22 reviews),Blender Games,Blender Games,Positive,,"TITLE: Chocolate makes you happy 6
GENRE: Casual, Indie
DEVELOPER: Blender Games
PUBLISHER: Blender Games
FRANCHISE: Chocolate makes you happy
RELEASE DATE: 30 May, 2018","30 May, 2018",Indie Casual 2D Puzzle Singleplayer Cute +,
Lady in Mystery,,,,,,(74 reviews),nolsoft,nolsoft,Very Positive,,"TITLE: Lady in Mystery
GENRE: Casual, Indie
DEVELOPER: nolsoft
PUBLISHER: nolsoft
RELEASE DATE: 15 May, 2021","15 May, 2021",Visual Novel LGBTQ+ Female Protagonist 2D +,
Serpent in the Staglands,,,,,,(138 reviews),Whalenought Studios,Whalenought Studios,Mixed,,"TITLE: Serpent in the Staglands
GENRE: Adventure, RPG
DEVELOPER: Whalenought Studios
PUBLISHER: Whalenought Studios
RELEASE DATE: 28 May, 2015","28 May, 2015",RPG Adventure CRPG Isometric Fantasy +,
RESCUE 2: Everyday Heroes,,,,,,(174 reviews),Fragment Production Ltd.,astragon Sales & Services GmbH,Mixed,,"TITLE: RESCUE 2: Everyday Heroes
GENRE: Simulation, Strategy
DEVELOPER: Fragment Production Ltd.
PUBLISHER: astragon Sales & Services GmbH
RELEASE DATE: 3 Jun, 2015","3 Jun, 2015",Strategy Simulation RTS Singleplayer +,
Adam Wolfe,"19,99€",,,,,(637 reviews),Mad Head Games,Mad Head Games,Very Positive,,"TITLE: Adam Wolfe
GENRE: Adventure, Casual
DEVELOPER: Mad Head Games
PUBLISHER: Mad Head Games
RELEASE DATE: 7 Oct, 2016","7 Oct, 2016",Adventure Casual Hidden Object Puzzle +,
Pacific Storm,Package info,,,,,(33 reviews),Buka Entertainment,Buka Entertainment,Mostly Positive,,"TITLE: Pacific Storm
GENRE: Simulation, Strategy
DEVELOPER: Buka Entertainment, Lesta Studio
PUBLISHER: Buka Entertainment
FRANCHISE: Buka Entertainment
RELEASE DATE: 29 Sep, 2006","29 Sep, 2006",Strategy Simulation Naval Combat World War II +,
Starman in space,,,,,,(15 reviews),Laush Dmitriy Sergeevich,Laush Studio,Positive,,"TITLE: Starman in space
GENRE: Action, Casual, Indie, Simulation
DEVELOPER: Laush Dmitriy Sergeevich
PUBLISHER: Laush Studio
RELEASE DATE: 27 Feb, 2018","27 Feb, 2018",Action Indie Casual Simulation Relaxing +,
Element Space,,,,,,(205 reviews),Sixth Vowel,Inca Games,Mixed,,"TITLE: Element Space
GENRE: Action, Indie, RPG, Strategy
DEVELOPER: Sixth Vowel
PUBLISHER: Inca Games
RELEASE DATE: 14 Feb, 2019
EARLY ACCESS RELEASE DATE: 20 Nov, 2018","14 Feb, 2019",Strategy RPG Action Turn-Based Combat +,
"Athena, the rabbit - Jigsaw Puzzle",Bundle info,,,,,(15 reviews),ShortStackStudio,ShortStackStudio,Positive,,"TITLE: Athena, the rabbit - Jigsaw Puzzle
GENRE: Casual
DEVELOPER: ShortStackStudio
PUBLISHER: ShortStackStudio
FRANCHISE: ShortStackStudio
RELEASE DATE: 4 Feb, 2021","4 Feb, 2021",Tabletop Short Family Friendly Puzzle Cute +,
第五件遗留物,"3,99€",,,,Very Positive,(253 reviews),狼烟游戏studio,NiceBoat,Very Positive,(11 reviews),"TITLE: 第五件遗留物
GENRE: Adventure, Casual, Indie, RPG
DEVELOPER: 狼烟游戏studio, 雪糕棒
PUBLISHER: NiceBoat
RELEASE DATE: 8 Feb, 2021","8 Feb, 2021",RPG Interactive Fiction JRPG 2D Adventure +,
Viking Squad,,,,,,(206 reviews),Slick Entertainment Inc.,Slick Entertainment Inc.,Very Positive,,"TITLE: Viking Squad
GENRE: Action, Adventure, Indie
DEVELOPER: Slick Entertainment Inc.
PUBLISHER: Slick Entertainment Inc.
RELEASE DATE: 4 Oct, 2016","4 Oct, 2016",Action Adventure Indie Local Co-Op Vikings +,
ToeJam & Earl: Back in the Groove!,,,,,Very Positive,(538 reviews),HumaNature Studios,HumaNature Studios,Mostly Positive,(21 reviews),"TITLE: ToeJam & Earl: Back in the Groove!
GENRE: Adventure, Casual, Indie
DEVELOPER: HumaNature Studios
PUBLISHER: HumaNature Studios
FRANCHISE: ToeJam & Earl
RELEASE DATE: 28 Feb, 2019","28 Feb, 2019",Adventure Indie Casual Retro Roguelite +,
Dragon Star Varnir,Bundle info,,,,,(288 reviews),"Idea Factory, Compile Heart",Idea Factory International,Very Positive,,"TITLE: Dragon Star Varnir
GENRE: Action, Adventure, RPG
DEVELOPER: Idea Factory, Compile Heart
PUBLISHER: Idea Factory International
FRANCHISE: Idea Factory International
RELEASE DATE: 8 Oct, 2019","8 Oct, 2019",RPG Adventure Action JRPG Anime +,
My Vet Practice - In the Country,Bundle info,,,,,(16 reviews),Independent Arts Software,familyplay,Mixed,,"TITLE: My Vet Practice - In the Country
GENRE: Casual, Simulation
DEVELOPER: Independent Arts Software
PUBLISHER: familyplay
RELEASE DATE: 27 Mar, 2014","27 Mar, 2014",Casual Simulation Female Protagonist +,
Horror Hunt,,,,,,(14 reviews),Gnaw Games,Gnaw Games,Mixed,,"TITLE: Horror Hunt
GENRE: Indie
DEVELOPER: Gnaw Games
PUBLISHER: Gnaw Games
RELEASE DATE: 30 Oct, 2019
EARLY ACCESS RELEASE DATE: 30 Oct, 2019","30 Oct, 2019",Indie Gore Violent Horror Multiplayer FPS +,
ClickRaid2,,,,,,(100 reviews),Slikey Games,Slikey Games,Mixed,,"TITLE: ClickRaid2
GENRE: Indie, Massively Multiplayer, RPG
DEVELOPER: Slikey Games
PUBLISHER: Slikey Games
RELEASE DATE: 16 Apr, 2020
EARLY ACCESS RELEASE DATE: 4 Jul, 2019","16 Apr, 2020",RPG Massively Multiplayer Indie Clicker +,
Collisions,"3,29€",,,Download,,(131 reviews),2dengine,2dengine,Mostly Positive,,"TITLE: Collisions
GENRE: Action, Casual, Indie
DEVELOPER: 2dengine
PUBLISHER: 2dengine
RELEASE DATE: 28 Jul, 2015","28 Jul, 2015",Casual Indie Action Puzzle Physics 2D +,
MegaTagmension Blanc + Neptune VS Zombies (Neptunia),Bundle info,,,,,"(1,099 reviews)",IDEA FACTORY,Idea Factory International,Very Positive,,"TITLE: MegaTagmension Blanc + Neptune VS Zombies (Neptunia)
GENRE: Action
DEVELOPER: IDEA FACTORY, COMPILE HEART, TAMSOFT
PUBLISHER: Idea Factory International
FRANCHISE: Official Neptunia
RELEASE DATE: 3 Oct, 2016","3 Oct, 2016",Anime Action Hack and Slash Cute JRPG +,
TETRA's Escape,,,,,,(18 reviews),ABX Games Studio,Ratalaika Games S.L.,Positive,,"TITLE: TETRA's Escape
GENRE: Adventure, Casual, Indie
DEVELOPER: ABX Games Studio
PUBLISHER: Ratalaika Games S.L.
RELEASE DATE: 10 Aug, 2018","10 Aug, 2018",Casual Indie Adventure Puzzle +,
Shield Impact,Bundle info,,,,,(42 reviews),Magitech Games,Magitech Games,Positive,,"TITLE: Shield Impact
GENRE: Action, Indie
DEVELOPER: Magitech Games
PUBLISHER: Magitech Games
RELEASE DATE: 29 Aug, 2018","29 Aug, 2018",Top-Down Survival Score Attack Arcade 3D +,
The Search,Bundle info,,,,,(184 reviews),Jason Godbey,Jason Godbey,Mixed,,"TITLE: The Search
GENRE: Adventure, Indie
DEVELOPER: Jason Godbey
PUBLISHER: Jason Godbey
RELEASE DATE: 13 Apr, 2017","13 Apr, 2017",Exploration Point & Click Hidden Object Puzzle +,
Mini Moves: Among Stars,Bundle info,,,,,(19 reviews),ShortStackStudio,ShortStackStudio,Positive,,"TITLE: Mini Moves: Among Stars
GENRE: Casual
DEVELOPER: ShortStackStudio
PUBLISHER: ShortStackStudio
FRANCHISE: ShortStackStudio
RELEASE DATE: 22 Dec, 2020","22 Dec, 2020",Mouse only Education Minigames Stylized +,
Super Neptunia RPG,Bundle info,,,,,(738 reviews),Artisan Studios,Idea Factory International,Very Positive,,"TITLE: Super Neptunia RPG
GENRE: Action, Adventure, RPG
DEVELOPER: Artisan Studios
PUBLISHER: Idea Factory International
FRANCHISE: Idea Factory International, Official Neptunia
RELEASE DATE: 20 Jun, 2019","20 Jun, 2019",RPG Adventure Anime Action JRPG Cute +,
Sky Jump,Bundle info,,,,,(105 reviews),Easy game,Game for people,Mostly Positive,,"TITLE: Sky Jump
GENRE: Action, Casual, Indie
DEVELOPER: Easy game
PUBLISHER: Game for people
RELEASE DATE: 23 Sep, 2017","23 Sep, 2017",Action Indie Casual +,
Bed Lying Simulator 2020,,,,,,(81 reviews),Oblomov Industries,Kavkaz Sila Games,Mostly Positive,,"TITLE: Bed Lying Simulator 2020
GENRE: Action, Casual, Simulation
DEVELOPER: Oblomov Industries
PUBLISHER: Kavkaz Sila Games
RELEASE DATE: 16 Jan, 2020","16 Jan, 2020",Casual Simulation Action Psychological Horror +,
Xsyon - Prelude,,,,,,(290 reviews),Notorious Games,Notorious Games,Mixed,,"TITLE: Xsyon - Prelude
GENRE: Indie, Massively Multiplayer, RPG, Early Access
DEVELOPER: Notorious Games
PUBLISHER: Notorious Games
RELEASE DATE: 29 Dec, 2014","29 Dec, 2014",Early Access Open World Survival Craft Survival +,80
Hoshizora no Memoria -Wish upon a Shooting Star-,,,,,,(153 reviews),Favorite,Sekai Project,Very Positive,,"TITLE: Hoshizora no Memoria -Wish upon a Shooting Star-
GENRE: Adventure, Casual
DEVELOPER: Favorite
PUBLISHER: Sekai Project
RELEASE DATE: 18 Dec, 2017","18 Dec, 2017",Visual Novel Adventure Casual Sexual Content +,
2064: Read Only Memories,Package info,,,,,(563 reviews),"MidBoss, LLC.","MidBoss, LLC.",Very Positive,,"TITLE: 2064: Read Only Memories
GENRE: Adventure, Indie
DEVELOPER: MidBoss, LLC.
PUBLISHER: MidBoss, LLC.
FRANCHISE: MidBoss, LLC.
RELEASE DATE: 6 Oct, 2015","6 Oct, 2015",Cyberpunk Visual Novel Interactive Fiction Noir +,
Elude,,,,,,(10 reviews),Rock Interactive,Rock Interactive,Positive,,"TITLE: Elude
GENRE: Action, Casual, Indie
DEVELOPER: Rock Interactive
PUBLISHER: Rock Interactive
RELEASE DATE: 6 Apr, 2018","6 Apr, 2018",Casual Action Indie Singleplayer Arcade +,
Devil and the Fairy,,,,,,(22 reviews),HandyGames,HandyGames,Mixed,,"TITLE: Devil and the Fairy
GENRE: Adventure, Indie, Strategy, Early Access
DEVELOPER: HandyGames
PUBLISHER: HandyGames
RELEASE DATE: 12 Feb, 2018","12 Feb, 2018",Early Access Strategy Adventure Indie VR +,
The Swords of Ditto: Mormo's Curse,Bundle info,,,,,"(1,593 reviews)",onebitbeyond,Devolver Digital,Mixed,,"TITLE: The Swords of Ditto: Mormo's Curse
GENRE: Action, Adventure, Indie, RPG
DEVELOPER: onebitbeyond
PUBLISHER: Devolver Digital
RELEASE DATE: 24 Apr, 2018","24 Apr, 2018",Adventure Action Roguelike RPG Action 2D +,
Blue Estate The Game,,,,,,"(1,017 reviews)",HE SAW,HE SAW,Very Positive,,"TITLE: Blue Estate The Game
GENRE: Action
DEVELOPER: HE SAW
PUBLISHER: HE SAW
RELEASE DATE: 8 Apr, 2015","8 Apr, 2015",On-Rails Shooter Action Comedy FPS Co-op +,
Pro Cycling Manager 2014,,,,,,(215 reviews),Cyanide Studio,,Mixed,,"TITLE: Pro Cycling Manager 2014
GENRE: Simulation
DEVELOPER: Cyanide Studio
RELEASE DATE: 19 Jun, 2014","19 Jun, 2014",Simulation Sports Cycling Management +,
逝去的回忆3：四叶草之梦,"8,19€",,,,,(483 reviews),神族宝,神族宝,Very Positive,,"TITLE: 逝去的回忆3：四叶草之梦
GENRE: Indie, RPG
DEVELOPER: 神族宝
PUBLISHER: 神族宝
FRANCHISE: 逝去的回忆
RELEASE DATE: 16 Aug, 2019","16 Aug, 2019",Indie RPG RPGMaker Adventure +,
Kholat,Bundle info,,,,Mixed,"(1,718 reviews)",IMGN.PRO,IMGN.PRO,Mostly Positive,(13 reviews),"TITLE: Kholat
GENRE: Adventure, Indie
DEVELOPER: IMGN.PRO
PUBLISHER: IMGN.PRO
FRANCHISE: IMGN.PRO
RELEASE DATE: 9 Jun, 2015","9 Jun, 2015",Horror Atmospheric Walking Simulator Indie +,
Angry Bunny 2: Lost hole,Bundle info,,,,,(23 reviews),Tero Lunkka,Tero Lunkka,Positive,,"TITLE: Angry Bunny 2: Lost hole
GENRE: Adventure, Casual, Indie
DEVELOPER: Tero Lunkka, Valkeala Software
PUBLISHER: Tero Lunkka
FRANCHISE: Tero Lunkka games
RELEASE DATE: 13 Mar, 2020","13 Mar, 2020",Adventure Indie Casual Third Person Funny +,
Chocolate makes you happy 3,Bundle info,,,,,(37 reviews),Blender Games,Blender Games,Mostly Positive,,"TITLE: Chocolate makes you happy 3
GENRE: Casual, Indie
DEVELOPER: Blender Games
PUBLISHER: Blender Games
FRANCHISE: Chocolate makes you happy
RELEASE DATE: 6 Feb, 2018","6 Feb, 2018",Indie Casual Puzzle Physics Singleplayer +,
Chaser,,,,,,(831 reviews),Cauldron,THQ Nordic,Mostly Positive,,"TITLE: Chaser
GENRE: Action
DEVELOPER: Cauldron
PUBLISHER: THQ Nordic
RELEASE DATE: 22 Aug, 2003","22 Aug, 2003",Action FPS First-Person Sci-fi Singleplayer +,
Archeo: Shinar,,,,,,(74 reviews),Artists Entertainment,Artists Entertainment,Mostly Positive,,"TITLE: Archeo: Shinar
GENRE: Indie, Simulation, Strategy
DEVELOPER: Artists Entertainment
PUBLISHER: Artists Entertainment
FRANCHISE: Archeo
RELEASE DATE: 11 Sep, 2019
EARLY ACCESS RELEASE DATE: 17 Jan, 2019","11 Sep, 2019",Strategy Simulation Indie Economy +,
Fear of Clowns,,,,,,(117 reviews),Mikhail Nevsky,Mikhail Nevsky,Mostly Positive,,"TITLE: Fear of Clowns
GENRE: Action, Adventure, Indie
DEVELOPER: Mikhail Nevsky
PUBLISHER: Mikhail Nevsky
RELEASE DATE: 29 Apr, 2017","29 Apr, 2017",Indie Action Adventure Horror +,
Your Bunny Wrote,Bundle info,,,,,(41 reviews),SharkGame,Garage Games,Positive,,"TITLE: Your Bunny Wrote
GENRE: Action, Adventure, Casual, Indie
DEVELOPER: SharkGame
PUBLISHER: Garage Games
RELEASE DATE: 4 Dec, 2017","4 Dec, 2017",Action Casual Indie Adventure Platformer +,
XP Girls,,,,,,(173 reviews),OneShark,SakuraGame,Mostly Positive,,"TITLE: XP Girls
GENRE: Adventure, Indie, RPG
DEVELOPER: OneShark
PUBLISHER: SakuraGame
RELEASE DATE: 21 Nov, 2019","21 Nov, 2019",RPG Indie Adventure 2D Clicker Anime +,
Farm Day 2021,,,,,,(32 reviews),indiegames3000,indiegames3000,Mostly Positive,,"TITLE: Farm Day 2021
GENRE: Indie
DEVELOPER: indiegames3000
PUBLISHER: indiegames3000
RELEASE DATE: 11 Nov, 2020","11 Nov, 2020",City Builder Building Farming Sim Indie 3D +,
