title,price1,price2,discountprice,free,alltime_reviews_summary,number_alltime_reviews,developer,publisher,recent_review_summary,number_recent_reviews,genre,release_date,tags,update_count
Knights of the Temple: Infernal Crusade,,,,,,(45 reviews),Starbreeze Studios,bitComposer Interactive GmbH,Positive,,"TITLE: Knights of the Temple: Infernal Crusade
GENRE: Action, Adventure
DEVELOPER: Starbreeze Studios
PUBLISHER: bitComposer Interactive GmbH
RELEASE DATE: 8 Apr, 2004","8 Apr, 2004",Action Adventure Gore Medieval Classic +,
Remember Me,,,,,Very Positive,"(8,634 reviews)",DONTNOD Entertainment,Capcom,Mostly Positive,(27 reviews),"TITLE: Remember Me
GENRE: Action, Adventure
DEVELOPER: DONTNOD Entertainment
PUBLISHER: Capcom
RELEASE DATE: 3 Jun, 2013","3 Jun, 2013",Cyberpunk Action Female Protagonist Sci-fi +,
CHUCHEL,Bundle info,,,,Mostly Positive,"(1,979 reviews)",Amanita Design,Amanita Design,Mostly Positive,(30 reviews),"TITLE: CHUCHEL
GENRE: Adventure, Casual, Indie
DEVELOPER: Amanita Design
PUBLISHER: Amanita Design
RELEASE DATE: 7 Mar, 2018","7 Mar, 2018",Casual Comedy Cartoon Funny Point & Click +,
Remothered: Tormented Fathers,Bundle info,,,,Mostly Positive,"(1,278 reviews)",Stormind Games,Darril Arts,Mostly Positive,(11 reviews),"TITLE: Remothered: Tormented Fathers
GENRE: Action, Adventure, Indie
DEVELOPER: Stormind Games
PUBLISHER: Darril Arts
RELEASE DATE: 30 Jan, 2018","30 Jan, 2018",Action Horror Adventure Indie Nudity +,
PlataGO! Super Platform Game Maker,,,,,,(85 reviews),Super Icon Ltd,PQube Limited,Very Positive,,"TITLE: PlataGO! Super Platform Game Maker
GENRE: Action, Adventure, Indie
DEVELOPER: Super Icon Ltd
PUBLISHER: PQube Limited
FRANCHISE: PQube
RELEASE DATE: 13 Jun, 2019","13 Jun, 2019",Action Indie Adventure Game Development +,
Gloom,Bundle info,,,,,(442 reviews),Hunchback Studio,Hunchback Studio,Very Positive,,"TITLE: Gloom
GENRE: Action, Adventure, Indie
DEVELOPER: Hunchback Studio
PUBLISHER: Hunchback Studio
RELEASE DATE: 13 Apr, 2017","13 Apr, 2017",Indie Action Roguelike Action Lovecraftian +,
Rage Wars,,,,,Very Positive,(940 reviews),Lemondo Games,Lemondo Games,Very Positive,(49 reviews),"TITLE: Rage Wars
GENRE: Adventure, Casual, Indie
DEVELOPER: Lemondo Games
PUBLISHER: Lemondo Games
RELEASE DATE: 17 Nov, 2016","17 Nov, 2016",Memes Gore Violent Indie Casual Nudity +,
Lost Planet® 2,,,,,Mixed,"(1,920 reviews)","CAPCOM CO., LTD.",Capcom,Mostly Positive,(14 reviews),"TITLE: Lost Planet® 2
GENRE: Action, Adventure
DEVELOPER: CAPCOM CO., LTD.
PUBLISHER: Capcom
RELEASE DATE: 15 Oct, 2010","15 Oct, 2010",Action Co-op Adventure Third-Person Shooter +,
iZBOT,,,,,,(177 reviews),Daniel Spruce,Ruxar,Very Positive,,"TITLE: iZBOT
GENRE: Action, Indie
DEVELOPER: Daniel Spruce
PUBLISHER: Ruxar
RELEASE DATE: 1 Sep, 2015","1 Sep, 2015",Precision Platformer Platformer Difficult 2D +,
XOXO Droplets,,,,Free To Play,,(219 reviews),GB Patch Games,GB Patch Games,Mostly Positive,,"TITLE: XOXO Droplets
GENRE: Casual, Indie, Simulation
DEVELOPER: GB Patch Games
PUBLISHER: GB Patch Games
FRANCHISE: XOXO Droplets
RELEASE DATE: 31 Aug, 2017","31 Aug, 2017",Simulation Casual Dating Sim Indie Otome +,
The Sand Man,Bundle info,,,,,(129 reviews),Uri Games,PLAYISM,Very Positive,,"TITLE: The Sand Man
GENRE: Adventure, Casual, Indie
DEVELOPER: Uri Games
PUBLISHER: PLAYISM
FRANCHISE: WOLF RPG Editor, The Strange Man, PLAYISM
RELEASE DATE: 29 Jan, 2018","29 Jan, 2018",Indie Casual Adventure RPGMaker Horror +,
Twilight Memoria,Bundle info,,,,,(17 reviews),Twilight,YSY Softworks,Positive,,"TITLE: Twilight Memoria
GENRE: Adventure, RPG
DEVELOPER: Twilight
PUBLISHER: YSY Softworks
RELEASE DATE: 20 Aug, 2021","20 Aug, 2021",JRPG Crafting Fantasy RPG Anime 2D +,15
Maniac Mansion,,,,,,(99 reviews),Lucasfilm Games,Lucasfilm,Very Positive,,"TITLE: Maniac Mansion
GENRE: Adventure
DEVELOPER: Lucasfilm Games
PUBLISHER: Lucasfilm, Disney
RELEASE DATE: 5 Oct, 1987","5 Oct, 1987",Adventure Classic Point & Click Remake 2D +,
Train Mechanic Simulator 2017,Bundle info,,,,,(579 reviews),Si7 Studio,Atomic Jelly,Mixed,,"TITLE: Train Mechanic Simulator 2017
GENRE: Casual, Indie, Simulation, Strategy
DEVELOPER: Si7 Studio
PUBLISHER: Atomic Jelly, PlayWay S.A.
FRANCHISE: Atomic Jelly, PlayWay S.A.
RELEASE DATE: 23 Mar, 2017","23 Mar, 2017",Simulation Trains Indie Strategy Casual +,
HeXen II,Package info,,,,,(336 reviews),Raven Software,id Software,Very Positive,,"TITLE: HeXen II
GENRE: Action
DEVELOPER: Raven Software
PUBLISHER: id Software
RELEASE DATE: 27 Mar, 1998","27 Mar, 1998",Action FPS Classic Fantasy Gothic Retro +,
