title,price1,price2,discountprice,free,alltime_reviews_summary,number_alltime_reviews,developer,publisher,recent_review_summary,number_recent_reviews,genre,release_date,tags,update_count
Moto Racing 3D,Bundle info,,,,,(2 reviews),Art Of Adventures,Art Of Adventures,2 user reviews,,"TITLE: Moto Racing 3D
GENRE: Action, Racing
DEVELOPER: Art Of Adventures
PUBLISHER: Art Of Adventures
RELEASE DATE: 3 Apr, 2018","3 Apr, 2018",Action Racing Casual Indie Physics Bikes +,
Synthrun,,,,,,(2 reviews),Playrock Studios,Playrock Studios,2 user reviews,,"TITLE: Synthrun
GENRE: Casual, Indie
DEVELOPER: Playrock Studios
PUBLISHER: Playrock Studios
RELEASE DATE: 7 Feb, 2019","7 Feb, 2019",3D Platformer Parkour Abstract Platformer +,
Cowboys n' Stuff,,,,,,(5 reviews),Josh Games,Josh Games,5 user reviews,,"TITLE: Cowboys n' Stuff
GENRE: Action, Indie, Strategy
DEVELOPER: Josh Games
PUBLISHER: Josh Games
RELEASE DATE: 10 Sep, 2020","10 Sep, 2020",2D Fighter Shoot 'Em Up Top-Down Shooter 2D +,
Guitar Hardness,,,,,,(7 reviews),Lonely Dev,Lonely Dev,7 user reviews,,"TITLE: Guitar Hardness
GENRE: Casual, Indie
DEVELOPER: Lonely Dev
PUBLISHER: Lonely Dev
RELEASE DATE: 13 Sep, 2017","13 Sep, 2017",Casual Indie +,
神马江湖,"0,79€",,,,,,贰点捌,贰点捌,,,"TITLE: 神马江湖
GENRE: Casual, Indie, Racing, Strategy
DEVELOPER: 贰点捌
PUBLISHER: 贰点捌
RELEASE DATE: 8 Jan, 2019","8 Jan, 2019",Casual Indie Strategy Racing +,
SHADOW STEP,,,,,,,Smoke Criminals,Smoke Criminals,,,"TITLE: SHADOW STEP
GENRE: Adventure, Casual, Indie
DEVELOPER: Smoke Criminals
PUBLISHER: Smoke Criminals
RELEASE DATE: 27 Apr, 2021","27 Apr, 2021",Casual Puzzle Walking Simulator 3D Platformer +,
Endless Fighter,,,,,,,GodHasDone,GodHasDone,,,"TITLE: Endless Fighter
GENRE: Action, Indie
DEVELOPER: GodHasDone
PUBLISHER: GodHasDone
RELEASE DATE: 6 Sep, 2018","6 Sep, 2018",Action Indie Violent Beat 'em up Singleplayer +,
Pipes Racer,,,,,,,Mad Mag Store,Mad Mag Store,,,"TITLE: Pipes Racer
GENRE: Racing
DEVELOPER: Mad Mag Store
PUBLISHER: Mad Mag Store
RELEASE DATE: 23 Dec, 2017","23 Dec, 2017",Racing Arcade Multiplayer Split Screen +,
Road Tripper,,,,,,(2 reviews),Big Bird Games,Big Bird Games,2 user reviews,,"TITLE: Road Tripper
GENRE: Adventure, Indie, RPG, Simulation, Strategy, Early Access
DEVELOPER: Big Bird Games
PUBLISHER: Big Bird Games
RELEASE DATE: 21 Sep, 2020
EARLY ACCESS RELEASE DATE: 21 Sep, 2020","21 Sep, 2020",Early Access Adventure Simulation Sandbox +,5
TurbOT Racing,Bundle info,,,,,(8 reviews),creasso,creasso,8 user reviews,,"TITLE: TurbOT Racing
GENRE: Action, Indie, Racing
DEVELOPER: creasso
PUBLISHER: creasso
RELEASE DATE: 13 Apr, 2018","13 Apr, 2018",Action Indie Racing Sci-fi Robots Sports +,
Solitaire: Learn the Flags!,Bundle info,,,,,(2 reviews),RTWS,RTWS,2 user reviews,,"TITLE: Solitaire: Learn the Flags!
GENRE: Casual
DEVELOPER: RTWS
PUBLISHER: RTWS
RELEASE DATE: 7 Dec, 2018","7 Dec, 2018",Casual Education Card Game +,
Inexplicable Deaths In Damipolis: Inner Thoughts,,,,,,(1 reviews),Tiesoft,Badland Publishing,1 user reviews,,"TITLE: Inexplicable Deaths In Damipolis: Inner Thoughts
GENRE: Adventure, Indie
DEVELOPER: Tiesoft
PUBLISHER: Badland Publishing
RELEASE DATE: 10 Dec, 2020","10 Dec, 2020",Choose Your Own Adventure Noir Mystery 3D +,
Moderium,,,,,,(3 reviews),All Saints Gaming,All Saints Gaming,3 user reviews,,"TITLE: Moderium
GENRE: Action, Casual, Indie, RPG
DEVELOPER: All Saints Gaming
PUBLISHER: All Saints Gaming
RELEASE DATE: 7 Jan, 2020
EARLY ACCESS RELEASE DATE: 20 Dec, 2019","7 Jan, 2020",Action Casual Indie Hack and Slash Arcade +,
