title,price1,price2,discountprice,free,alltime_reviews_summary,number_alltime_reviews,developer,publisher,recent_review_summary,number_recent_reviews,genre,release_date,tags,update_count
Sorcery Is for Saps,Bundle info,,,,,(20 reviews),Choice of Games,Choice of Games,Positive,,"TITLE: Sorcery Is for Saps
GENRE: Adventure, Indie, RPG
DEVELOPER: Choice of Games
PUBLISHER: Choice of Games
RELEASE DATE: 14 Oct, 2016","14 Oct, 2016",Indie Adventure RPG Text-Based +,
EggTime 2,"5,69€",,,,,(10 reviews),Bartoš Studio,Bartoš Studio,Positive,,"TITLE: EggTime 2
GENRE: Action, Casual, Simulation, Sports
DEVELOPER: Bartoš Studio
PUBLISHER: Bartoš Studio
RELEASE DATE: 7 May, 2018","7 May, 2018",Action Casual Simulation Sports VR +,
HEPTAGON,,,,,,(14 reviews),CORE Games,CORE Games,Positive,,"TITLE: HEPTAGON
GENRE: Action
DEVELOPER: CORE Games
PUBLISHER: CORE Games
RELEASE DATE: 15 Jul, 2020","15 Jul, 2020",Rhythm Action Psychedelic Minimalist +,
Windlands,Bundle info,,,,,(766 reviews),Psytec Games Ltd,Psytec Games Ltd,Mostly Positive,,"TITLE: Windlands
GENRE: Adventure, Indie
DEVELOPER: Psytec Games Ltd
PUBLISHER: Psytec Games Ltd
RELEASE DATE: 5 Apr, 2016","5 Apr, 2016",VR Adventure Indie Exploration First-Person +,
The Remainder - Act 1,,,,Free,,(41 reviews),Square Weasel Studio,Square Weasel Studio,Positive,,"TITLE: The Remainder - Act 1
GENRE: Casual, Free to Play, Indie
DEVELOPER: Square Weasel Studio
PUBLISHER: Square Weasel Studio
FRANCHISE: Remainder
RELEASE DATE: 9 Jun, 2021","9 Jun, 2021",Visual Novel Otome Casual Hand-drawn 2D +,4
Pole of Cold,,,,,,(10 reviews),Farkhutdinov M,Farkhutdinov M,Positive,,"TITLE: Pole of Cold
GENRE: Indie
DEVELOPER: Farkhutdinov M
PUBLISHER: Farkhutdinov M
RELEASE DATE: 5 Nov, 2020","5 Nov, 2020",Horror Survival Horror Perma Death Indie 3D +,
The Bell Chimes for Gold,,,,,,(11 reviews),OTUSUN Club,Sekai Project,Positive,,"TITLE: The Bell Chimes for Gold
GENRE: Adventure, Casual, Indie
DEVELOPER: OTUSUN Club
PUBLISHER: Sekai Project
RELEASE DATE: 6 Apr, 2018","6 Apr, 2018",Indie Casual Adventure Otome Anime +,
A Summer with the Shiba Inu,,,,,,(15 reviews),Quill Game Studios,Quill Game Studios,Positive,,"TITLE: A Summer with the Shiba Inu
GENRE: Adventure, Casual, Indie
DEVELOPER: Quill Game Studios
PUBLISHER: Quill Game Studios
RELEASE DATE: 23 Aug, 2019","23 Aug, 2019",Adventure Casual Indie Visual Novel Dog +,
Cute animal jigsaw puzzle,Bundle info,,,,,(19 reviews),Yume Game Studio,Yume Game Studio,Positive,,"TITLE: Cute animal jigsaw puzzle
GENRE: Casual, Indie, Simulation
DEVELOPER: Yume Game Studio
PUBLISHER: Yume Game Studio
FRANCHISE: Cute games
RELEASE DATE: 5 Mar, 2021","5 Mar, 2021",Puzzle Education Clicker Tabletop 2D +,
Grand Brix Shooter,,,,,,(47 reviews),"Intragames Co.,Ltd","Intragames Co.,Ltd",Positive,,"TITLE: Grand Brix Shooter
GENRE: Action, Casual, Indie
DEVELOPER: Intragames Co.,Ltd
PUBLISHER: Intragames Co.,Ltd
RELEASE DATE: 29 Aug, 2019","29 Aug, 2019",Action Casual Indie Shoot 'Em Up Bullet Hell +,
Rogue Party,Bundle info,,,,,(35 reviews),Chris Antoni,Chris Antoni,Positive,,"TITLE: Rogue Party
GENRE: Action, Adventure, Indie, RPG, Strategy
DEVELOPER: Chris Antoni
PUBLISHER: Chris Antoni
RELEASE DATE: 14 Sep, 2018","14 Sep, 2018",Action RPG Indie Adventure Strategy +,
The Depths of Tolagal,,,,,,(22 reviews),Matthew Jennings,Matthew Jennings,Positive,,"TITLE: The Depths of Tolagal
GENRE: Indie, RPG, Strategy
DEVELOPER: Matthew Jennings
PUBLISHER: Matthew Jennings
RELEASE DATE: 7 Nov, 2014","7 Nov, 2014",Turn-Based Tactics Dungeon Crawler Turn-Based +,
Immortal Darkness: Curse of The Pale King,,,,,,(39 reviews),Giant Space Monster,Giant Space Monster,Positive,,"TITLE: Immortal Darkness: Curse of The Pale King
GENRE: Action, Adventure, Indie, RPG
DEVELOPER: Giant Space Monster
PUBLISHER: Giant Space Monster
RELEASE DATE: 17 Oct, 2018","17 Oct, 2018",RPG Dungeon Crawler Dark Fantasy Horror +,
Inside Grass,Bundle info,,,,,(10 reviews),Prime Bit Games SA,Prime Bit Games SA,Positive,,"TITLE: Inside Grass
GENRE: Action, Adventure, Indie
DEVELOPER: Prime Bit Games SA
PUBLISHER: Prime Bit Games SA
RELEASE DATE: 14 Nov, 2019","14 Nov, 2019",Action Indie Adventure +,
Foodie Bear,,,,,,(11 reviews),Deep Black Studio,Deep Black Studio,Positive,,"TITLE: Foodie Bear
GENRE: Action, Adventure, Casual, Indie, RPG
DEVELOPER: Deep Black Studio
PUBLISHER: Deep Black Studio
RELEASE DATE: 3 Sep, 2019","3 Sep, 2019",Action Indie Casual RPG Adventure +,
Thy Sword,,,,,,(46 reviews),GamePhase,GamePhase,Positive,,"TITLE: Thy Sword
GENRE: Action, Adventure, Indie, RPG
DEVELOPER: GamePhase
PUBLISHER: GamePhase
RELEASE DATE: 14 Nov, 2017","14 Nov, 2017",Action RPG Indie Adventure Pixel Graphics +,
Toru,,,,,,(35 reviews),Vadd Games,Vadd Games,Positive,,"TITLE: Toru
GENRE: Action, Adventure, Indie
DEVELOPER: Vadd Games
PUBLISHER: Vadd Games
RELEASE DATE: 29 May, 2021","29 May, 2021",Action Adventure Indie Soundtrack Controller +,12
Asteroids Millennium,,,,,,(15 reviews),Geoff Nagy,Geoff Nagy,Positive,,"TITLE: Asteroids Millennium
GENRE: Action, Casual, Indie
DEVELOPER: Geoff Nagy
PUBLISHER: Geoff Nagy
RELEASE DATE: 7 Aug, 2017","7 Aug, 2017",Action Indie Casual Space Singleplayer +,
Battle Crust,,,,,,(28 reviews),Picorinne Soft,Picorinne Soft,Positive,,"TITLE: Battle Crust
GENRE: Action, Indie
DEVELOPER: Picorinne Soft
PUBLISHER: Picorinne Soft
RELEASE DATE: 25 Feb, 2016","25 Feb, 2016",Action Indie Shoot 'Em Up +,
It's Not About The End,,,,,,(32 reviews),Matheus Estevão,Matheus Estevão,Positive,,"TITLE: It's Not About The End
GENRE: Adventure, Indie
DEVELOPER: Matheus Estevão
PUBLISHER: Matheus Estevão
FRANCHISE: Matheus Estevão
RELEASE DATE: 9 Nov, 2020","9 Nov, 2020",Indie Exploration Casual Short Cinematic +,
Xoo: Xeno Xafari,,,,,,(15 reviews),A. Hagen,A. Hagen,Positive,,"TITLE: Xoo: Xeno Xafari
GENRE: Casual, RPG, Simulation
DEVELOPER: A. Hagen
PUBLISHER: A. Hagen
RELEASE DATE: 6 Aug, 2020","6 Aug, 2020",Casual RPG Simulation Collectathon Cute +,
