title,price1,price2,discountprice,free,alltime_reviews_summary,number_alltime_reviews,developer,publisher,recent_review_summary,number_recent_reviews,genre,release_date,tags,update_count
Jewel of WonderLand,Bundle info,,,,,(2 reviews),Myarcadegames Studios,Myarcadegames Studios,2 user reviews,,"TITLE: Jewel of WonderLand
GENRE: Adventure, Casual, Indie, Strategy
DEVELOPER: Myarcadegames Studios
PUBLISHER: Myarcadegames Studios
RELEASE DATE: 2 Oct, 2017","2 Oct, 2017",Match 3 Clicker Hidden Object Puzzle 2D +,
Klondike Re-Imagined,,,,,,,Mike Edwards,Mike Edwards,,,"TITLE: Klondike Re-Imagined
GENRE: Casual, Strategy
DEVELOPER: Mike Edwards
PUBLISHER: Mike Edwards
RELEASE DATE: 16 Sep, 2021","16 Sep, 2021",Solitaire Relaxing Puzzle Casual Indie +,
Gun Skaters,,,,,,(6 reviews),Funny Syntax Software,Funny Syntax Software,6 user reviews,,"TITLE: Gun Skaters
GENRE: Action, Casual, Indie
DEVELOPER: Funny Syntax Software
PUBLISHER: Funny Syntax Software
RELEASE DATE: 17 Mar, 2021","17 Mar, 2021",Action Local Multiplayer Family Friendly Casual +,
Penguin Panic,,,,,,,N P GAMES,N P GAMES,,,"TITLE: Penguin Panic
GENRE: Simulation, Strategy
DEVELOPER: N P GAMES
PUBLISHER: N P GAMES
RELEASE DATE: 10 Aug, 2021","10 Aug, 2021",Strategy Casual Grand Strategy 2D Platformer +,
Cyclotronica,,,,,,(1 reviews),Randy Lee Blain,"Monumental Arts Engineering, LLC",1 user reviews,,"TITLE: Cyclotronica
GENRE: Action, Racing
DEVELOPER: Randy Lee Blain, Jason Blain
PUBLISHER: Monumental Arts Engineering, LLC
RELEASE DATE: 14 Mar, 2021","14 Mar, 2021",Action Racing Auto Battler Automobile Sim +,7
Bloxitivity,,,,,,(1 reviews),55 Revolver,Degica,1 user reviews,,"TITLE: Bloxitivity
GENRE: Casual, Indie
DEVELOPER: 55 Revolver
PUBLISHER: Degica
RELEASE DATE: 21 Jan, 2016","21 Jan, 2016",Indie Casual Puzzle Platformer Level Editor +,
Chaos Drift,,,,,,(5 reviews),OmniStorm Gaming,OmniStorm Gaming,5 user reviews,,"TITLE: Chaos Drift
GENRE: RPG
DEVELOPER: OmniStorm Gaming
PUBLISHER: OmniStorm Gaming
RELEASE DATE: 2 Mar, 2017","2 Mar, 2017",RPG RPGMaker +,
Universe 24,,,,,,(4 reviews),Allsvinn,Allsvinn,4 user reviews,,"TITLE: Universe 24
GENRE: Action, Indie
DEVELOPER: Allsvinn
PUBLISHER: Allsvinn
RELEASE DATE: 23 Apr, 2019","23 Apr, 2019",Action Indie Gore Violent 3D Platformer +,
Board Quizz Adventure,,,,,,(1 reviews),LonelyYorsh,LonelyYorsh,1 user reviews,,"TITLE: Board Quizz Adventure
GENRE: Casual, Indie
DEVELOPER: LonelyYorsh
PUBLISHER: LonelyYorsh
RELEASE DATE: 14 May, 2019","14 May, 2019",Casual Indie Local Multiplayer Controller 2D +,
Keizudo,,,,,,(3 reviews),Mathieu Pronovost,Mathieu Pronovost,3 user reviews,,"TITLE: Keizudo
GENRE: Adventure
DEVELOPER: Mathieu Pronovost
PUBLISHER: Mathieu Pronovost
RELEASE DATE: 23 Jul, 2020","23 Jul, 2020",Visual Novel Story Rich Romance Retro Dark +,
