title,price1,price2,discountprice,free,alltime_reviews_summary,number_alltime_reviews,developer,publisher,recent_review_summary,number_recent_reviews,genre,release_date,tags,update_count
Vapormaze,,,,,,(4 reviews),Felipe Rodrigues,Felipe Rodrigues,4 user reviews,,"TITLE: Vapormaze
GENRE: Action, Casual
DEVELOPER: Felipe Rodrigues
PUBLISHER: Felipe Rodrigues
RELEASE DATE: 9 Jun, 2021
EARLY ACCESS RELEASE DATE: 26 Feb, 2020","9 Jun, 2021",Action Roguelike Looter Shooter FPS Roguelite +,
Mystery Tales: Master of Puppets Collector's Edition,Bundle info,,,,,(3 reviews),Domini Games,Big Fish Games,3 user reviews,,"TITLE: Mystery Tales: Master of Puppets Collector's Edition
GENRE: Adventure, Casual
DEVELOPER: Domini Games
PUBLISHER: Big Fish Games
FRANCHISE: Mystery Tales
RELEASE DATE: 5 Mar, 2021","5 Mar, 2021",Hidden Object Casual Point & Click Linear +,
PingPong Kings VR,,,,,,(6 reviews),Appnori Inc.,Appnori Inc.,6 user reviews,,"TITLE: PingPong Kings VR
GENRE: Casual, Indie, Simulation, Sports, Early Access
DEVELOPER: Appnori Inc.
PUBLISHER: Appnori Inc.
RELEASE DATE: 15 Mar, 2018","15 Mar, 2018",Casual Indie Simulation Sports Early Access +,
SOL DIVIDE -SWORD OF DARKNESS-,Bundle info,,,,,(9 reviews),CITY CONNECTION,CITY CONNECTION,9 user reviews,,"TITLE: SOL DIVIDE -SWORD OF DARKNESS-
GENRE: Adventure
DEVELOPER: CITY CONNECTION, Zerodiv
PUBLISHER: CITY CONNECTION
RELEASE DATE: 20 Jul, 2020","20 Jul, 2020",Action Arcade Shoot 'Em Up Shooter +,
Run For Cover,,,,,,(8 reviews),Michail Ostrowski,Michail Ostrowski,8 user reviews,,"TITLE: Run For Cover
GENRE: Strategy
DEVELOPER: Michail Ostrowski
PUBLISHER: Michail Ostrowski
RELEASE DATE: 9 Apr, 2021
EARLY ACCESS RELEASE DATE: 3 May, 2019","9 Apr, 2021",Strategy Turn-Based Tactics Turn-Based Combat +,26
Summer Mission,"4,99€",,,,,(2 reviews),Azami,Azami,2 user reviews,,"TITLE: Summer Mission
GENRE: Adventure, Indie, Simulation
DEVELOPER: Azami
PUBLISHER: Azami
RELEASE DATE: 10 Sep, 2021","10 Sep, 2021",Adventure Retro Anime Story Rich 1980s +,
Destroy It,Bundle info,,,,,(3 reviews),Destroy It,Destroy It,3 user reviews,,"TITLE: Destroy It
GENRE: Action, Casual, Indie, Simulation
DEVELOPER: Destroy It
PUBLISHER: Destroy It
RELEASE DATE: 23 Feb, 2021","23 Feb, 2021",Action Casual Simulation Action RPG FMV +,
Bionite: Origins,,,,,,(4 reviews),Platoon Studios,Platoon Studios,4 user reviews,,"TITLE: Bionite: Origins
GENRE: Action, Adventure, Indie, RPG, Simulation, Strategy
DEVELOPER: Platoon Studios
PUBLISHER: Platoon Studios
RELEASE DATE: 13 Aug, 2021
EARLY ACCESS RELEASE DATE: 24 Dec, 2015","13 Aug, 2021",Tactical FPS Multiplayer Indie Singleplayer +,20
Rosy Manga,Bundle info,,,,,(1 reviews),玫瑰工作室,玫瑰工作室,1 user reviews,,"TITLE: Rosy Manga
GENRE: Adventure, Casual, RPG, Strategy
DEVELOPER: 玫瑰工作室
PUBLISHER: 玫瑰工作室
RELEASE DATE: 1 Dec, 2020","1 Dec, 2020",Anime Casual Visual Novel Education Logic +,
Cubicus,,,,,,,Louie Inc,Louie Inc,,,"TITLE: Cubicus
GENRE: Casual, Indie
DEVELOPER: Louie Inc
PUBLISHER: Louie Inc
RELEASE DATE: 23 Sep, 2021","23 Sep, 2021",Casual Arcade Puzzle Puzzle Platformer 3D +,
