title,price1,price2,discountprice,free,alltime_reviews_summary,number_alltime_reviews,developer,publisher,recent_review_summary,number_recent_reviews,genre,release_date,tags,update_count
Sub Command,"9,99€",,,,,(81 reviews),Sonalysts,Strategy First,Mostly Positive,,"TITLE: Sub Command
GENRE: Strategy
DEVELOPER: Sonalysts
PUBLISHER: Strategy First
RELEASE DATE: 1 Oct, 2001","1 Oct, 2001",Strategy Simulation Naval Combat Submarine +,
Outside The Grid,,,,,,(84 reviews),GidAzGames,GidAzGames,Mostly Positive,,"TITLE: Outside The Grid
GENRE: Action, Indie, Simulation
DEVELOPER: GidAzGames
PUBLISHER: GidAzGames
RELEASE DATE: 18 Jun, 2020","18 Jun, 2020",PvP Multiplayer Co-op Online Co-Op Indie +,
UNTITLED,"3,99€",,,,,(33 reviews),Bean Boy Games,Bean Boy Games,Positive,,"TITLE: UNTITLED
GENRE: Indie
DEVELOPER: Bean Boy Games
PUBLISHER: Bean Boy Games
RELEASE DATE: 2 Jun, 2017","2 Jun, 2017",Indie VR Puzzle Physics Minimalist +,
Out of Ammo: Death Drive,"4,99€",,,,,(82 reviews),RocketWerkz,RocketWerkz,Mostly Positive,,"TITLE: Out of Ammo: Death Drive
GENRE: Action, Indie, Strategy
DEVELOPER: RocketWerkz
PUBLISHER: RocketWerkz
FRANCHISE: RocketWerkz
RELEASE DATE: 16 Aug, 2017","16 Aug, 2017",VR Tower Defense FPS Shooter PvE 3D +,
Reverse x Reverse,,,,,,(19 reviews),desunoya,Sekai Project,Positive,,"TITLE: Reverse x Reverse
GENRE: Action, Indie
DEVELOPER: desunoya
PUBLISHER: Sekai Project
RELEASE DATE: 10 Dec, 2015","10 Dec, 2015",Action Indie Puzzle Platformer 2D Difficult +,
DUCATI - 90th Anniversary,,,,,,(133 reviews),Milestone S.r.l.,Milestone S.r.l.,Mostly Positive,,"TITLE: DUCATI - 90th Anniversary
GENRE: Racing, Simulation, Sports
DEVELOPER: Milestone S.r.l.
PUBLISHER: Milestone S.r.l.
RELEASE DATE: 9 Jun, 2016","9 Jun, 2016",Motorbike Cycling Racing Simulation Sports +,
Vanguard Princess,,,,,,"(1,467 reviews)",Tomoaki Sugeno,eigoMANGA,Mostly Positive,,"TITLE: Vanguard Princess
GENRE: Action, Casual, Indie
DEVELOPER: Tomoaki Sugeno
PUBLISHER: eigoMANGA
RELEASE DATE: 3 Mar, 2014","3 Mar, 2014",Anime Fighting 2D Fighter Indie Action 2D +,109
HeXen: Deathkings of the Dark Citadel,Package info,,,,,(124 reviews),Raven Software,id Software,Mostly Positive,,"TITLE: HeXen: Deathkings of the Dark Citadel
GENRE: Action
DEVELOPER: Raven Software
PUBLISHER: id Software
RELEASE DATE: 1 Jan, 1996","1 Jan, 1996",Action FPS Classic Shooter Fantasy +,
Rabbit Riot,,,,,,(33 reviews),KovalevViktor,KovalevViktor,Positive,,"TITLE: Rabbit Riot
GENRE: Adventure, Indie
DEVELOPER: KovalevViktor, Rapid™, Englobulus
PUBLISHER: KovalevViktor
RELEASE DATE: 5 Apr, 2021","5 Apr, 2021",Adventure Runner Action-Adventure Logic +,
Nancy Drew®: The Creature of Kapu Cave,Bundle info,,,,,(75 reviews),HeR Interactive,HeR Interactive,Mixed,,"TITLE: Nancy Drew®: The Creature of Kapu Cave
GENRE: Adventure
DEVELOPER: HeR Interactive
PUBLISHER: HeR Interactive
RELEASE DATE: 1 Oct, 2006","1 Oct, 2006",Adventure Point & Click Puzzle Mouse only +,
