title,price1,price2,discountprice,free,alltime_reviews_summary,number_alltime_reviews,developer,publisher,recent_review_summary,number_recent_reviews,genre,release_date,tags,update_count
Bigscreen Beta,,,,Free,Very Positive,"(2,334 reviews)","Bigscreen, Inc.","Bigscreen, Inc.",Very Positive,(26 reviews),"TITLE: Bigscreen Beta
GENRE: Action, Free to Play, Simulation
DEVELOPER: Bigscreen, Inc.
PUBLISHER: Bigscreen, Inc.
RELEASE DATE: 28 Apr, 2016","28 Apr, 2016",VR Free to Play Open World Software 3D +,
Team Four Star RPG,,,,Free,,(82 reviews),Shadow Blade Productions,Shadow Blade Productions,Very Positive,,"TITLE: Team Four Star RPG
GENRE: Free to Play, Indie, RPG
DEVELOPER: Shadow Blade Productions
PUBLISHER: Shadow Blade Productions
RELEASE DATE: 8 Nov, 2017","8 Nov, 2017",Free to Play RPG Indie Sexual Content +,
Fistful of Frags,,,,Free,Very Positive,"(32,699 reviews)",Fistful of Frags Team,Fistful of Frags Team,Very Positive,(228 reviews),"TITLE: Fistful of Frags
GENRE: Action, Free to Play, Indie
DEVELOPER: Fistful of Frags Team
PUBLISHER: Fistful of Frags Team
RELEASE DATE: 9 May, 2014","9 May, 2014",Free to Play FPS Multiplayer Western Action +,136
Dark Roll,,,,Free To Play,,(197 reviews),Pawel Zajac,Pawel Zajac,Very Positive,,"TITLE: Dark Roll
GENRE: Action, Adventure, Casual, Free to Play, Indie
DEVELOPER: Pawel Zajac
PUBLISHER: Pawel Zajac
FRANCHISE: Dark Roll
RELEASE DATE: 1 Aug, 2019","1 Aug, 2019",Surreal Difficult Dark Fantasy Puzzle Platformer +,15
Friendly Fire,,,,Free,Very Positive,(786 reviews),The Cat Hive Developers,The Cat Hive Developers,Very Positive,(25 reviews),"TITLE: Friendly Fire
GENRE: Adventure, Casual, Free to Play, Indie
DEVELOPER: The Cat Hive Developers
PUBLISHER: The Cat Hive Developers
RELEASE DATE: 21 Apr, 2020","21 Apr, 2020",Free to Play Casual Indie Adventure Fantasy +,
Inertial Drift: Sunset Prologue,,,,Free To Play,,(419 reviews),Level 91 Entertainment,PQube Limited,Very Positive,,"TITLE: Inertial Drift: Sunset Prologue
GENRE: Free to Play, Racing
DEVELOPER: Level 91 Entertainment
PUBLISHER: PQube Limited
FRANCHISE: PQube
RELEASE DATE: 23 Jun, 2020","23 Jun, 2020",Racing Multiplayer PvP Arcade Singleplayer +,
Wild Dose: First Session,,,,Free,,(59 reviews),Lappi Soft,Lappi Soft,Very Positive,,"TITLE: Wild Dose: First Session
GENRE: Action, Adventure, Free to Play, RPG
DEVELOPER: Lappi Soft
PUBLISHER: Lappi Soft
FRANCHISE: Lappi Soft
RELEASE DATE: 1 Mar, 2021","1 Mar, 2021",Walking Simulator RPG Adventure Cyberpunk +,13
1943 Berlin Blitz,,,,Play Game,,(228 reviews),BBC Media Applications Technologies Limited,BBC Media Applications Technologies Limited,Very Positive,,"TITLE: 1943 Berlin Blitz
GENRE: Indie
DEVELOPER: BBC Media Applications Technologies Limited
PUBLISHER: BBC Media Applications Technologies Limited
RELEASE DATE: 4 Oct, 2018","4 Oct, 2018",Indie VR Historical Free to Play Education +,
Little Square Things,,,,Free,,(58 reviews),G.Reed,,Very Positive,,"TITLE: Little Square Things
GENRE: Indie, Strategy
DEVELOPER: G.Reed
RELEASE DATE: 29 Sep, 2019
EARLY ACCESS RELEASE DATE: 11 Feb, 2019","29 Sep, 2019",Early Access Indie Strategy Puzzle Retro +,
Prologue for a Vacant Kingdom,,,,Free,,(212 reviews),shru,shru,Very Positive,,"TITLE: Prologue for a Vacant Kingdom
GENRE: Action, Adventure, Free to Play, Indie, RPG
DEVELOPER: shru
PUBLISHER: shru
RELEASE DATE: 18 Apr, 2019","18 Apr, 2019",Bullet Hell Free to Play Action RPG Indie +,
Let It Flow,,,,Free To Play,Very Positive,(579 reviews),DevAddict's Chat,DevAddict,Very Positive,(13 reviews),"TITLE: Let It Flow
GENRE: Action, Adventure, Free to Play, Indie, Racing, Strategy
DEVELOPER: DevAddict's Chat
PUBLISHER: DevAddict
RELEASE DATE: 1 Mar, 2021","1 Mar, 2021",Action Racing Action-Adventure Battle Royale +,5
Peggle Extreme,,,,,,"(1,160 reviews)","PopCap Games, Inc.","PopCap Games, Inc.",Very Positive,,"TITLE: Peggle Extreme
GENRE: Casual
DEVELOPER: PopCap Games, Inc.
PUBLISHER: PopCap Games, Inc.
RELEASE DATE: 11 Sep, 2007","11 Sep, 2007",Casual Puzzle Free to Play Action Gore +,
Griptape Backbone,,,,Free,,(494 reviews),StevenHarmonGames,StevenHarmonGames,Very Positive,,"TITLE: Griptape Backbone
GENRE: Indie
DEVELOPER: StevenHarmonGames
PUBLISHER: StevenHarmonGames
RELEASE DATE: 5 May, 2017","5 May, 2017",Indie Great Soundtrack Atmospheric Experience +,
Rising Hell - Prologue,,,,Free,,(74 reviews),Tahoe Games,Toge Productions,Very Positive,,"TITLE: Rising Hell - Prologue
GENRE: Action, Free to Play, Indie
DEVELOPER: Tahoe Games
PUBLISHER: Toge Productions, Another Indie
RELEASE DATE: 13 May, 2020","13 May, 2020",Action Indie Free to Play Gore Violent 2D +,
Apotheon Arena,,,,Free to Play,,"(1,040 reviews)",Alientrap,Alientrap,Very Positive,,"TITLE: Apotheon Arena
GENRE: Action, Free to Play, Indie
DEVELOPER: Alientrap
PUBLISHER: Alientrap
RELEASE DATE: 8 Dec, 2015","8 Dec, 2015",Free to Play Action Indie Multiplayer 2D +,
Knight Squad 2 Trials,,,,Free,,(55 reviews),Chainsawesome Games,Chainsawesome Games,Very Positive,,"TITLE: Knight Squad 2 Trials
GENRE: Action
DEVELOPER: Chainsawesome Games
PUBLISHER: Chainsawesome Games
RELEASE DATE: 24 Mar, 2021","24 Mar, 2021",Arcade Action Battle Royale Medieval PvP +,4
Radiator 2: Anniversary Edition,,,,Free,,"(2,754 reviews)",Robert Yang,Robert Yang,Very Positive,,"TITLE: Radiator 2: Anniversary Edition
GENRE: Action, Casual, Free to Play, Indie, Simulation
DEVELOPER: Robert Yang
PUBLISHER: Robert Yang
RELEASE DATE: 16 Jun, 2016","16 Jun, 2016",Sexual Content Nudity Mature Free to Play +,
