title,price1,price2,discountprice,free,alltime_reviews_summary,number_alltime_reviews,developer,publisher,recent_review_summary,number_recent_reviews,genre,release_date,tags,update_count
Rainbow Laser Disco Dungeon,,,,,,(1 reviews),Vector Hat,Vector Hat,1 user reviews,,"TITLE: Rainbow Laser Disco Dungeon
GENRE: Action, Indie
DEVELOPER: Vector Hat
PUBLISHER: Vector Hat
RELEASE DATE: 27 Sep, 2021","27 Sep, 2021",Action Twin Stick Shooter Rhythm Arcade 2D +,
The Protagonist: EX-1,"20,99€",,,Download,,(5 reviews),3Mind Games,3Mind Games,5 user reviews,,"TITLE: The Protagonist: EX-1
GENRE: Action, Indie, RPG, Strategy
DEVELOPER: 3Mind Games
PUBLISHER: 3Mind Games
RELEASE DATE: 18 Jul, 2021
EARLY ACCESS RELEASE DATE: 2 Mar, 2021","18 Jul, 2021",Strategy Turn-Based Tactical Aliens Sci-fi +,
Ragdoll Party Online,,,,,,(12 reviews),Funspot Games,Funspot Games,Mixed,,"TITLE: Ragdoll Party Online
GENRE: Action, Indie, Simulation
DEVELOPER: Funspot Games
PUBLISHER: Funspot Games
RELEASE DATE: 3 Aug, 2021
EARLY ACCESS RELEASE DATE: 10 Mar, 2020","3 Aug, 2021",Simulation Action Indie Sandbox Funny +,
cherry blossom fleet,"10,79€",,,Download,,(4 reviews),Far East military Co.,Far East military Co.,4 user reviews,,"TITLE: cherry blossom fleet
GENRE: Action, Indie
DEVELOPER: Far East military Co.
PUBLISHER: Far East military Co.
RELEASE DATE: 20 Jul, 2021","20 Jul, 2021",Shooter Action Shoot 'Em Up World War II +,
Hunting Unlimited 2,Bundle info,,,,,(1 reviews),SCS Software,Ziggurat,1 user reviews,,"TITLE: Hunting Unlimited 2
GENRE: Action, Simulation, Sports
DEVELOPER: SCS Software
PUBLISHER: Ziggurat
FRANCHISE: Hunting Unlimited
RELEASE DATE: 8 Sep, 2003","8 Sep, 2003",Simulation Sports Action Hunting 3D +,
The Witch Doctor,,,,,,(3 reviews),Valkyria Games,Aldorlea Games,3 user reviews,,"TITLE: The Witch Doctor
GENRE: Indie, RPG
DEVELOPER: Valkyria Games
PUBLISHER: Aldorlea Games
RELEASE DATE: 29 Jul, 2021","29 Jul, 2021",RPG JRPG CRPG 2D Colorful Top-Down +,
Pirates of the Sea,,,,,,(8 reviews),Prestige Games,Prestige Games,8 user reviews,,"TITLE: Pirates of the Sea
GENRE: Action, Adventure, Indie, RPG, Strategy
DEVELOPER: Prestige Games
PUBLISHER: Prestige Games
RELEASE DATE: 19 Aug, 2021","19 Aug, 2021",Adventure Action Strategy RPG Crafting +,
Kungfu Football Captain,,,,,,(3 reviews),DICROL,DICROL,3 user reviews,,"TITLE: Kungfu Football Captain
GENRE: Action, Casual, Indie, Simulation, Sports, Early Access
DEVELOPER: DICROL
PUBLISHER: DICROL
RELEASE DATE: 27 Sep, 2021
EARLY ACCESS RELEASE DATE: 27 Sep, 2021","27 Sep, 2021",Action Simulation Soccer Sports 2D Fighter +,
Arcano: The Trickery,,,,,,(8 reviews),Jonathan Calsolaro,Jonathan Calsolaro,8 user reviews,,"TITLE: Arcano: The Trickery
GENRE: Strategy
DEVELOPER: Jonathan Calsolaro
PUBLISHER: Jonathan Calsolaro
RELEASE DATE: 23 Sep, 2021
EARLY ACCESS RELEASE DATE: 7 Aug, 2021","23 Sep, 2021",Strategy Tabletop Card Game Card Battler +,3
Dice and the Tower of the Reanimator: Glorious Princess,Bundle info,,,,,(6 reviews),MaouCat Studio / 魔王貓工作室,MaouCat Studio / 魔王貓工作室,6 user reviews,,"TITLE: Dice and the Tower of the Reanimator: Glorious Princess
GENRE: Casual, Indie, RPG
DEVELOPER: MaouCat Studio / 魔王貓工作室, Sounding Stone / 老奉毊
PUBLISHER: MaouCat Studio / 魔王貓工作室, Light of Creators
FRANCHISE: Light of Creators
RELEASE DATE: 13 Sep, 2021","13 Sep, 2021",RPG Indie Casual RPGMaker JRPG +,4
Battle Sorcerers,"12,49€",,,,,(6 reviews),G1 Playground,G1 Playground,6 user reviews,,"TITLE: Battle Sorcerers
GENRE: Action, Indie, Strategy
DEVELOPER: G1 Playground
PUBLISHER: G1 Playground
RELEASE DATE: 19 Nov, 2019","19 Nov, 2019",Action Indie Strategy VR PvP Magic +,
Gunlok,,,,,,(8 reviews),Rebellion,Rebellion,8 user reviews,,"TITLE: Gunlok
GENRE: Strategy
DEVELOPER: Rebellion
PUBLISHER: Rebellion
RELEASE DATE: 30 Mar, 2000","30 Mar, 2000",Strategy Violent Singleplayer Futuristic +,
Valley General Hospital: NiVR,"41,99€",,,,,,Valley General,Valley General,,,"TITLE: Valley General Hospital: NiVR
GENRE: Simulation
DEVELOPER: Valley General
PUBLISHER: Valley General
RELEASE DATE: 1 Aug, 2021","1 Aug, 2021",Simulation Medical Sim Immersive Sim Realistic +,
Stunt Corgi VR,"14,99€",,,,,(9 reviews),"Studio Roqovan, Inc.","Studio Roqovan, Inc.",9 user reviews,,"TITLE: Stunt Corgi VR
GENRE: Simulation
DEVELOPER: Studio Roqovan, Inc.
PUBLISHER: Studio Roqovan, Inc.
RELEASE DATE: 15 Jan, 2018","15 Jan, 2018",Simulation Sandbox Singleplayer Indie VR +,
