title,price1,price2,discountprice,free,alltime_reviews_summary,number_alltime_reviews,developer,publisher,recent_review_summary,number_recent_reviews,genre,release_date,tags,update_count
Abscond,,,,,,(10 reviews),XiNFiNiTY Games,,Mostly Positive,,"TITLE: Abscond
GENRE: Action, Casual, Indie
DEVELOPER: XiNFiNiTY Games
RELEASE DATE: 8 Dec, 2017","8 Dec, 2017",Action Indie Casual Arcade Singleplayer +,
Sweezy Gunner,Bundle info,,,,,(79 reviews),Windybeard,Windybeard,Mostly Positive,,"TITLE: Sweezy Gunner
GENRE: Action, Indie
DEVELOPER: Windybeard
PUBLISHER: Windybeard
RELEASE DATE: 6 May, 2014","6 May, 2014",Action Indie Bullet Hell Space Shoot 'Em Up +,
Agent Awesome,,,,,,(25 reviews),Chaos Industries,KISS ltd,Mostly Positive,,"TITLE: Agent Awesome
GENRE: Strategy
DEVELOPER: Chaos Industries
PUBLISHER: KISS ltd
RELEASE DATE: 17 Feb, 2015","17 Feb, 2015",Strategy Tactical Indie Comedy +,
Elven Legacy: Siege,"1,99€",,,,,(12 reviews),1C:InoCo,1C Entertainment,Mostly Positive,,"TITLE: Elven Legacy: Siege
GENRE: Strategy
DEVELOPER: 1C:InoCo
PUBLISHER: 1C Entertainment
FRANCHISE: Elven Legacy
RELEASE DATE: 17 Nov, 2009","17 Nov, 2009",Strategy Turn-Based Strategy +,
Boneless Zombie,,,,,,(45 reviews),Zoo Corporation,Zoo Corporation,Mixed,,"TITLE: Boneless Zombie
GENRE: Action, Casual
DEVELOPER: Zoo Corporation
PUBLISHER: Zoo Corporation
FRANCHISE: Zoo Corporation
RELEASE DATE: 27 Jul, 2015","27 Jul, 2015",Casual Action Zombies +,
WWR: World of Warfare Robots,,,,Free To Play,,(68 reviews),Extreme Developers,Extreme Developers,Mixed,,"TITLE: WWR: World of Warfare Robots
GENRE: Action, Casual, Free to Play, Massively Multiplayer, Simulation
DEVELOPER: Extreme Developers
PUBLISHER: Extreme Developers
RELEASE DATE: 5 Mar, 2021","5 Mar, 2021",Casual Simulation Shooter FPS Third Person +,
Furry Shakespeare: Dashing Dinosaurs & Sexy Centaurs: Winter's Tale,,,,Free,,(27 reviews),Stegalosaurus Game Development,Stegalosaurus Game Development,Positive,,"TITLE: Furry Shakespeare: Dashing Dinosaurs & Sexy Centaurs: Winter's Tale
GENRE: Adventure, Free to Play, Indie
DEVELOPER: Stegalosaurus Game Development
PUBLISHER: Stegalosaurus Game Development
FRANCHISE: Paper Shakespeare
RELEASE DATE: 3 Dec, 2019","3 Dec, 2019",Free to Play Indie Adventure Visual Novel +,
Tombeaux,,,,,,(24 reviews),Dave Beck,Dave Beck,Mostly Positive,,"TITLE: Tombeaux
GENRE: Adventure, Indie
DEVELOPER: Dave Beck
PUBLISHER: Dave Beck
RELEASE DATE: 5 Nov, 2018","5 Nov, 2018",Adventure Indie Atmospheric Alternate History +,
Asura Valley,,,,,,(11 reviews),lvkeai,lvkeai,Mostly Positive,,"TITLE: Asura Valley
GENRE: Adventure, Indie, RPG, Strategy
DEVELOPER: lvkeai
PUBLISHER: lvkeai
RELEASE DATE: 24 Jan, 2018","24 Jan, 2018",Adventure Indie Strategy RPG RPGMaker +,
Monster MIX,,,,,,(12 reviews),URUS GAMES,URUS GAMES,Mostly Positive,,"TITLE: Monster MIX
GENRE: Action, Adventure, Casual, Indie, Simulation, Sports, Strategy
DEVELOPER: URUS GAMES
PUBLISHER: URUS GAMES
RELEASE DATE: 31 Aug, 2018","31 Aug, 2018",Casual Indie Simulation Sports Strategy +,
