title,price1,price2,discountprice,free,alltime_reviews_summary,number_alltime_reviews,developer,publisher,recent_review_summary,number_recent_reviews,genre,release_date,tags,update_count
Journey To The Savage Planet,Bundle info,,,,Very Positive,"(2,733 reviews)",Typhoon,505 Games,Very Positive,(86 reviews),"TITLE: Journey To The Savage Planet
GENRE: Action, Adventure
DEVELOPER: Typhoon
PUBLISHER: 505 Games
FRANCHISE: 505 Games Official
RELEASE DATE: 28 Jan, 2021","28 Jan, 2021",Adventure Action Exploration Action-Adventure +,
Farming Simulator 15,Package info,,,,Very Positive,"(11,037 reviews)",Giants Software,Giants Software,Very Positive,(43 reviews),"TITLE: Farming Simulator 15
GENRE: Simulation
DEVELOPER: Giants Software
PUBLISHER: Giants Software
FRANCHISE: Farming Simulator
RELEASE DATE: 30 Oct, 2014","30 Oct, 2014",Farming Sim Automobile Sim Simulation Co-op +,
911 Operator,Bundle info,,,,Very Positive,"(11,129 reviews)",Jutsu Games,Games Operators,Very Positive,(146 reviews),"TITLE: 911 Operator
GENRE: Casual, Indie, Simulation, Strategy
DEVELOPER: Jutsu Games
PUBLISHER: Games Operators
FRANCHISE: Games Operators
RELEASE DATE: 24 Feb, 2017","24 Feb, 2017",Simulation Strategy Management Singleplayer +,49
Cyber Manhunt,Bundle info,,,,Very Positive,"(7,117 reviews)",Aluba Studio,Aluba Studio,Very Positive,(154 reviews),"TITLE: Cyber Manhunt
GENRE: Indie, RPG, Simulation
DEVELOPER: Aluba Studio
PUBLISHER: Aluba Studio
RELEASE DATE: 2 Feb, 2021
EARLY ACCESS RELEASE DATE: 23 Aug, 2020","2 Feb, 2021",Simulation RPG Puzzle Indie Hacking 2D +,30
Viscera Cleanup Detail,"31,99€",,,,Very Positive,"(10,580 reviews)",RuneStorm,RuneStorm,Very Positive,(155 reviews),"TITLE: Viscera Cleanup Detail
GENRE: Indie, Simulation
DEVELOPER: RuneStorm
PUBLISHER: RuneStorm
RELEASE DATE: 23 Oct, 2015","23 Oct, 2015",Simulation Gore Multiplayer First-Person +,
Tom Clancy’s The Division™,"-67%
49,99€
16,49€",,,,Mixed,"(65,494 reviews)",Massive Entertainment,Ubisoft,Very Positive,(145 reviews),"TITLE: Tom Clancy’s The Division™
GENRE: Action, Adventure, RPG
DEVELOPER: Massive Entertainment
PUBLISHER: Ubisoft
RELEASE DATE: 7 Mar, 2016","7 Mar, 2016",Open World Multiplayer Looter Shooter Action +,
NASCAR Heat 5,"12,49€",,,,Mostly Positive,(912 reviews),704Games Company,Motorsport Games,Very Positive,(65 reviews),"TITLE: NASCAR Heat 5
GENRE: Racing, Sports
DEVELOPER: 704Games Company
PUBLISHER: Motorsport Games
FRANCHISE: NASCAR Heat Franchise
RELEASE DATE: 9 Jul, 2020","9 Jul, 2020",Immersive Sim Sports Driving Automation 3D +,
Catherine Classic,,,,,Very Positive,"(4,879 reviews)",ATLUS,SEGA,Very Positive,(47 reviews),"TITLE: Catherine Classic
GENRE: Adventure
DEVELOPER: ATLUS
PUBLISHER: SEGA
RELEASE DATE: 10 Jan, 2019","10 Jan, 2019",Sexual Content Anime Mature Nudity Puzzle +,
Crypt of the NecroDancer,Bundle info,,,,Overwhelmingly Positive,"(18,341 reviews)",Brace Yourself Games,Brace Yourself Games,Very Positive,(104 reviews),"TITLE: Crypt of the NecroDancer
GENRE: Action, Indie, RPG
DEVELOPER: Brace Yourself Games
PUBLISHER: Brace Yourself Games, Klei Entertainment
FRANCHISE: Brace Yourself Games
RELEASE DATE: 23 Apr, 2015","23 Apr, 2015",Rhythm Perma Death Mystery Dungeon Difficult +,
[NINJA GAIDEN: Master Collection] NINJA GAIDEN Σ2,Package info,,,,Mostly Positive,(738 reviews),"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",Mostly Positive,(26 reviews),"TITLE: [NINJA GAIDEN: Master Collection] NINJA GAIDEN Σ2
GENRE: Action, Adventure
DEVELOPER: KOEI TECMO GAMES CO., LTD.
PUBLISHER: KOEI TECMO GAMES CO., LTD.
FRANCHISE: KOEI TECMO GAMES CO., LTD.
RELEASE DATE: 10 Jun, 2021","10 Jun, 2021",Action Violent Adventure Gore Ninja +,2
DYSMANTLE,,,,,Very Positive,"(2,578 reviews)",10tons Ltd,10tons Ltd,Very Positive,(135 reviews),"TITLE: DYSMANTLE
GENRE: Action, Adventure, Indie, RPG, Simulation, Early Access
DEVELOPER: 10tons Ltd
PUBLISHER: 10tons Ltd
FRANCHISE: 10tons Ltd
RELEASE DATE: 6 Nov, 2020
EARLY ACCESS RELEASE DATE: 6 Nov, 2020","6 Nov, 2020",Early Access Survival Open World RPG Indie +,52
OPUS: Echo of Starsong,Bundle info,,,,Overwhelmingly Positive,"(2,282 reviews)",SIGONO INC.,,Overwhelmingly Positive,(380 reviews),"TITLE: OPUS: Echo of Starsong
GENRE: Adventure, Indie
DEVELOPER: SIGONO INC.
PUBLISHER: SIGONO INC.
FRANCHISE: SIGONO INC.
RELEASE DATE: 31 Aug, 2021",,Story Rich Adventure Female Protagonist Indie +,8
Dungeon Town,Bundle info,,,,,(206 reviews),Circle Meimitei,Kagura Games,Mostly Positive,,"TITLE: Dungeon Town
GENRE: Adventure, Indie, RPG
DEVELOPER: Circle Meimitei
PUBLISHER: Kagura Games
FRANCHISE: Kagura Games
RELEASE DATE: 24 Sep, 2021","24 Sep, 2021",Indie RPG Adventure Sexual Content Anime +,
Madden NFL 22,"59,99€",,,,Mixed,"(1,499 reviews)",Tiburon,Electronic Arts,Mixed,(575 reviews),"TITLE: Madden NFL 22
GENRE: Casual, Simulation, Sports, Strategy
DEVELOPER: Tiburon
PUBLISHER: Electronic Arts
FRANCHISE: EA Sports
RELEASE DATE: 19 Aug, 2021","19 Aug, 2021",Sports Football Controller PvP Realistic +,22
What Remains of Edith Finch,"19,99€",,,,Overwhelmingly Positive,"(21,108 reviews)",Giant Sparrow,Annapurna Interactive,Very Positive,(313 reviews),"TITLE: What Remains of Edith Finch
GENRE: Adventure, Indie
DEVELOPER: Giant Sparrow
PUBLISHER: Annapurna Interactive
FRANCHISE: Annapurna Interactive
RELEASE DATE: 24 Apr, 2017","24 Apr, 2017",Story Rich Atmospheric Walking Simulator Indie +,
The Banner Saga,"24,99€",,,,Very Positive,"(11,629 reviews)",Stoic,Versus Evil,Very Positive,(57 reviews),"TITLE: The Banner Saga
GENRE: Indie, RPG, Strategy
DEVELOPER: Stoic
PUBLISHER: Versus Evil
FRANCHISE: Versus Evil
RELEASE DATE: 14 Jan, 2014","14 Jan, 2014",RPG Turn-Based Strategy Indie Tactical +,
Sakuna: Of Rice and Ruin,"54,99€",,,,Very Positive,"(2,783 reviews)",Edelweiss,XSEED Games,Very Positive,(47 reviews),"TITLE: Sakuna: Of Rice and Ruin
GENRE: Action, Indie
DEVELOPER: Edelweiss
PUBLISHER: XSEED Games, Marvelous USA, Inc.
RELEASE DATE: 10 Nov, 2020","10 Nov, 2020",Action Farming Sim Female Protagonist Crafting +,17
Medal of Honor™: Above and Beyond,"59,99€",,,,Mixed,"(1,516 reviews)",Respawn Entertainment,Electronic Arts,Mixed,(29 reviews),"TITLE: Medal of Honor™: Above and Beyond
GENRE: Action
DEVELOPER: Respawn Entertainment
PUBLISHER: Electronic Arts
RELEASE DATE: 10 Dec, 2020","10 Dec, 2020",Action VR First-Person Wargame War +,
Phantom Doctrine,Bundle info,,,,Mostly Positive,"(2,928 reviews)",CreativeForge Games,Good Shepherd Entertainment,Mostly Positive,(36 reviews),"TITLE: Phantom Doctrine
GENRE: Action, RPG, Strategy
DEVELOPER: CreativeForge Games
PUBLISHER: Good Shepherd Entertainment
RELEASE DATE: 14 Aug, 2018","14 Aug, 2018",Turn-Based Tactics Strategy Cold War Stealth +,
Colony Survival,,,,,Very Positive,"(4,980 reviews)",Pipliz,Pipliz,Very Positive,(59 reviews),"TITLE: Colony Survival
GENRE: Action, Adventure, Indie, Strategy, Early Access
DEVELOPER: Pipliz
PUBLISHER: Pipliz
RELEASE DATE: 16 Jun, 2017","16 Jun, 2017",Colony Sim Survival Base Building Building +,
Summer of '58,Bundle info,,,,Very Positive,"(1,296 reviews)",EMIKA_GAMES,EMIKA_GAMES,Very Positive,(249 reviews),"TITLE: Summer of '58
GENRE: Indie, Simulation
DEVELOPER: EMIKA_GAMES
PUBLISHER: EMIKA_GAMES
RELEASE DATE: 21 Jul, 2021","21 Jul, 2021",Thriller Horror Atmospheric Psychological Horror +,
Trackmania United Forever,Package info,,,,Very Positive,"(1,434 reviews)",Nadeo,Ubisoft,Very Positive,(17 reviews),"TITLE: Trackmania United Forever
GENRE: Racing
DEVELOPER: Nadeo
PUBLISHER: Ubisoft
RELEASE DATE: 16 Apr, 2008","16 Apr, 2008",Racing Multiplayer Level Editor Time Attack +,
Football Manager 2021 Touch,,,,,Very Positive,(422 reviews),Sports Interactive,SEGA,Very Positive,(16 reviews),"TITLE: Football Manager 2021 Touch
GENRE: Simulation, Sports
DEVELOPER: Sports Interactive
PUBLISHER: SEGA
FRANCHISE: Football Manager
RELEASE DATE: 30 Nov, 2020","30 Nov, 2020",Simulation Sports Management Singleplayer +,
Bully: Scholarship Edition,,,,,Very Positive,"(15,406 reviews)",Rockstar New England,Rockstar Games,Very Positive,(279 reviews),"TITLE: Bully: Scholarship Edition
GENRE: Action, Adventure
DEVELOPER: Rockstar New England
PUBLISHER: Rockstar Games
RELEASE DATE: 21 Oct, 2008","21 Oct, 2008",Open World Action Adventure Third Person +,
Arizona Sunshine®,"29,99€",,,,Very Positive,"(5,976 reviews)",Vertigo Games,Vertigo Games,Mostly Positive,(100 reviews),"TITLE: Arizona Sunshine®
GENRE: Action, Adventure, Indie
DEVELOPER: Vertigo Games, Jaywalkers Interactive
PUBLISHER: Vertigo Games
FRANCHISE: Arizona Sunshine
RELEASE DATE: 6 Dec, 2016","6 Dec, 2016",Action VR Zombies Multiplayer Horror +,
Outlast 2,Bundle info,,,,Very Positive,"(25,665 reviews)",Red Barrels,Red Barrels,Very Positive,(585 reviews),"TITLE: Outlast 2
GENRE: Action, Adventure, Indie
DEVELOPER: Red Barrels
PUBLISHER: Red Barrels
FRANCHISE: Outlast
RELEASE DATE: 25 Apr, 2017","25 Apr, 2017",Horror Psychological Horror Survival Horror Dark +,
Everhood,Bundle info,,,,Overwhelmingly Positive,"(4,845 reviews)",Chris Nordgren,Foreign Gnomes,Overwhelmingly Positive,(448 reviews),"TITLE: Everhood
GENRE: Action, Adventure, Indie, RPG
DEVELOPER: Chris Nordgren, Jordi Roca
PUBLISHER: Foreign Gnomes, Surefire.Games
RELEASE DATE: 4 Mar, 2021","4 Mar, 2021",Great Soundtrack Music Story Rich 2D RPG +,43
Trine 4: The Nightmare Prince,Bundle info,,,,Very Positive,"(7,066 reviews)",Frozenbyte,Modus Games,Very Positive,(106 reviews),"TITLE: Trine 4: The Nightmare Prince
GENRE: Action, Adventure, Indie
DEVELOPER: Frozenbyte
PUBLISHER: Modus Games
FRANCHISE: Trine
RELEASE DATE: 8 Oct, 2019","8 Oct, 2019",Puzzle Platformer Online Co-Op Action-Adventure +,
FIVE NIGHTS AT FREDDY'S: HELP WANTED,Bundle info,,,,Overwhelmingly Positive,"(5,216 reviews)",Steel Wool Studios,ScottGames,Overwhelmingly Positive,(126 reviews),"TITLE: FIVE NIGHTS AT FREDDY'S: HELP WANTED
GENRE: Action, Casual
DEVELOPER: Steel Wool Studios
PUBLISHER: ScottGames
FRANCHISE: Five Nights at Freddy's
RELEASE DATE: 28 May, 2019","28 May, 2019",Horror VR Action Singleplayer Robots +,
SOULCALIBUR VI,"89,99€",,,,Very Positive,"(6,208 reviews)",BANDAI NAMCO Studios,BANDAI NAMCO Entertainment,Mostly Positive,(48 reviews),"TITLE: SOULCALIBUR VI
GENRE: Action
DEVELOPER: BANDAI NAMCO Studios, Dimps Corporation
PUBLISHER: BANDAI NAMCO Entertainment
FRANCHISE: FRANCHISE
RELEASE DATE: 18 Oct, 2018","18 Oct, 2018",Fighting Action Character Customization Arcade +,
Little Nightmares,"29,99€",,,,Very Positive,"(27,795 reviews)",Tarsier Studios,BANDAI NAMCO Entertainment,Overwhelmingly Positive,(531 reviews),"TITLE: Little Nightmares
GENRE: Adventure
DEVELOPER: Tarsier Studios
PUBLISHER: BANDAI NAMCO Entertainment
FRANCHISE: BANDAI NAMCO Entertainment
RELEASE DATE: 27 Apr, 2017","27 Apr, 2017",Horror Atmospheric Adventure Singleplayer +,
Homeworld Remastered Collection,Bundle info,,,,Very Positive,"(8,354 reviews)",Gearbox Software,Gearbox Publishing,Very Positive,(63 reviews),"TITLE: Homeworld Remastered Collection
GENRE: Simulation, Strategy
DEVELOPER: Gearbox Software
PUBLISHER: Gearbox Publishing
FRANCHISE: Homeworld
RELEASE DATE: 25 Feb, 2015","25 Feb, 2015",Space Strategy RTS Sci-fi Classic Tactical +,
KARDS - The WWII Card Game,,,,Free To Play,Very Positive,"(20,723 reviews)",1939 Games,1939 Games,Mostly Positive,(271 reviews),"TITLE: KARDS - The WWII Card Game
GENRE: Casual, Free to Play, Indie, Strategy
DEVELOPER: 1939 Games
PUBLISHER: 1939 Games
RELEASE DATE: 15 Apr, 2020
EARLY ACCESS RELEASE DATE: 12 Apr, 2019","15 Apr, 2020",Free to Play Card Game Strategy Multiplayer +,290
FINAL FANTASY VII,,,,,Very Positive,"(17,451 reviews)",Square Enix,Square Enix,Very Positive,(139 reviews),"TITLE: FINAL FANTASY VII
GENRE: RPG
DEVELOPER: Square Enix
PUBLISHER: Square Enix
FRANCHISE: FINAL FANTASY
RELEASE DATE: 4 Jul, 2013","4 Jul, 2013",JRPG RPG Classic Turn-Based Story Rich +,
MotoGP™21,,,,,Very Positive,(696 reviews),Milestone S.r.l.,Milestone S.r.l.,Mixed,(46 reviews),"TITLE: MotoGP™21
GENRE: Racing, Simulation, Sports
DEVELOPER: Milestone S.r.l.
PUBLISHER: Milestone S.r.l.
FRANCHISE: MotoGP™
RELEASE DATE: 22 Apr, 2021","22 Apr, 2021",Racing Simulation Sports Motorbike PvP +,8
SENRAN KAGURA Peach Ball,,,,,,(413 reviews),Tamsoft,XSEED Games,Very Positive,,"TITLE: SENRAN KAGURA Peach Ball
GENRE: Casual
DEVELOPER: Tamsoft
PUBLISHER: XSEED Games, Marvelous USA, Inc., Marvelous
FRANCHISE: SENRAN KAGURA
RELEASE DATE: 14 Aug, 2019","14 Aug, 2019",Sexual Content Nudity Casual Anime Pinball +,
Disgaea 4 Complete+,Bundle info,,,,Very Positive,(416 reviews),"Nippon Ichi Software, Inc.","NIS America, Inc.",Very Positive,(14 reviews),"TITLE: Disgaea 4 Complete+
GENRE: RPG, Strategy
DEVELOPER: Nippon Ichi Software, Inc.
PUBLISHER: NIS America, Inc.
FRANCHISE: Disgaea
RELEASE DATE: 10 Sep, 2020","10 Sep, 2020",RPG Strategy Strategy RPG JRPG Anime +,
ZONE OF THE ENDERS THE 2nd RUNNER : M∀RS / アヌビス ゾーン・オブ・エンダーズ : マーズ,,,,,,(457 reviews),Konami Digital Entertainment,Konami Digital Entertainment,Mostly Positive,,"TITLE: ZONE OF THE ENDERS THE 2nd RUNNER : M∀RS / アヌビス ゾーン・オブ・エンダーズ : マーズ
GENRE: Action
DEVELOPER: Konami Digital Entertainment, Cygames, Inc.
PUBLISHER: Konami Digital Entertainment
RELEASE DATE: 4 Sep, 2018","4 Sep, 2018",Action Mechs Violent VR Anime Sci-fi +,
Thronebreaker: The Witcher Tales,,,,,Very Positive,"(10,903 reviews)",CD PROJEKT RED,CD PROJEKT RED,Very Positive,(190 reviews),"TITLE: Thronebreaker: The Witcher Tales
GENRE: Adventure, RPG
DEVELOPER: CD PROJEKT RED
PUBLISHER: CD PROJEKT RED
RELEASE DATE: 9 Nov, 2018","9 Nov, 2018",RPG Adventure Card Game Story Rich +,
The Infected,,,,,Very Positive,"(3,375 reviews)",DigX Studios,DigX Studios,Very Positive,(114 reviews),"TITLE: The Infected
GENRE: Action, Casual, Indie, Simulation, Early Access
DEVELOPER: DigX Studios
PUBLISHER: DigX Studios
RELEASE DATE: 7 Aug, 2020
EARLY ACCESS RELEASE DATE: 6 Aug, 2020","7 Aug, 2020",Survival Base Building Open World Building +,74
Wartune Reborn,,,,Free To Play,,(77 reviews),7Road,7Road,Mixed,,"TITLE: Wartune Reborn
GENRE: Adventure, Casual, Free to Play, Massively Multiplayer, RPG, Strategy
DEVELOPER: 7Road
PUBLISHER: 7Road
RELEASE DATE: 26 Feb, 2021","26 Feb, 2021",Turn-Based Combat Massively Multiplayer RPG +,8
Gal*Gun 2,Bundle info,,,,Very Positive,(842 reviews),"INTI CREATES CO., LTD.",PQube Limited,Very Positive,(11 reviews),"TITLE: Gal*Gun 2
GENRE: Action, Adventure
DEVELOPER: INTI CREATES CO., LTD.
PUBLISHER: PQube Limited
FRANCHISE: Gal*Gun
RELEASE DATE: 20 Jul, 2018","20 Jul, 2018",Mature On-Rails Shooter Anime VR Cute +,
Iratus: Lord of the Dead,Bundle info,,,,Very Positive,"(4,801 reviews)",Unfrozen,Daedalic Entertainment,Very Positive,(78 reviews),"TITLE: Iratus: Lord of the Dead
GENRE: Indie, RPG, Strategy
DEVELOPER: Unfrozen
PUBLISHER: Daedalic Entertainment
FRANCHISE: Daedalic Entertainment, Iratus: Lord of the Dead
RELEASE DATE: 23 Apr, 2020
EARLY ACCESS RELEASE DATE: 24 Jul, 2019","23 Apr, 2020",RPG Strategy Indie Turn-Based Combat 2D +,
LEGO® MARVEL's Avengers,Package info,,,,Very Positive,"(3,261 reviews)",Traveller's Tales,Warner Bros. Interactive Entertainment,Very Positive,(55 reviews),"TITLE: LEGO® MARVEL's Avengers
GENRE: Action, Adventure
DEVELOPER: Traveller's Tales, TT Games, Feral Interactive (Mac)
PUBLISHER: Warner Bros. Interactive Entertainment, Feral Interactive (Mac)
RELEASE DATE: 26 Jan, 2016","26 Jan, 2016",LEGO Open World Adventure Superhero +,
XCOM®: Chimera Squad,Bundle info,,,,Mostly Positive,"(16,768 reviews)",Firaxis Games,2K,Mixed,(108 reviews),"TITLE: XCOM®: Chimera Squad
GENRE: Strategy
DEVELOPER: Firaxis Games
PUBLISHER: 2K
FRANCHISE: XCOM
RELEASE DATE: 24 Apr, 2020","24 Apr, 2020",Strategy Turn-Based Tactics Turn-Based Strategy +,
I am an Air Traffic Controller 4,"49,99€",,,Download,Very Positive,(173 reviews),TechnoBrain,TechnoBrain,Mostly Positive,(24 reviews),"TITLE: I am an Air Traffic Controller 4
GENRE: Simulation
DEVELOPER: TechnoBrain
PUBLISHER: TechnoBrain
RELEASE DATE: 15 Oct, 2020","15 Oct, 2020",Simulation Flight Management Real Time Tactics +,
