title,price1,price2,discountprice,free,alltime_reviews_summary,number_alltime_reviews,developer,publisher,recent_review_summary,number_recent_reviews,genre,release_date,tags,update_count
Strike Solitaire,Bundle info,,,,,(5 reviews),Creobit,8floor,5 user reviews,,"TITLE: Strike Solitaire
GENRE: Casual
DEVELOPER: Creobit
PUBLISHER: 8floor
RELEASE DATE: 29 Apr, 2019","29 Apr, 2019",Casual +,
dsync,,,,,,(4 reviews),Big Galoot,Big Galoot,4 user reviews,,"TITLE: dsync
GENRE: Action, Indie
DEVELOPER: Big Galoot
PUBLISHER: Big Galoot
RELEASE DATE: 15 Jun, 2018","15 Jun, 2018",Action Indie Shooter Retro Shoot 'Em Up +,
Cat's Life Jigsaw Puzzles,,,,,,(2 reviews),Boogygames Studios,Boogygames Studios,2 user reviews,,"TITLE: Cat's Life Jigsaw Puzzles
GENRE: Casual, Indie, Strategy
DEVELOPER: Boogygames Studios
PUBLISHER: Boogygames Studios
RELEASE DATE: 25 Mar, 2021","25 Mar, 2021",Cats Casual Strategy Puzzle Cute 2D +,
Finger Breaker,,,,,,(8 reviews),SD_TERK,SD_TERK,8 user reviews,,"TITLE: Finger Breaker
GENRE: Casual
DEVELOPER: SD_TERK
PUBLISHER: SD_TERK
RELEASE DATE: 30 Nov, 2020","30 Nov, 2020",Casual Minimalist Arcade Time Attack 2D +,
Achievement Killer,,,,,,(9 reviews),Leakage Games,Leakage Games,9 user reviews,,"TITLE: Achievement Killer
GENRE: Casual, Indie
DEVELOPER: Leakage Games
PUBLISHER: Leakage Games
RELEASE DATE: 11 Oct, 2020","11 Oct, 2020",Casual Clicker Idler Shooter 2D Fighter +,
CosmoDrive:Infinity,,,,,,,Diamond Cats Studio,Diamond Cats Studio,,,"TITLE: CosmoDrive:Infinity
GENRE: Action, Adventure, Casual, Indie, Racing, Simulation, Sports
DEVELOPER: Diamond Cats Studio
PUBLISHER: Diamond Cats Studio
FRANCHISE: CosmoDrive
RELEASE DATE: 16 May, 2021","16 May, 2021",Racing Casual Simulation Sports Action +,
NUC: After The Blast,,,,,,(2 reviews),Leakage Games,Leakage Games,2 user reviews,,"TITLE: NUC: After The Blast
GENRE: Action, Adventure, Indie, Early Access
DEVELOPER: Leakage Games
PUBLISHER: Leakage Games
RELEASE DATE: 17 May, 2021
EARLY ACCESS RELEASE DATE: 17 May, 2021","17 May, 2021",Early Access Hero Shooter Exploration FPS +,
Candy,,,,,,(4 reviews),Right Games,Right Games,4 user reviews,,"TITLE: Candy
GENRE: Casual, Indie
DEVELOPER: Right Games
PUBLISHER: Right Games
RELEASE DATE: 19 Jun, 2018","19 Jun, 2018",Indie Casual Cute Family Friendly Cartoon +,
MushrooMonster,,,,,,(5 reviews),Mikhail Nevsky,Mikhail Nevsky,5 user reviews,,"TITLE: MushrooMonster
GENRE: Indie
DEVELOPER: Mikhail Nevsky
PUBLISHER: Mikhail Nevsky
RELEASE DATE: 29 Apr, 2021","29 Apr, 2021",Action Action-Adventure Idler Hidden Object +,
GG Puzzler,Bundle info,,,,,(9 reviews),Black Lime Studio,Black Lime Studio,9 user reviews,,"TITLE: GG Puzzler
GENRE: Casual, Indie
DEVELOPER: Black Lime Studio
PUBLISHER: Black Lime Studio
RELEASE DATE: 28 May, 2019","28 May, 2019",Indie Casual +,
Ero Snooker,Bundle info,,,,,(1 reviews),Ero Snooker,Ero Snooker,1 user reviews,,"TITLE: Ero Snooker
GENRE: Action, Casual, Indie, Simulation, Sports
DEVELOPER: Ero Snooker
PUBLISHER: Ero Snooker
RELEASE DATE: 29 Jan, 2021","29 Jan, 2021",Casual Action Simulation Sports eSports +,
