title,price1,price2,discountprice,free,alltime_reviews_summary,number_alltime_reviews,developer,publisher,recent_review_summary,number_recent_reviews,genre,release_date,tags,update_count
Puddle,Package info,,,,,(332 reviews),Neko Entertainment,Neko Entertainment,Mostly Positive,,"TITLE: Puddle
GENRE: Action, Indie, Simulation
DEVELOPER: Neko Entertainment
PUBLISHER: Neko Entertainment
RELEASE DATE: 9 Nov, 2012","9 Nov, 2012",Indie Simulation Physics Puzzle Action +,
CasinoRPG,,,,Free To Play,,(199 reviews),GoldFire Studios,GoldFire Studios,Mixed,,"TITLE: CasinoRPG
GENRE: Casual, Free to Play, Indie, Massively Multiplayer, RPG, Simulation
DEVELOPER: GoldFire Studios
PUBLISHER: GoldFire Studios
RELEASE DATE: 16 Jan, 2018","16 Jan, 2018",Free to Play RPG Massively Multiplayer Casual +,54
Dark Void™,,,,,,(441 reviews),Airtight Games,Capcom,Mixed,,"TITLE: Dark Void™
GENRE: Action, Adventure
DEVELOPER: Airtight Games
PUBLISHER: Capcom
RELEASE DATE: 19 Jan, 2010","19 Jan, 2010",Action Adventure Third-Person Shooter Sci-fi +,
God Awe-full Clicker,,,,Free To Play,,(343 reviews),Mad Labyrinth Studios LLC,Mad Labyrinth Studios LLC,Mixed,,"TITLE: God Awe-full Clicker
GENRE: Action, Adventure, Casual, Free to Play, Indie, RPG, Simulation, Strategy
DEVELOPER: Mad Labyrinth Studios LLC
PUBLISHER: Mad Labyrinth Studios LLC
RELEASE DATE: 19 Sep, 2018","19 Sep, 2018",Free to Play Clicker Strategy Indie RPG +,
Shadow Arena,,,,,Mixed,"(5,444 reviews)",Pearl Abyss,Pearl Abyss,Mixed,(90 reviews),"TITLE: Shadow Arena
GENRE: Action, Free to Play, Massively Multiplayer, RPG, Strategy, Early Access
DEVELOPER: Pearl Abyss
PUBLISHER: Pearl Abyss
RELEASE DATE: 21 May, 2020
EARLY ACCESS RELEASE DATE: 21 May, 2020","21 May, 2020",Action Free to Play Battle Royale Strategy +,166
Who's That Flying?!,,,,,,(126 reviews),Mediatonic,Kalypso Media Digital,Mostly Positive,,"TITLE: Who's That Flying?!
GENRE: Action, Casual, Indie
DEVELOPER: Mediatonic
PUBLISHER: Kalypso Media Digital
FRANCHISE: Who's That Flying?!
RELEASE DATE: 31 Jan, 2011","31 Jan, 2011",Action Indie Casual Shoot 'Em Up +,
TheMemory,,,,,,(34 reviews),TeamNPC,TeamNPC,Mostly Positive,,"TITLE: TheMemory
GENRE: Adventure, Indie
DEVELOPER: TeamNPC
PUBLISHER: TeamNPC
RELEASE DATE: 12 Oct, 2018","12 Oct, 2018",Adventure Indie Horror Psychological Horror +,
Field Hospital: Dr. Taylor's Story,,,,,,(20 reviews),Gard Interactive,Gard Interactive,Mostly Positive,,"TITLE: Field Hospital: Dr. Taylor's Story
GENRE: Adventure, Casual, Indie, Simulation, Strategy
DEVELOPER: Gard Interactive
PUBLISHER: Gard Interactive
RELEASE DATE: 27 Nov, 2020","27 Nov, 2020",Story Rich Adventure Choose Your Own Adventure +,16
Quest of Dungeons,,,,,,(445 reviews),David Amador,David Amador,Mostly Positive,,"TITLE: Quest of Dungeons
GENRE: Adventure, Indie, RPG
DEVELOPER: David Amador
PUBLISHER: David Amador
RELEASE DATE: 25 Mar, 2014","25 Mar, 2014",Traditional Roguelike Turn-Based Tactics Casual +,
Beware Planet Earth,,,,,,(136 reviews),Lightmare Studio,BANDAI NAMCO Entertainement,Mostly Positive,,"TITLE: Beware Planet Earth
GENRE: Casual, Indie, Strategy
DEVELOPER: Lightmare Studio
PUBLISHER: BANDAI NAMCO Entertainement
RELEASE DATE: 11 Apr, 2014","11 Apr, 2014",Tower Defense Strategy Indie Casual Aliens +,
