title,price1,price2,discountprice,free,alltime_reviews_summary,number_alltime_reviews,developer,publisher,recent_review_summary,number_recent_reviews,genre,release_date,tags,update_count
Dungeon Defenders II,,,,Free to Play,Mostly Positive,"(19,023 reviews)",Trendy Entertainment,Trendy Entertainment,Very Positive,(119 reviews),"TITLE: Dungeon Defenders II
GENRE: Action, Free to Play, Indie, RPG, Strategy
DEVELOPER: Trendy Entertainment
PUBLISHER: Trendy Entertainment
FRANCHISE: Dungeon Defenders
RELEASE DATE: 20 Jun, 2017","20 Jun, 2017",Multiplayer Online Co-Op Co-op Campaign Loot +,286
METAL GEAR SURVIVE,,,,,Mixed,"(2,939 reviews)",Konami Digital Entertainment,Konami Digital Entertainment,Mixed,(23 reviews),"TITLE: METAL GEAR SURVIVE
GENRE: Action, Adventure, Strategy
DEVELOPER: Konami Digital Entertainment
PUBLISHER: Konami Digital Entertainment
RELEASE DATE: 22 Feb, 2018","22 Feb, 2018",Action Memes Survival Zombies Co-op +,
"Star Wars: Battlefront 2 (Classic, 2005)",Bundle info,,,,Very Positive,"(39,167 reviews)",Pandemic Studios,Lucasfilm,Overwhelmingly Positive,(223 reviews),"TITLE: Star Wars: Battlefront 2 (Classic, 2005)
GENRE: Action
DEVELOPER: Pandemic Studios
PUBLISHER: Lucasfilm, LucasArts, Disney
FRANCHISE: Star Wars
RELEASE DATE: 1 Nov, 2005","1 Nov, 2005",Action Multiplayer Shooter Third-Person Shooter +,
Angel Legion,Bundle info,,,Free To Play,Very Positive,(978 reviews),Shanghai SilverMoon Network Technology Co.Ltd,Shanghai SilverMoon Network Technology Co.Ltd,Overwhelmingly Positive,(275 reviews),"TITLE: Angel Legion
GENRE: Adventure, RPG, Strategy
DEVELOPER: Shanghai SilverMoon Network Technology Co.Ltd
PUBLISHER: Shanghai SilverMoon Network Technology Co.Ltd
RELEASE DATE: 14 Aug, 2020","14 Aug, 2020",Adventure Strategy RPG MMORPG Idler +,
TROUBLESHOOTER: Abandoned Children,,,,,Very Positive,"(5,272 reviews)",Dandylion,Dandylion,Overwhelmingly Positive,(122 reviews),"TITLE: TROUBLESHOOTER: Abandoned Children
GENRE: Casual, Indie, RPG, Strategy
DEVELOPER: Dandylion
PUBLISHER: Dandylion
FRANCHISE: TROUBLESHOOTER
RELEASE DATE: 23 Apr, 2020","23 Apr, 2020",RPG Strategy Anime Turn-Based Strategy +,259
War of Rights,,,,,Very Positive,"(5,838 reviews)",Campfire Games,Campfire Games,Very Positive,(177 reviews),"TITLE: War of Rights
GENRE: Action, Indie, Simulation, Strategy, Early Access
DEVELOPER: Campfire Games
PUBLISHER: Campfire Games
RELEASE DATE: 3 Dec, 2018
EARLY ACCESS RELEASE DATE: 3 Dec, 2018","3 Dec, 2018",Historical War Multiplayer Action Simulation +,177
RollerCoaster Tycoon®: Deluxe,Bundle info,,,,Very Positive,"(4,898 reviews)",Chris Sawyer Productions,Atari,Very Positive,(57 reviews),"TITLE: RollerCoaster Tycoon®: Deluxe
GENRE: Simulation, Strategy
DEVELOPER: Chris Sawyer Productions
PUBLISHER: Atari
FRANCHISE: RollerCoaster Tycoon
RELEASE DATE: 31 Mar, 1999","31 Mar, 1999",Simulation Management Classic Sandbox +,
Verdun,"52,50€",,,,Very Positive,"(26,697 reviews)",M2H,M2H,Very Positive,(92 reviews),"TITLE: Verdun
GENRE: Action, Indie, Massively Multiplayer, Simulation, Strategy
DEVELOPER: M2H, Blackmill Games
PUBLISHER: M2H
FRANCHISE: WW1 Game Series
RELEASE DATE: 28 Apr, 2015","28 Apr, 2015",Shooter Difficult Co-op PvP World War I +,193
SpellForce 3: Fallen God,Bundle info,,,,,(721 reviews),Grimlore Games,THQ Nordic,Very Positive,,"TITLE: SpellForce 3: Fallen God
GENRE: RPG, Strategy
DEVELOPER: Grimlore Games
PUBLISHER: THQ Nordic
FRANCHISE: SpellForce
RELEASE DATE: 3 Nov, 2020","3 Nov, 2020",RPG Strategy RTS City Builder Fantasy +,
DUSK,"24,99€",,,,Overwhelmingly Positive,"(12,375 reviews)",David Szymanski,New Blood Interactive,Overwhelmingly Positive,(406 reviews),"TITLE: DUSK
GENRE: Action, Indie
DEVELOPER: David Szymanski
PUBLISHER: New Blood Interactive
FRANCHISE: New Blood Interactive
RELEASE DATE: 10 Dec, 2018","10 Dec, 2018",FPS Retro Fast-Paced Shooter Horror +,38
Clustertruck,Bundle info,,,,Very Positive,"(8,058 reviews)",Landfall,tinyBuild,Overwhelmingly Positive,(150 reviews),"TITLE: Clustertruck
GENRE: Action, Indie
DEVELOPER: Landfall
PUBLISHER: tinyBuild
FRANCHISE: landfall, tinyBuild
RELEASE DATE: 27 Sep, 2016","27 Sep, 2016",Parkour Automobile Sim Action First-Person +,
DARK SOULS™ II: Scholar of the First Sin,"24,99€",,,,Very Positive,"(47,411 reviews)","FromSoftware, Inc",BANDAI NAMCO Entertainment,Very Positive,(643 reviews),"TITLE: DARK SOULS™ II: Scholar of the First Sin
GENRE: Action, RPG
DEVELOPER: FromSoftware, Inc
PUBLISHER: BANDAI NAMCO Entertainment, FromSoftware, Inc
FRANCHISE: BANDAI NAMCO Entertainment
RELEASE DATE: 1 Apr, 2015","1 Apr, 2015",Souls-like Dark Fantasy RPG Difficult Action +,
Seed of the Dead: Sweet Home,,,,,Very Positive,"(1,236 reviews)",TeamKRAMA,Eroge Japan,Very Positive,(177 reviews),"TITLE: Seed of the Dead: Sweet Home
GENRE: Action
DEVELOPER: TeamKRAMA
PUBLISHER: Eroge Japan
RELEASE DATE: 27 Aug, 2021","27 Aug, 2021",Action Shooter Visual Novel Anime FPS +,5
Obsideo,,,,,Mostly Positive,(338 reviews),Kyle's Garage,Kyle's Garage,Mostly Positive,(23 reviews),"TITLE: Obsideo
GENRE: Action, Indie, Early Access
DEVELOPER: Kyle's Garage
PUBLISHER: Kyle's Garage
RELEASE DATE: 27 Aug, 2021
EARLY ACCESS RELEASE DATE: 27 Aug, 2021","27 Aug, 2021",Early Access Horror Atmospheric Online Co-Op +,21
Necromunda: Hired Gun,Bundle info,,,,Mostly Positive,"(3,109 reviews)",Streum On Studio,Focus Home Interactive,Mixed,(81 reviews),"TITLE: Necromunda: Hired Gun
GENRE: Action, Adventure
DEVELOPER: Streum On Studio
PUBLISHER: Focus Home Interactive
FRANCHISE: Warhammer
RELEASE DATE: 31 May, 2021","31 May, 2021",Action Adventure Warhammer 40K Shooter +,16
Blasphemous,"24,99€",,,Blasphemous Demo,Very Positive,"(13,078 reviews)",The Game Kitchen,Team17,Very Positive,(314 reviews),"TITLE: Blasphemous
GENRE: Action, Adventure, Indie
DEVELOPER: The Game Kitchen
PUBLISHER: Team17
FRANCHISE: Team17
RELEASE DATE: 10 Sep, 2019","10 Sep, 2019",Metroidvania Souls-like Pixel Graphics Gore +,
Firewatch,Bundle info,,,,Very Positive,"(50,306 reviews)",Campo Santo,Panic,Very Positive,(263 reviews),"TITLE: Firewatch
GENRE: Adventure, Indie
DEVELOPER: Campo Santo
PUBLISHER: Panic, Campo Santo
RELEASE DATE: 9 Feb, 2016","9 Feb, 2016",Adventure Atmospheric Story Rich Mystery +,
Game Dev Tycoon,,,,,Overwhelmingly Positive,"(32,905 reviews)",Greenheart Games 💚,Greenheart Games 💚,Overwhelmingly Positive,(152 reviews),"TITLE: Game Dev Tycoon
GENRE: Casual, Indie, Simulation, Strategy
DEVELOPER: Greenheart Games 💚
PUBLISHER: Greenheart Games 💚
RELEASE DATE: 29 Aug, 2013","29 Aug, 2013",Simulation Management Indie Strategy 2D +,
Wolcen: Lords of Mayhem,Bundle info,,,,Mixed,"(56,643 reviews)",WOLCEN Studio,WOLCEN Studio,Mixed,(162 reviews),"TITLE: Wolcen: Lords of Mayhem
GENRE: Action, Adventure, Indie, RPG
DEVELOPER: WOLCEN Studio
PUBLISHER: WOLCEN Studio
RELEASE DATE: 13 Feb, 2020","13 Feb, 2020",RPG Hack and Slash Action RPG Multiplayer +,254
Barn Finders,"16,79€",,,Try it now for free!,Very Positive,"(2,755 reviews)",Duality Games,Duality Games,Very Positive,(31 reviews),"TITLE: Barn Finders
GENRE: Casual, Indie, Simulation
DEVELOPER: Duality Games
PUBLISHER: Duality Games, PlayWay S.A., HeartBeat Games
FRANCHISE: PlayWay S.A., Duality Games
RELEASE DATE: 15 Jun, 2020","15 Jun, 2020",Simulation Casual Indie Trading Singleplayer +,55
Olympic Games Tokyo 2020 – The Official Video Game™,,,,,,(215 reviews),SEGA,SEGA,Mixed,,"TITLE: Olympic Games Tokyo 2020 – The Official Video Game™
GENRE: Casual, Sports
DEVELOPER: SEGA
PUBLISHER: SEGA
RELEASE DATE: 21 Jun, 2021","21 Jun, 2021",Sports Casual 3D Arcade Colorful Party +,
