title,price1,price2,discountprice,free,alltime_reviews_summary,number_alltime_reviews,developer,publisher,recent_review_summary,number_recent_reviews,genre,release_date,tags,update_count
League of Light: Wicked Harvest Collector's Edition,Bundle info,,,,,(4 reviews),Mariaglorum,Big Fish Games,4 user reviews,,"TITLE: League of Light: Wicked Harvest Collector's Edition
GENRE: Adventure, Casual
DEVELOPER: Mariaglorum
PUBLISHER: Big Fish Games
FRANCHISE: League of Light
RELEASE DATE: 24 Apr, 2017","24 Apr, 2017",Adventure Casual Hidden Object +,
Sands of Fire,,,,,,(1 reviews),Three-Sixty Pacific,Ziggurat,1 user reviews,,"TITLE: Sands of Fire
GENRE: Action, Simulation, Strategy
DEVELOPER: Three-Sixty Pacific
PUBLISHER: Ziggurat
RELEASE DATE: 1 Jan, 1990","1 Jan, 1990",Simulation Tanks Wargame World War II War +,
What's Left,,,,,,(1 reviews),A. E. Southwood,A. E. Southwood,1 user reviews,,"TITLE: What's Left
GENRE: Action, Adventure, Indie
DEVELOPER: A. E. Southwood
PUBLISHER: A. E. Southwood
RELEASE DATE: 6 Jan, 2020","6 Jan, 2020",Indie Action Adventure Nudity Violent +,
Kooring VR Wonderland : Heart Castle Crush,"13,29€",,,,,,VRANI inc.,VRANI inc.,,,"TITLE: Kooring VR Wonderland : Heart Castle Crush
GENRE: Action, Adventure, Casual
DEVELOPER: VRANI inc.
PUBLISHER: VRANI inc.
RELEASE DATE: 14 Jul, 2020
EARLY ACCESS RELEASE DATE: 11 Feb, 2021","14 Jul, 2020",Family Friendly Casual VR Party Arcade +,
World Peace Simulator 2019,,,,,,(5 reviews),Tim Rachor,Tim Rachor,5 user reviews,,"TITLE: World Peace Simulator 2019
GENRE: Simulation
DEVELOPER: Tim Rachor
PUBLISHER: Tim Rachor
RELEASE DATE: 20 Feb, 2019","20 Feb, 2019",Simulation +,
LumberQwaxes,,,,,,,"The Final Ricky Games ""Eric Walker""",Eric Walker,,,"TITLE: LumberQwaxes
GENRE: Action, Adventure
DEVELOPER: The Final Ricky Games ""Eric Walker""
PUBLISHER: Eric Walker
FRANCHISE: LumberQwaxes
RELEASE DATE: 1 Jul, 2021","1 Jul, 2021",Action Adventure Action-Adventure Arcade +,
VR火灾逃生应急演练(VR fire emergency simulation system),"9,60€",,,,,,宏兴(北京）科技有限公司,宏兴(北京）科技有限公司,,,"TITLE: VR火灾逃生应急演练(VR fire emergency simulation system)
GENRE: Action, Casual, RPG, Simulation
DEVELOPER: 宏兴(北京）科技有限公司
PUBLISHER: 宏兴(北京）科技有限公司
RELEASE DATE: 6 Dec, 2017","6 Dec, 2017",Simulation Casual RPG Action VR +,
Nekoba RocknRoll,Bundle info,,,,,(1 reviews),leimonya,leimonya,1 user reviews,,"TITLE: Nekoba RocknRoll
GENRE: Action
DEVELOPER: leimonya
PUBLISHER: leimonya
RELEASE DATE: 30 Jun, 2021","30 Jun, 2021",Action Shooter Platformer Arena Shooter 2D +,4
GlassSmash 2,Bundle info,,,,,(1 reviews),Anvate Games,Anvate Games,1 user reviews,,"TITLE: GlassSmash 2
GENRE: Casual, Indie
DEVELOPER: Anvate Games
PUBLISHER: Anvate Games
RELEASE DATE: 27 Aug, 2021","27 Aug, 2021",Puzzle Casual Physics Hack and Slash 3D +,
Theme Park Mystery,Bundle info,,,,,(1 reviews),Image Works,MIRROR Soft,1 user reviews,,"TITLE: Theme Park Mystery
GENRE: Action, Adventure
DEVELOPER: Image Works
PUBLISHER: MIRROR Soft
RELEASE DATE: 31 Mar, 2021","31 Mar, 2021",Adventure Platformer 2D Platformer 2D +,
Fill And Cross Christmas Riddles,Bundle info,,,,,(4 reviews),Creobit,8floor,4 user reviews,,"TITLE: Fill And Cross Christmas Riddles
GENRE: Casual
DEVELOPER: Creobit
PUBLISHER: 8floor
RELEASE DATE: 21 Dec, 2020","21 Dec, 2020",Casual Puzzle Singleplayer Indie Adventure +,
Junebug vs. Evil,,,,,,(8 reviews),Bemoworld Studio,Bemoworld Studio,8 user reviews,,"TITLE: Junebug vs. Evil
GENRE: Action, Indie, Early Access
DEVELOPER: Bemoworld Studio
PUBLISHER: Bemoworld Studio
RELEASE DATE: 13 Jul, 2021
EARLY ACCESS RELEASE DATE: 13 Jul, 2021","13 Jul, 2021",Early Access Action Casual Action Roguelike +,
Voodoo Dice,,,,,,(9 reviews),Exkee,Ubisoft,9 user reviews,,"TITLE: Voodoo Dice
GENRE: Casual
DEVELOPER: Exkee
PUBLISHER: Ubisoft
RELEASE DATE: 15 Jul, 2010","15 Jul, 2010",Casual Puzzle +,
Gori: Cuddly Carnage,,,,,,,Angry Demon Studio,Angry Demon Studio,,,"TITLE: Gori: Cuddly Carnage
GENRE: Action, Adventure, Indie
DEVELOPER: Angry Demon Studio
PUBLISHER: Angry Demon Studio
RELEASE DATE: As soon as the unicorns allow it",As soon as the unicorns allow it,Violent Hack and Slash Action Horror Cute +,
Rose Riddle: Fairy Tale Detective,Bundle info,,,,,(9 reviews),Yustas Game Studio,Alawar Entertainment,9 user reviews,,"TITLE: Rose Riddle: Fairy Tale Detective
GENRE: Adventure, Casual, Indie
DEVELOPER: Yustas Game Studio
PUBLISHER: Alawar Entertainment
FRANCHISE: Alawar Entertainment
RELEASE DATE: 13 Sep, 2017","13 Sep, 2017",Casual Indie Adventure Time Management +,
