title,price1,price2,discountprice,free,alltime_reviews_summary,number_alltime_reviews,developer,publisher,recent_review_summary,number_recent_reviews,genre,release_date,tags,update_count
Rubek,Bundle info,,,,,(85 reviews),Xigma Games,Xigma Games,Mostly Positive,,"TITLE: Rubek
GENRE: Casual, Indie
DEVELOPER: Xigma Games
PUBLISHER: Xigma Games
RELEASE DATE: 14 Oct, 2016","14 Oct, 2016",Casual Indie Puzzle Singleplayer Minimalist +,
A Vampyre Story,,,,,,(127 reviews),Autumn Moon,Strategy First,Mixed,,"TITLE: A Vampyre Story
GENRE: Adventure
DEVELOPER: Autumn Moon
PUBLISHER: Strategy First
RELEASE DATE: 2 Dec, 2008","2 Dec, 2008",Adventure Point & Click Comedy Funny 2D +,
Deathtrap,Package info,,,,,"(1,486 reviews)",NeocoreGames,NeocoreGames,Very Positive,,"TITLE: Deathtrap
GENRE: Action, Adventure, Indie, RPG, Strategy
DEVELOPER: NeocoreGames
PUBLISHER: NeocoreGames
RELEASE DATE: 4 Feb, 2015","4 Feb, 2015",Tower Defense RPG Action Strategy Indie +,
Pacific Storm,Package info,,,,,(33 reviews),Buka Entertainment,Buka Entertainment,Mostly Positive,,"TITLE: Pacific Storm
GENRE: Simulation, Strategy
DEVELOPER: Buka Entertainment, Lesta Studio
PUBLISHER: Buka Entertainment
FRANCHISE: Buka Entertainment
RELEASE DATE: 29 Sep, 2006","29 Sep, 2006",Strategy Simulation Naval Combat World War II +,
Audio Trip,,,,,,(156 reviews),Kinemotik Studios,Andromeda Entertainment,Very Positive,,"TITLE: Audio Trip
GENRE: Indie, Early Access
DEVELOPER: Kinemotik Studios
PUBLISHER: Andromeda Entertainment
RELEASE DATE: 24 Oct, 2019
EARLY ACCESS RELEASE DATE: 24 Oct, 2019","24 Oct, 2019",Indie Early Access VR Rhythm Psychedelic +,30
夜永 Eternal Love,"3,99€",,,,Overwhelmingly Positive,(548 reviews),白露社,PeriScope Game,Very Positive,(11 reviews),"TITLE: 夜永 Eternal Love
GENRE: Adventure, Casual, Indie, RPG, Simulation
DEVELOPER: 白露社
PUBLISHER: PeriScope Game
RELEASE DATE: 12 Nov, 2020","12 Nov, 2020",Casual Simulation RPG Visual Novel Anime +,
RUSH,"16,79€",,,,,(159 reviews),The Binary Mill,The Binary Mill,Very Positive,,"TITLE: RUSH
GENRE: Action, Racing, Simulation, Sports
DEVELOPER: The Binary Mill
PUBLISHER: The Binary Mill
RELEASE DATE: 13 Jul, 2018","13 Jul, 2018",Simulation Racing Sports Action Flight VR +,
7 Days in Dream 光尘,"2,39€",,,,,(31 reviews),0Cube,0Cube,Positive,,"TITLE: 7 Days in Dream 光尘
GENRE: Adventure, Casual, Indie, RPG, Simulation, Strategy
DEVELOPER: 0Cube
PUBLISHER: 0Cube
FRANCHISE: 0Cube
RELEASE DATE: 14 May, 2018","14 May, 2018",Indie Adventure RPG Casual Simulation +,
Survival Vacancy,Bundle info,,,,,(64 reviews),Mind Leak,Mind Leak,Mixed,,"TITLE: Survival Vacancy
GENRE: Indie, Simulation, Strategy
DEVELOPER: Mind Leak
PUBLISHER: Mind Leak
RELEASE DATE: 19 Feb, 2021
EARLY ACCESS RELEASE DATE: 24 Oct, 2019","19 Feb, 2021",Colony Sim Strategy Simulation Indie Co-op +,41
Oh No! Bugs!,Bundle info,,,,,(48 reviews),Doomster Entertainment,Doomster Entertainment,Mostly Positive,,"TITLE: Oh No! Bugs!
GENRE: Casual, Indie
DEVELOPER: Doomster Entertainment
PUBLISHER: Doomster Entertainment
FRANCHISE: Doomster Entertainment
RELEASE DATE: 14 Aug, 2016","14 Aug, 2016",Arcade Co-op Tanks Vehicular Combat 2.5D +,
Ragdoll Madness,,,,,,(25 reviews),Weakfish Studio,Weakfish Studio,Positive,,"TITLE: Ragdoll Madness
GENRE: Adventure, Casual, Indie, Early Access
DEVELOPER: Weakfish Studio
PUBLISHER: Weakfish Studio
FRANCHISE: Weakfish Studio Games
RELEASE DATE: 8 May, 2021
EARLY ACCESS RELEASE DATE: 8 May, 2021","8 May, 2021",Early Access Casual Adventure Puzzle 3D +,6
Panda in the clouds,Bundle info,,,,,(11 reviews),Attack Studio,Attack Studio,Positive,,"TITLE: Panda in the clouds
GENRE: Casual
DEVELOPER: Attack Studio
PUBLISHER: Attack Studio
FRANCHISE: Attack Studio
RELEASE DATE: 23 Aug, 2021","23 Aug, 2021",Grid-Based Movement Flight Puzzle Platformer +,
