title,price1,price2,discountprice,free,alltime_reviews_summary,number_alltime_reviews,developer,publisher,recent_review_summary,number_recent_reviews,genre,release_date,tags,update_count
Chantelise - A Tale of Two Sisters,Package info,,,,,(567 reviews),EasyGameStation,Carpe Fulgur LLC,Mostly Positive,,"TITLE: Chantelise - A Tale of Two Sisters
GENRE: Action, RPG, Indie
DEVELOPER: EasyGameStation
PUBLISHER: Carpe Fulgur LLC
RELEASE DATE: 29 Jul, 2011","29 Jul, 2011",Anime Action RPG Indie Female Protagonist +,
EPONYMOUS,Bundle info,,,,,(41 reviews),Minor Key Games,Minor Key Games,Mostly Positive,,"TITLE: EPONYMOUS
GENRE: Adventure, Casual, Indie
DEVELOPER: Minor Key Games
PUBLISHER: Minor Key Games
FRANCHISE: Minor Key Games
RELEASE DATE: 31 Oct, 2017","31 Oct, 2017",Surreal Atmospheric Abstract Psychological +,
Déjà Vu II: MacVenture Series,Package info,,,,,(14 reviews),Zojoi,Zojoi,Mostly Positive,,"TITLE: Déjà Vu II: MacVenture Series
GENRE: Adventure, Indie
DEVELOPER: Zojoi
PUBLISHER: Zojoi
RELEASE DATE: 26 Jan, 2015","26 Jan, 2015",Adventure Indie Point & Click Noir Difficult +,
Margonem,,,,Free To Play,,(213 reviews),Garmory,Garmory,Mixed,,"TITLE: Margonem
GENRE: Free to Play, Massively Multiplayer, RPG
DEVELOPER: Garmory
PUBLISHER: Garmory
RELEASE DATE: 20 Feb, 2019","20 Feb, 2019",Tactical RPG PvE MMORPG RPG 2D +,
I Am Alive,"14,99€",,,,,"(2,105 reviews)",Ubisoft Shanghaï,Ubisoft,Mixed,,"TITLE: I Am Alive
GENRE: Action, Adventure
DEVELOPER: Ubisoft Shanghaï
PUBLISHER: Ubisoft
RELEASE DATE: 6 Sep, 2012","6 Sep, 2012",Survival Action Adventure Post-apocalyptic +,
East Tower - Akio (East Tower Series Vol. 1),Bundle info,,,,,(28 reviews),ROSEVERTE,ROSEVERTE,Mostly Positive,,"TITLE: East Tower - Akio (East Tower Series Vol. 1)
GENRE: Adventure, Casual, Indie, Simulation
DEVELOPER: ROSEVERTE
PUBLISHER: ROSEVERTE
FRANCHISE: East Tower
RELEASE DATE: 25 Jul, 2012","25 Jul, 2012",Indie Casual Adventure Simulation Otome +,
Tales of Aravorn: Seasons Of The Wolf,"-50%
27,99€
13,99€",,,,,(52 reviews),Winter Wolves,Winter Wolves,Mostly Positive,,"TITLE: Tales of Aravorn: Seasons Of The Wolf
GENRE: Adventure, Indie, RPG
DEVELOPER: Winter Wolves
PUBLISHER: Winter Wolves
FRANCHISE: Winter Wolves Games
RELEASE DATE: 15 Nov, 2014","15 Nov, 2014",RPG Indie Visual Novel Female Protagonist +,
Share,,,,,,(211 reviews),HFM Games,HFM Games,Mostly Positive,,"TITLE: Share
GENRE: Action, Indie
DEVELOPER: HFM Games
PUBLISHER: HFM Games
RELEASE DATE: 3 May, 2016","3 May, 2016",Indie Action Horror +,
Songbringer,Bundle info,,,,,(125 reviews),Wizard Fu,Wizard Fu,Mostly Positive,,"TITLE: Songbringer
GENRE: Action, Adventure, Indie, RPG
DEVELOPER: Wizard Fu
PUBLISHER: Wizard Fu, Double Eleven
RELEASE DATE: 1 Sep, 2017","1 Sep, 2017",Action RPG Action-Adventure Hack and Slash +,
Surviv.io - 2D Battle Royale,,,,Free To Play,Mostly Positive,"(1,960 reviews)","Kongregate, Inc.","Kongregate, Inc.",Mostly Positive,(71 reviews),"TITLE: Surviv.io - 2D Battle Royale
GENRE: Action, Adventure, Free to Play, Massively Multiplayer
DEVELOPER: Kongregate, Inc.
PUBLISHER: Kongregate, Inc.
RELEASE DATE: 24 Sep, 2020","24 Sep, 2020",Battle Royale Top-Down Shooter 2D War +,
Omega Agent,"2,99€",,,,,(50 reviews),Fireproof Games,Fireproof Games,Mostly Positive,,"TITLE: Omega Agent
GENRE: Action, Indie
DEVELOPER: Fireproof Games
PUBLISHER: Fireproof Games
RELEASE DATE: 4 May, 2016","4 May, 2016",Action Indie VR +,
Simply Puzzles: Codewords,"2,39€",,,Download,,(12 reviews),Simply Puzzles,Simply Puzzles,Mostly Positive,,"TITLE: Simply Puzzles: Codewords
GENRE: Casual, Indie, Strategy
DEVELOPER: Simply Puzzles
PUBLISHER: Simply Puzzles
RELEASE DATE: 1 Jun, 2020","1 Jun, 2020",Casual Indie Strategy Puzzle Word Game +,
Hyper Simon X,Bundle info,,,,,(25 reviews),NukGames,NukGames,Mostly Positive,,"TITLE: Hyper Simon X
GENRE: Action, Indie
DEVELOPER: NukGames
PUBLISHER: NukGames
FRANCHISE: NukGames
RELEASE DATE: 8 Aug, 2018","8 Aug, 2018",Action Indie Shoot 'Em Up Arcade Retro +,
Fate Tectonics,,,,,,(135 reviews),Golden Gear Games,Toy Temp,Mostly Positive,,"TITLE: Fate Tectonics
GENRE: Indie, Simulation, Strategy
DEVELOPER: Golden Gear Games
PUBLISHER: Toy Temp
RELEASE DATE: 9 Sep, 2015","9 Sep, 2015",Strategy Indie Simulation God Game Puzzle +,
EMPORIUM,,,,,,(124 reviews),Tom Kitchen,Tom Kitchen,Mostly Positive,,"TITLE: EMPORIUM
GENRE: Adventure, Casual, Indie
DEVELOPER: Tom Kitchen
PUBLISHER: Tom Kitchen
RELEASE DATE: 21 Apr, 2017","21 Apr, 2017",Casual Indie Adventure Gore Philosophical +,
Puzzle & Chess,Bundle info,,,,,(10 reviews),Beni Games,Beni Games,Mostly Positive,,"TITLE: Puzzle & Chess
GENRE: Casual, Indie, Strategy
DEVELOPER: Beni Games
PUBLISHER: Beni Games
RELEASE DATE: 9 Apr, 2021","9 Apr, 2021",Chess Puzzle Minimalist Relaxing Strategy +,
Cooking Trip: Back on the road,Bundle info,,,,,(14 reviews),GameOn Production,8Floor,Mostly Positive,,"TITLE: Cooking Trip: Back on the road
GENRE: Casual, Indie, Simulation, Strategy
DEVELOPER: GameOn Production
PUBLISHER: 8Floor
FRANCHISE: Cooking Trip
RELEASE DATE: 16 Jul, 2019","16 Jul, 2019",Casual Simulation Strategy Indie +,
Paralysis,,,,,,(17 reviews),Justin Jackson,Justin Jackson,Mostly Positive,,"TITLE: Paralysis
GENRE: Action, Casual, Indie, Early Access
DEVELOPER: Justin Jackson
PUBLISHER: Justin Jackson
RELEASE DATE: 23 Mar, 2018","23 Mar, 2018",Action Indie Early Access Violent Gore +,
