title,price1,price2,discountprice,free,alltime_reviews_summary,number_alltime_reviews,developer,publisher,recent_review_summary,number_recent_reviews,genre,release_date,tags,update_count
The Balcony,,,,,,(16 reviews),Holotna,Holotna,Mixed,,"TITLE: The Balcony
GENRE: Action, Casual, Indie, Simulation, Strategy
DEVELOPER: Holotna
PUBLISHER: Holotna
RELEASE DATE: 3 Nov, 2017","3 Nov, 2017",Casual Simulation Indie Strategy +,
Reynard,,,,,,(22 reviews),Filipinjo,Hyper Fox Studios,Positive,,"TITLE: Reynard
GENRE: Action, Indie, RPG
DEVELOPER: Filipinjo, bostjang
PUBLISHER: Hyper Fox Studios
RELEASE DATE: 21 Nov, 2018
EARLY ACCESS RELEASE DATE: 21 Nov, 2018","21 Nov, 2018",Action Action Roguelike Indie RPG Roguelite +,
Sky Journey - Jigsaw Landscapes,Bundle info,,,,,(18 reviews),RSoft Games,RSoft Games,Positive,,"TITLE: Sky Journey - Jigsaw Landscapes
GENRE: Adventure, Casual, Indie
DEVELOPER: RSoft Games
PUBLISHER: RSoft Games
FRANCHISE: RSoft Games
RELEASE DATE: 5 Nov, 2020","5 Nov, 2020",Casual Tabletop Puzzle Nature Relaxing +,
Save Home,Bundle info,,,,,(21 reviews),BadWolf Games,BadWolf Games,Mixed,,"TITLE: Save Home
GENRE: Action, Adventure, Indie, Simulation, Strategy
DEVELOPER: BadWolf Games
PUBLISHER: BadWolf Games
FRANCHISE: BadWolf Games
RELEASE DATE: 30 Sep, 2016","30 Sep, 2016",Action Indie Simulation Adventure Strategy +,
The Cherry Orchard,,,,,,(23 reviews),Team Dogpit,Team Dogpit,Positive,,"TITLE: The Cherry Orchard
GENRE: Casual, Indie
DEVELOPER: Team Dogpit
PUBLISHER: Team Dogpit
RELEASE DATE: 20 Nov, 2020","20 Nov, 2020",3D Visual Novel Story Rich Stylized Anime +,
Bonsai Castles,,,,,,(16 reviews),Hyakuren Soft,Hyakuren Soft,Positive,,"TITLE: Bonsai Castles
GENRE: Indie, Simulation, Strategy
DEVELOPER: Hyakuren Soft
PUBLISHER: Hyakuren Soft
RELEASE DATE: 29 Apr, 2021
EARLY ACCESS RELEASE DATE: 10 Dec, 2019","29 Apr, 2021",Strategy Indie Simulation Tower Defense +,
A Princess of Fallen Kingdom,"1,59€",,,,,(18 reviews),Kuroshiro Group,Hi2Mi Games,Mostly Positive,,"TITLE: A Princess of Fallen Kingdom
GENRE: Adventure, Indie, RPG
DEVELOPER: Kuroshiro Group
PUBLISHER: Hi2Mi Games
RELEASE DATE: 3 Sep, 2021","3 Sep, 2021",Sexual Content Nudity JRPG RPG Adventure +,2
Fishing Sim World: Bass Pro Shops Edition,,,,,,(16 reviews),Dovetail Games,Planet Entertainment,Mostly Positive,,"TITLE: Fishing Sim World: Bass Pro Shops Edition
GENRE: Casual, Simulation, Sports, Strategy
DEVELOPER: Dovetail Games
PUBLISHER: Planet Entertainment
RELEASE DATE: 3 Nov, 2020","3 Nov, 2020",Casual Simulation Sports Immersive Sim 3D +,
Tomato Way 3,,,,,,(29 reviews),Vladislav Castillo Gonzalez,Vladislav Castillo Gonzalez,Positive,,"TITLE: Tomato Way 3
GENRE: Action, Adventure, Indie
DEVELOPER: Vladislav Castillo Gonzalez
PUBLISHER: Vladislav Castillo Gonzalez
FRANCHISE: Tomato Way, Tomato Way
RELEASE DATE: 15 Sep, 2020","15 Sep, 2020",Action Adventure Shooter Horror FPS +,
Bed Survival!,,,,,,(12 reviews),AvoCavo,AvoCavo,Mixed,,"TITLE: Bed Survival!
GENRE: Indie, Simulation
DEVELOPER: AvoCavo
PUBLISHER: AvoCavo
RELEASE DATE: 29 Mar, 2021","29 Mar, 2021",Simulation Life Sim Survival Horror Story Rich +,
Waste Walkers,"8,19€",,,,,(128 reviews),Corrosive Studios LLC,Corrosive Studios LLC,Mostly Positive,,"TITLE: Waste Walkers
GENRE: Action, Adventure, Indie, RPG, Simulation, Strategy
DEVELOPER: Corrosive Studios LLC
PUBLISHER: Corrosive Studios LLC
FRANCHISE: Corrosive Studios LLC
RELEASE DATE: 1 Jun, 2015","1 Jun, 2015",Choose Your Own Adventure CRPG Exploration +,204
Marcella Moon: Secret on the Hill,Bundle info,,,,,(12 reviews),Hidden Ocean Games,Hidden Ocean Games,Positive,,"TITLE: Marcella Moon: Secret on the Hill
GENRE: Adventure, Casual, Indie
DEVELOPER: Hidden Ocean Games
PUBLISHER: Hidden Ocean Games
FRANCHISE: Marcella Moon Mysteries
RELEASE DATE: 15 Jun, 2020","15 Jun, 2020",Adventure Puzzle Casual Indie Mystery +,
Mystical Lights,Bundle info,,,,,(10 reviews),玫瑰工作室,玫瑰工作室,Positive,,"TITLE: Mystical Lights
GENRE: Adventure, Casual, Indie
DEVELOPER: 玫瑰工作室
PUBLISHER: 玫瑰工作室
RELEASE DATE: 13 Oct, 2020","13 Oct, 2020",Anime Indie Sexual Content Adventure 2D +,
FICTION #F3F,Bundle info,,,,,(25 reviews),Colorfiction,Colorfiction,Positive,,"TITLE: FICTION #F3F
GENRE: Adventure, Casual, Indie
DEVELOPER: Colorfiction
PUBLISHER: Colorfiction
FRANCHISE: Colorfiction
RELEASE DATE: 23 Jan, 2021","23 Jan, 2021",Adventure Casual Exploration Walking Simulator +,1
Legendary gun,,,,,,(25 reviews),Tan Zheng,Tan Zheng,Positive,,"TITLE: Legendary gun
GENRE: Indie, Simulation
DEVELOPER: Tan Zheng
PUBLISHER: Tan Zheng
FRANCHISE: Legendary gun
RELEASE DATE: 12 Oct, 2019
EARLY ACCESS RELEASE DATE: 11 Oct, 2019","12 Oct, 2019",Simulation Indie Early Access +,
A Summer with the Shiba Inu,,,,,,(15 reviews),Quill Game Studios,Quill Game Studios,Positive,,"TITLE: A Summer with the Shiba Inu
GENRE: Adventure, Casual, Indie
DEVELOPER: Quill Game Studios
PUBLISHER: Quill Game Studios
RELEASE DATE: 23 Aug, 2019","23 Aug, 2019",Adventure Casual Indie Visual Novel Dog +,
Space Drone: Rescue Mission,,,,,,(11 reviews),Gray Boss,Gray Boss,Positive,,"TITLE: Space Drone: Rescue Mission
GENRE: Casual, Indie, Strategy
DEVELOPER: Gray Boss
PUBLISHER: Gray Boss
FRANCHISE: Gray Boss
RELEASE DATE: 23 Aug, 2021","23 Aug, 2021",Sokoban Minimalist Puzzle Board Game RTS +,
Dragon Blaze,Bundle info,,,,,(28 reviews),CITY CONNECTION,CITY CONNECTION,Positive,,"TITLE: Dragon Blaze
GENRE: Action
DEVELOPER: CITY CONNECTION, Zerodiv
PUBLISHER: CITY CONNECTION
RELEASE DATE: 3 Aug, 2020","3 Aug, 2020",Shoot 'Em Up Shooter Arcade Score Attack +,
PIRATECRAFT,,,,,,(29 reviews),Game for games,Game for games,Mixed,,"TITLE: PIRATECRAFT
GENRE: Action, Adventure, Casual, Massively Multiplayer
DEVELOPER: Game for games
PUBLISHER: Game for games
RELEASE DATE: 12 Mar, 2021","12 Mar, 2021",Exploration Sandbox Pirates Crafting PvP +,
Super Plexis,,,,,,(26 reviews),Medley Studios,Medley Studios,Positive,,"TITLE: Super Plexis
GENRE: Action, Indie, Early Access
DEVELOPER: Medley Studios
PUBLISHER: Medley Studios
RELEASE DATE: 19 Feb, 2021
EARLY ACCESS RELEASE DATE: 19 Feb, 2021","19 Feb, 2021",Action Puzzle 2D Colorful Pixel Graphics +,
Lunch A Palooza,,,,,,(20 reviews),Seashell Studio,Alternative Software Ltd,Positive,,"TITLE: Lunch A Palooza
GENRE: Action, Casual, Indie
DEVELOPER: Seashell Studio
PUBLISHER: Alternative Software Ltd
RELEASE DATE: 14 May, 2020
EARLY ACCESS RELEASE DATE: 30 Jul, 2019","14 May, 2020",Casual Indie Family Friendly Action Funny +,3
