title,price1,price2,discountprice,free,alltime_reviews_summary,number_alltime_reviews,developer,publisher,recent_review_summary,number_recent_reviews,genre,release_date,tags,update_count
Godly Corp,,,,,,(25 reviews),TR8 Torus Studios,Ultimate Games S.A.,Mixed,,"TITLE: Godly Corp
GENRE: Action, Casual, Indie, Simulation
DEVELOPER: TR8 Torus Studios
PUBLISHER: Ultimate Games S.A.
FRANCHISE: Ultimate Games
RELEASE DATE: 13 Dec, 2018","13 Dec, 2018",Indie Casual Action Funny Singleplayer +,
Train of Afterlife,Bundle info,,,,,(16 reviews),Zeiva Inc,Zeiva Inc,Mixed,,"TITLE: Train of Afterlife
GENRE: Adventure, Casual, Indie, Simulation
DEVELOPER: Zeiva Inc
PUBLISHER: Zeiva Inc
RELEASE DATE: 13 Jan, 2012","13 Jan, 2012",Visual Novel Indie Casual Adventure Anime +,
Easy Shooter,Bundle info,,,,,(28 reviews),Funny Games,Funny Games,Mixed,,"TITLE: Easy Shooter
GENRE: Action, Indie, Massively Multiplayer
DEVELOPER: Funny Games
PUBLISHER: Funny Games
RELEASE DATE: 19 Jul, 2020
EARLY ACCESS RELEASE DATE: 4 Oct, 2019","19 Jul, 2020",Action Indie Massively Multiplayer Online Co-Op +,
Professor Watts Memory Match: Shapes And Colors,Bundle info,,,,,(33 reviews),Ripknot Systems,Ripknot Systems,Mixed,,"TITLE: Professor Watts Memory Match: Shapes And Colors
GENRE: Casual, Indie, Strategy
DEVELOPER: Ripknot Systems
PUBLISHER: Ripknot Systems
RELEASE DATE: 27 Jul, 2017","27 Jul, 2017",Indie Casual Strategy Puzzle Family Friendly +,
Money Master,,,,,,(11 reviews),ChaoYe Liu,Happy Home Company,Mixed,,"TITLE: Money Master
GENRE: Casual, Simulation
DEVELOPER: ChaoYe Liu
PUBLISHER: Happy Home Company
RELEASE DATE: 14 Sep, 2018","14 Sep, 2018",Casual Simulation Board Game +,
Inconsistencies,,,,,,(15 reviews),Maxiig,Maxiig,Mixed,,"TITLE: Inconsistencies
GENRE: Adventure, Indie
DEVELOPER: Maxiig
PUBLISHER: Maxiig
RELEASE DATE: 5 Jun, 2020","5 Jun, 2020",Adventure Indie Horror Puzzle Surreal +,
Meme Supreme ¯\_(ツ)_/¯,,,,,,(16 reviews),High Livity Games,High Livity Games,Mixed,,"TITLE: Meme Supreme ¯\_(ツ)_/¯
GENRE: Casual
DEVELOPER: High Livity Games
PUBLISHER: High Livity Games
RELEASE DATE: 12 Jun, 2018","12 Jun, 2018",Casual Memes +,
Bang Bang Fruit 2,,,,,,(49 reviews),Snkl Studio,Snkl Studio,Mixed,,"TITLE: Bang Bang Fruit 2
GENRE: Casual, Indie
DEVELOPER: Snkl Studio
PUBLISHER: Snkl Studio
FRANCHISE: Bang Bang Fruit
RELEASE DATE: 25 Oct, 2017","25 Oct, 2017",Indie Casual Puzzle Singleplayer Short +,
Trial of the Gods,"8,19€",,,,,(10 reviews),Glass Cat Studios,Glass Cat Studios,Mixed,,"TITLE: Trial of the Gods
GENRE: Adventure, Casual, Indie, Strategy
DEVELOPER: Glass Cat Studios
PUBLISHER: Glass Cat Studios
RELEASE DATE: 1 Jun, 2018","1 Jun, 2018",Adventure Indie Casual Strategy VR +,
Rocket Valley Tycoon,,,,Free To Play,,(171 reviews),Rocket Cola Studio,Rocket Cola Studio,Mixed,,"TITLE: Rocket Valley Tycoon
GENRE: Casual, Free to Play, Indie, Strategy
DEVELOPER: Rocket Cola Studio
PUBLISHER: Rocket Cola Studio
RELEASE DATE: 1 Jun, 2018","1 Jun, 2018",Free to Play Casual Indie Strategy +,
Super Trench Attack 2,Bundle info,,,,,(90 reviews),Retro Army Limited,paulstephendavis,Mixed,,"TITLE: Super Trench Attack 2
GENRE: Indie, Strategy
DEVELOPER: Retro Army Limited
PUBLISHER: paulstephendavis
RELEASE DATE: 6 Nov, 2015","6 Nov, 2015",Indie Strategy Female Protagonist +,
Death Stair,,,,,,(196 reviews),Fun Sponge Games,Missing Link Games,Mixed,,"TITLE: Death Stair
GENRE: Action, Casual, Indie, Racing, Sports
DEVELOPER: Fun Sponge Games
PUBLISHER: Missing Link Games
RELEASE DATE: 16 Aug, 2016","16 Aug, 2016",Action Casual Indie Sports Multiplayer +,
