title,price1,price2,discountprice,free,alltime_reviews_summary,number_alltime_reviews,developer,publisher,recent_review_summary,number_recent_reviews,genre,release_date,tags,update_count
黑暗之岛,,,,,,(14 reviews),杭州千狼科技有限公司,杭州千狼科技有限公司,Mixed,,"TITLE: 黑暗之岛
GENRE: Adventure, Indie, RPG, Strategy, Early Access
DEVELOPER: 杭州千狼科技有限公司
PUBLISHER: 杭州千狼科技有限公司
RELEASE DATE: 3 Feb, 2020
EARLY ACCESS RELEASE DATE: 3 Feb, 2020","3 Feb, 2020",Strategy Adventure RPG Indie Early Access +,
Melting Hearts: Our Love Will Grow 2,,,,,,(49 reviews),John Wizard,John Wizard,Mixed,,"TITLE: Melting Hearts: Our Love Will Grow 2
GENRE: Adventure, Indie, RPG, Simulation
DEVELOPER: John Wizard
PUBLISHER: John Wizard
RELEASE DATE: 29 Apr, 2016","29 Apr, 2016",Farming Sim Simulation Life Sim Adventure +,
The Minims,,,,,,(10 reviews),beyondthosehills,beyondthosehills,Mixed,,"TITLE: The Minims
GENRE: Adventure, Indie
DEVELOPER: beyondthosehills
PUBLISHER: beyondthosehills
RELEASE DATE: 1 Apr, 2016","1 Apr, 2016",Adventure Indie Puzzle Point & Click +,
Bloodstream,,,,,,(13 reviews),Going Gangbusters,Going Gangbusters,Mixed,,"TITLE: Bloodstream
GENRE: Action, Indie, Early Access
DEVELOPER: Going Gangbusters
PUBLISHER: Going Gangbusters
RELEASE DATE: 7 Aug, 2019
EARLY ACCESS RELEASE DATE: 7 Aug, 2019","7 Aug, 2019",Action Early Access Indie VR +,
Marvin The Hatter,,,,,,(14 reviews),Red twice potato,Red twice potato,Mixed,,"TITLE: Marvin The Hatter
GENRE: Adventure, Indie
DEVELOPER: Red twice potato
PUBLISHER: Red twice potato
RELEASE DATE: 19 Apr, 2019","19 Apr, 2019",Indie Adventure Platformer +,
Snik,Bundle info,,,,,(30 reviews),Cleverweek,Cleverweek,Mixed,,"TITLE: Snik
GENRE: Casual, Indie
DEVELOPER: Cleverweek
PUBLISHER: Cleverweek
RELEASE DATE: 4 Sep, 2015","4 Sep, 2015",Casual Indie +,
Remaya Idle,,,,,,(78 reviews),Wurrad,Wurrad,Mixed,,"TITLE: Remaya Idle
GENRE: Action, Indie, RPG
DEVELOPER: Wurrad
PUBLISHER: Wurrad
RELEASE DATE: 20 Nov, 2017","20 Nov, 2017",Indie Action RPG Clicker Action RPG +,
Your Home,Bundle info,,,,,(28 reviews),BrainStorming Team,КиКо,Mixed,,"TITLE: Your Home
GENRE: Casual, Indie
DEVELOPER: BrainStorming Team
PUBLISHER: КиКо
FRANCHISE: kuko games
RELEASE DATE: 27 Feb, 2019","27 Feb, 2019",Indie Casual Horror +,
Burgers 2,Bundle info,,,,,(11 reviews),Digitized Organism,Digitized Organism,Mixed,,"TITLE: Burgers 2
GENRE: Action, Adventure, Indie, RPG
DEVELOPER: Digitized Organism
PUBLISHER: Digitized Organism
RELEASE DATE: 8 Jan, 2017","8 Jan, 2017",Indie Action Adventure RPG Wargame +,
Donald VS Martians,,,,,,(16 reviews),You are Fired! team,Versus Publishing,Mixed,,"TITLE: Donald VS Martians
GENRE: Action, Indie
DEVELOPER: You are Fired! team
PUBLISHER: Versus Publishing
FRANCHISE: Space Prostitutes Must Die!
RELEASE DATE: 19 Apr, 2019","19 Apr, 2019",Sexual Content Action Indie Nudity Gore +,
Devade,Bundle info,,,,,(42 reviews),Paleno Games,Paleno Games,Mixed,,"TITLE: Devade
GENRE: Action, Casual, Indie
DEVELOPER: Paleno Games
PUBLISHER: Paleno Games
RELEASE DATE: 29 Mar, 2017","29 Mar, 2017",Casual Action Indie Short +,
同居指南 | Cohabitation Guide,"2,39€",,,,,(12 reviews),CCYY,CCYY,Mixed,,"TITLE: 同居指南 | Cohabitation Guide
GENRE: Adventure, Casual, Indie, RPG, Simulation
DEVELOPER: CCYY
PUBLISHER: CCYY
RELEASE DATE: 12 Jul, 2019","12 Jul, 2019",Indie Casual RPG Adventure Simulation +,
Invasion: Brain Craving,Bundle info,,,,,(196 reviews),New Reality Games,New Reality Games,Mostly Negative,,"TITLE: Invasion: Brain Craving
GENRE: Action, Adventure, Casual, Indie, RPG, Simulation, Strategy
DEVELOPER: New Reality Games
PUBLISHER: New Reality Games
RELEASE DATE: 22 Jun, 2016","22 Jun, 2016",Indie RPG Adventure Strategy Action +,
AQUARYOUNS World,,,,,,(38 reviews),DJAMACAT GmbH,DJAMACAT GmbH,Mixed,,"TITLE: AQUARYOUNS World
GENRE: Indie, Massively Multiplayer, Simulation, Strategy, Early Access
DEVELOPER: DJAMACAT GmbH
PUBLISHER: DJAMACAT GmbH
RELEASE DATE: 11 Nov, 2019
EARLY ACCESS RELEASE DATE: 11 Nov, 2019","11 Nov, 2019",Indie Massively Multiplayer Simulation Strategy +,
Hot Plates,,,,,,(14 reviews),bluebox interactive,bluebox interactive,Mixed,,"TITLE: Hot Plates
GENRE: Action, Casual, Indie, Simulation
DEVELOPER: bluebox interactive, RoJarl Entertainment
PUBLISHER: bluebox interactive
RELEASE DATE: 16 Jun, 2017","16 Jun, 2017",Indie Casual Action Simulation Management +,
Exodus,,,,,,(26 reviews),Galhmac Game Studio,Multi-Form,Mixed,,"TITLE: Exodus
GENRE: Adventure, Indie
DEVELOPER: Galhmac Game Studio
PUBLISHER: Multi-Form
RELEASE DATE: 1 Jun, 2013","1 Jun, 2013",Indie Adventure Platformer Metroidvania 2D +,
Blackfaun,,,,,,(20 reviews),Wild Guess Software,Wild Guess Software,Mixed,,"TITLE: Blackfaun
GENRE: Action, Indie, RPG
DEVELOPER: Wild Guess Software
PUBLISHER: Wild Guess Software
RELEASE DATE: 26 Oct, 2016","26 Oct, 2016",Action RPG Indie Female Protagonist +,
Cube Defense,,,,,,(64 reviews),RewindApp,RewindApp,Mixed,,"TITLE: Cube Defense
GENRE: Action, Casual, Indie
DEVELOPER: RewindApp
PUBLISHER: RewindApp
RELEASE DATE: 22 Mar, 2019
EARLY ACCESS RELEASE DATE: 23 Jan, 2019","22 Mar, 2019",Casual Indie Action Shooter Singleplayer +,
Tic-Toc-Tower,,,,,,(32 reviews),Sneaky Mammoth,SOEDESCO,Mixed,,"TITLE: Tic-Toc-Tower
GENRE: Action, Adventure, Indie
DEVELOPER: Sneaky Mammoth
PUBLISHER: SOEDESCO
FRANCHISE: SOEDESCO
RELEASE DATE: 28 Sep, 2015","28 Sep, 2015",Indie Action Adventure 2D Singleplayer +,
