title,price1,price2,discountprice,free,alltime_reviews_summary,number_alltime_reviews,developer,publisher,recent_review_summary,number_recent_reviews,genre,release_date,tags,update_count
The Yawhg,,,,,,(995 reviews),Damian Sommer,Damian Sommer,Very Positive,,"TITLE: The Yawhg
GENRE: Indie, RPG
DEVELOPER: Damian Sommer, Emily Carroll
PUBLISHER: Damian Sommer
RELEASE DATE: 30 May, 2013","30 May, 2013",Choose Your Own Adventure Indie Local Co-Op +,
Aim Hero,,,,,Very Positive,"(5,413 reviews)",ProGames Studio,ProGames Studio,Very Positive,(32 reviews),"TITLE: Aim Hero
GENRE: Action, Early Access
DEVELOPER: ProGames Studio
PUBLISHER: ProGames Studio
RELEASE DATE: 5 Sep, 2016","5 Sep, 2016",FPS Shooter Singleplayer eSports Action +,
XING: The Land Beyond,"19,99€",,,,,(212 reviews),White Lotus Interactive,White Lotus Interactive,Very Positive,,"TITLE: XING: The Land Beyond
GENRE: Adventure, Indie
DEVELOPER: White Lotus Interactive
PUBLISHER: White Lotus Interactive
RELEASE DATE: 21 Sep, 2017","21 Sep, 2017",Adventure Indie VR Puzzle Relaxing +,
Paint Girl,Bundle info,,,,Very Positive,(608 reviews),ADOG,ADOG,Very Positive,(15 reviews),"TITLE: Paint Girl
GENRE: Action, Adventure, Casual, Indie, Simulation
DEVELOPER: ADOG
PUBLISHER: ADOG
RELEASE DATE: 25 Sep, 2020","25 Sep, 2020",Sexual Content Hentai Casual Adventure +,
Shadow Corridor,,,,,Very Positive,"(1,054 reviews)",KazukiShiroma,KazukiShiroma,Very Positive,(16 reviews),"TITLE: Shadow Corridor
GENRE: Action, Indie
DEVELOPER: KazukiShiroma
PUBLISHER: KazukiShiroma
RELEASE DATE: 8 Mar, 2019","8 Mar, 2019",Horror Action Indie First-Person Singleplayer +,
Lucy -The Eternity She Wished For-,,,,,Overwhelmingly Positive,"(6,561 reviews)",Modern Visual Arts Laboratory,Modern Visual Arts Laboratory,Very Positive,(40 reviews),"TITLE: Lucy -The Eternity She Wished For-
GENRE: Adventure, Casual, Indie, Simulation
DEVELOPER: Modern Visual Arts Laboratory, SEO INSEOK
PUBLISHER: Modern Visual Arts Laboratory
RELEASE DATE: 28 Feb, 2016","28 Feb, 2016",Visual Novel Anime Dating Sim Story Rich +,
Disassembly 3D,Bundle info,,,,,(213 reviews),Khor Chin Heong,Khor Chin Heong,Mostly Positive,,"TITLE: Disassembly 3D
GENRE: Indie, Simulation
DEVELOPER: Khor Chin Heong
PUBLISHER: Khor Chin Heong
FRANCHISE: Disassembly 3D
RELEASE DATE: 30 Nov, 2017","30 Nov, 2017",Simulation Indie Realistic Destruction Puzzle +,
Nancy Drew®: Ghost of Thornton Hall,Bundle info,,,,,(144 reviews),"HeR Interactive, Inc.",HeR Interactive,Very Positive,,"TITLE: Nancy Drew®: Ghost of Thornton Hall
GENRE: Adventure
DEVELOPER: HeR Interactive, Inc.
PUBLISHER: HeR Interactive
RELEASE DATE: 14 May, 2013","14 May, 2013",Adventure Point & Click Puzzle Story Rich +,
Bastard Bonds,,,,,,(473 reviews),Bigfingers,Bigfingers,Very Positive,,"TITLE: Bastard Bonds
GENRE: Indie, RPG, Strategy
DEVELOPER: Bigfingers
PUBLISHER: Bigfingers
RELEASE DATE: 29 Apr, 2016","29 Apr, 2016",Nudity RPG Mature LGBTQ+ Indie +,
Fi da Puti Samurai,,,,,,(41 reviews),Zanardi and Liza,Zanardi and Liza,Positive,,"TITLE: Fi da Puti Samurai
GENRE: Action, Early Access
DEVELOPER: Zanardi and Liza
PUBLISHER: Zanardi and Liza
FRANCHISE: Zanardi and Liza
RELEASE DATE: 30 Jun, 2022
EARLY ACCESS RELEASE DATE: 29 Mar, 2021","30 Jun, 2022",FPS Funny Retro Anime Roguelite Action +,
