title,price1,price2,discountprice,free,alltime_reviews_summary,number_alltime_reviews,developer,publisher,recent_review_summary,number_recent_reviews,genre,release_date,tags,update_count
Visual Out,,,,,,(11 reviews),MadameBerry Games LLC,MadameBerry Games LLC,Positive,,"TITLE: Visual Out
GENRE: Action, Adventure, Indie
DEVELOPER: MadameBerry Games LLC
PUBLISHER: MadameBerry Games LLC
RELEASE DATE: 15 Mar, 2018","15 Mar, 2018",Indie Action Adventure Metroidvania +,
Run and Jump Little Vico,Bundle info,,,,,(11 reviews),Dnovel,Dnovel,Positive,,"TITLE: Run and Jump Little Vico
GENRE: Action, Adventure, Casual
DEVELOPER: Dnovel, Two Hands
PUBLISHER: Dnovel
FRANCHISE: Two Legs, Run and Jump Little Vico
RELEASE DATE: 8 Jul, 2021
EARLY ACCESS RELEASE DATE: 16 Jun, 2021","8 Jul, 2021",Casual Adventure Arcade 2D Platformer 2D +,2
无奇刀 Wookie's Blade,"4,99€",,,,,(13 reviews),"Hangzhou Wookart Technology Co.,Ltd.","Hangzhou Wookart Technology Co.,Ltd.",Positive,,"TITLE: 无奇刀 Wookie's Blade
GENRE: Action, Adventure, Casual, Indie, RPG, Sports
DEVELOPER: Hangzhou Wookart Technology Co.,Ltd.
PUBLISHER: Hangzhou Wookart Technology Co.,Ltd.
RELEASE DATE: 26 Sep, 2019
EARLY ACCESS RELEASE DATE: 29 Jul, 2019","26 Sep, 2019",Action Adventure RPG Indie Casual Gore +,
Blood City,,,,,,(12 reviews),WJLEGAME,WJLEGAME,Positive,,"TITLE: Blood City
GENRE: Action, Adventure, Indie
DEVELOPER: WJLEGAME
PUBLISHER: WJLEGAME
RELEASE DATE: 30 Aug, 2018","30 Aug, 2018",Indie Action Adventure +,
A Dream For Aaron,Bundle info,,,,,(10 reviews),Vidas Salavejus,Vidas Salavejus,Positive,,"TITLE: A Dream For Aaron
GENRE: Action, Adventure, Casual, Indie
DEVELOPER: Vidas Salavejus
PUBLISHER: Vidas Salavejus
RELEASE DATE: 12 Oct, 2017","12 Oct, 2017",Casual Adventure Action Indie +,
Gun Bombers,,,,,,(32 reviews),Antti Vaihia,Antti Vaihia,Positive,,"TITLE: Gun Bombers
GENRE: Action, Indie, Strategy
DEVELOPER: Antti Vaihia
PUBLISHER: Antti Vaihia
RELEASE DATE: 21 Sep, 2016","21 Sep, 2016",Strategy Multiplayer PvP Real-Time 2D +,
Anatidae,,,,,,(11 reviews),Lucas Souto,PopcornDuck,Positive,,"TITLE: Anatidae
GENRE: Action, Indie
DEVELOPER: Lucas Souto
PUBLISHER: PopcornDuck
RELEASE DATE: 25 May, 2021","25 May, 2021",Action Precision Platformer Collectathon Cute +,
Coffee Crawl,,,,,,(10 reviews),Vectorinox,Vectorinox,Positive,,"TITLE: Coffee Crawl
GENRE: Action, Adventure, Indie, RPG
DEVELOPER: Vectorinox
PUBLISHER: Vectorinox
RELEASE DATE: 21 Mar, 2018","21 Mar, 2018",Adventure Indie Action RPG RPGMaker +,
Spacejacked,,,,,,(13 reviews),Rotten Mage,Rotten Mage,Positive,,"TITLE: Spacejacked
GENRE: Action, Indie
DEVELOPER: Rotten Mage
PUBLISHER: Rotten Mage
RELEASE DATE: 26 Feb, 2016","26 Feb, 2016",Action Indie Aliens Tower Defense +,
Planaris 2+,Bundle info,,,,,(11 reviews),Bryce Summer,Bryce Summer,Positive,,"TITLE: Planaris 2+
GENRE: Casual, Indie
DEVELOPER: Bryce Summer
PUBLISHER: Bryce Summer
RELEASE DATE: 9 Jul, 2019","9 Jul, 2019",Casual Puzzle Match 3 Indie 2D Classic +,
Pix Tower,Bundle info,,,,,(10 reviews),meokigame,meokigame,Positive,,"TITLE: Pix Tower
GENRE: Action, Adventure, Casual, Indie, Racing, RPG, Simulation, Sports, Strategy
DEVELOPER: meokigame
PUBLISHER: meokigame
RELEASE DATE: 11 Feb, 2019","11 Feb, 2019",Casual Strategy Action Adventure Sports +,
The Color of the Roses,,,,,,(12 reviews),Lucky owl,Lucky owl,Positive,,"TITLE: The Color of the Roses
GENRE: Adventure, Indie
DEVELOPER: Lucky owl
PUBLISHER: Lucky owl
RELEASE DATE: 27 Mar, 2019","27 Mar, 2019",Adventure Indie Violent RPGMaker Horror +,
quadrant,,,,,,(28 reviews),undef,undef,Positive,,"TITLE: quadrant
GENRE: Indie
DEVELOPER: undef
PUBLISHER: undef
RELEASE DATE: 1 May, 2015","1 May, 2015",Indie Rhythm +,
Sheptun,Bundle info,,,,,(14 reviews),Frosted Wings Studio,Frosted Wings Studio,Positive,,"TITLE: Sheptun
GENRE: Action, Indie, RPG
DEVELOPER: Frosted Wings Studio
PUBLISHER: Frosted Wings Studio
RELEASE DATE: 13 Feb, 2020","13 Feb, 2020",Action Indie RPG Horror Dark Adventure +,
Zhulik.exe,Bundle info,,,,,(18 reviews),DarkDes Labs,DarkDes Labs,Positive,,"TITLE: Zhulik.exe
GENRE: Casual, Indie, Simulation
DEVELOPER: DarkDes Labs
PUBLISHER: DarkDes Labs
RELEASE DATE: 27 Dec, 2017","27 Dec, 2017",Indie Casual Simulation Funny Economy +,
Colormeleons,,,,,,(35 reviews),Meleons,Meleons,Positive,,"TITLE: Colormeleons
GENRE: Casual, Indie, Simulation, Strategy
DEVELOPER: Meleons
PUBLISHER: Meleons
RELEASE DATE: 11 May, 2020","11 May, 2020",Casual Indie Strategy Simulation 2D +,
法利恩戰記（Furion Chronicles）,"3,99€",,,,,(98 reviews),Minstrel Studio,Minstrel Studio,Mostly Positive,,"TITLE: 法利恩戰記（Furion Chronicles）
GENRE: Adventure, Indie, RPG, Simulation, Strategy
DEVELOPER: Minstrel Studio
PUBLISHER: Minstrel Studio
RELEASE DATE: 16 Mar, 2020","16 Mar, 2020",Strategy Indie Simulation Sexual Content +,12
WATCH / 透视,Bundle info,,,,,(29 reviews),7OfUs,电钮组,Positive,,"TITLE: WATCH / 透视
GENRE: Action, Adventure, Casual, Indie, Strategy
DEVELOPER: 7OfUs
PUBLISHER: 电钮组
FRANCHISE: 电钮组
RELEASE DATE: 3 Dec, 2020
EARLY ACCESS RELEASE DATE: 26 Feb, 2020","3 Dec, 2020",Puzzle Platformer Platformer Puzzle Casual +,
Left Alone,,,,,,(479 reviews),Volumetric Games,Volumetric Games,Mostly Positive,,"TITLE: Left Alone
GENRE: Action, Adventure, Indie
DEVELOPER: Volumetric Games
PUBLISHER: Volumetric Games
RELEASE DATE: 28 Apr, 2016","28 Apr, 2016",Adventure Indie Action Horror Survival Horror +,
VITATIO,Bundle info,,,,,(15 reviews),ColloseusX,Phat Phrog Studios,Positive,,"TITLE: VITATIO
GENRE: Casual, Indie, Strategy
DEVELOPER: ColloseusX
PUBLISHER: Phat Phrog Studios
RELEASE DATE: 28 Jul, 2017","28 Jul, 2017",Casual Indie Strategy +,
Bloody Streets,"6,99€",,,,,(47 reviews),Headless Wizard,Headless Wizard,Positive,,"TITLE: Bloody Streets
GENRE: Action, Indie
DEVELOPER: Headless Wizard
PUBLISHER: Headless Wizard
RELEASE DATE: 12 Mar, 2015","12 Mar, 2015",Indie Action Top-Down Shooter Zombies +,
"Damn, what was yesterday?",,,,,,(16 reviews),SSP Games,SSP Games,Positive,,"TITLE: Damn, what was yesterday?
GENRE: Adventure, Casual, Indie, RPG
DEVELOPER: SSP Games
PUBLISHER: SSP Games
RELEASE DATE: 4 Jul, 2020","4 Jul, 2020",Adventure Indie Casual Sexual Content RPG +,
Charge Kid,,,,,,(16 reviews),"Ayrton, Rafael and Vicente","Ayrton, Rafael and Vicente",Positive,,"TITLE: Charge Kid
GENRE: Adventure, Indie
DEVELOPER: Ayrton, Rafael and Vicente
PUBLISHER: Ayrton, Rafael and Vicente
RELEASE DATE: 29 Jun, 2020","29 Jun, 2020",Puzzle Platformer Puzzle Platformer 2D Indie +,
CONTINUE,,,,,,(10 reviews),Pixel Pinecone,Kajak Games,Positive,,"TITLE: CONTINUE
GENRE: Action, Adventure, Indie
DEVELOPER: Pixel Pinecone
PUBLISHER: Kajak Games
RELEASE DATE: 22 Feb, 2019","22 Feb, 2019",Action Indie Adventure Hack and Slash +,
BOROS,,,,,,(16 reviews),Kraken Bit,Kraken Bit,Positive,,"TITLE: BOROS
GENRE: Action, Casual, Indie
DEVELOPER: Kraken Bit
PUBLISHER: Kraken Bit
RELEASE DATE: 6 Apr, 2017","6 Apr, 2017",Casual Action Indie Puzzle Local Multiplayer +,
"Oh Jeez, Oh No, My Rabbits Are Gone!",,,,,,(22 reviews),Studio Nevermore,Studio Nevermore,Positive,,"TITLE: Oh Jeez, Oh No, My Rabbits Are Gone!
GENRE: Casual, Indie
DEVELOPER: Studio Nevermore
PUBLISHER: Studio Nevermore
RELEASE DATE: 19 Dec, 2019","19 Dec, 2019",Indie Casual Pixel Graphics Puzzle Platformer +,9
Pixel Dominance,,,,,,(10 reviews),Stepan Sheygas,Broken Pixel,Positive,,"TITLE: Pixel Dominance
GENRE: Action, Adventure, Indie, Strategy
DEVELOPER: Stepan Sheygas
PUBLISHER: Broken Pixel
RELEASE DATE: 5 Feb, 2020","5 Feb, 2020",Action Indie Adventure Strategy Violent +,
Stream Arenas,,,,,,(41 reviews),Sic'em Studios,Sic'em Studios,Positive,,"TITLE: Stream Arenas
GENRE: Action, Adventure, RPG, Simulation, Early Access
DEVELOPER: Sic'em Studios
PUBLISHER: Sic'em Studios
RELEASE DATE: 1 Sep, 2020
EARLY ACCESS RELEASE DATE: 1 Sep, 2020","1 Sep, 2020",Early Access Action Adventure Action RPG +,62
Karradash - The Lost Dungeons,,,,,,(10 reviews),68k Studios,68k Studios,Positive,,"TITLE: Karradash - The Lost Dungeons
GENRE: Action, RPG
DEVELOPER: 68k Studios
PUBLISHER: 68k Studios
RELEASE DATE: 31 Aug, 2017","31 Aug, 2017",Action RPG Indie Roguelike +,
Quip Anomaly,,,,,,(11 reviews),mentics,mentics,Positive,,"TITLE: Quip Anomaly
GENRE: Action, Indie
DEVELOPER: mentics
PUBLISHER: mentics
RELEASE DATE: 8 Aug, 2016","8 Aug, 2016",Action Indie +,
Magnia,,,,,,(12 reviews),NoDeadLineGames,NoDeadLineGames,Positive,,"TITLE: Magnia
GENRE: Action, Casual, Indie
DEVELOPER: NoDeadLineGames
PUBLISHER: NoDeadLineGames
RELEASE DATE: 20 Nov, 2019
EARLY ACCESS RELEASE DATE: 21 Oct, 2019","20 Nov, 2019",Casual Action Puzzle 3D Atmospheric +,
Magnibox,,,,,,(41 reviews),Joseph Gribbin,Joseph Gribbin,Positive,,"TITLE: Magnibox
GENRE: Indie
DEVELOPER: Joseph Gribbin
PUBLISHER: Joseph Gribbin
RELEASE DATE: 26 Mar, 2019","26 Mar, 2019",Indie Puzzle Pixel Graphics +,
