title,price1,price2,discountprice,free,alltime_reviews_summary,number_alltime_reviews,developer,publisher,recent_review_summary,number_recent_reviews,genre,release_date,tags,update_count
Starpoint Gemini,Bundle info,,,,,(116 reviews),Little Green Men Games,Little Green Men Games,Mostly Negative,,"TITLE: Starpoint Gemini
GENRE: RPG, Simulation
DEVELOPER: Little Green Men Games
PUBLISHER: Little Green Men Games
FRANCHISE: Starpoint Gemini
RELEASE DATE: 16 Feb, 2012","16 Feb, 2012",Simulation RPG Space Sci-fi Space Sim +,
Logistics Simulator,,,,,,(9 reviews),Lance Games,Lance Games,9 user reviews,,"TITLE: Logistics Simulator
GENRE: Casual, Indie, Simulation, Early Access
DEVELOPER: Lance Games
PUBLISHER: Lance Games
RELEASE DATE: 9 Aug, 2021
EARLY ACCESS RELEASE DATE: 9 Aug, 2021","9 Aug, 2021",Early Access Simulation Economy Third Person +,
Wildlife Park Gold Reloaded,Bundle info,,,,,(15 reviews),b-alive gmbh,b-alive gmbh,Mostly Negative,,"TITLE: Wildlife Park Gold Reloaded
GENRE: Casual, Indie, Simulation, Strategy
DEVELOPER: b-alive gmbh
PUBLISHER: b-alive gmbh
RELEASE DATE: 2 Feb, 2018","2 Feb, 2018",Simulation Strategy Indie Casual City Builder +,
Garbage Day,,,,,,(937 reviews),Svajūnas Žemaitis,Svajūnas Žemaitis,Mostly Negative,,"TITLE: Garbage Day
GENRE: Action, Indie, Early Access
DEVELOPER: Svajūnas Žemaitis
PUBLISHER: Svajūnas Žemaitis
RELEASE DATE: 18 Jan, 2016","18 Jan, 2016",Action Sandbox Early Access Indie Shooter +,
DreamWorks Spirit Lucky's Big Adventure,"39,99€",,,,,(8 reviews),AHEARTFULOFGAMES,Outright Games Ltd.,8 user reviews,,"TITLE: DreamWorks Spirit Lucky's Big Adventure
GENRE: Action, Adventure
DEVELOPER: AHEARTFULOFGAMES
PUBLISHER: Outright Games Ltd.
FRANCHISE: Spirit, Outright Games
RELEASE DATE: 1 Jun, 2021","1 Jun, 2021",Exploration Action-Adventure Female Protagonist +,
Fantasy Mosaics 20: Castle of Puzzles,Bundle info,,,,,(5 reviews),Andy Jurko,Andy Jurko,5 user reviews,,"TITLE: Fantasy Mosaics 20: Castle of Puzzles
GENRE: Casual, Indie, Strategy
DEVELOPER: Andy Jurko
PUBLISHER: Andy Jurko
RELEASE DATE: 20 Mar, 2017","20 Mar, 2017",Casual Strategy Indie +,
Fantasy Mosaics 26: Fairytale Garden,Bundle info,,,,,(3 reviews),Andy Jurko,Andy Jurko,3 user reviews,,"TITLE: Fantasy Mosaics 26: Fairytale Garden
GENRE: Casual, Indie, Strategy
DEVELOPER: Andy Jurko
PUBLISHER: Andy Jurko
RELEASE DATE: 20 Jan, 2018","20 Jan, 2018",Casual Strategy Indie +,
Fantasy Mosaics 18: Explore New Colors,Bundle info,,,,,(9 reviews),Andy Jurko,Andy Jurko,9 user reviews,,"TITLE: Fantasy Mosaics 18: Explore New Colors
GENRE: Casual, Indie
DEVELOPER: Andy Jurko
PUBLISHER: Andy Jurko
RELEASE DATE: 29 Nov, 2016","29 Nov, 2016",Casual Indie Puzzle +,
Fantasy Mosaics 25: Wedding Ceremony,Bundle info,,,,,(1 reviews),Andy Jurko,Andy Jurko,1 user reviews,,"TITLE: Fantasy Mosaics 25: Wedding Ceremony
GENRE: Casual, Indie, Strategy
DEVELOPER: Andy Jurko
PUBLISHER: Andy Jurko
RELEASE DATE: 13 Nov, 2017","13 Nov, 2017",Casual Strategy Indie +,
Ships 2017,Bundle info,,,,,(145 reviews),FragOut,Games Box,Mostly Negative,,"TITLE: Ships 2017
GENRE: Indie, Simulation
DEVELOPER: FragOut
PUBLISHER: Games Box, Ultimate Games S.A.
RELEASE DATE: 19 Oct, 2016","19 Oct, 2016",Simulation Indie Free to Play Adventure 3D +,
Chimeras: What Wishes May Come Collector's Edition,Bundle info,,,,,(2 reviews),Elephant Games,Big Fish Games,2 user reviews,,"TITLE: Chimeras: What Wishes May Come Collector's Edition
GENRE: Adventure, Casual
DEVELOPER: Elephant Games
PUBLISHER: Big Fish Games
FRANCHISE: Chimeras
RELEASE DATE: 13 Aug, 2021","13 Aug, 2021",Hidden Object Puzzle Point & Click Detective +,
Boulder Dash Deluxe,,,,,,(1 reviews),BBG Entertainment GmbH,BBG Entertainment GmbH,1 user reviews,,"TITLE: Boulder Dash Deluxe
GENRE: Adventure, Casual, Strategy
DEVELOPER: BBG Entertainment GmbH
PUBLISHER: BBG Entertainment GmbH
RELEASE DATE: 8 Sep, 2021","8 Sep, 2021",Casual Strategy Puzzle Hidden Object 2.5D +,
MY TIME ALIVE,,,,,,(4 reviews),Barty Games,Barty Games,4 user reviews,,"TITLE: MY TIME ALIVE
GENRE: Action, Indie, RPG
DEVELOPER: Barty Games
PUBLISHER: Barty Games
RELEASE DATE: 3 Aug, 2021","3 Aug, 2021",Action RPG Action RPG FPS 3D Combat +,6
Prison Girl,,,,,,(40 reviews),MA Game,MA Game,Mostly Negative,,"TITLE: Prison Girl
GENRE: Indie, RPG, Simulation
DEVELOPER: MA Game
PUBLISHER: MA Game
RELEASE DATE: 22 Jan, 2021","22 Jan, 2021",Sexual Content Nudity RPG Mature Stealth +,
Virtual Race Car Engineer 2020,Bundle info,,,,,(7 reviews),Tim McArthur,Monkey Face Software LLC,7 user reviews,,"TITLE: Virtual Race Car Engineer 2020
GENRE: Indie, Racing, Simulation
DEVELOPER: Tim McArthur
PUBLISHER: Monkey Face Software LLC
FRANCHISE: Monkey Face Software LLC
RELEASE DATE: 24 Jan, 2020","24 Jan, 2020",Simulation Racing Indie Automobile Sim +,
Paranormal Files: Ghost Chapter Collector's Edition,Bundle info,,,,,(4 reviews),Elephant Games,Big Fish Games,4 user reviews,,"TITLE: Paranormal Files: Ghost Chapter Collector's Edition
GENRE: Adventure, Casual
DEVELOPER: Elephant Games
PUBLISHER: Big Fish Games
FRANCHISE: Paranormal Files
RELEASE DATE: 16 Jul, 2021","16 Jul, 2021",Hidden Object Puzzle Casual Point & Click +,
Leisure Suit Larry 5 - Passionate Patti Does a Little Undercover Work,Bundle info,,,,,(10 reviews),Assemble Entertainment,Assemble Entertainment,Mostly Positive,,"TITLE: Leisure Suit Larry 5 - Passionate Patti Does a Little Undercover Work
GENRE: Adventure
DEVELOPER: Assemble Entertainment, Sierra Entertainment
PUBLISHER: Assemble Entertainment
FRANCHISE: Leisure Suit Larry
RELEASE DATE: 18 Dec, 2017","18 Dec, 2017",Adventure Point & Click Sexual Content 2D +,
Stonehenge VR SANDBOX,"14,99€",,,,,(2 reviews),VoyagerVR,VoyagerVR,2 user reviews,,"TITLE: Stonehenge VR SANDBOX
GENRE: Casual
DEVELOPER: VoyagerVR
PUBLISHER: VoyagerVR
RELEASE DATE: 10 Oct, 2017","10 Oct, 2017",Casual Education Building Design & Illustration +,
Mystery Trackers: Black Isle Collector's Edition,Bundle info,,,,,(7 reviews),Elephant Games,Big Fish Games,7 user reviews,,"TITLE: Mystery Trackers: Black Isle Collector's Edition
GENRE: Adventure, Casual
DEVELOPER: Elephant Games
PUBLISHER: Big Fish Games
FRANCHISE: Mystery Trackers
RELEASE DATE: 12 Sep, 2018","12 Sep, 2018",Adventure Casual Hidden Object +,
